sub_area,count,log_price.mean,log_price.sd,log_price_per_log_fullsq.mean,log_price_per_log_fullsq.sd,kremlin_km.mean,kremlin_km.sd,invest_prop,weird_prop,Number,Okrug,Area.Total,Population,Density,Area.Residential,Density_Real_Inv,sqrt_kremlin_km.mean,cluster
Sokolinaja Gora,188,15.824636423086,0.399756911065613,0.788957230610968,2.03267291523471,7.39181866209574,0.507871790092572,0.618340750692214,0.106382978723404,96,E,7.84,89849,11460.33,1422,16.3,-0.785664586036469,3
Solncevo,421,15.5344181802193,0.363068478264473,0.185047918911569,2.13517050882726,16.9645974605463,0.60911676799158,-1.02198628904581,0.104347826086957,98,W,11.29,122410,10842.34,2058.4,17.7,0.254097401439273,15
Staroe Krjukovo,92,15.6018440969437,0.335830183917288,-0.419405926487727,-1.60001295378973,36.8791980693478,0.290391439933198,0.618340750692214,0.0434782608695652,99,Zelenograd,3.81,30418,7983.73,566,19.7,1.70529770726344,18
Strogino,301,16.0180697428555,0.351038765059999,0.219468356794972,0.0222638056385645,14.6537278090698,0.475720953693632,-0.931197806666893,0.13953488372093,100,NW,16.84,158802,9430.05,2406.2,15.8,0.0381334856454662,6
Sviblovo,131,15.9349396481889,0.33016185463836,0.495969164295856,-0.13246567292197,11.0218025898473,0.405974099845918,-0.320056645367499,0.175257731958763,88,NE,4.41,62115,14085.03,956.1,15.9,-0.339226885777702,6
Taganskoe,173,16.1063332518683,0.485902543128486,0.408479301743378,-0.130442283784646,3.4855766813237,0.602140283489773,0.597441386720126,0.191860465116279,101,Central,8.01,119862,14964.04,2380.6,20.5,-1.41829118398683,2
Tekstil'shhiki,298,15.7067550640576,0.283255128392,0.327633970658124,-0.18865992302404,9.12438976974161,0.954190803226648,-0.667741586623734,0.15625,103,SE,5.92,104516,17654.73,1638.7,16.3,-0.561472451859297,6
Teplyj Stan,165,15.9272415903765,0.308417636706991,0.171469880981549,-0.369388092533244,15.3809329432121,0.728917109889379,0.530690084821396,0.111801242236025,104,SW,7.5,133857,17847.6,2406.4,19.1,0.107822129961237,8
Timirjazevskoe,154,15.8466035827951,0.363537945152197,0.566306742924205,-0.0501458020263314,7.79069573916234,1.28304514197308,0.547907179903164,0.0860927152317881,105,N,10.43,83324,7988.88,1836.2,22.2,-0.731900864729128,2
Troickij okrug,158,15.4376886280865,0.360409602533012,-1.98825660978861,1.42014499083725,36.0673536289241,1.28126087171775,-0.914852463234835,0.0879120879120879,143,Troitsky,16.33,53519,3277.34,,,1.65537917868682,17
Troparevo-Nikulino,126,16.2123513942934,0.412430641878067,-0.982148675699966,0.194296703124238,12.8608765147619,0.646336766134969,0.589645592222601,0.168,106,W,11.27,121346,10767.17,2895.2,24.4,-0.141454842235014,7
Tverskoe,678,15.5990909972611,0.541811604321306,-1.0366686151972,-0.0607594576143917,0.376645006489676,0.918802602914697,-2.41598180287776,0.174311926605505,102,Central,7.27,77123,10608.39,1253.3,16.4,-2.34905467231738,23
Veshnjaki,213,15.6202840525064,0.283902956078222,0.565051446136846,-0.62672197464851,12.9517002262441,0.446719847513571,0.431620142058957,0.099009900990099,16,E,10.72,122124,11392.16,1976.8,16.2,-0.132066933676037,4
Vnukovo,44,15.515022589409,0.256160826317319,-0.205638692464523,-0.569468213474584,25.4427788302273,1.03380344569329,0.618340750692214,0.113636363636364,17,W,17.42,24453,1403.73,416.6,17.8,0.941276060855168,8
Vojkovskoe,131,16.0374326931571,0.444644813558288,-0.104250665920731,0.673968345892149,10.6528305519847,0.827752730466258,0.0939422058353152,0.133928571428571,18,N,6.61,69273,10480.03,1531,23.1,-0.380848404604055,7
Vostochnoe,7,15.3665820398481,0.201122150590208,0.947711724679593,-1.50898929786723,19.0754491542857,4.84997308167398,0.618340750692214,0.142857142857143,21,E,3.14,13363,4255.73,227.5,18.4,0.438826847658016,4
Vostochnoe Degunino,118,15.7393756873505,0.315076396869209,0.326352671718226,-0.553610761171609,13.304789285339,1.1194105063932,0.618340750692214,0.11864406779661,19,N,3.77,98206,26049.34,1592.5,16.7,-0.095879285297113,4
Vostochnoe Izmajlovo,154,15.6043885227033,0.361901621044945,2.32777558206377,4.99091027036453,13.0016443782468,0.567085904200216,0.618340750692214,0.0909090909090909,20,E,3.85,77969,20251.69,706.6,9.5,-0.12691852763034,24
Vyhino-Zhulebino,264,15.7372166322767,0.301167330759848,0.380921546510683,-0.666201531272757,14.0720540601515,1.48347389242086,0.618340750692214,0.109848484848485,22,SE,14.97,224172,14974.75,3704.7,17.1,-0.0188633062025263,4
Zamoskvorech'e,50,16.4550061890838,0.577070345312223,-0.211822914167744,0.512834603689114,2.03138895694,0.714209517380257,0.329093553318514,0.173913043478261,30,Central,4.32,57722,13361.57,1072.3,19.2,-1.74633274424042,1
Zapadnoe Degunino,410,15.4639915002571,0.358899080833066,-0.706914499302182,-0.671696302007835,15.4454415220732,0.856855876155911,-1.84202412940725,0.114503816793893,31,N,7.53,81492,10822.31,1385.1,17.5,0.113923692975026,12
Zjablikovo,127,15.7741033837724,0.251467268137831,0.505723243626863,-0.925125108846864,16.2839200080315,0.513589052497038,0.618340750692214,0.173228346456693,33,S,4.38,132899,30342.24,1879.2,14.5,0.192101555262379,4
Zjuzino,259,15.8786158378259,0.461823827333404,0.734318154519152,1.08491587456338,10.519300642417,0.588281104293054,0.618340750692214,0.1003861003861,32,SW,5.45,126296,23173.58,2132.3,17.5,-0.396088336967791,3
