entry_type,year,part_of_speech,word,month
new word entry,2014, adj.,hip-hopping,June
new word entry,2014, n.,hip-hopping,June
new word entry,2014, v.,immanentize,June
new word entry,2014, adj.,impermeant,June
new word entry,2014, n.,individualizing,June
new word entry,2014, n.,individualness,June
new word entry,2014, n.,korona,June
new word entry,2014, n.,lambeosaur,June
new word entry,2014, adj. and n.,lambeosaurine,June
new word entry,2014, n.,Lambeosaurus,June
new word entry,2014, n.,landholding,June
new word entry,2014, adj.1,lentogenic,June
new word entry,2014, adj.2,lentogenic,June
new word entry,2014, n.,Macnab cypress,June
new word entry,2014, n.,mesogen,June
new word entry,2014, adj.,mesogenic,June
new word entry,2014, n. and adj.,neonicotinoid,June
new word entry,2014, n.,nicotinoid,June
new word entry,2014, adj.,nutrigenetic,June
new word entry,2014, n.,nutrigenetics,June
new word entry,2014, adj.,nutrigenomic,June
new word entry,2014, n.,nutrigenomics,June
new word entry,2014, n.,penna,June
new word entry,2014, adj. and n.,pescatarian,June
new word entry,2014, v.,salinate,June
new word entry,2014, adj.,salinized,June
new word entry,2014, n.,screencap,June
new word entry,2014, n.,selfie,June
new word entry,2014, adj.,skiving,June
new word entry,2014, v.,Skype,June
new word entry,2014, n.,struct,June
new word entry,2014, n.,structural,June
new word entry,2014, n.2,stylo,June
new word entry,2014, n.,synergetics,June
new word entry,2014, n.,szomolnokite,June
new word entry,2014, n.,Taiwan macaque,June
new word entry,2014, n.,tautliner,June
new word entry,2014, adj.,tautokline,June
new word entry,2014, n.,tow-netting,June
new word entry,2014, n.,townsperson,June
new word entry,2014, n.,Trachodon,June
new word entry,2014, adj. and n.,trachodont,June
new word entry,2014, n.,trag,June
new word entry,2014, n.,traga,June
new word entry,2014, n.,traghetto,June
new word entry,2014, n.,tragico-comedy,June
new word entry,2014, adj.,tragico-comic,June
new word entry,2014, adj.,tragico-comical,June
new word entry,2014, adj.,tragicose,June
new word entry,2014, v.,upcycle,June
new word entry,2014, adj.,upcycled,June
new word entry,2014, n.,upcycling,June
new word entry,2014, adj.,varioliform,June
new word entry,2014, adj.,velogenic,June
new word entry,2014, n. and adj.,vilayati,June
new word entry,2014, v.,welfare,June
new word entry,2014, n.,Wipers,June
new word entry,2014, n.,Zeppelining,June
new sub-entry,2014, n.,allobarbital,June
new sub-entry,2014, n. and adj.,Anthropocene,June
new sub-entry,2014, n.,aphicide,June
new sub-entry,2014, adj.,apotheotic,June
new sub-entry,2014, n.,arolium,June
new sub-entry,2014, n.,Aussieland,June
new sub-entry,2014, n.,authenticating,June
new sub-entry,2014, n.,authentification,June
new sub-entry,2014, n.,authigenesis,June
new sub-entry,2014, adj.,authigenous,June
new sub-entry,2014, adj.,authored,June
new sub-entry,2014, n.,authorhood,June
new sub-entry,2014, n.,basa,June
new sub-entry,2014, n.,basslet,June
new sub-entry,2014, n. and adj.,belle poque,June
new sub-entry,2014, adj. and n.,bezzie,June
new sub-entry,2014, n.,biopharma,June
new sub-entry,2014, adj. and n.,biosimilar,June
new sub-entry,2014, n.,bloatware,June
new sub-entry,2014, n.,blobfish,June
new sub-entry,2014, n.,blockading,June
new sub-entry,2014, n.,bonus genius,June
new sub-entry,2014, n.,branzino,June
new sub-entry,2014, n.,camouflaging,June
new sub-entry,2014, n.,characteristic equation,June
new sub-entry,2014, adj.1,choleretic,June
new sub-entry,2014, adv.,cholerically,June
new sub-entry,2014, adj.2,cholerized,June
new sub-entry,2014, n.,cholestasis,June
new sub-entry,2014, adj.,cholestatic,June
new sub-entry,2014, n.,cholestearin,June
new sub-entry,2014, adj.,citational,June
new sub-entry,2014, adj.,citharoedical,June
new sub-entry,2014, n.,citizening,June
new sub-entry,2014, n.,citoyen,June
new sub-entry,2014, n.,citoyenne,June
new sub-entry,2014, n.,citronade,June
new sub-entry,2014, n.2,citronyl,June
new sub-entry,2014, adj.,citrusy,June
new sub-entry,2014, adj.,city dwelling,June
new sub-entry,2014, adj.2,class-ified,June
new sub-entry,2014, n.,coffee grinder,June
new sub-entry,2014, adj.,compostable,June
new sub-entry,2014, n.,conlang,June
new sub-entry,2014, adj.,convoying,June
new sub-entry,2014, n.3,coot,June
new sub-entry,2014, adj.,cooty,June
new sub-entry,2014, n.,copernicium,June
new sub-entry,2014, n.,country bookie,June
new sub-entry,2014, n.,country gentlewoman,June
new sub-entry,2014, n.2,country rock,June
new sub-entry,2014, n.,country rocker,June
new sub-entry,2014, n.,country singer,June
new sub-entry,2014, n.,county commission,June
new sub-entry,2014, n.,desalinator,June
new sub-entry,2014, n.,desalinization,June
new sub-entry,2014, v.,desalinize,June
new sub-entry,2014, adj.,desalinized,June
new sub-entry,2014, n.,desalinizing,June
new sub-entry,2014, n. and adj.,dial-in,June
new sub-entry,2014, adj.1,diallelic,June
new sub-entry,2014, adj.2,diallelic,June
new sub-entry,2014, adj.,dialoguing,June
new sub-entry,2014, adj. and n.,diasporan,June
new sub-entry,2014, adj.,diasporic,June
new sub-entry,2014, n.,dreamcatcher,June
new sub-entry,2014, n.,drink-driver,June
new sub-entry,2014, n. and phr.,dulce et decorum est,June
new sub-entry,2014, n.,dulce et decorum,June
new sub-entry,2014, adj.,dysregulated,June
new sub-entry,2014, n.,eilthirl,June
new sub-entry,2014, n.,elegant,June
new sub-entry,2014, adj.,entitled,June
new sub-entry,2014, n.,entitlement,June
new sub-entry,2014, n.,eye cap,June
new sub-entry,2014, n.,eye music,June
new sub-entry,2014, n.,eyeballing,June
new sub-entry,2014, n.,eyebrow-raiser,June
new sub-entry,2014, adj.,eyebrow-raising,June
new sub-entry,2014, n.,eyebrow-raising,June
new sub-entry,2014, adj.,eye-popping,June
new sub-entry,2014, n.,eye-roll,June
new sub-entry,2014, n.,eye-roller,June
new sub-entry,2014, adj.,eye-rolling,June
new sub-entry,2014, n.,eye-rolling,June
new sub-entry,2014, n. and adv.,eyewards,June
new sub-entry,2014, adj.,eyewatering,June
new sub-entry,2014, n.,fabrosaur,June
new sub-entry,2014, n. and adj.,fabrosaurid,June
new sub-entry,2014, n.,Fabrosaurus,June
new sub-entry,2014, adj.,fascistized,June
new sub-entry,2014, n.,ferrinatrite,June
new sub-entry,2014, n.,ferrofluid,June
new sub-entry,2014, adj.,ferrohydrodynamic,June
new sub-entry,2014, n.,ferrohydrodynamics,June
new sub-entry,2014, n.,flexagon,June
new sub-entry,2014, n. and adj.,flexitarian,June
new sub-entry,2014, n.,Fritzie,June
new sub-entry,2014, n.2,Gallipoli,June
new sub-entry,2014, n.,garden bean,June
new sub-entry,2014, n.,genioglossus,June
new sub-entry,2014, n.,genipat,June
new sub-entry,2014, adj.,genitalic,June
new sub-entry,2014, adv.,genitally,June
new sub-entry,2014, int. and n.,Goddammit,June
new sub-entry,2014, n.,Goddards drops,June
new sub-entry,2014, pron.,Godself,June
new sub-entry,2014, int.,Godzooks,June
new sub-entry,2014, n.,Haber,June
new sub-entry,2014, n.,HaberBosch,June
new sub-entry,2014, n.,hash mark,June
new sub-entry,2014, n.3,hash,June
new sub-entry,2014, n. and adj.,heterodontosaurid,June
new sub-entry,2014, adj.,hip-hopping,June
new sub-entry,2014, n.,hip-hopping,June
new sub-entry,2014, v.,immanentize,June
new sub-entry,2014, adj.,impermeant,June
new sub-entry,2014, n.,individualizing,June
new sub-entry,2014, n.,individualness,June
new sub-entry,2014, n.,korona,June
new sub-entry,2014, n.,lambeosaur,June
new sub-entry,2014, adj. and n.,lambeosaurine,June
new sub-entry,2014, n.,Lambeosaurus,June
new sub-entry,2014, n.,landholding,June
new sub-entry,2014, adj.1,lentogenic,June
new sub-entry,2014, adj.2,lentogenic,June
new sub-entry,2014, n.,Macnab cypress,June
new sub-entry,2014, n.,mesogen,June
new sub-entry,2014, adj.,mesogenic,June
new sub-entry,2014, n. and adj.,neonicotinoid,June
new sub-entry,2014, n.,nicotinoid,June
new sub-entry,2014, adj.,nutrigenetic,June
new sub-entry,2014, n.,nutrigenetics,June
new sub-entry,2014, adj.,nutrigenomic,June
new sub-entry,2014, n.,nutrigenomics,June
new sub-entry,2014, n.,penna,June
new sub-entry,2014, adj. and n.,pescatarian,June
new sub-entry,2014, v.,salinate,June
new sub-entry,2014, adj.,salinized,June
new sub-entry,2014, n.,screencap,June
new sub-entry,2014, n.,selfie,June
new sub-entry,2014, adj.,skiving,June
new sub-entry,2014, v.,Skype,June
new sub-entry,2014, n.,struct,June
new sub-entry,2014, n.,structural,June
new sub-entry,2014, n.2,stylo,June
new sub-entry,2014, n.,synergetics,June
new sub-entry,2014, n.,szomolnokite,June
new sub-entry,2014, n.,Taiwan macaque,June
new sub-entry,2014, n.,tautliner,June
new sub-entry,2014, adj.,tautokline,June
new sub-entry,2014, n.,tow-netting,June
new sub-entry,2014, n.,townsperson,June
new sub-entry,2014, n.,Trachodon,June
new sub-entry,2014, adj. and n.,trachodont,June
new sub-entry,2014, n.,trag,June
new sub-entry,2014, n.,traga,June
new sub-entry,2014, n.,traghetto,June
new sub-entry,2014, n.,tragico-comedy,June
new sub-entry,2014, adj.,tragico-comic,June
new sub-entry,2014, adj.,tragico-comical,June
new sub-entry,2014, adj.,tragicose,June
new sub-entry,2014, v.,upcycle,June
new sub-entry,2014, adj.,upcycled,June
new sub-entry,2014, n.,upcycling,June
new sub-entry,2014, adj.,varioliform,June
new sub-entry,2014, adj.,velogenic,June
new sub-entry,2014, n. and adj.,vilayati,June
new sub-entry,2014, v.,welfare,June
new sub-entry,2014, n.,Wipers,June
new sub-entry,2014, n.,Zeppelining,June
new word sense,2014, n.,allobarbital,June
new word sense,2014, n. and adj.,Anthropocene,June
new word sense,2014, n.,aphicide,June
new word sense,2014, adj.,apotheotic,June
new word sense,2014, n.,arolium,June
new word sense,2014, n.,Aussieland,June
new word sense,2014, n.,authenticating,June
new word sense,2014, n.,authentification,June
new word sense,2014, n.,authigenesis,June
new word sense,2014, adj.,authigenous,June
new word sense,2014, adj.,authored,June
new word sense,2014, n.,authorhood,June
new word sense,2014, n.,basa,June
new word sense,2014, n.,basslet,June
new word sense,2014, n. and adj.,belle poque,June
new word sense,2014, adj. and n.,bezzie,June
new word sense,2014, n.,biopharma,June
new word sense,2014, adj. and n.,biosimilar,June
new word sense,2014, n.,bloatware,June
new word sense,2014, n.,blobfish,June
new word sense,2014, n.,blockading,June
new word sense,2014, n.,bonus genius,June
new word sense,2014, n.,branzino,June
new word sense,2014, n.,camouflaging,June
new word sense,2014, n.,characteristic equation,June
new word sense,2014, adj.1,choleretic,June
new word sense,2014, adv.,cholerically,June
new word sense,2014, adj.2,cholerized,June
new word sense,2014, n.,cholestasis,June
new word sense,2014, adj.,cholestatic,June
new word sense,2014, n.,cholestearin,June
new word sense,2014, adj.,citational,June
new word sense,2014, adj.,citharoedical,June
new word sense,2014, n.,citizening,June
new word sense,2014, n.,citoyen,June
new word sense,2014, n.,citoyenne,June
new word sense,2014, n.,citronade,June
new word sense,2014, n.2,citronyl,June
new word sense,2014, adj.,citrusy,June
new word sense,2014, adj.,city dwelling,June
new word sense,2014, adj.2,class-ified,June
new word sense,2014, n.,coffee grinder,June
new word sense,2014, adj.,compostable,June
new word sense,2014, n.,conlang,June
new word sense,2014, adj.,convoying,June
new word sense,2014, n.3,coot,June
new word sense,2014, adj.,cooty,June
new word sense,2014, n.,copernicium,June
new word sense,2014, n.,country bookie,June
new word sense,2014, n.,country gentlewoman,June
new word sense,2014, n.2,country rock,June
new word sense,2014, n.,country rocker,June
new word sense,2014, n.,country singer,June
new word sense,2014, n.,county commission,June
new word sense,2014, n.,desalinator,June
new word sense,2014, n.,desalinization,June
new word sense,2014, v.,desalinize,June
new word sense,2014, adj.,desalinized,June
new word sense,2014, n.,desalinizing,June
new word sense,2014, n. and adj.,dial-in,June
new word sense,2014, adj.1,diallelic,June
new word sense,2014, adj.2,diallelic,June
new word sense,2014, adj.,dialoguing,June
new word sense,2014, adj. and n.,diasporan,June
new word sense,2014, adj.,diasporic,June
new word sense,2014, n.,dreamcatcher,June
new word sense,2014, n.,drink-driver,June
new word sense,2014, n. and phr.,dulce et decorum est,June
new word sense,2014, n.,dulce et decorum,June
new word sense,2014, adj.,dysregulated,June
new word sense,2014, n.,eilthirl,June
new word sense,2014, n.,elegant,June
new word sense,2014, adj.,entitled,June
new word sense,2014, n.,entitlement,June
new word sense,2014, n.,eye cap,June
new word sense,2014, n.,eye music,June
new word sense,2014, n.,eyeballing,June
new word sense,2014, n.,eyebrow-raiser,June
new word sense,2014, adj.,eyebrow-raising,June
new word sense,2014, n.,eyebrow-raising,June
new word sense,2014, adj.,eye-popping,June
new word sense,2014, n.,eye-roll,June
new word sense,2014, n.,eye-roller,June
new word sense,2014, adj.,eye-rolling,June
new word sense,2014, n.,eye-rolling,June
new word sense,2014, n. and adv.,eyewards,June
new word sense,2014, adj.,eyewatering,June
new word sense,2014, n.,fabrosaur,June
new word sense,2014, n. and adj.,fabrosaurid,June
new word sense,2014, n.,Fabrosaurus,June
new word sense,2014, adj.,fascistized,June
new word sense,2014, n.,ferrinatrite,June
new word sense,2014, n.,ferrofluid,June
new word sense,2014, adj.,ferrohydrodynamic,June
new word sense,2014, n.,ferrohydrodynamics,June
new word sense,2014, n.,flexagon,June
new word sense,2014, n. and adj.,flexitarian,June
new word sense,2014, n.,Fritzie,June
new word sense,2014, n.2,Gallipoli,June
new word sense,2014, n.,garden bean,June
new word sense,2014, n.,genioglossus,June
new word sense,2014, n.,genipat,June
new word sense,2014, adj.,genitalic,June
new word sense,2014, adv.,genitally,June
new word sense,2014, int. and n.,Goddammit,June
new word sense,2014, n.,Goddards drops,June
new word sense,2014, pron.,Godself,June
new word sense,2014, int.,Godzooks,June
new word sense,2014, n.,Haber,June
new word sense,2014, n.,HaberBosch,June
new word sense,2014, n.,hash mark,June
new word sense,2014, n.3,hash,June
new word sense,2014, n. and adj.,heterodontosaurid,June
new word sense,2014, adj.,hip-hopping,June
new word sense,2014, n.,hip-hopping,June
new word sense,2014, v.,immanentize,June
new word sense,2014, adj.,impermeant,June
new word sense,2014, n.,individualizing,June
new word sense,2014, n.,individualness,June
new word sense,2014, n.,korona,June
new word sense,2014, n.,lambeosaur,June
new word sense,2014, adj. and n.,lambeosaurine,June
new word sense,2014, n.,Lambeosaurus,June
new word sense,2014, n.,landholding,June
new word sense,2014, adj.1,lentogenic,June
new word sense,2014, adj.2,lentogenic,June
new word sense,2014, n.,Macnab cypress,June
new word sense,2014, n.,mesogen,June
new word sense,2014, adj.,mesogenic,June
new word sense,2014, n. and adj.,neonicotinoid,June
new word sense,2014, n.,nicotinoid,June
new word sense,2014, adj.,nutrigenetic,June
new word sense,2014, n.,nutrigenetics,June
new word sense,2014, adj.,nutrigenomic,June
new word sense,2014, n.,nutrigenomics,June
new word sense,2014, n.,penna,June
new word sense,2014, adj. and n.,pescatarian,June
new word sense,2014, v.,salinate,June
new word sense,2014, adj.,salinized,June
new word sense,2014, n.,screencap,June
new word sense,2014, n.,selfie,June
new word sense,2014, adj.,skiving,June
new word sense,2014, v.,Skype,June
new word sense,2014, n.,struct,June
new word sense,2014, n.,structural,June
new word sense,2014, n.2,stylo,June
new word sense,2014, n.,synergetics,June
new word sense,2014, n.,szomolnokite,June
new word sense,2014, n.,Taiwan macaque,June
new word sense,2014, n.,tautliner,June
new word sense,2014, adj.,tautokline,June
new word sense,2014, n.,tow-netting,June
new word sense,2014, n.,townsperson,June
new word sense,2014, n.,Trachodon,June
new word sense,2014, adj. and n.,trachodont,June
new word sense,2014, n.,trag,June
new word sense,2014, n.,traga,June
new word sense,2014, n.,traghetto,June
new word sense,2014, n.,tragico-comedy,June
new word sense,2014, adj.,tragico-comic,June
new word sense,2014, adj.,tragico-comical,June
new word sense,2014, adj.,tragicose,June
new word sense,2014, v.,upcycle,June
new word sense,2014, adj.,upcycled,June
new word sense,2014, n.,upcycling,June
new word sense,2014, adj.,varioliform,June
new word sense,2014, adj.,velogenic,June
new word sense,2014, n. and adj.,vilayati,June
new word sense,2014, v.,welfare,June
new word sense,2014, n.,Wipers,June
new word sense,2014, n.,Zeppelining,June
new word entry,2015, n.,Antikythera mechanism,June
new word entry,2015, int.,arr,June
new word entry,2015, n.,audax,June
new word entry,2015, v.,autotune,June
new word entry,2015, adj.,autotuned,June
new word entry,2015, n.,backronym,June
new word entry,2015, int.,bahala na,June
new word entry,2015, n.,balikbayan,June
new word entry,2015, n.,baon,June
new word entry,2015, n.,barangay,June
new word entry,2015, n.,barkada,June
new word entry,2015, n.,barong tagalog,June
new word entry,2015, n.,barong,June
new word entry,2015, n.,barot saya,June
new word entry,2015, n.,batchmate,June
new word entry,2015, n.,bhelpuri,June
new word entry,2015, n.,biomethane,June
new word entry,2015, n.,birdhouse,June
new word entry,2015, n.,blazar,June
new word entry,2015, n. and adj.,blue star,June
new word entry,2015, n.,bluff charge,June
new word entry,2015, v.,bluff-charge,June
new word entry,2015, n.,bluff-charging,June
new word entry,2015, n.,Blu-ray,June
new word entry,2015, n.,boiler room,June
new word entry,2015, n.,brle,June
new word entry,2015, v.,brle,June
new word entry,2015, n.,bukkake,June
new word entry,2015, n.,buko,June
new word entry,2015, n.,camming,June
new word entry,2015, n.,carcade,June
new word entry,2015, v.,carnap,June
new word entry,2015, n.,carnapper,June
new word entry,2015, n.,carnapping,June
new word entry,2015, v.,chiffonade,June
new word entry,2015, adj.,chiffonaded,June
new word entry,2015, n.,choss,June
new word entry,2015, adj.,chossy,June
new word entry,2015, n. and adj.,Christianist,June
new word entry,2015, n.,churidar,June
new word entry,2015, adj. and n.,cisgender,June
new word entry,2015, n.,cluster,June
new word entry,2015, n.,coasteering,June
new word entry,2015, n.,colourism | colorism,June
new word entry,2015, v.,comedize,June
new word entry,2015, adj.,comedogenic,June
new word entry,2015, n.,comedy of errors,June
new word entry,2015, v.,comigrate,June
new word entry,2015, n.,comix,June
new word entry,2015, adj.,coreferential,June
new word entry,2015, n.,crokinole,June
new word entry,2015, v.,crowdfund,June
new word entry,2015, adj.,crowdfunded,June
new word entry,2015, n.,crowdfunding,June
new word entry,2015, n.,cyclogenesis,June
new word entry,2015, n.,cyclosportive,June
new word entry,2015, n.,dartboard,June
new word entry,2015, n.,decidualization,June
new word entry,2015, adj.,decidualized,June
new word entry,2015, n.2,decim,June
new word entry,2015, v.,decision,June
new word entry,2015, n.,declutter,June
new word entry,2015, v.,declutter,June
new word entry,2015, n.,decluttering,June
new word entry,2015, n.,depanneur,June
new word entry,2015, n.,despedida,June
new word entry,2015, n.,dhaba,June
new word entry,2015, n.,diabulimia,June
new word entry,2015, n.,dog whistle,June
new word entry,2015, n.,double-double,June
new word entry,2015, n.,downtick,June
new word entry,2015, n.1,drumble,June
new word entry,2015, adj.1,drumbling,June
new word entry,2015, n.,drumette,June
new word entry,2015, n.,e-cig,June
new word entry,2015, n.,e-cigarette,June
new word entry,2015, n.,ecotown,June
new word entry,2015, n.,e-edition,June
new word entry,2015, n. and int.,eh up,June
new word entry,2015, n.,eliminationism,June
new word entry,2015, n. and adj.,eliminationist,June
new word entry,2015, n.,emerg,June
new word entry,2015, n.,Enviropig,June
new word entry,2015, n.,epazote,June
new word entry,2015, n.,Eris,June
new word entry,2015, n.,e-skin,June
new word entry,2015, n.,estafa,June
new word entry,2015, n.,e-toll,June
new word entry,2015, n.,externship,June
new word entry,2015, int.,fap fap fap,June
new word entry,2015, v.,fap,June
new word entry,2015, n.,fava,June
new word entry,2015, n.,federal fund,June
new word entry,2015, adj. and n.,feed-in,June
new word entry,2015, adj. and n.,flocculant,June
new word entry,2015, n.,FLOTUS,June
new word entry,2015, n.,forensic science,June
new word entry,2015, n.,forensics,June
new word entry,2015, adj.,fratty,June
new word entry,2015, adj. and n.,freegan,June
new word entry,2015, n. (and adj.),Furol,June
new word entry,2015, n.,ganache,June
new word entry,2015, n.,gharara,June
new word entry,2015, n.,ghrelin,June
new word entry,2015, n.,go fish,June
new word entry,2015, adj.,goey,June
new word entry,2015, adj.,go-for-broke,June
new word entry,2015, adj.,go-for-it,June
new word entry,2015, n.,go-harvest,June
new word entry,2015, adv.,going away,June
new word entry,2015, adj.,going-about,June
new word entry,2015, v.,gointer,June
new word entry,2015, n.,go-juice,June
new word entry,2015, v.,gon,June
new word entry,2015, int. and n.,gone away,June
new word entry,2015, v.,gowa,June
new word entry,2015, n.,Gran Fondo,June
new word entry,2015, n.,grow-op,June
new word entry,2015, v.,gunna,June
new word entry,2015, n.,H2O,June
new word entry,2015, v.,half-ass,June
new word entry,2015, n.,halo-halo,June
new word entry,2015, adj.,handsy,June
new word entry,2015, int. (and n.),har de har,June
new word entry,2015, n.,hard launch,June
new word entry,2015, v.,hard launch,June
new word entry,2015, n.,hard plastic,June
new word entry,2015, n.2,hard rocker,June
new word entry,2015, adv.,hard-arse,June
new word entry,2015, adj.,hard-arsed,June
new word entry,2015, adj. and n.,hardbill,June
new word entry,2015, adj.,hard-bodied,June
new word entry,2015, v.,hard-code,June
new word entry,2015, adj.,hard-coded,June
new word entry,2015, adj.,hardenable,June
new word entry,2015, n.1,hardrocker,June
new word entry,2015, v.,hardship,June
new word entry,2015, n.,hardware woman,June
new word entry,2015, adj.,hardwire,June
new word entry,2015, n.,hardwiring,June
new word entry,2015, n.,hardyhead,June
new word entry,2015, n.,Hardy-Weinberg,June
new word entry,2015, n. and adj.,heterokont,June
new word entry,2015, n.4,hex,June
new word entry,2015, n.,Homo economicus,June
new word entry,2015, n.,hot mess,June
new word entry,2015, int.,howay,June
new word entry,2015, adj.,hyperlocal,June
new word entry,2015, adj. and n.,hyphy,June
new word entry,2015, n.,incharge,June
new word entry,2015, n.,injera,June
new word entry,2015, adj.,interleading,June
new word entry,2015, n.,internal membrane,June
new word entry,2015, n.,internalism,June
new word entry,2015, n. and adj.,internalist,June
new word entry,2015, n.,Internaut,June
new word entry,2015, n.,internegative,June
new word entry,2015, n.2,interpositive,June
new word entry,2015, n.,intersectionality,June
new word entry,2015, n.,Interweb,June
new word entry,2015, n.,inukshuk,June
new word entry,2015, adj.,jank,June
new word entry,2015, n.,JavaScript,June
new word entry,2015, n.,jeggings,June
new word entry,2015, n.,kettlebell,June
new word entry,2015, n. and adj.,kikay,June
new word entry,2015, int. (and adj.),KKB,June
new word entry,2015, n.,koozie,June
new word entry,2015, n.,kryptonite,June
new word entry,2015, n.,kuya,June
new word entry,2015, n.2,lede,June
new word entry,2015, int.,mabuhay,June
new word entry,2015, adv. and adj.,mahala,June
new word entry,2015, n.,Mamil,June
new word entry,2015, n.,mangia-cake,June
new word entry,2015, n.,Marco Polo,June
new word entry,2015, n.,Masshole,June
new word entry,2015, int. and adj.,meh,June
new word entry,2015, n.,merry-go-around,June
new word entry,2015, n.,mini-stroke,June
new word entry,2015, n.,Morgellons,June
new word entry,2015, n.,nanodiamond,June
new word entry,2015, adj.,nanosized,June
new word entry,2015, n.2,netbook,June
new word entry,2015, adj. and n.,North Korean,June
new word entry,2015, adj. and adv.,off-grid,June
new word entry,2015, adj.,old-earth,June
new word entry,2015, v.,onsight,June
new word entry,2015, adj. and adv.,on-trend,June
new word entry,2015, n.,oophagy,June
new word entry,2015, n.,pageview,June
new word entry,2015, n.,pan de sal,June
new word entry,2015, n.,papsak,June
new word entry,2015, n.,pasalubong,June
new word entry,2015, n.,pharmacovigilance,June
new word entry,2015, n.,photobomb,June
new word entry,2015, v.,photobomb,June
new word entry,2015, n.,photobomber,June
new word entry,2015, n.,photobombing,June
new word entry,2015, n.,presidentiable,June
new word entry,2015, n.,pulutan,June
new word entry,2015, n.,ranga,June
new word entry,2015, n.,redpoint,June
new word entry,2015, v.,redpoint,June
new word entry,2015, n.,redpointing,June
new word entry,2015, n.,restobar,June
new word entry,2015, n.,retweet,June
new word entry,2015, v.,retweet,June
new word entry,2015, n.,retweeting,June
new word entry,2015, n.,roastery,June
new word entry,2015, n.,sanger,June
new word entry,2015, n.,sari-sari store,June
new word entry,2015, n.,say-away,June
new word entry,2015, n.,SCBU,June
new word entry,2015, n.,scenarioist,June
new word entry,2015, v.,scene,June
new word entry,2015, n.,scent mark,June
new word entry,2015, n.,scent marking,June
new word entry,2015, v.,scent-mark,June
new word entry,2015, n.,SCOTUS,June
new word entry,2015, n.,seachanger,June
new word entry,2015, v.,self-immolate,June
new word entry,2015, n.,Seppo,June
new word entry,2015, n.2,sext,June
new word entry,2015, v.,sext,June
new word entry,2015, n.,sexting,June
new word entry,2015, n.,sharara,June
new word entry,2015, n.,Sharon fruit,June
new word entry,2015, n.3,ship,June
new word entry,2015, v.2,ship,June
new word entry,2015, n.2,shipper,June
new word entry,2015, n.2,shipping,June
new word entry,2015, v.,shirtfront,June
new word entry,2015, n.,shitshow,June
new word entry,2015, adj.,shizzle,June
new word entry,2015, int. and n.,shizzle,June
new word entry,2015, n.,sinigang,June
new word entry,2015, n.,skort,June
new word entry,2015, n.3,sledge,June
new word entry,2015, v.3,sledge,June
new word entry,2015, n.3,sledger,June
new word entry,2015, n. and adj.,smash-mouth,June
new word entry,2015, adj. and n.,South Korean,June
new word entry,2015, n.,Special Olympics,June
new word entry,2015, n.,special operation,June
new word entry,2015, n.2,sportive,June
new word entry,2015, n.,stagette,June
new word entry,2015, n. and adj.,standard issue,June
new word entry,2015, adj.2 and n.2,stank,June
new word entry,2015, adj.,stanky,June
new word entry,2015, n.,staycation,June
new word entry,2015, n.,stir-fry,June
new word entry,2015, v.,storyboard,June
new word entry,2015, n.,storyboarding,June
new word entry,2015, n.,suki,June
new word entry,2015, n.,sunchoke,June
new word entry,2015, n.,sures,June
new word entry,2015, n.,syst.,June
new word entry,2015, adj.,systylious,June
new word entry,2015, n.,tan line,June
new word entry,2015, n.,tea partier,June
new word entry,2015, n.,tenderpreneur,June
new word entry,2015, n.,texta,June
new word entry,2015, n.,tik,June
new word entry,2015, adj.,to-go,June
new word entry,2015, v.,top-rope,June
new word entry,2015, adv. and int.,totes,June
new word entry,2015, n.,town camp,June
new word entry,2015, n.,tweeting,June
new word entry,2015, n.,twerk,June
new word entry,2015, v.,twerk,June
new word entry,2015, adj.,twerking,June
new word entry,2015, n.,twerking,June
new word entry,2015, n.,twitterati,June
new word entry,2015, prefix,uber-,June
new word entry,2015, n.,ubiquinol,June
new word entry,2015, n.,uncanny valley,June
new word entry,2015, n.,underdaks,June
new word entry,2015, int.,unna,June
new word entry,2015, pron.,us mob,June
new word entry,2015, n.,utang na loob,June
new word entry,2015, v.,vape,June
new word entry,2015, n.,vaper,June
new word entry,2015, n.,vaping,June
new word entry,2015, n.,vog,June
new word entry,2015, n.,voluntourism,June
new word entry,2015, n.,voluntourist,June
new word entry,2015, n.,webisode,June
new word entry,2015, n.,whoonga,June
new word entry,2015, v.,wuss,June
new word entry,2015, n.,yaar,June
new word entry,2015, n.,yarn bomb,June
new word entry,2015, v.,yarn bomb,June
new word entry,2015, n.,yarn bombing,June
new word entry,2015, n.,yarnstorm,June
new word entry,2015, v.,yarnstorm,June
new word entry,2015, n.,Yooper,June
new word entry,2015, adj. and n.,young at heart,June
new word entry,2015, n.,Young dewberry,June
new word entry,2015, n.,young gun,June
new word entry,2015, adj.,young-earth,June
new word entry,2015, n.,zama zama,June
new word entry,2015, adj.,zef,June
new word entry,2015, comb. form ,-going,June
new sub-entry,2015, n.,Antikythera mechanism,June
new sub-entry,2015, int.,arr,June
new sub-entry,2015, n.,audax,June
new sub-entry,2015, v.,autotune,June
new sub-entry,2015, adj.,autotuned,June
new sub-entry,2015, n.,backronym,June
new sub-entry,2015, int.,bahala na,June
new sub-entry,2015, n.,balikbayan,June
new sub-entry,2015, n.,baon,June
new sub-entry,2015, n.,barangay,June
new sub-entry,2015, n.,barkada,June
new sub-entry,2015, n.,barong tagalog,June
new sub-entry,2015, n.,barong,June
new sub-entry,2015, n.,barot saya,June
