,price_doc,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,kremlin_km
9951,7400000,8/21/13,59,43,5,9,1,1972,3,6,2,Investment,Veshnjaki,13.51674391
9952,8300000,8/21/13,85,55,4,5,2,1934,3,12,2,Investment,Savelovskoe,5.465898246
9953,7067808,8/21/13,75,45,9,17,1,2014,3,10,3,OwnerOccupier,Nekrasovka,20.54946417
9954,9500000,8/21/13,59,32,10,17,1,2006,2,10,2,Investment,Solncevo,16.90381763
9955,12900000,8/21/13,77,46,14,17,1,1988,3,10,3,Investment,Mitino,19.72544992
9956,4462000,8/21/13,40,38,9,17,1,2014,1,9,1,OwnerOccupier,Nekrasovka,20.54946417
9957,7221456,8/21/13,79,75,7,17,1,2014,3,10,1,OwnerOccupier,Nekrasovka,20.54946417
9958,3931620,8/21/13,48,48,10,12,1,2014,1,8,1,OwnerOccupier,Poselenie Sosenskoe,20.66681407
9959,5057881,8/21/13,51,40,17,17,4,2015,2,9,2,OwnerOccupier,Nekrasovka,20.54946417
9960,5100000,8/21/13,23,15,6,12,4,2000,1,7,2,Investment,Preobrazhenskoe,8.785003516
9961,4950000,8/21/13,43,28,5,5,2,1965,2,6,2,Investment,Birjulevo Vostochnoe,17.65899069
9962,4599140,8/21/13,49,44,6,17,1,2014,1,10,1,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
9963,6113085,8/21/13,52,30,10,12,1,2014,2,9,3,OwnerOccupier,Nekrasovka,20.54946417
9964,6488640,8/21/13,72,71,16,19,1,2014,3,10,1,OwnerOccupier,Nekrasovka,20.54946417
9965,5500000,8/21/13,42,19,12,17,1,2007,1,8,2,Investment,Kosino-Uhtomskoe,17.80070708
9966,9600000,8/21/13,54,30,10,14,1,2002,2,5,4,Investment,Novogireevo,9.831401022
9967,11600000,8/21/13,43,29,3,5,2,1962,2,5,3,Investment,Zamoskvorech'e,1.113303345
9968,4156271,8/21/13,40,40,15,22,1,2013,1,10,1,OwnerOccupier,Orehovo-Borisovo Severnoe,15.08801169
9969,5500000,8/21/13,44,27,8,12,1,2014,1,6,2,Investment,Bibirevo,15.9247288
9970,4777500,8/21/13,45,29,20,17,1,2013,3,7,3,OwnerOccupier,Tverskoe,0.072896553
9971,8200000,8/21/13,51,30,3,14,1,2005,2,9,3,Investment,Kosino-Uhtomskoe,16.50186336
9972,6407228,8/21/13,37,37,6,17,1,2014,1,8,1,OwnerOccupier,Tekstil'shhiki,8.331436845
9973,3482688,8/21/13,37,19,9,17,1,2014,1,7,2,OwnerOccupier,Nekrasovka,20.54946417
9974,6200000,8/21/13,41,25,3,5,2,1961,2,5,2,Investment,Babushkinskoe,12.32175051
9975,7150000,8/21/13,50,34,6,9,1,1975,3,5,2,Investment,Teplyj Stan,15.04407433
9976,4100000,8/21/13,26,16,4,9,1,2014,1,7,2,Investment,Beskudnikovskoe,13.68721233
9977,8500000,8/21/13,51,30,5,17,1,2000,2,8,3,Investment,Mar'ino,12.97806099
9978,3984760,8/21/13,39,20,12,17,1,2013,1,10,3,OwnerOccupier,Nekrasovka,19.71690301
9979,19500000,8/21/13,86,66,5,6,2,1935,4,5,4,Investment,Jakimanka,1.933062499
9980,6518400,8/21/13,64,40,10,17,1,2015,2,12,1,OwnerOccupier,Nekrasovka,20.54946417
9981,10340000,8/21/13,60,44,5,9,1,1968,3,5,3,Investment,Nagatinskij Zaton,7.900253286
9982,4166700,8/21/13,37,19,2,12,1,2014,1,8,3,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
9983,4462000,8/21/13,40,26,8,17,1,2013,1,9,1,OwnerOccupier,Nekrasovka,20.54946417
9984,8470000,8/21/13,45,30,2,5,5,1963,2,5,3,Investment,Akademicheskoe,6.581383336
9985,6700000,8/22/13,37,19,5,16,1,1984,1,9,3,Investment,Sviblovo,11.2057003
9986,3092752,8/22/13,53,32,2,9,6,2013,2,6,1,OwnerOccupier,Poselenie Filimonkovskoe,27.00081593
9987,7067808,8/22/13,79,75,4,17,1,2014,3,10,1,OwnerOccupier,Nekrasovka,20.54946417
9988,4074000,8/22/13,38,38,15,17,1,2014,1,7,1,OwnerOccupier,Nekrasovka,19.76393757
9989,6400000,8/22/13,38,23,12,12,5,1967,2,6,3,Investment,Losinoostrovskoe,13.22977419
9990,3422309,8/22/13,40,40,9,17,1,2014,1,10,1,OwnerOccupier,Poselenie Shherbinka,26.83346869
9991,3691500,8/22/13,34,34,9,12,1,2014,1,9,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
9992,4372487,8/22/13,56,56,2,4,1,2014,2,9,1,OwnerOccupier,Poselenie Shherbinka,26.83346869
9993,5903808,8/22/13,63,60,15,17,1,2014,2,10,1,OwnerOccupier,Nekrasovka,20.54946417
9994,5150000,8/22/13,30,29,3,5,2,1959,1,6,2,Investment,Marfino,7.80378272
9995,8700000,8/22/13,31,17,4,8,5,1962,1,7,3,Investment,Begovoe,4.182686434
9996,7221456,8/22/13,75,62,14,17,1,2015,3,10,1,OwnerOccupier,Nekrasovka,20.54946417
9997,5450000,8/22/13,30,18,2,5,5,1960,1,6,2,Investment,Presnenskoe,4.945020053
9998,1500000,8/22/13,41,20,12,12,1,1976,1,8,3,Investment,Lianozovo,15.98596313
9999,6304000,8/22/13,65,62,7,17,1,2014,2,8,1,OwnerOccupier,Poselenie Voskresenskoe,25.59597356
10000,12500000,8/22/13,75,48,3,17,1,2014,3,10,3,Investment,Prospekt Vernadskogo,11.00139057
10001,2400600,8/22/13,40,40,1,1,1,2014,1,10,1,OwnerOccupier,Poselenie Pervomajskoe,35.77068703
10002,6051400,8/22/13,76,44,16,22,1,2014,2,10,3,OwnerOccupier,Poselenie Sosenskoe,20.66681407
10003,5625700,8/22/13,55,37,5,17,1,2014,1,8,2,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10004,5373426,8/22/13,61,61,5,17,1,2014,2,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
10005,11254500,8/22/13,59,34,23,21,1,2014,2,10,3,OwnerOccupier,Strogino,14.29423798
10006,5669171,8/22/13,62,46,9,17,5,2015,2,10,1,OwnerOccupier,Zapadnoe Degunino,15.86904434
10007,15713000,8/22/13,71,48,7,8,2,1960,3,8,1,Investment,Lomonosovskoe,9.144566608
10008,5500000,8/22/13,28,16,3,8,2,1959,1,5,2,Investment,Alekseevskoe,8.171291925
10009,5402275,8/22/13,60,60,16,22,1,2014,2,11,1,OwnerOccupier,Poselenie Vnukovskoe,24.34442477
10010,5617982,8/22/13,61,61,13,17,4,2014,2,10,1,OwnerOccupier,Poselenie Vnukovskoe,23.99671721
10011,6496000,8/22/13,65,39,9,17,1,2014,2,8,2,OwnerOccupier,Poselenie Voskresenskoe,25.65023591
10012,10350000,8/22/13,76,45,8,17,1,1990,3,10,3,Investment,Mar'ino,12.86414107
10013,8347680,8/22/13,81,48,7,12,1,2014,3,8,2,OwnerOccupier,Krjukovo,36.35560764
10014,12500000,8/22/13,74,50,4,17,1,2001,3,13,2,Investment,Solncevo,16.15831151
10015,4324000,8/22/13,40,20,11,17,1,2013,1,10,3,OwnerOccupier,Poselenie Voskresenskoe,25.70176903
10016,7221456,8/22/13,79,44,5,17,1,2008,3,12,1,OwnerOccupier,Nekrasovka,20.54946417
10017,4650000,8/22/13,30,18,7,9,2,1969,1,5,2,Investment,Dmitrovskoe,15.79533722
10018,9100000,8/22/13,74,45,12,16,1,1981,3,10,3,Investment,Solncevo,17.35216619
10019,13500000,8/22/13,53,31,24,25,4,2009,2,8,3,Investment,Cheremushki,8.883625405
10020,10800000,8/23/13,75,46,14,17,1,1993,3,10,3,Investment,Mitino,20.52086352
10021,10600000,8/23/13,56,42,3,8,2,1961,3,6,2,Investment,Taganskoe,3.943580784
10022,4550000,8/23/13,45,46,4,25,4,2014,3,10,3,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10023,8300000,8/23/13,60,34,15,25,1,2014,2,10,3,Investment,Mar'ino,12.98540996
10024,6200000,8/23/13,38,19,17,17,1,1996,1,8,3,Investment,Moskvorech'e-Saburovo,13.76365791
10025,11300000,8/23/13,70,43,12,12,1,2015,1,10,2,Investment,Levoberezhnoe,15.07221857
10026,3824904,8/23/13,36,18,8,17,4,2013,1,6,1,OwnerOccupier,Nekrasovka,20.54946417
10027,9350000,8/23/13,52,51,12,17,1,2001,2,9,4,Investment,Hovrino,14.92129838
10028,9500000,8/23/13,66,46,11,16,1,1976,3,8,2,Investment,Orehovo-Borisovo Severnoe,15.38584192
10029,2117363,8/23/13,29,27,7,20,1,2014,1,6,1,OwnerOccupier,Poselenie Filimonkovskoe,28.75536526
10030,7103019,8/23/13,60,60,15,25,1,2014,2,11,1,OwnerOccupier,Nekrasovka,20.54946417
10031,7400000,8/23/13,38,22,4,9,1,1964,2,7,2,Investment,Krylatskoe,14.92122674
10032,5536917,8/23/13,65,65,2,2,1,2015,2,11,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10033,22680650,8/23/13,126,71,13,17,1,2014,3,10,1,OwnerOccupier,Obruchevskoe,11.16738686
10034,18500000,8/23/13,79,40,7,8,2,1957,3,10,3,Investment,Lomonosovskoe,8.734095367
10035,8333760,8/23/13,85,85,2,9,1,2013,3,10,1,OwnerOccupier,Poselenie Sosenskoe,20.19708984
10036,3422309,8/23/13,40,40,10,17,2,2014,1,10,1,OwnerOccupier,Poselenie Shherbinka,26.04356332
10037,13830094,8/23/13,69,69,17,25,4,2012,3,19,1,OwnerOccupier,Babushkinskoe,12.28573617
10038,12581315,8/23/13,69,43,8,16,4,2014,1,10,1,OwnerOccupier,Izmajlovo,10.84170271
10039,7182963,8/23/13,84,61,6,17,1,2014,3,10,1,OwnerOccupier,Poselenie Vnukovskoe,23.99671721
10040,6300000,8/23/13,43,29,4,5,2,1969,2,5,3,Investment,Zapadnoe Degunino,14.96770248
10041,4599140,8/23/13,49,18,12,12,1,2013,1,10,1,OwnerOccupier,Poselenie Voskresenskoe,26.85302865
10042,4061390,8/23/13,39,20,12,17,1,2013,1,10,3,OwnerOccupier,Nekrasovka,20.54946417
10043,3772192,8/23/13,37,22,3,17,1,2014,1,9,2,OwnerOccupier,Tverskoe,0.072896553
10044,3000000,8/23/13,44,29,5,5,2,1960,2,5,2,Investment,Koptevo,10.05362239
10045,4541680,8/23/13,43,27,7,12,1,2015,1,5,2,OwnerOccupier,Krjukovo,36.35560764
10046,5700000,8/23/13,32,19,8,9,1,1976,1,6,3,Investment,Jasenevo,17.36522087
10047,4457400,8/23/13,41,18,7,17,1,2013,1,9,1,OwnerOccupier,Poselenie Voskresenskoe,27.84031563
10048,5813760,8/23/13,60,30,7,17,1,2014,2,10,1,OwnerOccupier,Poselenie Voskresenskoe,25.59597356
10049,6900000,8/24/13,38,20,13,16,1,1983,1,8,3,Investment,Juzhnoe Tushino,14.69651397
10050,11904808,8/24/13,82,76,4,23,4,2013,2,10,1,OwnerOccupier,Mitino,17.94890404
10051,3981590,8/24/13,41,26,4,25,1,2014,1,5,2,OwnerOccupier,Poselenie Vnukovskoe,24.37840949
10052,6651900,8/24/13,37,37,16,17,1,2014,1,7,1,OwnerOccupier,Strogino,14.98999756
10053,7900000,8/24/13,42,25,2,5,2,1961,2,6,3,Investment,Butyrskoe,7.435564817
10054,22080290,8/24/13,125,125,6,6,1,2013,3,10,1,OwnerOccupier,Krasnosel'skoe,4.2017973
10055,4352340,8/26/13,45,18,7,16,1,2013,1,10,1,OwnerOccupier,Poselenie Voskresenskoe,25.85869086
10056,5818300,8/26/13,70,56,13,20,1,2014,2,10,1,OwnerOccupier,Poselenie Sosenskoe,20.89042074
10057,6600000,8/26/13,54,30,9,16,1,2002,2,8,3,Investment,Juzhnoe Butovo,23.08059772
10058,2000000,8/26/13,31,21,3,9,1,1964,1,5,3,Investment,Alekseevskoe,6.801154279
10059,12000000,8/26/13,54,38,2,9,2,1965,3,5,3,Investment,Presnenskoe,2.826307799
10060,3401974,8/26/13,40,34,10,12,1,2014,1,10,1,OwnerOccupier,Poselenie Desjonovskoe,29.13376481
10061,12981472,8/26/13,97,54,14,12,6,2015,2,10,1,OwnerOccupier,Mitino,17.71852563
10062,11500000,8/26/13,55,41,4,5,2,1960,3,5,3,Investment,Dorogomilovo,3.918976217
10063,7644000,8/26/13,74,45,4,12,1,2013,2,10,2,OwnerOccupier,Juzhnoe Butovo,21.85038809
10064,4500000,8/26/13,101,55,3,27,6,2011,3,13,1,Investment,Horoshevo-Mnevniki,10.24417318
10065,3000000,8/26/13,74,51,15,12,1,2014,2,10,2,Investment,Vojkovskoe,11.74945274
10066,4446400,8/26/13,38,20,6,17,1,2014,1,8,3,OwnerOccupier,Poselenie Sosenskoe,20.31454698
10067,6500000,8/26/13,50,23,8,14,1,2006,1,11,2,Investment,Kosino-Uhtomskoe,16.81166468
10068,6786000,8/26/13,37,37,10,17,1,2014,1,8,1,OwnerOccupier,Tverskoe,0.072896553
10069,6773451,8/26/13,43,40,18,17,1,2014,1,8,1,OwnerOccupier,Mitino,18.7528432
10070,5409574,8/26/13,60,60,20,25,1,2014,2,11,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
10071,2000000,8/26/13,42,18,19,23,1,2006,1,10,2,Investment,Rjazanskij,8.729639228
10072,5353530,8/26/13,61,29,4,12,1,2013,2,8,1,OwnerOccupier,Poselenie Voskresenskoe,26.91991343
10073,7400000,8/26/13,45,28,9,12,5,1973,2,5,3,Investment,Savelovskoe,6.232174619
10074,5995440,8/26/13,63,58,7,17,6,2014,2,12,1,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
10075,6130500,8/26/13,67,32,1,16,4,2014,2,12,1,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
10076,3410000,8/26/13,34,34,3,25,1,2015,1,10,1,OwnerOccupier,Tverskoe,0.072896553
10077,4980000,8/26/13,106,64,2,2,1,2014,6,10,1,OwnerOccupier,Poselenie Pervomajskoe,35.950047
10078,7500000,8/27/13,47,30,8,12,1,1976,2,6,2,Investment,Otradnoe,12.12317178
10079,7600000,8/27/13,38,20,15,22,1,1992,1,10,3,Investment,Chertanovo Central'noe,15.64630929
10080,5813760,8/27/13,58,58,3,17,1,2014,2,10,1,OwnerOccupier,Poselenie Voskresenskoe,25.59597356
10081,4317866,8/27/13,41,38,6,25,1,2013,1,10,3,OwnerOccupier,Poselenie Moskovskij,23.37369741
10082,5903808,8/27/13,63,63,9,17,1,2014,2,10,1,OwnerOccupier,Tverskoe,0.072896553
10083,4395010,8/27/13,45,18,10,10,4,2013,1,7,1,OwnerOccupier,Poselenie Voskresenskoe,25.85869086
10084,15774750,8/27/13,80,41,9,30,4,2009,2,13,1,Investment,Zjuzino,10.57422893
10085,5780812,8/27/13,60,37,2,17,1,2014,1,12,2,OwnerOccupier,Nekrasovka,20.54946417
10086,6250000,8/27/13,37,23,1,14,5,1970,2,5,3,Investment,Severnoe Medvedkovo,14.77230423
10087,3591000,8/27/13,42,43,13,17,4,2015,1,10,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10088,4800000,8/27/13,37,23,8,12,5,1972,2,5,2,Investment,Vnukovo,24.43111134
10089,6448500,8/27/13,71,29,1,9,1,2013,2,8,3,OwnerOccupier,Poselenie Sosenskoe,20.31454698
10090,9000000,8/27/13,37,16,8,12,1,1979,1,9,3,Investment,Cheremushki,8.883625405
10091,4301400,8/27/13,40,40,5,12,4,2014,2,10,1,OwnerOccupier,Poselenie Filimonkovskoe,26.09730228
10092,7500000,8/27/13,39,18,13,14,2,1973,1,8,2,Investment,Basmannoe,5.88702098
10093,7200000,8/27/13,43,27,6,9,1,1976,2,6,2,Investment,Jasenevo,16.03667366
10094,6900000,8/27/13,39,23,9,12,1,1966,2,7,2,Investment,Izmajlovo,8.807559671
10095,19000000,8/27/13,138,81,3,16,2,2002,3,14,2,Investment,Hovrino,13.77746
10096,1970308,8/27/13,29,17,3,4,4,2014,1,6,3,OwnerOccupier,Poselenie Filimonkovskoe,27.00081593
10097,7500000,8/27/13,36,18,9,9,2,1974,1,6,3,Investment,Alekseevskoe,7.996707614
10098,4167120,8/27/13,35,43,23,25,1,2015,1,10,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10099,6650000,8/27/13,46,28,8,9,1,1976,2,6,3,Investment,Bibirevo,15.78562885
10100,5244133,8/27/13,62,62,1,20,1,2014,2,10,1,OwnerOccupier,Poselenie Vnukovskoe,25.02885405
10101,17750000,8/27/13,92,51,16,22,4,2002,3,10,3,Investment,Koptevo,9.195870546
10102,3422309,8/27/13,40,40,14,18,1,2014,1,10,1,OwnerOccupier,Poselenie Shherbinka,26.04356332
10103,4355520,8/27/13,44,40,2,17,1,2014,1,10,1,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
10104,6700000,8/27/13,38,20,2,12,1,1981,1,8,3,Investment,Horoshevo-Mnevniki,8.54698266
10105,8150000,8/27/13,54,30,3,12,1,1977,2,8,2,Investment,Vostochnoe Degunino,14.2389189
10106,3500000,8/28/13,53,34,7,9,1,1975,3,6,2,Investment,Otradnoe,12.86448306
10107,5800000,8/28/13,35,20,8,9,1,1973,1,6,3,Investment,Severnoe Medvedkovo,15.34230252
10108,8700000,8/28/13,54,32,7,17,1,1993,2,9,3,Investment,Mitino,19.73983446
10109,5717568,8/28/13,61,61,3,17,1,2014,2,10,1,OwnerOccupier,Nekrasovka,20.54946417
10110,12500000,8/28/13,76,44,12,17,1,1986,3,9,2,Investment,Sviblovo,11.56147861
10111,5129600,8/28/13,45,60,23,25,4,2014,3,10,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10112,13850000,8/28/13,73,44,11,17,1,1985,3,10,2,Investment,Krylatskoe,13.13142628
10113,3110600,8/28/13,30,40,3,17,1,2014,1,9,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10114,4188272,8/28/13,44,17,6,6,2,1985,1,14,3,OwnerOccupier,Troickij okrug,37.12324046
10115,6900000,8/28/13,43,27,9,9,1,1977,2,5,3,Investment,Zjablikovo,16.64987953
10116,1628742,8/28/13,44,40,6,32,4,2006,1,10,3,Investment,Beskudnikovskoe,12.50747457
10117,7281225,8/28/13,79,41,16,17,6,2013,3,6,1,OwnerOccupier,Poselenie Voskresenskoe,25.59597356
10118,10625000,8/28/13,76,51,3,4,2,1958,3,8,3,Investment,Lianozovo,16.83373517
10119,7200000,8/28/13,44,29,4,5,1,1960,2,5,3,Investment,Lomonosovskoe,8.968601731
10120,6600000,8/28/13,38,19,10,22,1,1998,1,9,3,Investment,Juzhnoe Tushino,16.7247422
10121,3690164,8/28/13,64,50,4,12,6,2015,3,10,1,OwnerOccupier,Poselenie Filimonkovskoe,28.73814133
10122,7150000,8/28/13,47,29,8,9,1,1978,2,6,2,Investment,Gol'janovo,13.60052824
10123,2061954,8/28/13,27,27,5,12,6,2015,1,9,1,OwnerOccupier,Poselenie Filimonkovskoe,28.61011658
10124,6208000,8/28/13,65,35,11,14,1,2014,2,8,2,OwnerOccupier,Poselenie Voskresenskoe,27.01593698
10125,3382500,8/28/13,53,39,2,4,2,2014,1,8,1,OwnerOccupier,Poselenie Pervomajskoe,35.77068703
10126,5764128,8/28/13,61,61,4,17,1,2014,2,10,1,OwnerOccupier,Nekrasovka,20.54946417
10127,5800000,8/28/13,43,28,5,5,2,1963,2,5,2,Investment,Losinoostrovskoe,14.45097713
10128,3000000,8/28/13,32,21,5,9,5,1963,1,5,2,Investment,Levoberezhnoe,14.77697643
10129,6500000,8/28/13,37,19,4,14,1,2004,1,7,2,Investment,Juzhnoe Medvedkovo,13.488417
10130,6500000,8/28/13,30,18,8,9,2,1966,1,5,2,Investment,Lomonosovskoe,9.143466313
10131,1000000,8/28/13,65,44,11,12,1,2014,2,8,3,Investment,Teplyj Stan,16.78416345
10132,5403870,8/28/13,61,61,9,17,1,2014,2,10,1,OwnerOccupier,Nekrasovka,20.54946417
10133,4641000,8/28/13,45,45,7,25,1,2013,3,10,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10134,5500000,8/28/13,38,23,12,12,1,1968,2,6,3,Investment,Vyhino-Zhulebino,12.7653511
10135,4072582,8/29/13,47,47,13,11,2,2014,1,6,1,OwnerOccupier,Poselenie Sosenskoe,21.27901299
10136,3673350,8/29/13,40,40,7,17,4,2014,1,10,1,OwnerOccupier,Poselenie Sosenskoe,21.73784188
10137,5900000,8/29/13,38,20,4,9,1,2000,1,8,2,Investment,Juzhnoe Butovo,23.92108529
10138,4442400,8/29/13,40,40,11,17,4,2014,1,10,1,OwnerOccupier,Zapadnoe Degunino,15.86904434
10139,12153189,8/29/13,81,57,7,23,4,2008,1,14,1,Investment,Basmannoe,3.713526177
10140,4061390,8/29/13,39,19,14,17,1,2013,1,8,3,OwnerOccupier,Nekrasovka,20.54946417
10141,5500000,8/29/13,38,19,16,16,5,1977,1,9,2,Investment,Orehovo-Borisovo Juzhnoe,17.66024982
10142,8900000,8/29/13,62,38,6,9,1,1979,3,7,2,Investment,Otradnoe,11.28914004
10143,6518400,8/29/13,60,60,11,25,4,2014,2,10,1,OwnerOccupier,Nekrasovka,20.54946417
10144,4309670,8/29/13,45,27,10,17,1,2013,1,6,2,OwnerOccupier,Poselenie Voskresenskoe,25.85869086
10145,8950000,8/29/13,69,44,4,12,5,1969,3,9,3,Investment,Golovinskoe,13.57540277
10146,4777500,8/29/13,45,45,11,25,6,2013,3,10,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10147,5619060,8/29/13,52,52,9,17,1,2014,2,9,1,OwnerOccupier,Tverskoe,0.072896553
10148,9809910,8/29/13,61,38,3,12,1,2014,2,10,2,OwnerOccupier,Mitino,18.7528432
10149,2763450,8/29/13,40,38,3,17,1,2014,1,9,1,OwnerOccupier,Poselenie Pervomajskoe,35.77068703
10150,5000000,8/29/13,44,27,6,9,1,1976,2,6,3,Investment,Birjulevo Vostochnoe,19.21929487
10151,6966465,8/29/13,41,21,11,25,1,2014,1,8,2,OwnerOccupier,Chertanovo Juzhnoe,16.78022373
10152,5764128,8/29/13,58,58,13,17,1,2013,2,10,1,OwnerOccupier,Nekrasovka,20.54946417
10153,4450000,8/29/13,31,18,1,5,5,1966,1,5,3,Investment,Sokolinaja Gora,7.698693849
10154,5347269,8/29/13,64,64,2,17,4,2015,2,12,1,OwnerOccupier,Poselenie Sosenskoe,21.60973301
10155,5000000,8/29/13,36,21,9,9,1,1971,1,6,3,Investment,Vostochnoe Degunino,11.85139434
10156,8150000,8/29/13,50,33,2,12,5,1972,2,6,3,Investment,Zjuzino,11.34441413
10157,4053397,8/29/13,38,19,15,17,1,2014,1,7,3,OwnerOccupier,Nekrasovka,20.54946417
10158,5764128,8/29/13,61,43,7,17,1,2014,2,10,2,OwnerOccupier,Nekrasovka,20.54946417
10159,10000000,8/29/13,52,30,9,14,1,2006,2,9,3,Investment,Severnoe Izmajlovo,11.59865209
10160,6200000,8/29/13,35,19,11,14,5,1971,1,9,3,Investment,Chertanovo Central'noe,14.94082195
10161,3422309,8/29/13,40,39,9,17,1,2014,1,10,1,OwnerOccupier,Poselenie Shherbinka,26.04356332
10162,7370384,8/29/13,39,39,16,17,1,2014,1,8,1,OwnerOccupier,Chertanovo Central'noe,15.97532362
10163,7682400,8/29/13,75,45,3,17,1,2014,3,10,2,OwnerOccupier,Nekrasovka,20.54946417
10164,8380000,8/29/13,56,41,2,5,2,1961,3,5,3,Investment,Sokol'niki,6.584733365
10165,12950000,8/29/13,78,46,12,16,1,1975,3,10,3,Investment,Otradnoe,11.81941224
10166,5150000,8/30/13,48,31,7,12,5,1972,2,9,2,Investment,Vnukovo,24.43111134
10167,9812471,8/30/13,63,59,3,17,1,2015,2,10,1,OwnerOccupier,Mitino,17.94890404
10168,9050000,8/30/13,59,33,6,18,1,2001,2,10,2,Investment,Moskvorech'e-Saburovo,11.50862552
10169,8754872,8/30/13,61,61,21,21,4,2011,2,12,1,OwnerOccupier,Mitino,18.7528432
10170,4328140,8/30/13,38,38,10,17,4,2015,1,7,1,OwnerOccupier,Nekrasovka,20.54946417
10171,3322200,8/30/13,42,43,4,17,6,2015,1,10,1,OwnerOccupier,Poselenie Sosenskoe,20.66681407
10172,1500000,8/30/13,53,30,9,12,1,1983,2,8,2,Investment,Otradnoe,12.09167156
10173,4462000,8/30/13,40,40,12,17,1,2014,1,10,1,OwnerOccupier,Nekrasovka,20.54946417
10174,15500000,8/30/13,51,49,3,12,4,2005,1,13,3,Investment,Horoshevskoe,6.815671806
10175,7993299,8/30/13,57,39,18,17,1,2014,1,10,1,OwnerOccupier,Mitino,18.7528432
10176,7600000,8/30/13,49,33,7,9,1,1976,3,5,3,Investment,Gol'janovo,14.67858872
10177,5152000,8/30/13,46,46,24,25,4,2014,3,10,1,OwnerOccupier,Poselenie Sosenskoe,21.90656022
10178,3000000,8/30/13,55,31,16,16,6,2006,2,8,3,Investment,Prospekt Vernadskogo,10.43617928
10179,40000000,8/30/13,156,130,12,22,1,2014,4,10,1,Investment,Prospekt Vernadskogo,10.52094241
10180,4635582,8/30/13,44,43,7,7,4,2014,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,25.02885405
10181,1000000,8/30/13,45,28,7,9,1,1969,2,6,3,Investment,Vostochnoe Izmajlovo,12.46659573
10182,11878687,8/30/13,78,73,22,23,4,2014,3,10,1,OwnerOccupier,Chertanovo Juzhnoe,16.78022373
10183,4010000,8/30/13,32,21,3,9,5,1965,1,5,2,Investment,Kuz'minki,11.77554836
10184,11400000,8/30/13,62,35,15,22,1,1985,2,10,3,Investment,Jasenevo,15.81122341
10185,14021000,8/30/13,118,69,16,24,4,2009,4,14,3,Investment,Ramenki,8.621520937
10186,5395417,8/30/13,61,58,10,17,1,2013,2,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
10187,4462000,8/30/13,40,40,12,17,6,2014,1,10,1,OwnerOccupier,Nekrasovka,19.76393757
10188,8552548,8/30/13,54,54,25,25,6,2015,2,10,1,OwnerOccupier,Mitino,18.7528432
10189,1000000,8/30/13,37,19,2,17,1,2008,1,7,3,Investment,Juzhnoe Medvedkovo,13.67989187
10190,6498537,8/30/13,37,37,11,17,1,2013,1,10,1,OwnerOccupier,Tekstil'shhiki,8.331436845
10191,8490000,8/30/13,44,28,7,9,5,1965,2,7,2,Investment,Akademicheskoe,6.49481547
10192,6400000,8/30/13,38,17,15,24,1,2004,1,10,3,Investment,Mar'ino,13.13545423
10193,4550000,8/30/13,35,20,3,9,1,1974,1,5,2,Investment,Birjulevo Vostochnoe,18.9026278
10194,5500000,8/30/13,41,20,10,12,1,1980,1,8,3,Investment,Mar'ino,12.67252348
10195,4061390,8/30/13,39,37,8,17,1,2013,1,10,1,OwnerOccupier,Nekrasovka,20.54946417
10196,5897600,8/30/13,77,77,3,17,1,2014,3,10,1,OwnerOccupier,Poselenie Sosenskoe,20.70999294
10197,5900000,8/30/13,42,20,4,12,1,1972,1,8,2,Investment,Jaroslavskoe,14.9545759
10198,8081131,8/31/13,102,102,13,25,1,2014,3,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
10199,24020870,8/31/13,70,70,12,17,1,2014,2,8,1,OwnerOccupier,Babushkinskoe,12.31535273
10200,10889766,8/31/13,74,44,9,12,1,2014,2,10,3,OwnerOccupier,Tekstil'shhiki,8.331436845
10201,1000000,8/31/13,42,20,10,14,1,1997,1,8,3,Investment,Dmitrovskoe,15.15035134
10202,6990000,8/31/13,53,32,1,17,1,1985,2,9,2,Investment,Juzhnoe Tushino,16.09863705
10203,5206320,8/31/13,64,30,1,9,4,1966,2,10,3,OwnerOccupier,Poselenie Voskresenskoe,25.59597356
10204,5500000,8/31/13,35,19,8,12,5,1971,1,9,2,Investment,Caricyno,13.11942964
