timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,kremlin_km
11/3/15,57.75,34.18,6,17,1,2016,2,8.36,2,OwnerOccupier,Ochakovo-Matveevskoe,13.3617903
11/3/15,64.3,45.3,8,12,1,1972,3,6.6,2,Investment,Altuf'evskoe,14.40662343
11/3/15,45.7,45.7,8,30,4,2012,1,10.7,3,Investment,Bogorodskoe,9.249992281
11/3/15,61.5,61.5,8,22,6,2017,2,9,1,OwnerOccupier,Poselenie Vnukovskoe,22.45027177
11/3/15,35.1,19.5,8,12,1,1974,1,9.8,3,Investment,Birjulevo Vostochnoe,18.20065935
11/3/15,40,19.2,14,17,1,1993,1,8.5,3,Investment,Mitino,19.90883405
11/3/15,78.1,77.6,13,17,1,2016,3,10.3,1,OwnerOccupier,Poselenie Vnukovskoe,21.72262007
11/3/15,34.5,18.6,1,16,1,1986,1,9.6,2,Investment,Butyrskoe,6.776488536
11/5/15,54.82,62.1,3,13,1,2016,2,9.2,1,OwnerOccupier,Poselenie Shherbinka,28.04929978
11/5/15,64,64,7,17,1,2016,2,9.9,1,OwnerOccupier,Poselenie Vnukovskoe,22.37012991
11/5/15,79.2,64,6,17,1,2016,3,10,1,OwnerOccupier,Poselenie Vnukovskoe,22.96251267
11/5/15,44.03,44.03,10,10,1,2016,1,10,1,OwnerOccupier,Poselenie Sosenskoe,21.06347842
11/5/15,41.4,62.1,8,17,1,2016,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,23.99671721
11/5/15,62.1,62.1,15,17,1,2016,2,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
11/5/15,38.7,21.7,12,12,5,1967,2,6.8,3,Investment,Vyhino-Zhulebino,11.57880894
11/5/15,39.59,18,7,17,6,2017,1,8,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
11/5/15,51.1,51.2,3,3,1,2015,2,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
11/5/15,58.3,36.8,3,11,2,1957,2,9,3,Investment,Sokolinaja Gora,8.094555494
11/5/15,57.7,30.7,3,8,1,1999,2,10.7,3,Investment,Juzhnoe Butovo,22.23296357
11/5/15,37.8,19.1,16,17,1,2013,1,7.4,3,Investment,Nekrasovka,19.8494535
11/5/15,36.7,18,11,19,6,2016,1,8,1,OwnerOccupier,Poselenie Desjonovskoe,29.13376481
11/5/15,39.2,40,8,17,1,2016,1,8.7,1,OwnerOccupier,Solncevo,16.95715522
11/5/15,37.23,38.8,17,18,4,2017,1,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
11/5/15,61.09,40.5,17,18,4,2017,2,10.2,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
11/5/15,58.9,44.3,4,9,1,1966,3,6,2,Investment,Vostochnoe Izmajlovo,13.17892282
11/5/15,56.08,40.54,12,18,4,2017,2,10,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
11/5/15,69.2,35.16,3,15,1,2016,1,10.2,1,OwnerOccupier,Troickij okrug,35.099766
11/5/15,53.5,30.1,8,12,1,1974,2,8.6,2,Investment,Bibirevo,15.12489038
11/5/15,46.38,31.5,2,17,6,2017,1,10,1,OwnerOccupier,Izmajlovo,9.296151674
11/5/15,49.9,33.4,6,9,1,1971,3,5.9,2,Investment,Kuncevo,12.50257559
11/5/15,44.3,27.2,3,9,1,1970,2,5.8,2,Investment,Nagornoe,11.20294737
11/5/15,39.9,17.9,1,8,1,2012,1,8.6,1,Investment,Mozhajskoe,13.80310558
11/5/15,44.03,44.03,7,10,1,2015,1,10.3,1,OwnerOccupier,Poselenie Sosenskoe,22.56765524
11/5/15,36.1,14.3,10,17,1,1994,1,9.2,2,Investment,Severnoe Butovo,20.9673023
11/5/15,68.53,68.53,1,17,1,2003,2,10,1,OwnerOccupier,Poselenie Moskovskij,15.75024402
11/6/15,62.8,38.6,8,9,1,1978,3,8.1,2,Investment,Gol'janovo,14.34233684
11/6/15,83.6,83.6,4,4,4,2017,3,12.1,1,OwnerOccupier,Poselenie Sosenskoe,20.19708984
11/6/15,53.9,32.5,16,17,1,1990,2,9.2,2,Investment,Novo-Peredelkino,21.04605423
11/6/15,38.7,19.7,8,14,5,1970,1,9.6,2,Investment,Pokrovskoe Streshnevo,13.24033246
11/6/15,39,19,4,15,4,2016,1,10,1,OwnerOccupier,Poselenie Sosenskoe,20.19708984
11/6/15,38.2,23.5,9,12,5,1968,2,5.8,2,Investment,Kuz'minki,11.68047264
11/6/15,75.6,44.3,10,12,1,2005,3,12.8,2,Investment,Kosino-Uhtomskoe,17.4951524
11/6/15,41.31,41.02,2,9,1,2016,1,10,1,OwnerOccupier,Tverskoe,0.072896553
11/6/15,56.1,36.2,5,5,2,1958,2,7,2,Investment,Bogorodskoe,9.835168739
11/6/15,60.2,38.1,1,9,1,1981,3,8.2,3,Investment,Ivanovskoe,12.9194121
11/6/15,37.3,19.4,12,16,5,1995,1,9.9,3,Investment,Vyhino-Zhulebino,16.60795366
11/6/15,38.7,19.2,12,17,1,2011,1,7.4,2,Investment,Nekrasovka,19.57823349
11/6/15,52.2,30.3,2,12,1,1980,2,8.6,2,Investment,Mar'ino,12.60998411
11/6/15,33.1,14.8,21,22,1,2001,1,10.4,3,Investment,Moskvorech'e-Saburovo,11.50862552
11/6/15,82.4,51.5,4,8,2,1958,3,9.1,2,Investment,Gagarinskoe,5.974897666
11/6/15,50.6,28.3,11,16,1,1983,2,11.2,1,Investment,Basmannoe,4.014022925
11/6/15,74.6,46.4,10,22,4,2015,2,10.1,1,OwnerOccupier,Nagornoe,8.647627346
11/6/15,53.4,31.8,6,16,1,1984,2,9.1,3,Investment,Mozhajskoe,10.93549174
11/6/15,38.3,19.4,14,16,1,1983,1,8.2,2,Investment,Jakimanka,2.223068958
11/6/15,51.6,30.8,14,14,1,1995,2,8.4,3,Investment,Mozhajskoe,13.26552448
11/6/15,90.9,67.12,3,3,1,2016,3,10,1,OwnerOccupier,Tverskoe,0.072896553
11/6/15,54.4,32.4,9,17,1,1994,2,9.2,3,Investment,Ramenki,7.936056694
11/6/15,42.8,27.4,1,9,2,1964,2,5.2,2,Investment,Bogorodskoe,8.634963611
11/7/15,36.3,21.1,6,9,1,1979,1,6.5,2,Investment,Otradnoe,11.2184858
11/7/15,44.2,29.4,2,5,2,1960,2,5.7,2,Investment,Rostokino,9.072556971
11/7/15,44.3,27.2,4,5,2,1964,2,5.9,2,Investment,Basmannoe,5.493601594
11/7/15,35.3,20,2,12,5,1968,1,9.8,2,Investment,Butyrskoe,8.185240261
11/7/15,66.2,43.9,12,12,1,1972,3,7,2,Investment,Teplyj Stan,15.69771872
11/7/15,32.2,21.4,9,9,5,1963,1,5.3,2,Investment,Bogorodskoe,9.192267392
11/7/15,61.9,37.9,6,9,1,1977,3,8,2,Investment,Orehovo-Borisovo Juzhnoe,17.96393048
11/7/15,57.2,57.2,12,17,1,2016,2,10,1,OwnerOccupier,Poselenie Sosenskoe,22.56765524
11/7/15,117.6,66.7,2,2,1,2015,4,10.1,1,OwnerOccupier,Poselenie Filimonkovskoe,27.00081593
11/7/15,45.1,31.4,4,5,1,1962,2,5.1,3,Investment,Rjazanskij,11.13130156
11/9/15,36,18.6,3,12,2,1983,1,7.5,2,Investment,Horoshevo-Mnevniki,9.603267942
11/9/15,45.7,28.5,9,9,2,1972,2,5.7,2,Investment,Ljublino,11.3774222
11/9/15,58.4,31.8,24,24,1,2016,2,10.3,3,OwnerOccupier,Nagornoe,8.626075639
11/9/15,39.8,50.22,2,17,1,2016,1,10,1,OwnerOccupier,Danilovskoe,5.199528505
11/9/15,32.8,17.9,7,12,1,1980,1,6.7,2,Investment,Strogino,14.79841501
11/9/15,64.7,44,5,12,1,1972,3,6.8,2,Investment,Birjulevo Vostochnoe,17.09099604
11/9/15,77.17,71.99,15,25,4,2017,3,10.4,4,OwnerOccupier,Sviblovo,10.51446841
11/9/15,42.7,28.2,5,5,2,1960,2,5.6,3,Investment,Tekstil'shhiki,8.322209691
11/9/15,41.7,61.9,2,17,1,2016,2,10,1,OwnerOccupier,Golovinskoe,12.26634617
11/9/15,54.2,32.1,15,17,1,2003,2,9.2,3,Investment,Juzhnoe Butovo,23.6917709
11/9/15,34.8,43.59,2,3,1,2016,1,9.3,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
11/9/15,56.5,33.1,3,10,2,1957,2,8.2,2,Investment,Sokol,9.552260647
11/9/15,74,44.9,16,17,1,1992,3,10.1,2,Investment,Mitino,17.23581025
11/9/15,35.3,19.9,7,12,5,1973,1,9,2,Investment,Tekstil'shhiki,7.573724143
11/9/15,80.66,47,12,24,6,2017,3,9,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
11/9/15,51.8,30.4,5,17,1,2015,2,9.7,1,Investment,Poselenie Moskovskij,22.69474823
11/9/15,39.3,23.3,4,12,5,1966,2,6.1,2,Investment,Sokolinaja Gora,6.845026046
11/9/15,36.6,17.9,5,16,1,1991,1,8.4,2,Investment,Sokol'niki,5.513075413
11/9/15,40.9,18.8,4,17,1,2015,1,9.6,1,Investment,Poselenie Moskovskij,22.88526281
11/9/15,90.3,38.8,2,2,1,2016,3,13.1,1,OwnerOccupier,Tverskoe,0.072896553
11/9/15,38.9,19,17,17,1,1998,1,8.3,3,Investment,Shhukino,10.60495015
11/9/15,67.9,36.5,5,25,4,2004,2,10.7,3,Investment,Obruchevskoe,13.31831304
11/9/15,74.7,45.4,17,17,1,1987,3,10.2,3,Investment,Solncevo,17.53921691
11/9/15,77,45.4,12,14,1,1996,3,10.1,2,Investment,Novokosino,14.61337302
11/9/15,77.17,77.14,14,17,2,2017,3,12,1,OwnerOccupier,Sviblovo,10.51446841
11/9/15,53.6,30.7,11,12,1,1978,2,8.6,2,Investment,Chertanovo Juzhnoe,16.34846207
11/9/15,45.7,30.5,2,5,1,1962,2,5.4,2,Investment,Kuz'minki,9.787431281
11/9/15,38.2,19.3,5,16,5,1977,1,9.6,2,Investment,Otradnoe,12.56436934
11/10/15,86.6,56.3,2,24,4,2017,3,10.6,1,OwnerOccupier,Donskoe,5.08877305
11/10/15,41.2,25.5,4,5,2,1960,2,5.5,2,Investment,Sokol,9.385267562
11/10/15,38.7,19.1,5,17,1,1998,1,8.4,3,Investment,Mar'ino,13.4285691
11/10/15,40.4,15.2,10,17,5,2014,1,10.5,1,Investment,Poselenie Vnukovskoe,21.83102705
11/10/15,59.3,44,4,9,5,1970,3,5.9,2,Investment,Nagatinskij Zaton,7.793685719
11/10/15,39.2,20.3,14,16,1,1977,1,8.5,2,Investment,Caricyno,13.95398619
11/10/15,54.09,54.09,3,3,1,2016,2,10,1,OwnerOccupier,Poselenie Desjonovskoe,29.13376481
11/10/15,64,64,2,17,1,2015,2,10,1,OwnerOccupier,Nekrasovka,19.71690301
11/10/15,39.4,18.8,7,17,1,2013,1,9.6,3,Investment,Solncevo,18.15292976
11/10/15,66.5,46.3,5,16,1,1979,3,7.7,2,Investment,Juzhnoe Tushino,15.20709298
11/10/15,32.6,18.9,2,9,1,1978,1,6.1,2,Investment,Kuncevo,16.51176097
11/10/15,84.5,57.1,8,8,2,1957,3,9.8,2,Investment,Lomonosovskoe,9.613532062
11/10/15,59.5,44.6,9,9,1,1969,3,6.1,2,Investment,Juzhnoe Tushino,15.45763295
11/10/15,58.3,46.8,8,17,1,2016,2,10.2,1,OwnerOccupier,Poselenie Sosenskoe,19.1706772
11/10/15,72,50.8,1,5,2,1960,3,8,2,Investment,Begovoe,4.732846877
11/10/15,63.8,44.8,3,12,1,1981,3,6.5,2,Investment,Zapadnoe Degunino,15.74302498
11/10/15,43.4,29.1,1,5,2,1962,2,5.6,2,Investment,Nagornoe,6.935540792
11/10/15,50,34.7,6,9,1,1968,3,6.1,3,Investment,Solncevo,16.2887899
11/10/15,32.5,18.8,4,9,1,1977,1,5.9,2,Investment,Jasenevo,16.92373962
11/10/15,42.3,20,4,16,1,2003,1,8.3,2,Investment,Juzhnoe Medvedkovo,13.00369984
11/10/15,62.1,62.1,2,17,1,2016,2,10,1,OwnerOccupier,Solncevo,16.95715522
11/10/15,74.1,43.2,2,17,1,2014,3,12.8,3,Investment,Solncevo,18.12943105
11/10/15,39.9,20,18,22,1,2002,1,10.5,4,Investment,Obruchevskoe,11.46386213
11/10/15,71.79,71.72,5,18,4,2017,3,10.1,1,OwnerOccupier,Nagatinskij Zaton,8.998980625
11/10/15,44.9,30,4,5,2,1961,2,5.2,3,Investment,Akademicheskoe,6.614906502
11/10/15,76.6,76.6,4,15,2,2015,2,9.1,1,OwnerOccupier,Poselenie Sosenskoe,20.09291717
11/10/15,61.9,37.4,7,9,1,1969,3,8.1,2,Investment,Timirjazevskoe,9.068959817
11/10/15,35.2,15.8,7,9,4,2014,1,9.2,1,Investment,Poselenie Sosenskoe,20.27458001
11/10/15,52.8,30.8,9,14,1,1990,2,8.7,2,Investment,Jaroslavskoe,15.34762096
11/10/15,40.3,20.6,14,14,1,1986,1,8.6,3,Investment,Zjablikovo,17.01769068
11/10/15,35.9,19.7,11,12,1,1977,1,9.8,2,Investment,Caricyno,13.50597463
11/10/15,68.7,68.7,7,17,1,2016,2,9.9,1,OwnerOccupier,Chertanovo Juzhnoe,17.73458783
11/10/15,79.2,54.4,2,5,2,1960,4,9,2,Investment,Izmajlovo,11.08107885
11/10/15,67.9,33.8,2,13,1,2005,2,12,4,Investment,Juzhnoportovoe,5.591916674
11/10/15,54.4,33.5,2,6,2,1958,2,7.4,2,Investment,Vojkovskoe,9.800956332
11/10/15,75.7,45.2,3,17,1,2005,3,10.6,2,Investment,Mar'ino,13.295732
11/10/15,66.9,44.7,11,12,5,1967,3,9.5,3,Investment,Perovo,9.79119697
11/10/15,73,40.2,2,4,2,2014,2,14.2,1,Investment,Poselenie Pervomajskoe,35.74522169
11/10/15,57.4,29.4,10,14,1,2005,2,11.7,3,Investment,Novo-Peredelkino,20.46231466
11/10/15,43.6,26.8,4,5,1,1959,2,6,3,Investment,Severnoe Izmajlovo,11.47888911
11/11/15,31.6,16.2,4,5,2,1960,1,5.6,2,Investment,Akademicheskoe,6.910930963
11/11/15,75.5,45.8,2,17,1,1992,3,10.3,3,Investment,Mitino,16.9334225
11/11/15,31.5,19,4,8,5,1960,2,6.2,2,Investment,Ostankinskoe,7.079176996
11/11/15,65.5,43.8,6,9,1,1970,3,7.1,2,Investment,Nizhegorodskoe,7.891336195
11/11/15,43.2,28.9,1,5,1,1964,2,5.7,2,Investment,Losinoostrovskoe,13.71582539
11/11/15,43.92,29.78,9,16,1,2015,1,10,1,OwnerOccupier,Sviblovo,10.51446841
11/11/15,39.3,19.1,9,17,1,2012,1,7.4,1,Investment,Nekrasovka,20.22917049
11/11/15,31.8,19.6,4,5,5,1964,1,5.4,2,Investment,Metrogorodok,10.28262262
11/11/15,46,30.6,3,5,1,1962,2,5.4,2,Investment,Prospekt Vernadskogo,10.57868862
11/11/15,55.7,41,3,5,2,1963,3,5.7,3,Investment,Vojkovskoe,10.22412378
11/11/15,35.3,19.6,1,12,1,1975,1,7.6,2,Investment,Mar'ina Roshha,4.505739276
11/11/15,27.4,11.7,1,9,1,1979,1,7,3,Investment,Jasenevo,15.47180709
11/11/15,76.1,45,14,17,1,1985,3,10.1,2,Investment,Krylatskoe,12.76656758
11/11/15,46.8,46.8,11,17,1,2016,2,9.8,1,OwnerOccupier,Chertanovo Juzhnoe,17.73458783
11/11/15,41.9,18.9,21,24,1,2010,1,10.5,1,Investment,Kosino-Uhtomskoe,17.71734472
11/11/15,51.2,30.6,10,14,1,2003,2,9.7,3,Investment,Ljublino,13.57739167
11/11/15,77.8,45,7,16,1,2003,3,10.6,4,Investment,Filevskij Park,6.693793033
11/11/15,37.7,19.4,6,16,5,1979,1,9.8,2,Investment,Vyhino-Zhulebino,14.00556298
11/11/15,45.3,30.2,5,9,5,1961,2,5.3,2,Investment,Matushkino,38.12688375
11/11/15,62.7,46.4,6,9,1,1968,4,5.9,3,Investment,Nagatinskij Zaton,7.800626778
11/11/15,38.9,23.5,8,12,5,1969,2,6.5,2,Investment,Vyhino-Zhulebino,12.35939732
11/11/15,63.8,43.1,11,12,5,1973,3,6.9,2,Investment,Chertanovo Severnoe,12.48515446
11/11/15,63.4,32.6,13,17,1,2014,2,10,2,Investment,Poselenie Sosenskoe,21.19416215
11/11/15,51.9,30.4,4,17,1,2013,2,9.7,3,Investment,Nekrasovka,20.06935272
11/11/15,54.9,28.9,5,17,1,2006,2,9,2,Investment,Krjukovo,37.16070799
11/11/15,64.5,39.2,1,17,1,2011,3,8.7,3,Investment,Poselenie Moskovskij,22.911216
11/11/15,38.9,19.1,5,17,1,1992,1,8.3,2,Investment,Mitino,17.23581025
11/11/15,38.5,19,16,17,1,2013,1,7.4,3,Investment,Nekrasovka,20.06935272
11/11/15,38,16.7,19,23,4,2008,1,9.4,3,Investment,Juzhnoe Medvedkovo,13.76029904
11/11/15,50,23,7,23,1,2014,1,12.5,1,Investment,Jasenevo,16.26974103
11/11/15,189.1,120.7,2,2,2,2013,3,24.1,1,Investment,Tverskoe,3.820180528
11/11/15,63.9,60.1,12,17,1,2015,2,12.8,1,Investment,Poselenie Moskovskij,22.78639662
11/11/15,37.5,18.5,2,22,1,2000,1,10,3,Investment,Mar'ino,12.4635216
11/11/15,59.07,38.4,6,8,2,1957,2,9.5,3,Investment,Lomonosovskoe,9.613532062
11/11/15,63.68,63.68,6,17,4,2017,2,10,1,OwnerOccupier,Poselenie Vnukovskoe,25.02885405
11/11/15,101.9,60.6,14,30,4,2011,3,13.5,3,Investment,Bogorodskoe,9.249992281
11/11/15,34.3,16.7,1,12,5,1970,1,8.5,3,Investment,Mar'ina Roshha,4.632387204
11/11/15,72,42.8,13,17,1,1985,3,10.2,3,Investment,Moskvorech'e-Saburovo,13.76365791
11/12/15,44.4,27.4,3,9,1,1970,2,6.1,3,Investment,Tekstil'shhiki,8.604789284
11/12/15,37.8,19.2,6,16,1,1976,1,9.7,2,Investment,Staroe Krjukovo,36.95005047
11/12/15,38.1,41.9,9,17,1,2016,1,9.2,1,OwnerOccupier,Poselenie Desjonovskoe,29.13376481
11/12/15,64.2,45.9,9,16,5,1982,3,7.8,3,Investment,Golovinskoe,12.07110928
11/12/15,45.6,27.5,3,9,1,1977,2,6,3,Investment,Zjablikovo,16.62495216
11/12/15,106.3,54.3,10,13,2,1981,3,10.6,2,Investment,Taganskoe,2.511441805
11/12/15,45.9,30.6,3,5,5,1961,2,5.4,3,Investment,Bogorodskoe,10.12521063
11/12/15,58.4,40.6,6,9,1,1968,3,6,2,Investment,Novogireevo,11.76789158
11/12/15,59.1,39.7,5,5,5,1965,3,6,2,Investment,Beskudnikovskoe,13.46588642
11/12/15,46.4,30,11,14,5,1970,2,5.9,2,Investment,Zjuzino,9.829497309
11/12/15,75.6,44.4,13,14,1,2002,3,12.8,2,Investment,Severnoe Medvedkovo,14.27390124
11/12/15,39.3,20.1,16,22,1,1999,1,10.1,3,Investment,Obruchevskoe,11.56263293
11/12/15,32.7,18.9,6,9,1,1977,1,6.1,3,Investment,Jasenevo,17.8141497
11/12/15,38.8,20,9,18,1,2008,1,10.4,2,Investment,Mozhajskoe,14.1861138
11/12/15,38.7,19,15,17,1,1982,1,8.6,2,Investment,Dmitrovskoe,16.33952423
11/12/15,53.9,32.2,9,16,1,1979,2,9.3,3,Investment,Chertanovo Juzhnoe,18.87812705
11/12/15,38.5,19.2,12,16,5,1980,1,9.9,2,Investment,Severnoe Medvedkovo,15.39233181
11/12/15,50.9,29.1,8,14,1,1985,2,8,2,Investment,Birjulevo Zapadnoe,19.26464013
11/12/15,44.03,44.03,10,17,1,2016,1,10,1,OwnerOccupier,Poselenie Sosenskoe,22.56765524
11/12/15,39.3,18.8,21,25,1,2014,1,9,3,Investment,Nagornoe,8.451558526
11/12/15,35.3,20,2,12,5,1966,1,9.8,2,Investment,Timirjazevskoe,8.402512689
11/12/15,43.7,29.3,1,5,2,1961,2,5.6,2,Investment,Moskvorech'e-Saburovo,11.77202827
11/12/15,40.7,38.5,13,14,1,2002,1,8.4,3,Investment,Juzhnoe Medvedkovo,13.4833488
11/12/15,50.4,31.1,7,9,1,1973,2,5.9,3,Investment,Ivanovskoe,13.54777723
11/12/15,76.3,39.9,3,12,1,1999,3,10.8,3,Investment,Beskudnikovskoe,11.74894696
11/12/15,106.39,53.7,23,12,1,1972,3,10.2,3,OwnerOccupier,Perovo,11.29518086
11/12/15,46.93,61.6,9,17,1,2016,1,10,1,OwnerOccupier,Poselenie Moskovskij,15.75024402
11/12/15,52.3,30.7,12,17,1,2009,2,9.7,2,Investment,Juzhnoe Medvedkovo,13.61005593
11/12/15,45.6,30.8,5,5,1,1964,2,5.2,3,Investment,Perovo,9.847856697
11/12/15,33.2,17.9,10,12,1,1969,1,10,3,Investment,Rjazanskij,10.94014944
11/12/15,34.3,22.5,2,5,5,1965,1,5.3,2,Investment,Timirjazevskoe,6.386919213
11/12/15,38.6,20.7,2,14,1,1992,1,8.5,2,Investment,Rjazanskij,10.82104522
11/12/15,38.6,19.1,12,17,1,2013,1,7.4,3,Investment,Nekrasovka,20.06935272
11/12/15,43.1,27.4,4,5,5,1959,2,4.7,2,Investment,Alekseevskoe,7.014271382
11/12/15,64.1,46.4,10,16,5,1983,3,7.8,2,Investment,Golovinskoe,13.03666067
11/12/15,36.9,17.8,10,17,1,2004,1,10.1,2,Investment,Ljublino,12.27243212
11/12/15,43.8,29.3,3,5,2,1961,2,5.8,3,Investment,Dorogomilovo,4.252208733
11/12/15,74.6,40,9,9,1,1998,1,11,2,Investment,Mar'ino,13.89510179
11/12/15,68,46.2,13,16,1,1974,3,8,2,Investment,Staroe Krjukovo,36.99843755
11/13/15,38.5,38.5,7,17,1,2016,1,10,1,OwnerOccupier,Poselenie Vnukovskoe,22.2224338
11/13/15,61.47,57.4,20,25,4,2017,2,10,4,OwnerOccupier,Mitino,17.71852563
11/13/15,29.9,18.2,1,5,2,1960,1,5.8,2,Investment,Koptevo,10.4581228
11/13/15,38.5,19.9,9,22,1,2012,1,10,3,Investment,Juzhnoe Medvedkovo,13.64771325
11/13/15,40.4,17.8,14,17,1,2014,1,9.1,3,Investment,Zapadnoe Degunino,15.28008409
11/13/15,62.1,62.1,7,17,1,2016,2,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
11/13/15,32.8,17.9,3,9,1,1967,1,6.6,2,Investment,Ochakovo-Matveevskoe,10.10447121
11/13/15,77.9,43,13,16,1,1985,3,9.7,3,Investment,Krylatskoe,12.7687021
11/13/15,34.2,34.2,1,1,2,2015,1,7.5,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
11/13/15,32.7,21.4,6,9,5,1966,1,5.6,2,Investment,Juzhnoe Tushino,15.5931737
11/13/15,57.6,56,7,17,1,2014,2,9.2,2,Investment,Zapadnoe Degunino,15.25054199
11/13/15,32.6,17.9,3,9,1,1970,1,6.6,4,Investment,Kon'kovo,13.48359648
11/13/15,37.6,16.5,3,17,6,2012,1,7.9,4,Investment,Taganskoe,4.116897964
11/13/15,75.3,46.9,11,18,1,1973,3,10.7,3,Investment,Hovrino,13.44746643
11/13/15,34.8,34.8,9,9,1,2016,1,8.4,1,OwnerOccupier,Poselenie Vnukovskoe,23.99671721
11/13/15,43.4,32,3,5,1,1959,2,5.6,3,Investment,Novogireevo,11.23392589
11/13/15,58.5,35.8,2,5,2,1959,2,8.3,2,Investment,Tekstil'shhiki,9.159743401
11/13/15,31.6,20.2,1,5,1,1971,1,5.2,2,Investment,Koptevo,10.63788841
11/13/15,56.8,37,19,24,1,2016,2,9,1,OwnerOccupier,Nagatinskij Zaton,8.532480294
11/13/15,83,47.8,7,15,1,2014,3,11.9,3,Investment,Novogireevo,11.09825166
11/13/15,41.9,27.3,4,5,5,1964,2,5.3,3,Investment,Dmitrovskoe,16.47135045
11/13/15,41.4,20.6,11,12,1,1983,1,8.6,2,Investment,Birjulevo Vostochnoe,18.3578771
11/13/15,40.2,19,3,14,2,1980,1,7.8,2,Investment,Rjazanskij,9.322641695
11/13/15,79.2,79.2,11,17,1,2015,3,10,1,OwnerOccupier,Poselenie Vnukovskoe,22.2224338
11/13/15,40.2,25.5,1,5,1,1967,2,5.4,3,Investment,Shhukino,10.68947659
11/13/15,37.3,15.2,7,9,2,1980,1,7.6,2,Investment,Tverskoe,3.804746087
11/13/15,39.2,39.2,5,17,1,2016,1,9.1,1,OwnerOccupier,Poselenie Vnukovskoe,21.98844252
11/13/15,44.3,30.1,3,5,1,1963,2,5.5,3,Investment,Rostokino,9.068757304
11/13/15,41.02,41.02,1,17,1,2016,1,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
11/13/15,40.7,17.8,8,17,1,2013,1,9.3,2,Investment,Zapadnoe Degunino,15.2412715
11/13/15,38.6,40,7,17,1,2016,1,12.22,1,OwnerOccupier,Severnoe,20.2919946
11/13/15,41.8,20.9,13,14,1,1989,1,8.6,3,Investment,Mar'ino,13.18719744
11/13/15,59.9,34.1,16,17,1,1984,2,10.3,3,Investment,Zjablikovo,15.34345485
11/13/15,67.12,67.12,1,15,6,2016,2,10,1,OwnerOccupier,Poselenie Novofedorovskoe,51.34968656
11/13/15,32.5,18.8,3,9,1,1969,1,6.6,2,Investment,Nagatino-Sadovniki,8.920052699
11/13/15,68.6,45.5,4,13,1,1969,3,7.2,2,Investment,Taganskoe,2.322412461
11/13/15,38.1,19.1,16,16,5,1997,1,9.6,2,Investment,Lianozovo,15.74220196
11/13/15,73.54,73.54,5,10,6,2016,2,11.4,1,OwnerOccupier,Poselenie Moskovskij,15.75024402
11/13/15,63.8,44.3,10,12,1,1974,3,9,2,Investment,Kapotnja,16.6660305
11/13/15,37.9,19.1,9,17,1,1990,1,8.5,3,Investment,Severnoe Butovo,20.38976049
11/13/15,59.1,42.2,11,12,1,1972,3,6,2,Investment,Ostankinskoe,7.147527681
11/13/15,63.2,43.8,8,9,1,1969,3,7.1,2,Investment,Chertanovo Severnoe,13.59994342
11/14/15,46.9,30,9,9,1,1973,2,6.2,2,Investment,Beskudnikovskoe,11.61326164
11/14/15,45.1,28.5,6,9,1,1967,2,6,2,Investment,Rjazanskij,11.04834019
11/14/15,57.61,62.1,1,17,1,2015,2,7.5,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
11/14/15,37.3,19,3,17,1,1988,1,7.7,2,Investment,Chertanovo Severnoe,12.54030938
11/14/15,36.6,36.6,8,17,1,2015,1,10,1,OwnerOccupier,Poselenie Sosenskoe,19.92881447
11/14/15,87.61,83.8,22,25,1,2016,3,10.3,1,OwnerOccupier,Mitino,17.94890404
11/14/15,59.5,36.6,5,8,2,1958,2,7.9,2,Investment,Ostankinskoe,7.385107553
11/14/15,36.1,20.2,6,12,1,1968,1,10,2,Investment,Sokolinaja Gora,6.979008314
11/14/15,38.9,20.8,1,12,1,1976,1,8.9,3,Investment,Lianozovo,16.70519094
11/14/15,36.6,19,1,16,1,1982,1,7.7,2,Investment,Babushkinskoe,12.50372589
11/14/15,33.5,18.7,4,5,1,1962,1,5.3,2,Investment,Nizhegorodskoe,6.50381315
11/14/15,197,197,2,2,2,2014,4,20.2,1,Investment,Kuncevo,12.94879754
11/14/15,38.8,19.6,8,14,1,1974,1,9.7,3,Investment,Ochakovo-Matveevskoe,11.12984308
11/14/15,34.6,34.6,10,25,1,2017,1,7,1,OwnerOccupier,Chertanovo Juzhnoe,17.73458783
11/14/15,41.39,38.2,6,17,1,2017,1,10,1,OwnerOccupier,Sviblovo,10.49129572
11/16/15,39.2,39.2,8,17,1,2016,1,10,1,OwnerOccupier,Poselenie Moskovskij,23.13130148
