id,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,sub_area,okurg_district,price_full,quarter
8471,2013-06-11,8200000,13.21541031,50.0,29.6298735511,7.64641898093,10.0,12.0,Mar'ino,South Eastern ,164000.0,Q2-13
8472,2013-06-11,5564090,20.70999294,70.0,70.0,20.1515151515,2.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,79487.0,Q2-13
8473,2013-06-11,4569600,7.843684814,54.0,32.0,9.0,7.0,17.0,Ostankinskoe,North Eastern ,84622.2222222,Q2-13
8474,2013-06-11,13300000,15.50727221,78.0,44.3911764706,14.835998452,25.0,28.0,Brateevo,Southern ,170512.820513,Q2-13
8475,2013-06-11,4011710,26.04356332,50.0,50.0,6.14035087719,4.0,5.0,Poselenie Shherbinka,Novomoskovsky ,80234.2,Q2-13
8476,2013-06-11,6800000,9.339384993,37.0,25.0,5.31914893617,5.0,9.0,Lomonosovskoe,South Western ,183783.783784,Q2-13
8477,2013-06-11,2969823,27.00081593,51.0,49.4745535714,13.8722767857,4.0,7.0,Poselenie Filimonkovskoe,Novomoskovsky ,58231.8235294,Q2-13
8478,2013-06-11,13925712,10.48800676,74.0,74.0,17.9213098729,7.0,14.0,Izmajlovo,Eastern ,188185.297297,Q2-13
8479,2013-06-12,6600000,15.94506751,41.0,20.0,8.0,11.0,12.0,Juzhnoe Tushino,North Western ,160975.609756,Q2-13
8480,2013-06-13,8000000,14.32292818,55.0,28.1351351351,11.5850556439,1.0,5.0,Losinoostrovskoe,North Eastern ,145454.545455,Q2-13
8481,2013-06-13,4854109,24.39299673,60.0,60.0,18.0,7.0,17.0,Poselenie Vnukovskoe,Novomoskovsky ,80901.8166667,Q2-13
8483,2013-06-13,4940760,21.60973301,45.0,45.0,7.97299651568,11.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,109794.666667,Q2-13
8484,2013-06-13,1000000,4.585984884,31.0,26.149122807,3.18891741549,9.0,12.0,Presnenskoe,Central ,32258.0645161,Q2-13
8485,2013-06-13,6426541,19.76393757,63.0,63.0,18.9,7.0,17.0,Nekrasovka,South Eastern ,102008.587302,Q2-13
8487,2013-06-13,12800009,10.28830036,74.0,74.0,18.5,6.0,9.0,Izmajlovo,Eastern ,172973.094595,Q2-13
8488,2013-06-13,5626280,23.37369741,74.0,74.0,21.7647058824,1.0,9.0,Poselenie Moskovskij,Novomoskovsky ,76030.8108108,Q2-13
8489,2013-06-13,4723318,20.54946417,38.0,36.4383561644,9.84820436875,12.0,17.0,Nekrasovka,South Eastern ,124297.842105,Q2-13
8490,2013-06-13,6000000,12.54530485,41.0,21.0256410256,2.80341880342,7.0,9.0,Mar'ino,South Eastern ,146341.463415,Q2-13
8491,2013-06-13,5400000,5.673435424,39.0,24.5666666667,5.52397030651,1.0,5.0,Juzhnoportovoe,South Eastern ,138461.538462,Q2-13
8493,2013-06-14,1000000,10.70996957,32.0,21.0,5.0857771261,6.0,9.0,Izmajlovo,Eastern ,31250.0,Q2-13
8494,2013-06-14,7650000,13.17611617,51.0,31.0,8.08695652174,1.0,9.0,Golovinskoe,Northern ,150000.0,Q2-13
8495,2013-06-14,9592310,14.8947903,58.0,58.0,11.7160725453,8.0,17.0,Chertanovo Central'noe,Southern ,165384.655172,Q2-13
8496,2013-06-14,5583680,23.37369741,64.0,64.0,18.8235294118,13.0,17.0,Poselenie Moskovskij,Novomoskovsky ,87245.0,Q2-13
8497,2013-06-14,3650692,20.54946417,38.0,36.4383561644,9.84820436875,14.0,17.0,Nekrasovka,South Eastern ,96070.8421053,Q2-13
8498,2013-06-14,4900000,10.08225973,31.0,19.3636363636,5.23341523342,5.0,9.0,Obruchevskoe,South Western ,158064.516129,Q2-13
8499,2013-06-14,6843720,16.78022373,41.0,41.0,18.2647058824,9.0,20.0,Chertanovo Juzhnoe,Southern ,166920.0,Q2-13
8500,2013-06-14,4350000,37.934046,36.0,18.0,5.96284829721,8.0,9.0,Krjukovo,Zelenograd ,120833.333333,Q2-13
8501,2013-06-14,9850000,11.85139434,59.0,35.5873015873,7.49206349206,16.0,17.0,Vostochnoe Degunino,Northern ,166949.152542,Q2-13
8502,2013-06-14,6000000,15.04128167,37.0,18.0,4.8,2.0,9.0,Bibirevo,North Eastern ,162162.162162,Q2-13
8503,2013-06-14,6800000,12.73130848,55.0,36.0,8.0,5.0,9.0,Ivanovskoe,Eastern ,123636.363636,Q2-13
8504,2013-06-14,7300000,8.582851542,40.0,24.0,5.0,7.0,8.0,Rostokino,North Eastern ,182500.0,Q2-13
8505,2013-06-14,8800000,17.07490964,72.0,39.5,16.6315789474,17.0,22.0,Solncevo,Western ,122222.222222,Q2-13
8506,2013-06-14,5268530,21.90579236,55.0,55.0,10.7147375079,8.0,9.0,Poselenie Vnukovskoe,Novomoskovsky ,95791.4545455,Q2-13
8507,2013-06-14,5835520,20.54946417,64.0,61.3698630137,16.5864494632,4.0,17.0,Nekrasovka,South Eastern ,91180.0,Q2-13
8508,2013-06-14,5856084,20.54946417,62.0,59.4520547945,16.0681229174,15.0,17.0,Nekrasovka,South Eastern ,94452.9677419,Q2-13
8509,2013-06-14,6477010,20.70999294,82.0,82.0,23.6060606061,6.0,12.0,Poselenie Sosenskoe,Novomoskovsky ,78987.9268293,Q2-13
8510,2013-06-14,5200000,14.22116207,43.0,27.4025974026,4.5670995671,4.0,5.0,Altuf'evskoe,North Eastern ,120930.232558,Q2-13
8511,2013-06-14,17168160,10.28830036,110.0,110.0,27.5,4.0,8.0,Izmajlovo,Eastern ,156074.181818,Q2-13
8512,2013-06-14,5300000,23.05048525,33.0,15.0,7.0,12.0,14.0,Juzhnoe Butovo,South Western ,160606.060606,Q2-13
8513,2013-06-14,5255460,19.71690301,63.0,63.0,31.5,25.0,28.0,Nekrasovka,South Eastern ,83420.0,Q2-13
8514,2013-06-14,7300000,11.36475733,53.0,30.0,7.17391304348,5.0,9.0,Otradnoe,North Eastern ,137735.849057,Q2-13
8515,2013-06-14,5900000,8.22300185,40.0,24.0,5.05263157895,1.0,5.0,Preobrazhenskoe,Eastern ,147500.0,Q2-13
8516,2013-06-14,3000000,4.992584365,39.0,19.0,8.0,4.0,17.0,Horoshevskoe,Northern ,76923.0769231,Q2-13
8517,2013-06-15,3133488,10.22305035,53.0,51.141025641,13.8218988219,2.0,4.0,Obruchevskoe,South Western ,59122.4150943,Q2-13
8518,2013-06-15,8500000,16.84649538,56.0,36.6153846154,9.33333333333,3.0,9.0,Jasenevo,South Western ,151785.714286,Q2-13
8519,2013-06-15,6595300,36.35560764,65.0,65.0,17.3333333333,7.0,9.0,Krjukovo,Zelenograd ,101466.153846,Q2-13
8521,2013-06-15,6200000,11.15153124,37.0,22.0,5.2380952381,7.0,12.0,Nagornoe,Southern ,167567.567568,Q2-13
8522,2013-06-15,10500000,3.522618212,56.0,38.0,6.0,2.0,9.0,Meshhanskoe,Central ,187500.0,Q2-13
8523,2013-06-15,5400000,14.73958271,32.0,20.3898305085,2.42736077482,7.0,9.0,Bibirevo,North Eastern ,168750.0,Q2-13
8524,2013-06-15,5800000,10.97860911,43.0,22.6315789474,9.05263157895,11.0,12.0,Otradnoe,North Eastern ,134883.72093,Q2-13
8525,2013-06-15,10807190,14.29423798,59.0,59.0,7.74375,20.0,23.0,Strogino,North Western ,183172.711864,Q2-13
8526,2013-06-15,9900000,19.73350202,72.0,37.4615384615,14.3931174089,2.0,12.0,Severnoe Butovo,South Western ,137500.0,Q2-13
8529,2013-06-17,10450000,1.777635666,55.0,37.0,7.65517241379,5.0,9.0,Zamoskvorech'e,Central ,190000.0,Q2-13
8530,2013-06-17,4565790,19.71690301,52.0,52.0,26.0,12.0,17.0,Nekrasovka,South Eastern ,87803.6538462,Q2-13
8531,2013-06-17,6283369,20.54946417,61.0,58.4931506849,15.8089596446,3.0,17.0,Nekrasovka,South Eastern ,103006.04918,Q2-13
8532,2013-06-17,6440024,19.71690301,77.0,77.0,38.5,5.0,17.0,Nekrasovka,South Eastern ,83636.6753247,Q2-13
8533,2013-06-17,3856798,22.45027177,38.0,38.0,6.33333333333,16.0,17.0,Poselenie Vnukovskoe,Novomoskovsky ,101494.684211,Q2-13
8534,2013-06-17,3842500,25.73525569,34.0,15.0,8.0,7.0,9.0,Poselenie Voskresenskoe,Novomoskovsky ,113014.705882,Q2-13
8535,2013-06-17,9500000,11.34692807,50.0,28.0,6.36363636364,16.0,17.0,Cheremushki,South Western ,190000.0,Q2-13
8536,2013-06-17,4058255,23.37369741,41.0,41.0,12.0588235294,9.0,17.0,Poselenie Moskovskij,Novomoskovsky ,98981.8292683,Q2-13
8537,2013-06-17,5684608,23.37369741,64.0,64.0,18.8235294118,6.0,17.0,Poselenie Moskovskij,Novomoskovsky ,88822.0,Q2-13
8538,2013-06-17,6700000,7.623551341,38.0,23.0,6.0,7.0,12.0,Preobrazhenskoe,Eastern ,176315.789474,Q2-13
8539,2013-06-17,6300000,19.07654146,53.0,32.5625,8.140625,2.0,5.0,Solncevo,Western ,118867.924528,Q2-13
8540,2013-06-17,9000000,8.448335459,47.0,30.0,7.5,3.0,5.0,Bogorodskoe,Eastern ,191489.361702,Q2-13
8541,2013-06-18,12300000,2.606065097,60.0,43.0,8.49512195122,1.0,9.0,Hamovniki,Central ,205000.0,Q2-13
8542,2013-06-18,5750000,17.82272783,38.0,20.4615384615,5.03668639053,14.0,16.0,Kosino-Uhtomskoe,Eastern ,151315.789474,Q2-13
8543,2013-06-18,5288828,19.71690301,63.0,63.0,31.5,5.0,9.0,Nekrasovka,South Eastern ,83949.6507937,Q2-13
8545,2013-06-18,3900000,17.3575707,29.0,15.987804878,3.33079268293,10.0,17.0,Birjulevo Vostochnoe,Southern ,134482.758621,Q2-13
8546,2013-06-18,6354446,23.37369741,77.0,77.0,22.6470588235,9.0,17.0,Poselenie Moskovskij,Novomoskovsky ,82525.2727273,Q2-13
8547,2013-06-18,9717222,18.7528432,82.0,76.875,13.518115942,17.0,20.0,Mitino,North Western ,118502.707317,Q2-13
8548,2013-06-18,14137011,10.48800676,83.0,83.0,20.1009286413,5.0,9.0,Izmajlovo,Eastern ,170325.433735,Q2-13
8549,2013-06-18,8084041,23.37369741,102.0,102.0,30.0,3.0,17.0,Poselenie Moskovskij,Novomoskovsky ,79255.3039216,Q2-13
8550,2013-06-18,4391053,23.99671721,43.0,43.0,12.9,6.0,22.0,Poselenie Vnukovskoe,Novomoskovsky ,102117.511628,Q2-13
8551,2013-06-18,2500000,14.84063407,52.0,30.0,6.92307692308,10.0,12.0,Jaroslavskoe,North Eastern ,48076.9230769,Q2-13
8552,2013-06-18,10743254,18.7528432,79.0,74.0625,13.0235507246,6.0,17.0,Mitino,North Western ,135990.556962,Q2-13
8553,2013-06-18,5400000,13.89889613,35.0,19.0,4.58430232558,13.0,16.0,Altuf'evskoe,North Eastern ,154285.714286,Q2-13
8554,2013-06-18,6517123,23.37369741,74.0,74.0,21.7647058824,7.0,17.0,Poselenie Moskovskij,Novomoskovsky ,88069.2297297,Q2-13
8555,2013-06-18,4247900,19.92881447,39.0,38.0791666667,9.06646825397,8.0,9.0,Poselenie Sosenskoe,Novomoskovsky ,108920.512821,Q2-13
8556,2013-06-18,3930300,20.09291717,39.0,38.025,13.9425,3.0,4.0,Poselenie Sosenskoe,Novomoskovsky ,100776.923077,Q2-13
8557,2013-06-18,1300000,12.75824831,34.0,19.0,5.06666666667,2.0,5.0,Zapadnoe Degunino,Northern ,38235.2941176,Q2-13
8558,2013-06-18,4060800,25.73525569,40.0,20.7792207792,6.08172315489,11.0,17.0,Poselenie Voskresenskoe,Novomoskovsky ,101520.0,Q2-13
8559,2013-06-18,5250000,10.78951624,30.0,18.7674418605,3.35132890365,4.0,5.0,Sviblovo,North Eastern ,175000.0,Q2-13
8560,2013-06-18,14500000,11.90780782,71.0,42.0,10.0,16.0,17.0,Krylatskoe,Western ,204225.352113,Q2-13
8561,2013-06-19,7300000,13.09639318,57.0,31.0,6.91858237548,1.0,5.0,Pokrovskoe Streshnevo,North Western ,128070.175439,Q2-13
8562,2013-06-19,5250000,15.20493154,32.0,18.6744186047,3.77260981912,1.0,5.0,Chertanovo Central'noe,Southern ,164062.5,Q2-13
8563,2013-06-19,3228750,35.77068703,51.0,50.3108108108,12.8702074167,4.0,17.0,Poselenie Pervomajskoe,Troitsky ,63308.8235294,Q2-13
8564,2013-06-19,3483200,21.60973301,31.0,31.0,5.4925087108,13.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,112361.290323,Q2-13
8565,2013-06-19,4800000,11.18662576,32.0,31.0,6.52631578947,5.0,9.0,Vojkovskoe,Central ,150000.0,Q2-13
8566,2013-06-19,5800000,12.70854465,46.0,45.0,5.0,5.0,5.0,Golovinskoe,Northern ,126086.956522,Q2-13
8567,2013-06-19,5700000,11.07425294,44.0,29.6666666667,4.94444444444,4.0,5.0,Kuz'minki,South Eastern ,129545.454545,Q2-13
8568,2013-06-19,7600000,5.513075413,36.0,18.0,3.68181818182,16.0,22.0,Sokol'niki,Eastern ,211111.111111,Q2-13
8569,2013-06-19,3780000,21.60973301,36.0,36.0,6.37839721254,12.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,105000.0,Q2-13
8570,2013-06-19,3650692,20.54946417,38.0,36.4383561644,9.84820436875,11.0,17.0,Nekrasovka,South Eastern ,96070.8421053,Q2-13
8571,2013-06-19,3855750,20.66681407,48.0,48.0,6.99029126214,3.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,80328.125,Q2-13
8572,2013-06-19,6300000,15.20709298,34.0,34.0,7.95744680851,2.0,9.0,Juzhnoe Tushino,North Western ,185294.117647,Q2-13
8573,2013-06-19,5528347,23.37369741,57.0,57.0,16.7647058824,8.0,10.0,Poselenie Moskovskij,Novomoskovsky ,96988.5438596,Q2-13
8574,2013-06-19,14000000,8.272261365,43.0,27.0,5.0,1.0,5.0,Tekstil'shhiki,South Eastern ,325581.395349,Q2-13
8575,2013-06-19,6020188,23.37369741,73.0,73.0,21.4705882353,12.0,15.0,Poselenie Moskovskij,Novomoskovsky ,82468.3287671,Q2-13
8576,2013-06-19,17800000,22.21897632,102.0,100.0,25.0,15.0,16.0,Kurkino,North Western ,174509.803922,Q2-13
8577,2013-06-19,28500000,7.277351301,114.0,69.0,16.0,13.0,18.0,Horoshevo-Mnevniki,North Western ,250000.0,Q2-13
8578,2013-06-19,2394521,27.00081593,39.0,37.8334821429,10.6082116597,1.0,3.0,Poselenie Filimonkovskoe,Novomoskovsky ,61397.974359,Q2-13
8579,2013-06-19,8500000,14.60179165,58.0,31.0,10.0,17.0,17.0,Brateevo,Southern ,146551.724138,Q2-13
8580,2013-06-19,6900000,12.03599178,44.0,27.0,5.0,2.0,9.0,Kon'kovo,South Western ,156818.181818,Q2-13
8581,2013-06-19,8663288,13.17656483,52.0,52.0,13.2765957447,13.0,17.0,Losinoostrovskoe,North Eastern ,166601.692308,Q2-13
8582,2013-06-19,3650692,20.54946417,38.0,36.4383561644,9.84820436875,10.0,17.0,Nekrasovka,South Eastern ,96070.8421053,Q2-13
8583,2013-06-19,5362560,19.92881447,54.0,52.725,12.5535714286,2.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,99306.6666667,Q2-13
8584,2013-06-19,6000000,19.22610516,38.0,19.0,5.06666666667,9.0,12.0,Mitino,North Western ,157894.736842,Q2-13
8585,2013-06-19,13699950,8.331436845,87.0,87.0,21.9813829787,11.0,16.0,Tekstil'shhiki,South Eastern ,157470.689655,Q2-13
8586,2013-06-19,6400000,8.489868678,39.0,25.0,5.0,1.0,5.0,Marfino,North Eastern ,164102.564103,Q2-13
8587,2013-06-19,4850000,12.65015037,36.0,22.0,4.55172413793,1.0,9.0,Otradnoe,North Eastern ,134722.222222,Q2-13
8588,2013-06-20,3383500,21.60973301,33.0,33.0,5.8468641115,4.0,12.0,Poselenie Sosenskoe,Novomoskovsky ,102530.30303,Q2-13
8589,2013-06-20,11350000,6.315815028,65.0,46.0,14.3947368421,16.0,17.0,Donskoe,Southern ,174615.384615,Q2-13
8590,2013-06-20,8250000,11.98251609,45.0,27.6136363636,6.13636363636,2.0,5.0,Kon'kovo,South Western ,183333.333333,Q2-13
8591,2013-06-20,7000000,12.70281993,44.0,28.0,5.79310344828,4.0,5.0,Chertanovo Severnoe,Southern ,159090.909091,Q2-13
8592,2013-06-20,5000000,8.853745331,35.0,19.25,5.83333333333,5.0,12.0,Nagatino-Sadovniki,Southern ,142857.142857,Q2-13
8593,2013-06-20,4850000,16.03078933,39.0,20.0,8.0,3.0,12.0,Bibirevo,North Eastern ,124358.974359,Q2-13
8594,2013-06-20,3585120,20.54946417,38.0,36.4383561644,9.84820436875,4.0,17.0,Nekrasovka,South Eastern ,94345.2631579,Q2-13
8595,2013-06-20,5620000,10.25268248,41.0,25.8125,6.453125,5.0,17.0,Zjuzino,South Western ,137073.170732,Q2-13
8596,2013-06-20,3831500,20.54946417,39.0,37.397260274,10.1073676416,6.0,7.0,Nekrasovka,South Eastern ,98243.5897436,Q2-13
8597,2013-06-20,4565790,20.54946417,52.0,49.8630136986,13.4764901888,13.0,17.0,Nekrasovka,South Eastern ,87803.6538462,Q2-13
8599,2013-06-20,6864577,15.86904434,76.0,76.0,19.8571428571,9.0,17.0,Zapadnoe Degunino,Northern ,90323.3815789,Q2-13
8600,2013-06-20,3410402,26.83346869,40.0,40.0,10.8108108108,8.0,9.0,Poselenie Shherbinka,Novomoskovsky ,85260.05,Q2-13
8601,2013-06-20,7050000,10.23848244,36.0,25.0540540541,5.3144963145,15.0,17.0,Fili Davydkovo,Western ,195833.333333,Q2-13
8602,2013-06-20,7500000,14.67349221,50.0,28.75,7.66666666667,10.0,12.0,Zapadnoe Degunino,Northern ,150000.0,Q2-13
8603,2013-06-20,7350000,6.58186541,35.0,21.1320754717,5.63522012579,2.0,5.0,Alekseevskoe,North Eastern ,210000.0,Q2-13
8604,2013-06-20,5606580,25.59597356,59.0,30.0,9.58333333333,8.0,17.0,Poselenie Voskresenskoe,Novomoskovsky ,95026.779661,Q2-13
8605,2013-06-20,2000000,12.94891947,66.0,46.0,7.0,8.0,16.0,Ivanovskoe,Eastern ,30303.030303,Q2-13
8606,2013-06-20,3000000,8.34714261,41.0,17.0,8.0,12.0,16.0,Ramenki,Western ,73170.7317073,Q2-13
8607,2013-06-20,4600000,25.25436876,41.0,25.0858250277,6.5930693983,2.0,17.0,Vnukovo,Western ,112195.121951,Q2-13
8608,2013-06-20,2000000,12.85084117,59.0,43.0,6.0,8.0,9.0,Mar'ino,South Eastern ,33898.3050847,Q2-13
8609,2013-06-20,3410402,26.83346869,40.0,40.0,10.8108108108,12.0,17.0,Poselenie Shherbinka,Novomoskovsky ,85260.05,Q2-13
8610,2013-06-20,4112800,20.54946417,40.0,38.3561643836,10.3665309145,3.0,17.0,Nekrasovka,South Eastern ,102820.0,Q2-13
8611,2013-06-21,3500148,20.54946417,37.0,35.4794520548,9.58904109589,6.0,17.0,Nekrasovka,South Eastern ,94598.5945946,Q2-13
8612,2013-06-21,3500148,20.54946417,37.0,35.4794520548,9.58904109589,3.0,17.0,Nekrasovka,South Eastern ,94598.5945946,Q2-13
8613,2013-06-21,6683688,20.54946417,79.0,75.7534246575,20.4738985561,11.0,12.0,Nekrasovka,South Eastern ,84603.6455696,Q2-13
8614,2013-06-21,7000000,12.96798164,46.0,29.6808510638,6.59574468085,2.0,5.0,Chertanovo Severnoe,Southern ,152173.913043,Q2-13
8615,2013-06-21,5856084,19.6919043,62.0,59.0,15.5263157895,13.0,17.0,Nekrasovka,South Eastern ,94452.9677419,Q2-13
8616,2013-06-21,3754870,19.71690301,39.0,39.0,19.5,17.0,25.0,Nekrasovka,South Eastern ,96278.7179487,Q2-13
8617,2013-06-21,7500000,3.630386325,33.0,17.0,3.4,6.0,9.0,Basmannoe,Central ,227272.727273,Q2-13
8618,2013-06-21,990000,14.75940288,20.0,12.0,3.0,8.0,9.0,Gol'janovo,Eastern ,49500.0,Q2-13
8619,2013-06-21,6426541,20.54946417,63.0,60.4109589041,16.3272861903,11.0,17.0,Nekrasovka,South Eastern ,102008.587302,Q2-13
8620,2013-06-21,6683688,20.54946417,79.0,75.7534246575,20.4738985561,8.0,12.0,Nekrasovka,South Eastern ,84603.6455696,Q2-13
8621,2013-06-21,3378817,27.00081593,55.0,53.3549107143,14.9602984944,2.0,17.0,Poselenie Filimonkovskoe,Novomoskovsky ,61433.0363636,Q2-13
8622,2013-06-22,4415440,20.19708984,44.0,44.0,13.4325203252,3.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,100350.909091,Q2-13
8625,2013-06-22,10485000,14.99867287,60.0,35.4769230769,11.7991558274,6.0,9.0,Strogino,North Western ,174750.0,Q2-13
8626,2013-06-22,11140350,8.331436845,75.0,75.0,18.9494680851,16.0,17.0,Tekstil'shhiki,South Eastern ,148538.0,Q2-13
8627,2013-06-22,5400960,20.54946417,60.0,57.5342465753,15.5497963717,11.0,12.0,Nekrasovka,South Eastern ,90016.0,Q2-13
8628,2013-06-22,10300000,4.322649195,54.0,32.0,9.0,10.0,12.0,Mar'ina Roshha,North Eastern ,190740.740741,Q2-13
8629,2013-06-22,4027052,20.54946417,38.0,36.4383561644,9.84820436875,15.0,17.0,Nekrasovka,South Eastern ,105975.052632,Q2-13
8630,2013-06-22,9300000,14.48359143,53.0,32.0,9.0,9.0,16.0,Altuf'evskoe,North Eastern ,175471.698113,Q2-13
8631,2013-06-22,10700000,3.465810803,40.0,25.0,5.63492063492,6.0,15.0,Dorogomilovo,Western ,267500.0,Q2-13
8632,2013-06-22,10700000,16.81166468,69.0,30.8921568627,14.0418894831,6.0,16.0,Kosino-Uhtomskoe,Eastern ,155072.463768,Q2-13
8633,2013-06-24,5778018,19.76393757,61.0,61.0,18.3,17.0,24.0,Nekrasovka,South Eastern ,94721.6065574,Q2-13
8634,2013-06-24,5358600,20.66681407,68.0,68.0,9.90291262136,5.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,78802.9411765,Q2-13
8635,2013-06-24,3622465,19.71690301,38.0,38.0,19.0,7.0,9.0,Nekrasovka,South Eastern ,95328.0263158,Q2-13
8636,2013-06-24,4513410,19.71690301,51.0,51.0,25.5,7.0,9.0,Nekrasovka,South Eastern ,88498.2352941,Q2-13
8637,2013-06-24,8167576,23.37369741,102.0,102.0,30.0,24.0,25.0,Poselenie Moskovskij,Novomoskovsky ,80074.2745098,Q2-13
8638,2013-06-24,12000000,13.22356287,53.0,31.1907894737,6.93128654971,10.0,17.0,Troparevo-Nikulino,Western ,226415.09434,Q2-13
8639,2013-06-24,12112500,14.8947903,85.0,85.0,17.1701063164,20.0,22.0,Chertanovo Central'noe,Southern ,142500.0,Q2-13
8640,2013-06-24,5645120,23.37369741,64.0,64.0,18.8235294118,7.0,17.0,Poselenie Moskovskij,Novomoskovsky ,88205.0,Q2-13
8641,2013-06-24,7250000,10.59835129,42.0,28.0,6.0,9.0,9.0,Sviblovo,North Eastern ,172619.047619,Q2-13
8642,2013-06-24,8000000,10.95241181,44.0,28.0,5.0,8.0,9.0,Mozhajskoe,Western ,181818.181818,Q2-13
8643,2013-06-24,9013932,18.7528432,59.0,55.3125,9.72644927536,20.0,22.0,Mitino,North Western ,152778.508475,Q2-13
8644,2013-06-24,7150000,5.375995074,32.0,19.5135135135,6.20884520885,4.0,9.0,Ostankinskoe,North Eastern ,223437.5,Q2-13
8646,2013-06-24,6100000,15.51195518,36.0,19.0,8.0,5.0,16.0,Bibirevo,North Eastern ,169444.444444,Q2-13
8647,2013-06-24,2956800,21.60973301,26.0,26.0,4.60662020906,18.0,22.0,Poselenie Sosenskoe,Novomoskovsky ,113723.076923,Q2-13
8648,2013-06-24,3410402,28.90995354,40.0,40.0,10.8108108108,6.0,9.0,Poselenie Shherbinka,Novomoskovsky ,85260.05,Q2-13
8649,2013-06-24,5007939,26.04356332,71.0,71.0,8.71929824561,6.0,17.0,Poselenie Shherbinka,Novomoskovsky ,70534.3521127,Q2-13
8650,2013-06-24,6900000,15.52089649,37.0,18.0,8.0,12.0,16.0,Strogino,North Western ,186486.486486,Q2-13
8651,2013-06-24,5835520,19.76393757,64.0,64.0,19.2,11.0,17.0,Nekrasovka,South Eastern ,91180.0,Q2-13
8652,2013-06-24,6000000,10.00717671,37.0,21.1015625,6.08333333333,8.0,9.0,Ochakovo-Matveevskoe,Western ,162162.162162,Q2-13
8653,2013-06-24,4411384,26.83346869,56.0,56.0,15.1351351351,13.0,17.0,Poselenie Shherbinka,Novomoskovsky ,78774.7142857,Q2-13
8654,2013-06-24,4112800,19.76393757,40.0,40.0,12.0,12.0,17.0,Nekrasovka,South Eastern ,102820.0,Q2-13
8655,2013-06-24,6775000,12.9128629,45.0,28.0,5.0,2.0,5.0,Caricyno,Southern ,150555.555556,Q2-13
8656,2013-06-24,4112800,19.76393757,40.0,40.0,12.0,12.0,17.0,Nekrasovka,South Eastern ,102820.0,Q2-13
8657,2013-06-24,3940200,21.60973301,39.0,39.0,6.90993031359,8.0,9.0,Poselenie Sosenskoe,Novomoskovsky ,101030.769231,Q2-13
8658,2013-06-25,22597668,11.16738686,165.0,165.0,22.8571428571,32.0,40.0,Obruchevskoe,South Western ,136955.563636,Q2-13
8659,2013-06-25,4089180,25.59597356,41.0,20.8474576271,6.65960451977,4.0,17.0,Poselenie Voskresenskoe,Novomoskovsky ,99736.097561,Q2-13
8660,2013-06-25,6697852,17.94890404,43.0,33.0,9.28125,18.0,22.0,Mitino,North Western ,155764.0,Q2-13
8661,2013-06-25,11200000,14.37970897,77.0,39.9369369369,14.5225225225,14.0,17.0,Zapadnoe Degunino,Northern ,145454.545455,Q2-13
8663,2013-06-25,5000000,12.66506404,40.0,20.243902439,7.71196283391,6.0,9.0,Mar'ino,South Eastern ,125000.0,Q2-13
8664,2013-06-25,4009600,21.60973301,35.0,35.0,6.2012195122,22.0,25.0,Poselenie Sosenskoe,Novomoskovsky ,114560.0,Q2-13
8665,2013-06-25,5242210,15.86904434,54.0,54.0,14.1090225564,5.0,17.0,Zapadnoe Degunino,Northern ,97077.962963,Q2-13
8666,2013-06-25,5227330,19.71690301,63.0,63.0,31.5,7.0,17.0,Nekrasovka,South Eastern ,82973.4920635,Q2-13
8667,2013-06-25,5856084,19.71690301,70.0,70.0,35.0,12.0,17.0,Nekrasovka,South Eastern ,83658.3428571,Q2-13
8668,2013-06-25,3036886,19.76393757,41.0,41.0,12.3,24.0,25.0,Nekrasovka,South Eastern ,74070.3902439,Q2-13
8669,2013-06-25,3850900,19.92881447,39.0,38.0791666667,9.06646825397,4.0,5.0,Poselenie Sosenskoe,Novomoskovsky ,98741.025641,Q2-13
8670,2013-06-25,8100000,12.7973854,38.0,18.0,5.29411764706,25.0,30.0,Mar'ino,South Eastern ,213157.894737,Q2-13
8671,2013-06-25,4112800,19.76393757,40.0,40.0,12.0,13.0,17.0,Nekrasovka,South Eastern ,102820.0,Q2-13
8672,2013-06-25,7100000,16.68177208,45.0,29.0,7.73333333333,2.0,9.0,Zjablikovo,Southern ,157777.777778,Q2-13
8673,2013-06-25,5942680,21.06347842,53.0,53.0,15.3870967742,4.0,17.0,Poselenie Sosenskoe,Novomoskovsky ,112126.037736,Q2-13
8674,2013-06-25,6064634,19.71690301,64.0,64.0,32.0,22.0,25.0,Nekrasovka,South Eastern ,94759.90625,Q2-13
8675,2013-06-25,5800000,15.34590161,37.0,19.9716981132,5.32578616352,13.0,16.0,Lianozovo,North Eastern ,156756.756757,Q2-13
8676,2013-06-25,12400000,13.2305857,75.0,58.2222222222,16.375,6.0,14.0,Babushkinskoe,North Eastern ,165333.333333,Q2-13
