image,imdb_score,link,X,Film,Year,Director.Filmmaker.Name,Location.Display.Text,LATITUDE,LONGITUDE,Borough,Neighborhood,Media,IMDB.LINK,director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,num_voted_users,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,imdb_score
"https://images-na.ssl-images-amazon.com/images/M/MV5BZDFkNWUwYzEtNDM3ZS00NjAyLWFjZjgtYWRjZmJmNzZjNzJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SY1000_CR0,0,656,1000_AL_.jpg",6.6,http://imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,37,Cotton Comes to Harlem,1970,Ossie Davis,Harlem,40.80650084,-73.93928647,Manhattan,Harlem,Film,http://imdb.com/title/tt0065579/,Ossie Davis,97,Cleavon Little,NA,Action,Redd Foxx,Cotton Comes to Harlemâ_,1172,Calvin Lockhart,1,black cop|chase|cotton|four word title|new york city,1200000,1970,6.6
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTgxMzM5MV5BMl5BanBnXkFtZTcwNzU2NjE2NA@@._V1_SY1000_CR0,0,753,1000_AL_.jpg",7,http://imdb.com/title/tt0065963/?ref_=fn_tt_tt_1,185,The Landlord,1970,Hal Ashby,51 Prospect Pl.<br>Brooklyn,40.67962098,-73.9760381,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0065963/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTgxMzM5MV5BMl5BanBnXkFtZTcwNzU2NjE2NA@@._V1_SY1000_CR0,0,753,1000_AL_.jpg",7,http://imdb.com/title/tt0065963/?ref_=fn_tt_tt_1,186,The Landlord,1970,Hal Ashby,51 Prospect Pl.<br>Brooklyn,40.679728,-73.975974,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0065963/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MTQyOTU3NF5BMl5BanBnXkFtZTcwMDYyMzkxMQ@@._V1_.jpg,7.1,http://imdb.com/title/tt0066193/?ref_=fn_tt_tt_1,191,The Out-of-Towners,1970,Arthur Hiller,Central Park<br>Manhattan,40.78970474,-73.96065831,Manhattan,Central Park,Film,http://www.imdb.com/title/tt0066193/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BOTAxOWYwZmItZTJlMC00MmMzLWFhYmUtMmJmMWYyZTMzMGNhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY1000_CR0,0,658,1000_AL_.jpg",6.4,http://imdb.com/title/tt0066767/?ref_=fn_tt_tt_1,169,The Anderson Tapes,1971,Sidney Lumet,E. 91st St. and Fifth Ave.<br>Upper East Side<br>Manhattan,40.7847,-73.9581,Manhattan,Upper East Side,Film,http://www.imdb.com/title/tt0066767/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,7.8,http://imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,180,The French Connection,1971,William Friedkin,Bay 50th St. Station<br>Brooklyn,40.58860227,-73.9837575,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0067116/,William Friedkin,104,Fernando Rey,NA,Action,Roy Scheider,The French Connectionâ_,82476,Tony Lo Bianco,0,crime boss|drug smuggling|heroin|mafia boss|organized crime,1800000,1971,7.8
https://images-na.ssl-images-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,7.8,http://imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,180,The French Connection,1971,William Friedkin,Bay 50th St. Station<br>Brooklyn,40.58860227,-73.9837575,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0067116/,William Friedkin,104,Fernando Rey,NA,Action,Roy Scheider,The French Connectionâ_,82476,Tony Lo Bianco,0,crime boss|drug smuggling|heroin|mafia boss|organized crime,1800000,1971,7.8
"https://images-na.ssl-images-amazon.com/images/M/MV5BMmRiZDhhNTYtYzBkZi00ODNiLWIzMjUtZDdmMDFkMjQyZGRjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SY999_CR0,0,655,999_AL_.jpg",7.2,http://imdb.com/title/tt0067309/?ref_=fn_tt_tt_1,92,Klute,1971,Alan J. Pakula,World Trade Center<br>Lower Manhattan,40.71126402,-74.01129305,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0067309/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMmRiZDhhNTYtYzBkZi00ODNiLWIzMjUtZDdmMDFkMjQyZGRjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SY999_CR0,0,655,999_AL_.jpg",7.2,http://imdb.com/title/tt0067309/?ref_=fn_tt_tt_1,93,Klute,1971,Alan J. Pakula,Hell's Kitchen<br>Ninth Ave.<br>Manhattan,40.76160968,-73.99031281,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0067309/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMmRiZDhhNTYtYzBkZi00ODNiLWIzMjUtZDdmMDFkMjQyZGRjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SY999_CR0,0,655,999_AL_.jpg",7.2,http://imdb.com/title/tt0067309/?ref_=fn_tt_tt_1,94,Klute,1971,Alan J. Pakula,123rd St.<br>Harlem<br>Manhattan,40.80091344,-73.93336952,Manhattan,Harlem,Film,http://www.imdb.com/title/tt0067309/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BZTFkYTRmNGYtZDU3OS00NTQ5LTg3YTktYzI5MjI5YmUxYjAxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,7.1,http://imdb.com/title/tt0067549/?ref_=fn_tt_tt_1,192,The Panic in Needle Park,1971,Jerry Schatzberg,W. 72nd St. and Broadway<br>Upper West Side<br>Manhattan,40.7788,-73.9821,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0067549/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDE2MTU2MV5BMl5BanBnXkFtZTcwNjIwNjMyMQ@@._V1_.jpg,6.6,http://imdb.com/title/tt0067589/?ref_=fn_tt_tt_1,130,Plaza Suite,1971,Arthur Hiller,Rockefeller Center<br>600 Fifth Ave.<br>Manhattan,40.757603,-73.978101,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0067589/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMGY2MDFlMTAtODU3NS00MDkxLThiMTItMTBlMDliNmMwOGQxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SY1000_CR0,0,690,1000_AL_.jpg",6.6,http://imdb.com/title/tt0067741/?ref_=fn_tt_tt_1,145,Shaft,1971,Gordon Parks,Seventh Ave. and W. 42nd St.<br>Times Square<br>Manhattan,40.756,-73.987,Manhattan,Times Square,Film,http://www.imdb.com/title/tt0067741/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BNzZkZTFkZWQtYjU4YS00MmE1LThhN2EtYWNhMjUzZDAyNzFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,6.7,http://imdb.com/title/tt0069449/?ref_=fn_tt_tt_1,216,Up the Sandbox,1972,Irvin Kershner,Carousel<br>Central Park<br>Manhattan,40.77056434,-73.97752404,Manhattan,Central Park,Film,http://www.imdb.com/title/tt0069449/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BNzZkZTFkZWQtYjU4YS00MmE1LThhN2EtYWNhMjUzZDAyNzFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,6.7,http://imdb.com/title/tt0069449/?ref_=fn_tt_tt_1,217,Up the Sandbox,1972,Irvin Kershner,Riverside Park near W. 109th St.<br>Morningside Heights<br>Manhattan,40.805169,-73.96920919,Manhattan,Morningside Heights,Film,http://www.imdb.com/title/tt0069449/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDA5NjM4MV5BMl5BanBnXkFtZTYwMjcxNDI2._V1_.jpg,7.1,http://imdb.com/title/tt0069599/?ref_=fn_tt_tt_1,95,Kojak,1973,"Abby Mann,(more)",60 Baxter St.<br>Lower Manhattan,40.715847,-74.000547,Manhattan,Lower Manhattan,TV,http://imdb.com/title/tt0069599/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzNDA5NjM4MV5BMl5BanBnXkFtZTYwMjcxNDI2._V1_.jpg,7.1,http://imdb.com/title/tt0069599/?ref_=fn_tt_tt_1,96,Kojak,1973,"Abby Mann,(more)",Lincoln Center<br>Upper West Side<br>Manhattan,40.77240875,-73.98376286,Manhattan,Upper West Side,TV,http://imdb.com/title/tt0069599/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,63,Godspell,1973,David Greene,Lincoln Center<br>Upper West Side<br>Manhattan,40.77230313,-73.98337662,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,65,Godspell,1973,David Greene,Bethesda Fountain<br>Central Park<br>Manhattan,40.77436686,-73.97078633,Manhattan,Central Park,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,61,Godspell,1973,David Greene,World Trade Center<br>Lower Manhattan,40.71226431,-74.01123941,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,62,Godspell,1973,David Greene,Times Square<br>Manhattan,40.75931801,-73.98484647,Manhattan,Times Square,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,64,Godspell,1973,David Greene,Lincoln Center Plaza<br>Upper West Side<br>Manhattan,40.77335125,-73.98368776,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,66,Godspell,1973,David Greene,Ramble<br>Central Park<br>Manhattan,40.77646303,-73.97097945,Manhattan,Central Park,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,67,Godspell,1973,David Greene,Under Triboro Bridge<br>Randalls Island,40.78457084,-73.92944813,Manhattan,Randall's Island,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDgwMTQ1MV5BMl5BanBnXkFtZTcwNTY0NTUyMQ@@._V1_.jpg,6.5,http://imdb.com/title/tt0070121/?ref_=fn_tt_tt_1,68,Godspell,1973,David Greene,Soldiers and Sailor's Monument<br>Riverside Park (at 89th St.)<br>Manhattan,40.79230402,-73.97877395,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0070121/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyNjIxMTQ1NV5BMl5BanBnXkFtZTcwMDQ0ODYzMQ@@._V1_.jpg,7,http://imdb.com/title/tt0070238/?ref_=fn_tt_tt_1,84,Jeremy,1973,Arthur Barron,Central Park<br>Manhattan,40.77474873,-73.97250831,Manhattan,Central Park,Film,http://www.imdb.com/title/tt0070238/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BMWNmNGY3ZGMtYWQ3OC00Zjg4LWFiN2EtZjM2MDI1YzRiNjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,7.4,http://imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,108,Mean Streets,1973,Martin Scorsese,Hester St. and Baxter St.<br>Little Italy<br>Manhattan,40.7185,-73.9988,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0070379/,Martin Scorsese,112,David Carradine,32645,Crime,Robert De Niro,Mean Streetsâ_,67797,David Proval,0,bar|catholic guilt|epilepsy|italian american|money,5.00E+05,1973,7.4
"https://images-na.ssl-images-amazon.com/images/M/MV5BYTU4ZTI0NzAtYzMwNi00YmMxLThmZWItNTY5NzgyMDAwYWVhXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SY1000_CR0,0,671,1000_AL_.jpg",7.8,http://imdb.com/title/tt0070666/?ref_=fn_tt_tt_1,141,Serpico,1973,Sidney Lumet,"Williamsburg Tenaments<br>Brooklyn
",40.70757988,-73.96520197,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0070666/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ2ZjUxNWYtZDU5Ni00Y2MwLTg1YjktMjBhMmEyYjQ1MjUxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,7,http://imdb.com/title/tt0071402/?ref_=fn_tt_tt_1,45,Death Wish,1974,Michael Winner,Subway Station near Court St.<br>Brooklyn,40.6938,-73.9904,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0071402/,NA,NA,NA,NA,Action,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjZiNzIxNTQtNDc5Zi00YWY1LThkMTctMDgzYjY4YjI1YmQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY1000_CR0,0,702,1000_AL_.jpg",9,http://imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,181,The Godfather Part II,1974,Francis Ford Coppola,E. 6th St. and Ave. A<br>East Village<br>Manhattan,40.72539684,-73.98378432,Manhattan,East Village,Film,http://www.imdb.com/title/tt0071562/,Francis Ford Coppola,220,Al Pacino,57300000,Crime,Robert De Niro,The Godfather: Part IIâ_,790926,Robert Duvall,1,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,1.30E+07,1974,9
"https://images-na.ssl-images-amazon.com/images/M/MV5BYjE4YTU5ZWMtMjk3YS00NmViLTg5ZjItNjgwM2NjNzZjNzc5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SY1000_CR0,0,659,1000_AL_.jpg",6.8,http://imdb.com/title/tt0072034/?ref_=fn_tt_tt_1,196,The Prisoner of Second Avenue,1975,Melvin Frank,Second Ave. and E. 87th St.<br>Upper East Side<br>Manhattan,40.7786,-73.9513,Manhattan,Upper East Side,Film,http://www.imdb.com/title/tt0072034/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1NDY0NDk3Ml5BMl5BanBnXkFtZTcwMTAzMTM3NA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",7.7,http://imdb.com/title/tt0072251/?ref_=fn_tt_tt_1,206,The Taking of Pelham One Two Three,1974,Joseph Sargent,Subway near Court St.<br>Brooklyn,40.69307721,-73.9907366,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0072251/,NA,NA,NA,NA,Action,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX666_CR0,0,666,999_AL_.jpg",8,http://imdb.com/title/tt0072890/?ref_=fn_tt_tt_1,50,Dog Day Afternoon,1972,Sidney Lumet,Prospect Park South and 16th St.<br>Brooklyn,40.6572503,-73.97421956,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0072890/,NA,NA,NA,NA,Crime,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5MTczNDc1OV5BMl5BanBnXkFtZTcwMjcxMTM4NA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",6.4,http://imdb.com/title/tt0073620/?ref_=fn_tt_tt_1,133,Report to the Commissioner,1975,Milton Katselas,Winter Garden Theater<br>1634 Broadway<br>Manhattan,40.761528,-73.983802,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0073620/,NA,NA,NA,NA,Drama,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BZWFlYzRhYjItYmI3NC00NmQzLTk2NTYtNzQ0N2ZkOTgxZjMwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SY1000_CR0,0,619,1000_AL_.jpg",7.5,http://imdb.com/title/tt0073802/?ref_=fn_tt_tt_1,211,Three Days of the Condor,1975,Sydney Pollack,Riverside Drive<br>Upper West Side<br>Manhattan,40.81431267,-73.96185994,Manhattan,Harlem,Film,http://www.imdb.com/title/tt0073802/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BYWNlNjlmYjktNjhiNy00YTQzLWEzYTUtYzc0MDdjYTlmNzUyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX653_CR0,0,653,999_AL_.jpg",5.8,http://imdb.com/title/tt0074751/?ref_=fn_tt_tt_1,90,King Kong,1976,John Guillermin,World Trade Center<br>Lower Manhattan,40.71254894,-74.01477993,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0074751/,NA,NA,NA,NA,Action,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BNzlmNjFhNDctMzUxNi00ZDNiLWEyYjgtYzQ3YzBmYWZjNDkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY1000_CR0,0,655,1000_AL_.jpg",6.9,http://imdb.com/title/tt0074963/?ref_=fn_tt_tt_1,119,"Next Stop, Greenwich Village",1975,Paul Mazursky,MacDougal St.<br>West Village<br>Manhattan,40.72936455,-74.00103629,Manhattan,West Village,Film,http://imdb.com/title/tt0074963/,NA,NA,NA,NA,Comedy,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY1000_CR0,0,654,1000_AL_.jpg",8.3,http://imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,168,Taxi Driver,1976,Martin Scorsese,Columbus Ave. and E. 86th St.<br>Upper West Side<br>Manhattan,40.7865,-73.9722,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0075314/,Martin Scorsese,110,Albert Brooks,NA,Crime,Robert De Niro,Taxi Driverâ_,507063,Peter Boyle,1,loner|neo noir|night shift|taxi driver|vigilante,1300000,1976,8.3
"https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY1000_CR0,0,654,1000_AL_.jpg",8.3,http://imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,166,Taxi Driver,1976,Martin Scorsese,E. 12th St. and Third Ave.<br>East Village<br>Manhattan,40.732,-73.9882,Manhattan,East Village,Film,http://www.imdb.com/title/tt0075314/,Martin Scorsese,110,Albert Brooks,NA,Crime,Robert De Niro,Taxi Driverâ_,507063,Peter Boyle,1,loner|neo noir|night shift|taxi driver|vigilante,1300000,1976,8.3
"https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY1000_CR0,0,654,1000_AL_.jpg",8.3,http://imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,167,Taxi Driver,1976,Martin Scorsese,Bellmore Cafeteria<br>Park Ave. South and E. 28th St.<br>Manhattan,40.74335,-73.98405,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0075314/,Martin Scorsese,110,Albert Brooks,NA,Crime,Robert De Niro,Taxi Driverâ_,507063,Peter Boyle,1,loner|neo noir|night shift|taxi driver|vigilante,1300000,1976,8.3
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",8.1,http://imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,16,Annie Hall,1977,Woody Allen,Foot of 59th St. Bridge<br>Upper East Side<br>Manhattan,40.75780643,-73.95962834,Manhattan,Midtown,Film,http://www.imdb.com/title/tt0075686/,Woody Allen,93,Carol Kane,39200000,Romance,Woody Allen,Annie Hallâ_,192940,Shelley Duvall,0,breaking the fourth wall|comedian|jewish|neurosis|singer,4.00E+06,1977,8.1
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",8.1,http://imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,18,Annie Hall,1977,Woody Allen,W. 95th St.<br>Upper West Side<br>Manhattan,40.79163797,-73.96653771,Manhattan,Upper West Side,Film,http://www.imdb.com/title/tt0075686/,Woody Allen,93,Carol Kane,39200000,Romance,Woody Allen,Annie Hallâ_,192940,Shelley Duvall,0,breaking the fourth wall|comedian|jewish|neurosis|singer,4.00E+06,1977,8.1
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",8.1,http://imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,15,Annie Hall,1977,Woody Allen,Pier 11<br>Manhattan,40.70420461,-74.0060252,Manhattan,Lower Manhattan,Film,http://www.imdb.com/title/tt0075686/,Woody Allen,93,Carol Kane,39200000,Romance,Woody Allen,Annie Hallâ_,192940,Shelley Duvall,0,breaking the fourth wall|comedian|jewish|neurosis|singer,4.00E+06,1977,8.1
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",8.1,http://imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,14,Annie Hall,1977,Woody Allen,Coney Island<br>Brooklyn,40.57360922,-73.97596836,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0075686/,Woody Allen,93,Carol Kane,39200000,Romance,Woody Allen,Annie Hallâ_,192940,Shelley Duvall,0,breaking the fourth wall|comedian|jewish|neurosis|singer,4.00E+06,1977,8.1
"https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDM2MjkwM15BMl5BanBnXkFtZTcwODU3OTYwNA@@._V1_SY1000_CR0,0,666,1000_AL_.jpg",8.1,http://imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,17,Annie Hall,1977,Woody Allen,E. 68th St. between Park Ave. and Madison Ave.<br>Upper East Side<br>Manhattan,40.76890676,-73.96660209,Manhattan,Upper East Side,Film,http://www.imdb.com/title/tt0075686/,Woody Allen,93,Carol Kane,39200000,Romance,Woody Allen,Annie Hallâ_,192940,Shelley Duvall,0,breaking the fourth wall|comedian|jewish|neurosis|singer,4.00E+06,1977,8.1
https://images-na.ssl-images-amazon.com/images/M/MV5BOWU0NjZhMWEtMWU2Zi00NTgwLWI1OTQtNDJlNDAyNzdlZjljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,6.8,http://imdb.com/title/tt0076666/?ref_=fn_tt_tt_1,138,Saturday Night Fever,1977,John Badham,4th Ave. and 86th St.<br>Bay Ridge<br>Brooklyn,40.6228,-74.0284,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0076666/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://images-na.ssl-images-amazon.com/images/M/MV5BOWU0NjZhMWEtMWU2Zi00NTgwLWI1OTQtNDJlNDAyNzdlZjljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,6.8,http://imdb.com/title/tt0076666/?ref_=fn_tt_tt_1,139,Saturday Night Fever,1977,John Badham,Subway Car<br>Brooklyn,40.6260702,-73.9970237,Brooklyn,Brooklyn,Film,http://www.imdb.com/title/tt0076666/,NA,NA,NA,NA,Romance,NA,NA,NA,NA,NA,NA,NA,NA,NA
