title,clue,date,year,answer,day
CHANGE OF PROGRAM,Coaches, May 25, 2014,TRAINERS, Sunday
CHANGE OF PROGRAM,Leverage in divorce negotiations?, May 25, 2014,THEEXFILES, Sunday
CHANGE OF PROGRAM,Mixologist, May 25, 2014,BARKEEP, Sunday
CHANGE OF PROGRAM,"Went from black to red, say", May 25, 2014,DYED, Sunday
CHANGE OF PROGRAM,Home with a view, May 25, 2014,AERIE, Sunday
CHANGE OF PROGRAM,Whinny, May 25, 2014,NEIGH, Sunday
CHANGE OF PROGRAM,Sound in a hot tub, May 25, 2014,AAH, Sunday
CHANGE OF PROGRAM,Mallard relative, May 25, 2014,TEAL, Sunday
CHANGE OF PROGRAM,Berth, May 25, 2014,SLIP, Sunday
CHANGE OF PROGRAM,Theater opening, May 25, 2014,SCENEI, Sunday
CHANGE OF PROGRAM,Dumbstruck duo?, May 25, 2014,THEAWEDCOUPLE, Sunday
CHANGE OF PROGRAM,Moolah, May 25, 2014,SHEKELS, Sunday
CHANGE OF PROGRAM,Blemished, May 25, 2014,MARRED, Sunday
CHANGE OF PROGRAM,Admit (to), May 25, 2014,COP, Sunday
CHANGE OF PROGRAM,Calculus calculation, May 25, 2014,SLOPE, Sunday
CHANGE OF PROGRAM,Makes the connection, May 25, 2014,SEES, Sunday
CHANGE OF PROGRAM,Zero-star movie, May 25, 2014,BOMB, Sunday
CHANGE OF PROGRAM,Balkan capital, May 25, 2014,SOFIA, Sunday
CHANGE OF PROGRAM,"___ Beach, Fla.", May 25, 2014,VERO, Sunday
CHANGE OF PROGRAM,"Susan of ""L.A. Law""", May 25, 2014,DEY, Sunday
CHANGE OF PROGRAM,Tale of metropolitan religious diversity?, May 25, 2014,SECTSANDTHECITY, Sunday
CHANGE OF PROGRAM,"Word before or after ""down""", May 25, 2014,PAT, Sunday
CHANGE OF PROGRAM,Yam or turnip, May 25, 2014,ROOT, Sunday
CHANGE OF PROGRAM,They're big in barns, May 25, 2014,DOORS, Sunday
CHANGE OF PROGRAM,Huskers' targets, May 25, 2014,EARS, Sunday
CHANGE OF PROGRAM,"'12 or '13, now", May 25, 2014,ALUM, Sunday
CHANGE OF PROGRAM,Western followers?, May 25, 2014,POSSE, Sunday
CHANGE OF PROGRAM,Wire service inits., May 25, 2014,UPI, Sunday
CHANGE OF PROGRAM,Some lapses, May 25, 2014,ERRATA, Sunday
CHANGE OF PROGRAM,Like many men's ties, May 25, 2014,STRIPED, Sunday
CHANGE OF PROGRAM,Grant Wood portrayal?, May 25, 2014,AMERICANIDYLL, Sunday
CHANGE OF PROGRAM,"""The Canterbury Tales"" inn", May 25, 2014,TABARD, Sunday
CHANGE OF PROGRAM,Yemeni port, May 25, 2014,ADEN, Sunday
CHANGE OF PROGRAM,Wrapped (up), May 25, 2014,SEWN, Sunday
CHANGE OF PROGRAM,Conciliatory gesture, May 25, 2014,SOP, Sunday
CHANGE OF PROGRAM,Kitchen drawer?, May 25, 2014,AROMA, Sunday
CHANGE OF PROGRAM,Some sites for sightseers, May 25, 2014,RUINS, Sunday
CHANGE OF PROGRAM,Eke ___ living, May 25, 2014,OUTA, Sunday
CHANGE OF PROGRAM,Maltreated, May 25, 2014,ILLUSED, Sunday
CHANGE OF PROGRAM,Having trouble slowing down?, May 25, 2014,BRAKINGBAD, Sunday
CHANGE OF PROGRAM,Like radon among all gaseous elements, May 25, 2014,HEAVIEST, Sunday
CHANGE OF PROGRAM,Popped up, May 25, 2014,AROSE, Sunday
CHANGE OF PROGRAM,"""Appointment in Samarra"" novelist", May 25, 2014,OHARA, Sunday
CHANGE OF PROGRAM,Cobbler's heirloom?, May 25, 2014,AWLINTHEFAMILY, Sunday
CHANGE OF PROGRAM,Bet, May 25, 2014,STAKED, Sunday
CHANGE OF PROGRAM,Aplomb, May 25, 2014,POISE, Sunday
CHANGE OF PROGRAM,"""Spamalot"" writer and lyricist", May 25, 2014,ERICIDLE, Sunday
CHANGE OF PROGRAM,Forward, May 25, 2014,RESEND, Sunday
CHANGE OF PROGRAM,Heavens, May 25, 2014,SKIES, Sunday
CHANGE OF PROGRAM,"Clear-cuts, e.g.", May 25, 2014,DENUDES, Sunday
CHANGE OF PROGRAM,Off course, May 25, 2014,ASTRAY, Sunday
CHANGE OF PROGRAM,Not on point, May 25, 2014,INAPT, Sunday
CHANGE OF PROGRAM,Jones of jazz, May 25, 2014,NORAH, Sunday
CHANGE OF PROGRAM,Hang (over), May 25, 2014,DRAPE, Sunday
CHANGE OF PROGRAM,Saturated, May 25, 2014,IMBUED, Sunday
CHANGE OF PROGRAM,Samsung smartphone, May 25, 2014,GALAXY, Sunday
CHANGE OF PROGRAM,"With 10-Down, certain punch", May 25, 2014,ONE, Sunday
CHANGE OF PROGRAM,Marshy lowland, May 25, 2014,SWALE, Sunday
CHANGE OF PROGRAM,Features of many kids' place mats, May 25, 2014,MAZES, Sunday
CHANGE OF PROGRAM,Legal hearing, May 25, 2014,OYER, Sunday
CHANGE OF PROGRAM,See 6-Down, May 25, 2014,TWO, Sunday
CHANGE OF PROGRAM,"Star of reality TV's ""The Girls Next Door,"" briefly", May 25, 2014,HEF, Sunday
CHANGE OF PROGRAM,Immodest display, May 25, 2014,EGOTRIP, Sunday
CHANGE OF PROGRAM,"Oscar nominee for ""The Wrestler""", May 25, 2014,ROURKE, Sunday
CHANGE OF PROGRAM,Highlight, May 25, 2014,SALIENCE, Sunday
CHANGE OF PROGRAM,Double takes?, May 25, 2014,TWINPEEKS, Sunday
CHANGE OF PROGRAM,Gutter site, May 25, 2014,EAVE, Sunday
CHANGE OF PROGRAM,One with a home away from home, May 25, 2014,RVER, Sunday
CHANGE OF PROGRAM,Crime-fighting Eliot, May 25, 2014,NESS, Sunday
CHANGE OF PROGRAM,Extra: Abbr., May 25, 2014,ADDL, Sunday
CHANGE OF PROGRAM,Actress ___ Dawn Chong, May 25, 2014,RAE, Sunday
CHANGE OF PROGRAM,"Mentored, e.g.", May 25, 2014,AIDED, Sunday
CHANGE OF PROGRAM,Celebrated, May 25, 2014,FETED, Sunday
CHANGE OF PROGRAM,"Poe poem, with ""The""", May 25, 2014,BELLS, Sunday
CHANGE OF PROGRAM,"""The Tempest"" spirit", May 25, 2014,ARIEL, Sunday
CHANGE OF PROGRAM,Hieroglyphic symbol, May 25, 2014,ASP, Sunday
CHANGE OF PROGRAM,"""___ Love,"" 1987 LL Cool J hit", May 25, 2014,INEED, Sunday
CHANGE OF PROGRAM,Stylist's goop, May 25, 2014,GELEE, Sunday
CHANGE OF PROGRAM,___ fit, May 25, 2014,HISSY, Sunday
CHANGE OF PROGRAM,"Rest stop convenience, for short", May 25, 2014,ATM, Sunday
CHANGE OF PROGRAM,1956 Gregory Peck role, May 25, 2014,AHAB, Sunday
CHANGE OF PROGRAM,"""Don't be a ___!""", May 25, 2014,HERO, Sunday
CHANGE OF PROGRAM,Confronts, May 25, 2014,ACCOSTS, Sunday
CHANGE OF PROGRAM,Certain back-scratcher, May 25, 2014,LOOFA, Sunday
CHANGE OF PROGRAM,"""The Rapture of Canaan"" author Reynolds", May 25, 2014,SHERI, Sunday
CHANGE OF PROGRAM,See 49-Down, May 25, 2014,ARMS, Sunday
CHANGE OF PROGRAM,Big name in barbecue grills, May 25, 2014,WEBER, Sunday
CHANGE OF PROGRAM,"With 47-Down, angry", May 25, 2014,UPIN, Sunday
CHANGE OF PROGRAM,"Building needs, informally", May 25, 2014,SPECS, Sunday
CHANGE OF PROGRAM,Not straight up, May 25, 2014,OVERICE, Sunday
CHANGE OF PROGRAM,Tolerated, May 25, 2014,STOOD, Sunday
CHANGE OF PROGRAM,"Focusing problem, for short", May 25, 2014,ADD, Sunday
CHANGE OF PROGRAM,"Ferrell's cheerleading partner on ""S.N.L.""", May 25, 2014,OTERI, Sunday
CHANGE OF PROGRAM,Dealt (with), May 25, 2014,COPED, Sunday
CHANGE OF PROGRAM,A musical might be on one, May 25, 2014,TOUR, Sunday
CHANGE OF PROGRAM,Neighbors of Navajos, May 25, 2014,HOPIS, Sunday
CHANGE OF PROGRAM,"Sale site, maybe", May 25, 2014,YARD, Sunday
CHANGE OF PROGRAM,Popular pre-marathon meal, May 25, 2014,PASTA, Sunday
CHANGE OF PROGRAM,Wedding site, May 25, 2014,ALTAR, Sunday
CHANGE OF PROGRAM,Engine booster, May 25, 2014,TURBO, Sunday
CHANGE OF PROGRAM,Tropicana Field team, May 25, 2014,RAYS, Sunday
CHANGE OF PROGRAM,W.W. II invasion site, May 25, 2014,STLO, Sunday
CHANGE OF PROGRAM,Tight spot in South Florida?, May 25, 2014,MIAMIVISE, Sunday
CHANGE OF PROGRAM,___ Hawkins Day, May 25, 2014,SADIE, Sunday
CHANGE OF PROGRAM,Correct, May 25, 2014,EMEND, Sunday
CHANGE OF PROGRAM,Taedium vitae, May 25, 2014,ENNUI, Sunday
CHANGE OF PROGRAM,View from Lake Como, May 25, 2014,ALP, Sunday
CHANGE OF PROGRAM,Relatives of turtles, May 25, 2014,PRALINES, Sunday
CHANGE OF PROGRAM,Neon frame?, May 25, 2014,ENS, Sunday
CHANGE OF PROGRAM,Stirred, May 25, 2014,AWOKE, Sunday
CHANGE OF PROGRAM,Spare, May 25, 2014,AUSTERE, Sunday
CHANGE OF PROGRAM,In a hurry, May 25, 2014,RUSHED, Sunday
CHANGE OF PROGRAM,Govt. securities, May 25, 2014,TNOTES, Sunday
CHANGE OF PROGRAM,"Left open-mouthed, say", May 25, 2014,AGHAST, Sunday
CHANGE OF PROGRAM,Rent, May 25, 2014,LET, Sunday
CHANGE OF PROGRAM,Wedding sight, May 25, 2014,BRIDE, Sunday
CHANGE OF PROGRAM,"Fancy wheels, familiarly", May 25, 2014,ROLLS, Sunday
CHANGE OF PROGRAM,"""... so long ___ both shall live?""", May 25, 2014,ASYE, Sunday
CHANGE OF PROGRAM,Part of an old military alphabet, May 25, 2014,BAKER, Sunday
CHANGE OF PROGRAM,Big band's booking, May 25, 2014,ARENA, Sunday
CHANGE OF PROGRAM,Pops, May 25, 2014,DADDY, Sunday
CHANGE OF PROGRAM,"Comes to pass, old-style", May 25, 2014,HAPS, Sunday
CHANGE OF PROGRAM,"""Star Wars"" furball", May 25, 2014,EWOK, Sunday
CHANGE OF PROGRAM,"Others, to Ovid", May 25, 2014,ALII, Sunday
CHANGE OF PROGRAM,In, May 25, 2014,AMID, Sunday
CHANGE OF PROGRAM,End of un film, May 25, 2014,FIN, Sunday
CHANGE OF PROGRAM,Puncture preceder, May 25, 2014,ACU, Sunday
CHANGE OF PROGRAM,Mme.'s cousin, May 25, 2014,SRA, Sunday
 ,"Any of the three authors of ""Pull My Daisy""", May 30, 2014,BEATPOET, Friday
 ,They produce minimal distortion, May 30, 2014,HIFIS, Friday
 ,He may have many lines memorized, May 30, 2014,LADIESMAN, Friday
 ,"Monomer of proteins, informally", May 30, 2014,AMINO, Friday
 ,"Elicit a ""T.M.I.""", May 30, 2014,OVERSHARE, Friday
 ,"Like about 30% of 51-Across, belief-wise", May 30, 2014,HINDU, Friday
 ,Head of communications?, May 30, 2014,TELE, Friday
 ,"1,000-pound weight units", May 30, 2014,KIPS, Friday
 ,Suffered a face-plant, May 30, 2014,ATEIT, Friday
 ,Rugby-to-Reading dir., May 30, 2014,SSE, Friday
 ,"Novel title character called ""My sin, my soul""", May 30, 2014,LOLITA, Friday
 ,Cry of contempt, May 30, 2014,PAH, Friday
 ,Trip, May 30, 2014,MISSTEP, Friday
 ,Appeal to, May 30, 2014,GRAB, Friday
 ,Light on TV or Broadway, May 30, 2014,JUDITH, Friday
 ,"Star of Bombay, e.g.", May 30, 2014,SAPPHIRE, Friday
 ,Cousin of cumin and coriander, May 30, 2014,ANISE, Friday
 ,Arrested, May 30, 2014,RANIN, Friday
 ,"Riveting piece, perhaps", May 30, 2014,MUSTREAD, Friday
 ,Nickeled-and-dimed?, May 30, 2014,MINTED, Friday
 ,Award with a Best Upset category, May 30, 2014,ESPY, Friday
 ,Its flag includes an image of a nutmeg clove, May 30, 2014,GRENADA, Friday
 ,Appeal formally, May 30, 2014,SUE, Friday
 ,gogo, May 30, 2014,GALORE, Friday
 ,Prefix with pressure or point, May 30, 2014,ACU, Friday
 ,"""Our Gang"" girl", May 30, 2014,DARLA, Friday
 ,Its flag includes an image of a cocoa pod, May 30, 2014,FIJI, Friday
 ,Old Brown Dog and others, May 30, 2014,ALES, Friday
 ,Old pitcher of milk?, May 30, 2014,ELSIE, Friday
 ,Next to, May 30, 2014,ALONGSIDE, Friday
 ,Budget alternative, May 30, 2014,ALAMO, Friday
 ,Try, May 30, 2014,TAKEASTAB, Friday
 ,DuPont development of 1935, May 30, 2014,NYLON, Friday
 ,Subject that includes women's suffrage and the Equal Rights Amendment, May 30, 2014,HERSTORY, Friday
 ,Stains, May 30, 2014,BLOTS, Friday
 ,Homebuilders' projections, May 30, 2014,EAVES, Friday
 ,Best New Artist Grammy winner of 2008, May 30, 2014,ADELE, Friday
 ,One needing pressure to perform well, May 30, 2014,TIRE, Friday
 ,Ovid's foot, May 30, 2014,PES, Friday
 ,Midwest city named for a Menominee chief, May 30, 2014,OSHKOSH, Friday
 ,Potential virus sources, May 30, 2014,EMAILS, Friday
 ,Bone preservation locations, May 30, 2014,TARPITS, Friday
 ,Reaction to a card, May 30, 2014,HAHA, Friday
 ,Tag statement, May 30, 2014,IMIT, Friday
 ,Often-overlooked details, May 30, 2014,FINEPRINT, Friday
 ,"""Imagine"" Grammy winner of 2010", May 30, 2014,INDIAARIE, Friday
 ,County seat on the St. Joseph River, May 30, 2014,SOUTHBEND, Friday
 ,Beverage brand portmanteau, May 30, 2014,NESTEA, Friday
 ,Engine measure, May 30, 2014,LITER, Friday
 ,"Twitter, Facebook or Instagram", May 30, 2014,APP, Friday
 ,Like areas around waterfalls, May 30, 2014,MISTY, Friday
 ,Major cocoa exporter, May 30, 2014,GHANA, Friday
 ,Oscar nominee for playing Cal Trask, May 30, 2014,JAMESDEAN, Friday
 ,"Very, very", May 30, 2014,UNUSUALLY, Friday
 ,Opposite of aggregation, May 30, 2014,DISPERSAL, Friday
 ,"What ""ruined the angels,"" per Ralph Waldo Emerson", May 30, 2014,PRIDE, Friday
 ,Prod, May 30, 2014,EGG, Friday
 ,"One of Time magazine's cover ""Peacemakers""", May 30, 2014,ARAFAT, Friday
 ,Wily temptress, May 30, 2014,DELILAH, Friday
 ,"Jason, for one", May 30, 2014,MARINER, Friday
 ,"""For real""", May 30, 2014,NOJOKE, Friday
 ,Co-worker of Kennedy starting in 2006, May 30, 2014,ALITO, Friday
 ,Cigar box material, May 30, 2014,CEDAR, Friday
 ,Words before a date, May 30, 2014,USEBY, Friday
 ,Wheels of fortune?, May 30, 2014,LIMO, Friday
 ,Unit in a geology book, May 30, 2014,AEON, Friday
 ,___ supt., May 30, 2014,ASST, Friday
 ,Juice, May 30, 2014,GAS, Friday
 ,Afternoon TV's Dr. ___, May 26, 2014,PHIL, Monday
 ,Deep-sea diver's equipment, May 26, 2014,SCUBA, Monday
 ,Little trickster, May 26, 2014,IMP, Monday
 ,"No longer in the closet, say", May 26, 2014,OUTED, Monday
 ,"Grandmothers, affectionately", May 26, 2014,NANAS, Monday
 ,Mother of a fawn, May 26, 2014,DOE, Monday
 ,"""Hip-hop"" song of 1967", May 26, 2014,WHITERABBIT, Monday
 ,Prospector's find, May 26, 2014,ORE, Monday
 ,When a cock crows, May 26, 2014,SUNUP, Monday
 ,Cock, May 26, 2014,ROOSTER, Monday
 ,Shocked reaction, May 26, 2014,GASP, Monday
 ,"""Pay ___ mind""", May 26, 2014,ITNO, Monday
 ,Super-duper, May 26, 2014,AONE, Monday
 ,"Pilot's announcement, briefly", May 26, 2014,ETA, Monday
 ,"""Rap"" song of 1966", May 26, 2014,KNOCKONWOOD, Monday
 ,Mennonite group, May 26, 2014,AMISH, Monday
 ,Race with batons, May 26, 2014,RELAY, Monday
 ,Workers with lots of baggage, May 26, 2014,REDCAPS, Monday
 ,"""No, No"" woman of Broadway", May 26, 2014,NANETTE, Monday
 ,"Residents of the Sooner State, informally", May 26, 2014,OKIES, Monday
 ,Belief system, May 26, 2014,CREED, Monday
 ,"""Country"" song of 1971", May 26, 2014,AMERICANPIE, Monday
 ,Young fellow, May 26, 2014,LAD, Monday
 ,Main part of a church, May 26, 2014,NAVE, Monday
 ,Winter coat material, May 26, 2014,WOOL, Monday
 ,Friend in war, May 26, 2014,ALLY, Monday
 ,Brewed drink often served with lemon, May 26, 2014,ICEDTEA, Monday
 ,Prefix with -hedron, May 26, 2014,TETRA, Monday
 ,"Ending with Wolf, Bat or Super", May 26, 2014,MAN, Monday
 ,"""Metal"" song of 1950", May 26, 2014,SILVERBELLS, Monday
 ,Thunderstruck feeling, May 26, 2014,AWE, Monday
 ,"""Stormy Weather"" composer", May 26, 2014,ARLEN, Monday
 ,Role for which 11-Down won her Oscar, May 26, 2014,ANITA, Monday
 ,It was dropped at Woodstock, May 26, 2014,LSD, Monday
 ,"""Start over"" button", May 26, 2014,RESET, Monday
 ,Prefix with dynamic, May 26, 2014,AERO, Monday
 ,"""Wham!""", May 26, 2014,POW, Monday
 ,"""What's that?""", May 26, 2014,HUH, Monday
 ,"""According to some ...""", May 26, 2014,ITISSAID, Monday
 ,Abate, May 26, 2014,LETUP, Monday
 ,Suddenly become alert, May 26, 2014,SNAPTO, Monday
 ,Taxi, May 26, 2014,CAB, Monday
 ,"Intact, as a chain", May 26, 2014,UNBROKEN, Monday
 ,"Scott of ""Charles in Charge""", May 26, 2014,BAIO, Monday
 ,Concerning, May 26, 2014,ASTO, Monday
 ,"""Same here""", May 26, 2014,IDOTOO, Monday
 ,"Rita who won an Oscar for ""West Side Story""", May 26, 2014,MORENO, Monday
 ,Looked hard, May 26, 2014,PEERED, Monday
 ,Home for a bear, May 26, 2014,DEN, Monday
 ,Destroy, May 26, 2014,RUIN, Monday
 ,Fictional Tom or real-life Diane, May 26, 2014,SAWYER, Monday
 ,Equipment, May 26, 2014,GEAR, Monday
 ,"""Look ___!""", May 26, 2014,ATME, Monday
 ,Big maker of A.T.M.'s, May 26, 2014,NCR, Monday
 ,Military uniform material, May 26, 2014,KHAKI, Monday
 ,Suffix with pay or schnozz, May 26, 2014,OLA, Monday
 ,F.D.R. veep John ___ Garner, May 26, 2014,NANCE, Monday
 ,"Crossed home plate, say", May 26, 2014,SCORED, Monday
 ,Photo, May 26, 2014,PIC, Monday
 ,Coastal defenses against flooding, May 26, 2014,SEAWALLS, Monday
 ,Fib, May 26, 2014,TELLALIE, Monday
 ,Blue-green, May 26, 2014,TEAL, Monday
 ,Water whirl, May 26, 2014,EDDY, Monday
 ,___-Caps (candy), May 26, 2014,SNO, Monday
 ,Neither vegetable nor mineral, May 26, 2014,ANIMAL, Monday
 ,Easily tamed tropical birds, May 26, 2014,MACAWS, Monday
 ,Made level, May 26, 2014,EVENED, Monday
 ,Packing a wallop, May 26, 2014,POTENT, Monday
 ,"Robert of ""The Sopranos""", May 26, 2014,ILER, Monday
 ,"Madison Square Garden, e.g.", May 26, 2014,ARENA, Monday
 ,Ivan or Nicholas, May 26, 2014,TSAR, Monday
 ,Dublin's land, May 26, 2014,EIRE, Monday
 ,TV schedule abbr., May 26, 2014,TBA, Monday
 ,"Peace sign, for one", May 26, 2014,VEE, Monday
 ,Piece of mail: Abbr., May 26, 2014,LTR, Monday
 ,"___ Paulo, Brazil", May 26, 2014,SAO, Monday
 ,British brew with a red triangle logo, May 28, 2014,BASSALE, Wednesday
 ,Ones dying in a fire?, May 28, 2014,EMBERS, Wednesday
 ,Book version, May 28, 2014,EDITION, Wednesday
 ,Permanent-press, May 28, 2014,NOIRON, Wednesday
 ,"Neighborhood spot to order 1-Across, say", May 28, 2014,LOCALPUB, Wednesday
 ,"""Ergo"" preceder", May 28, 2014,COGITO, Wednesday
 ,"""You should know better!""", May 28, 2014,TSK, Wednesday
 ,Scale-busting, May 28, 2014,FATASACOW, Wednesday
 ,Up to the task, May 28, 2014,ABLE, Wednesday
 ,"Shoots in the foot, maybe", May 28, 2014,LAMES, Wednesday
 ,"Gore who sang ""It's My Party,"" 1963", May 28, 2014,LESLEY, Wednesday
 ,Reason for a road warning, May 28, 2014,DIP, Wednesday
 ,Aladdin's monkey pal, May 28, 2014,ABU, Wednesday
 ,"""Seinfeld"" gal pal", May 28, 2014,ELAINE, Wednesday
 ,Singers Green and Jardine, May 28, 2014,ALS, Wednesday
 ,Wimpy sort, May 28, 2014,WUSS, Wednesday
 ,Denier's contraction, May 28, 2014,DIDNT, Wednesday
 ,Some advanced degs., May 28, 2014,MSS, Wednesday
 ,Pregame song opener, May 28, 2014,OHSAY, Wednesday
 ,Like dressage horses, May 28, 2014,SHOD, Wednesday
 ,___ good deed, May 28, 2014,DOA, Wednesday
 ,"George Carlin's ""___ With Your Head""", May 28, 2014,PLAYIN, Wednesday
 ,The Bulldogs' sch., May 28, 2014,UGA, Wednesday
 ,"Yadda, yadda, yadda", May 28, 2014,ETC, Wednesday
 ,___ nioise, May 28, 2014,SALADE, Wednesday
 ,Prefix with economic, May 28, 2014,SOCIO, Wednesday
 ,Actor Montand, May 28, 2014,YVES, Wednesday
 ,Quite cunning, May 28, 2014,SLYASAFOX, Wednesday
 ,"Gibbon, e.g.", May 28, 2014,APE, Wednesday
 ,"""Better luck next time""", May 28, 2014,TOOBAD, Wednesday
 ,Place to eighty-six things, May 28, 2014,TRASHBIN, Wednesday
 ,The golden years, May 28, 2014,OLDAGE, Wednesday
 ,Rockefeller Center style, May 28, 2014,ARTDECO, Wednesday
 ,Armadillo defenses, May 28, 2014,PLATES, Wednesday
 ,"""Sure, why not?!""", May 28, 2014,YESLETS, Wednesday
 ,Boxer's trophy, May 28, 2014,BELT, Wednesday
 ,Commotions, May 28, 2014,ADOS, Wednesday
 ,Really ill, May 28, 2014,SICKASADOG, Wednesday
 ,Stop on the tracks: Abbr., May 28, 2014,STA, Wednesday
 ,Be 3-Down, May 28, 2014,AIL, Wednesday
 ,Cut (off), May 28, 2014,LOP, Wednesday
 ,"Sufficient, informally", May 28, 2014,ENUF, Wednesday
 ,Bivouacs, May 28, 2014,ENCAMPS, Wednesday
 ,Archie Comics character, May 28, 2014,MOOSE, Wednesday
 ,Humongous, May 28, 2014,BIGASAWHALE, Wednesday
 ,Holder of a cabinet position, May 28, 2014,ERIC, Wednesday
 ,___-Rooter, May 28, 2014,ROTO, Wednesday
 ,"Monet's ""___ Scene at Argenteuil""", May 28, 2014,SNOW, Wednesday
 ,Like a chrome-dome, May 28, 2014,BALDASACOOT, Wednesday
 ,Half of all flips, May 28, 2014,TAILS, Wednesday
 ,"Unable to see the ""E"" on the Snellen chart, say", May 28, 2014,BLINDASABAT, Wednesday
 ,Post-Carnival time, May 28, 2014,LENT, Wednesday
 ,Batter's asset, May 28, 2014,EYE, Wednesday
 ,"Watch readouts, briefly", May 28, 2014,LEDS, Wednesday
 ,Yale or Root, May 28, 2014,ELIHU, Wednesday
 ,Working away, May 28, 2014,BUSYASABEE, Wednesday
 ,Foreign relief org. created by J.F.K., May 28, 2014,USAID, Wednesday
 ,January 1 song title word, May 28, 2014,SYNE, Wednesday
 ,Decorator's theme, May 28, 2014,MOTIF, Wednesday
 ,Kingly name in Norway, May 28, 2014,OLAV, Wednesday
 ,"The 1980s and '90s, e.g.", May 28, 2014,DECADES, Wednesday
 ,"""Gangnam Style"" rapper", May 28, 2014,PSY, Wednesday
 ,___ orange, May 28, 2014,OSAGE, Wednesday
 ,"""Freeze!""", May 28, 2014,STOP, Wednesday
 ,Veg out, May 28, 2014,LOLL, Wednesday
 ,Luke Skywalker's mentor, May 28, 2014,YODA, Wednesday
 ,Help in finding fractures, May 28, 2014,XRAY, Wednesday
 ,Ancient Brit, May 28, 2014,PICT, Wednesday
 ,Grandson of Adam, May 28, 2014,ENOS, Wednesday
 ,"""Come as you ___""", May 28, 2014,ARE, Wednesday
 ,Block boundaries: Abbr., May 28, 2014,STS, Wednesday
 ,"""Good"" cholesterol, briefly", May 28, 2014,HDL, Wednesday
 ,Tears, May 23, 2014,CAROUSES, Friday
 ,Philatelist's abbr., May 23, 2014,PERF, Friday
 ,Blow up, May 23, 2014,OVERSTATE, Friday
 ,"Zero, for one", May 23, 2014,OVAL, Friday
 ,When Winesap apples ripen, May 23, 2014,LATEAUTUMN, Friday
 ,Genesis source, May 23, 2014,SEGA, Friday
 ,Weapons in Olympic shooting events, May 23, 2014,AIRGUNS, Friday
 ,Actress in a best-selling 1979 swimsuit poster, May 23, 2014,BODEREK, Friday
 ,"Braves' division, briefly", May 23, 2014,NLEAST, Friday
 ,Make less attractive?, May 23, 2014,DEGAUSS, Friday
 ,Mythical hunter, May 23, 2014,DIANA, Friday
 ,Notable buried at the Cathedral of Lima, May 23, 2014,PIZARRO, Friday
 ,Inside opening?, May 23, 2014,ENTO, Friday
 ,Downs rapidly, May 23, 2014,GUZZLES, Friday
 ,N.F.L. positions: Abbr., May 23, 2014,RGS, Friday
 ,Blew away, May 23, 2014,DAZZLED, Friday
 ,"Ottawa electees, for short", May 23, 2014,MPS, Friday
 ,Flusters, May 23, 2014,TIZZIES, Friday
 ,Existed, May 23, 2014,WERE, Friday
 ,Bungler, May 23, 2014,FOOZLER, Friday
 ,"Soda, at times", May 23, 2014,MIXER, Friday
 ,Tattooed temporarily, May 23, 2014,HENNAED, Friday
 ,Red-eye remedy, May 23, 2014,VISINE, Friday
 ,"Mitsubishi model whose name means ""huntsman"" in Spanish", May 23, 2014,MONTERO, Friday
 ,Describing an ancient tragedian, May 23, 2014,SENECAN, Friday
 ,One of the books in the Book of Mormon, May 23, 2014,OMNI, Friday
 ,Rosalind Russell title role, May 23, 2014,AUNTIEMAME, Friday
 ,Ball ___, May 23, 2014,PEEN, Friday
 ,Lied, May 23, 2014,TOLDTALES, Friday
 ,Filmmaker ___ C. Kenton, May 23, 2014,ERLE, Friday
 ,Worker who often takes leaves, May 23, 2014,BOTANIST, Friday
 ,It doesn't hold water, May 23, 2014,COLANDER, Friday
 ,Proving beneficial, May 23, 2014,AVAILING, Friday
 ,Camp David and others, May 23, 2014,RETREATS, Friday
 ,Purple-flowered perennial, May 23, 2014,OREGANO, Friday
 ,Patriotic chant, May 23, 2014,USAUSA, Friday
 ,Means of attracting publicity, May 23, 2014,STUNT, Friday
 ,Takes courses?, May 23, 2014,EATS, Friday
 ,World Series of Poker champion ___ Ungar, May 23, 2014,STU, Friday
 ,Affected sorts, May 23, 2014,POSEURS, Friday
 ,Extremely, May 23, 2014,EVERSO, Friday
 ,Fulminates, May 23, 2014,RAGES, Friday
 ,Kind of jacket, May 23, 2014,FLAK, Friday
 ,"Crooked bank manager, maybe", May 23, 2014,EMBEZZLER, Friday
 ,Arizona city across the border from a city of Sonora with the same name, May 23, 2014,NOGALES, Friday
 ,Belled the cat, May 23, 2014,DARED, Friday
 ,Confused, May 23, 2014,DIZZIED, Friday
 ,Solve, May 23, 2014,PUZZLEOUT, Friday
 ,"Ben of ""Run for Your Life""", May 23, 2014,GAZZARA, Friday
 ,Moon of Saturn, May 23, 2014,DIONE, Friday
 ,Latin America's northernmost city, May 23, 2014,MEXICALI, Friday
 ,"Matthew, Mark, Luke and John", May 23, 2014,PRENAMES, Friday
 ,Least flustered, May 23, 2014,SERENEST, Friday
 ,Life insurance plan, May 23, 2014,TONTINE, Friday
 ,Member of a biblical trio, May 23, 2014,WISEMAN, Friday
 ,Kitchen bulb?, May 23, 2014,FENNEL, Friday
 ,Democrat in the Bush cabinet, May 23, 2014,MINETA, Friday
 ,It's a long shot, May 23, 2014,HOMER, Friday
 ,"""Casablanca"" actor Conrad", May 23, 2014,VEIDT, Friday
 ,Emulate Eeyore, May 23, 2014,MOPE, Friday
