gross,date_c,name,rate,budget,Director,length,actors,open_week,year,genre
,"TV-G,2008-01-25",Minutemen,"6.0 based on 4,078 user ratings",,Lev L. Spiro,PT98M,"Jason Dolley,Luke Benward,Nicholas Braun",,2008,"Adventure,Comedy,Family"
,"UNRATED,1999-11-07",The Wonderful World of Disney,"6.7 based on 4,473 user ratings",,Rob Marshall,PT90M,"Kathy Bates,Victor Garber,Alan Cumming",,"Episode aired 7 November 1999
","Animation,Action,Adventure"
,"G,1997-11-02",The Wonderful World of Disney,"6.5 based on 4,903 user ratings","        $18,000,000        

      ",Robert Iscove,PT88M,"Brandy Norwood,Bernadette Peters,Veanne Cox",,"Episode aired 2 November 1997
","Animation,Action,Adventure"
,"PG-13,1997-08-17",12 Angry Men,"7.8 based on 10,930 user ratings",,William Friedkin,PT117M,"Jack Lemmon,George C. Scott,Hume Cronyn",,1997,"Crime,Drama"
,2008-01-20,Northanger Abbey,"7.3 based on 10,651 user ratings",,Jon Jones,PT84M,"Geraldine James,Michael Judd,Julia Dearden",,2007,"Drama,Romance"
,,Going Postal,"7.8 based on 6,548 user ratings",,Steve Pemberton,PT185M,"Steve Pemberton,Tamsin Greig,Madhav Sharma",,"TV Mini-Series (2010– )
","Comedy,Fantasy,Mystery"
,"NOT RATED,2006-04-11",The Curse of King Tut's Tomb,"4.4 based on 1,866 user ratings","        $14,000,000        

      ",Russell Mulcahy,PT170M,"Casper Van Dien,Jonathan Hyde,Leonor Varela",,2006,"Adventure,Fantasy,Horror"
,"PG,1996-11-12",Wish Upon a Star,"6.9 based on 5,860 user ratings",,Blair Treu,PT90M,"Katherine Heigl,Danielle Harris,Donnie Jeffcoat",,1996,"Comedy,Family,Fantasy"
,"R,2007-03-04",The Dukes of Hazzard: The Beginning,"4.5 based on 4,156 user ratings","        $5,000,000        

      ",Robert Berlinger,PT95M,"Randy Wayne,Jonathan Bennett,April Scott",,2007,"Action,Adventure,Comedy"
,"NOT RATED,2004-12-05",The Librarian: Quest for the Spear,"6.2 based on 14,835 user ratings",,Peter Winther,PT92M,"Noah Wyle,Sonya Walger,Bob Newhart",,2004,"Action,Adventure,Comedy"
,UNRATED,The Mists of Avalon,"7.0 based on 7,495 user ratings","        $20,000,000        

      ",Anjelica Huston,PT183M,"Anjelica Huston,Julianna Margulies,Joan Allen",,"TV Mini-Series (2001– )
","Drama,Fantasy"
,"NOT RATED,2008-07-27",Poison Ivy: The Secret Society,"4.4 based on 1,642 user ratings","        $1,999,000        

      ",Jason Hreno,PT95M,"Miriam McDonald,Shawna Waldron,Ryan Kennedy",,2008,"Drama,Thriller"
,2005-04-24,The Five People You Meet in Heaven,"7.4 based on 5,147 user ratings","        $20,000,000        

      ",Lloyd Kramer,PT180M,"Jon Voight,Ellen Burstyn,Jeff Daniels",,2004,"Drama,Fantasy"
,"APPROVED,2010-02-14",StarStruck,"6.2 based on 8,865 user ratings",,Michael Grossman,PT90M,"Sterling Knight,Danielle Campbell,Maggie Castle",,2010,"Comedy,Family,Music"
,2009-02-21,Taking Chance,"7.5 based on 11,064 user ratings",,Ross Katz,PT77M,"Kevin Bacon,Tom Aldredge,Nicholas Art",,2009,"Drama,War"
,2010-07-18,Revenge of the Bridesmaids,"6.1 based on 4,794 user ratings",,James Hayman,PT95M,"Raven-Symoné,JoAnna Garcia Swisher,Beth Broderick",,2010,"Comedy,Romance"
,2009-02-07,Gifted Hands: The Ben Carson Story,"7.8 based on 6,737 user ratings",,Thomas Carter,PT86M,"Cuba Gooding Jr.,Kimberly Elise,Aunjanue Ellis",,2009,"Biography,Drama"
,"PG,1979-11-17",Salem's Lot,"6.8 based on 15,578 user ratings","        $4,000,000        

      ",Tobe Hooper,PT184M,"David Soul,James Mason,Lance Kerwin",,1979,"Fantasy,Horror"
,2010-11-13,The Lost Future,"5.0 based on 4,632 user ratings",,Mikael Salomon,PT90M,"Sean Bean,Corey Sevier,Sam Claflin",,2010,"Adventure,Sci-Fi"
,"R,2007-04-28",Lake Placid 2,"3.1 based on 5,045 user ratings","        $2,000,000        

      ",David Flores,PT88M,"John Schneider,Sarah Lafleur,Sam McMurray",,2007,"Horror,Sci-Fi"
,"TV-G,1999-01-23",Zenon: Girl of the 21st Century,"6.5 based on 5,001 user ratings",,Kenneth Johnson,PT97M,"Kirsten Storms,Raven-Symoné,Bob Bancroft",,1999,"Adventure,Comedy,Family"
,"TV-14,2012-10-26",Mockingbird Lane,"7.6 based on 3,642 user ratings","        $10,000,000        

      ",Bryan Singer,PT40M,"Jerry O'Connell,Portia de Rossi,Charity Wakefield",,2012,"Comedy,Drama,Fantasy"
,"PG,1999-02-28",Alice in Wonderland,"6.3 based on 6,576 user ratings","        $21,000,000        

      ",Nick Willing,PT150M,"Tina Majorino,Whoopi Goldberg,Robbie Coltrane",,1999,"Adventure,Comedy,Family"
,2008-01-13,Persuasion,"7.6 based on 10,942 user ratings",,Adrian Shergold,PT93M,"Sally Hawkins,Alice Krige,Anthony Head",,2007,"Drama,Romance"
,2012-11-25,Home Alone: The Holiday Heist,"3.7 based on 4,943 user ratings",,Peter Hewitt,PT87M,"Christian Martyn,Eddie Steeples,Jodelle Ferland",,2012,"Comedy,Crime,Family"
,"TV-G,2012-02-17",Radio Rebel,"6.2 based on 5,562 user ratings",,Peter Howitt,PT85M,"Debby Ryan,Sarena Parmar,Adam DiMarco",,2012,"Drama,Family"
,2006-07-23,Fallen,"6.7 based on 3,366 user ratings","        $7,000,000        

      ",Mikael Salomon,PT81M,"Paul Wesley,Kwesi Ameyaw,Fernanda Andrade",,2006,"Action,Adventure,Drama"
,NOT RATED,The Color of Magic,"7.1 based on 7,847 user ratings",,David Jason,PT137M,"David Jason,Sean Astin,Tim Curry",,"TV Mini-Series (2008– )
","Adventure,Comedy,Family"
,,Human Trafficking,"7.7 based on 5,888 user ratings","        $15,000,000        

      ",Lynne Adams,PT176M,"Lynne Adams,Zoe Aggeliki,Isabelle Blais",,"TV Mini-Series (2005– )
","Crime,Drama,Mystery"
,"UNRATED,2002-11-03",Home Alone 4,"2.5 based on 25,678 user ratings",,Rod Daniel,PT89M,"French Stewart,Erick Avari,Barbara Babcock",,2002,"Comedy,Crime,Family"
,2009-09-08,Fear Island,"5.3 based on 3,250 user ratings","        $4,000,000        

      ",Michael Storey,PT95M,"Aaron Ashmore,Haylie Duff,Lucy Hale",,2009,"Horror,Mystery,Thriller"
,2001-01-14,The Great Gatsby,"5.8 based on 1,527 user ratings",,Robert Markowitz,PT90M,"Mira Sorvino,Toby Stephens,Paul Rudd",,2000,"Drama,Romance"
,2009-10-17,Sorority Wars,"6.0 based on 4,547 user ratings",,James Hayman,PT95M,"Lucy Hale,Courtney Thorne-Smith,Amanda Schull",,2009,"Comedy,Drama"
,TV-G,Anne of Green Gables,"8.4 based on 15,492 user ratings",,Megan Follows,PT199M,"Megan Follows,Colleen Dewhurst,Richard Farnsworth",,"TV Mini-Series (1985– )
","Drama,Family"
,"TV-PG,2010-12-06",Sundays at Tiffany's,"6.7 based on 3,255 user ratings",,Mark Piznarski,PT88M,"Alyssa Milano,Eric Winter,Kristin Booth",,2010,"Drama,Romance"
,"TV-G,2009-06-26",Princess Protection Program,"5.6 based on 15,722 user ratings",,Allison Liddi-Brown,PT90M,"Demi Lovato,Selena Gomez,Nicholas Braun",,2009,"Comedy,Drama,Family"
,"G,2010-06-25",16 Wishes,"5.5 based on 8,736 user ratings",,Peter DeLuise,PT90M,"Debby Ryan,Jean-Luc Bilodeau,Anna Mae Wills",,2010,"Drama,Family,Fantasy"
,"TV-MA,2011-05-23",Too Big to Fail,"7.4 based on 12,073 user ratings",,Curtis Hanson,PT99M,"James Woods,John Heard,William Hurt",,2011,"Biography,Drama,History"
,"TV-14,2002-11-04",Carrie,"5.5 based on 8,029 user ratings",,David Carson,PT132M,"Angela Bettis,Patricia Clarkson,Rena Sofer",,2002,"Drama,Horror,Sci-Fi"
,1996-05-14,Doctor Who,"6.4 based on 7,570 user ratings","        $5,000,000        

      ",Geoffrey Sax,PT89M,"Paul McGann,Eric Roberts,Daphne Ashbrook",,1996,"Adventure,Drama,Sci-Fi"
,"TV-G,2007-08-17",High School Musical 2,"4.8 based on 42,487 user ratings","        $7,000,000        

      ",Kenny Ortega,PT104M,"Zac Efron,Vanessa Hudgens,Ashley Tisdale",,2007,"Comedy,Drama,Family"
,2010-04-18,Beauty & the Briefcase,"5.5 based on 11,134 user ratings",,Gil Junger,PT83M,"Hilary Duff,Chris Carmack,Michael McMillian",,2010,"Comedy,Romance"
,"TV-G,2010-09-03",Camp Rock 2: The Final Jam,"5.2 based on 11,596 user ratings",,Paul Hoen,PT97M,"Demi Lovato,Joe Jonas,Nick Jonas",,2010,"Comedy,Family,Music"
,2014-06-20,Delirium,"7.0 based on 1,520 user ratings",,Rodrigo García,PT43M,"Emma Roberts,Billy Campbell,Gregg Sulkin",,2014,"Adventure,Fantasy,Romance"
,"UNRATED,1983-11-20",The Day After,"7.1 based on 11,308 user ratings",,Nicholas Meyer,PT127M,"Jason Robards,JoBeth Williams,Steve Guttenberg",,1983,"Drama,Sci-Fi"
,"TV-PG,2011-04-15",Lemonade Mouth,"7.0 based on 9,752 user ratings",,Patricia Riggen,PT103M,"Bridgit Mendler,Adam Hicks,Hayley Kiyoko",,2011,"Comedy,Drama,Family"
,,Star Trek: Renegades,"4.9 based on 2,983 user ratings",,Ethan H. Calk,PT88M,"Adrienne Wilkinson,Walter Koenig,Sean Young",,"TV Series (2015– )
","Action,Adventure,Sci-Fi"
,"TV-G,2008-06-20",Camp Rock,"5.0 based on 22,381 user ratings",,Matthew Diamond,PT94M,"Demi Lovato,Joe Jonas,Meaghan Martin",,2008,"Comedy,Family,Music"
,2011-06-04,Red Faction: Origins,"5.2 based on 3,400 user ratings",,Michael Nankin,PT88M,"Brian J. Smith,Danielle Nicolet,Kate Vernon",,2011,Sci-Fi
,"TV-14,2012-10-20",The Girl,"6.2 based on 5,833 user ratings",,Julian Jarrold,PT91M,"Sienna Miller,Toby Jones,Imelda Staunton",,2012,"Biography,Drama"
,"R,2010-08-21",Lake Placid 3,"3.3 based on 3,234 user ratings","        $2,500,000        

      ",Griff Furst,PT93M,"Colin Ferguson,Yancy Butler,Kirsty Mitchell",,2010,"Action,Horror,Sci-Fi"
,"NOT RATED,1977-11-27",The Hobbit,"6.8 based on 10,402 user ratings","        $3,000,000        

      ",Jules Bass,PT90M,"Orson Bean,John Huston,Brother Theodore",,1977,"Animation,Adventure,Family"
,"TV-PG,2011-08-07",Teen Spirit,"5.6 based on 5,806 user ratings",,Gil Junger,PT82M,"Cassandra Scerbo,Carissa Capobianco,Gabriela Lopez",,2011,"Comedy,Drama,Fantasy"
,2012-05-05,Treasure Island,"6.3 based on 5,188 user ratings",,Steve Barron,PT87M,"Eddie Izzard,Toby Regbo,Rupert Penry-Jones",,2012,Adventure
,"TV-MA,2011-02-12",The Sunset Limited,"7.4 based on 22,805 user ratings",,Tommy Lee Jones,PT91M,"Samuel L. Jackson,Tommy Lee Jones",,2011,Drama
,"PG,2007-12-26",Ballet Shoes,"6.8 based on 7,361 user ratings",,Sandra Goldbacher,PT85M,"Emma Watson,Yasmin Paige,Lucy Boynton",,2007,"Drama,Family"
,2004-04-18,Spartacus,"6.8 based on 4,890 user ratings",,Robert Dornhelm,PT174M,"Goran Visnjic,Alan Bates,Angus Macfadyen",,2004,"Action,Drama,History"
,"TV-14,2010-07-19",The Client List,"5.8 based on 5,328 user ratings",,Eric Laneuville,PT88M,"Jennifer Love Hewitt,Teddy Sears,Sonja Bennett",,2010,Drama
,"PG-13,2011-01-23",Mean Girls 2,"4.2 based on 16,603 user ratings",,Melanie Mayron,PT96M,"Meaghan Martin,Donn Lamkin,Linden Ashby",,2011,Comedy
,"PG-13,2012-02-01",Earth's Final Hours,"4.1 based on 2,068 user ratings","        $1,800,000        

      ",W.D. Hogan,PT84M,"Robert Knepper,Julia Benson,Cameron Bright",,2011,"Action,Sci-Fi"
,"TV-14,2011-07-17",Cyberbully,"5.8 based on 10,324 user ratings",,Charles Binamé,PT120M,"Emily Osment,Kay Panabaker,Meaghan Rath",,2011,Drama
,"TV-G,2011-11-11",Geek Charming,"6.5 based on 8,776 user ratings",,Jeffrey Hornaday,PT94M,"Sarah Hyland,Matt Prokop,Sasha Pieterse",,2011,"Comedy,Drama,Family"
,"TV-14,2012-06-16",Blue Lagoon: The Awakening,"5.7 based on 10,272 user ratings",,Mikael Salomon,PT85M,"Indiana Evans,Brenton Thwaites,Denise Richards",,2012,"Adventure,Drama,Romance"
,1983-10-16,High School U.S.A.,5.6 based on 867 user ratings,,Rod Amateau,PT96M,"Michael J. Fox,Nancy McKeon,Todd Bridges",,1983,Comedy
,,Jack the Ripper,"7.7 based on 3,530 user ratings",,Michael Caine,PT190M,"Michael Caine,Armand Assante,Ray McAnally",,"TV Series (1988– )
","Crime,Drama,Mystery"
,"TV-G,2006-01-20",High School Musical,"5.2 based on 62,996 user ratings","        $4,200,000        

      ",Kenny Ortega,PT98M,"Zac Efron,Vanessa Hudgens,Ashley Tisdale",,2006,"Comedy,Drama,Family"
,"UNRATED,2012-11-09",Battlestar Galactica: Blood & Chrome,"7.0 based on 14,275 user ratings",,Jonas Pate,PT94M,"Luke Pasqualino,Ben Cotton,Lili Bordán",,2012,"Action,Sci-Fi"
,2012-11-04,Seal Team Six: The Raid on Osama Bin Laden,"5.7 based on 8,312 user ratings",,John Stockwell,PT90M,"Cam Gigandet,Jenny Gabrielle,Anson Mount",,2012,"Action,Crime,Drama"
,"R,2011-10-29",Zombie Apocalypse,"4.0 based on 4,479 user ratings",,Nick Lyon,PT87M,"Ving Rhames,Taryn Manning,Johnny Pacar",,2011,"Action,Horror,Sci-Fi"
,2013-04-20,Call Me Crazy: A Five Film,"7.0 based on 1,473 user ratings",,Laura Dern,PT85M,"Jennifer Hudson,Sarah Hyland,Melissa Leo",,2013,Drama
"        $3,021,629        

      ","PG,1994-09-16",Princess Caraboo,"6.0 based on 2,165 user ratings",,Michael Austin,PT97M,"Phoebe Cates,Jim Broadbent,Wendy Hughes",,1994,"Comedy,Drama,History"
"        $469,974        

      ","R,2000-04-28",The Last September,6.1 based on 713 user ratings,,Deborah Warner,PT103M,"Michael Gambon,Tom Hickey,Keeley Hawes","         $22,981        

      (USA)
      ",1999,"Drama,History,Romance"
,"R,2006-05-16",American Soldiers,"3.2 based on 2,248 user ratings",,Sidney J. Furie,PT103M,"Curtis Morgan,Zan Calabretta,Jordan Brown",,2005,"Action,Drama,History"
,"R,2009-10-09",Sword of War,"4.4 based on 1,080 user ratings","        €9,000,000        

      ",Renzo Martinelli,PT139M,"Rutger Hauer,Raz Degan,F. Murray Abraham",,2009,"Drama,History,War"
,2009-05-12,Dreamtime's Over,2.2 based on 259 user ratings,,Oscar D'Roccster,PT76M,"Natalie Bassingthwaighte,Jesse Johnson,Natalie Walker",,2009,"History,Horror,Thriller"
,"R,2008-02-07",Che Guevara,5.9 based on 391 user ratings,,Josh Evans,PT102M,"Eduardo Noriega,Enrico Lo Verso,Paula Garcés",,2005,"Biography,Drama,History"
"        $2,474,000        

      ","PG-13,1995-03-31",Jefferson in Paris,"5.7 based on 2,493 user ratings","        $14,000,000        

      ",James Ivory,PT139M,"Nick Nolte,Greta Scacchi,Gwyneth Paltrow",,1995,"Biography,Drama,History"
,"R,2009-05-26",Brother's War,2.7 based on 703 user ratings,,Jerry Buteyn,PT100M,"Tino Struckmann,Michael Berryman,Olivier Gruner",,2009,"History,War"
,"R,2007-11-02",Nightwatching,"6.6 based on 2,413 user ratings","        $7,500,000        

      ",Peter Greenaway,PT134M,"Martin Freeman,Emily Holmes,Eva Birthistle",,2007,"Biography,Drama,History"
,2013-01-23,Alleged,4.6 based on 219 user ratings,"        $4,100,000        

      ",Tom Hines,PT94M,"Nathan West,Colm Meaney,Ashley Johnson",,2010,"Drama,History,Romance"
,2006-06-08,Ghetto,"6.9 based on 1,082 user ratings",,Audrius Juzenas,PT110M,"Heino Ferch,Sebastian Hülk,Erika Marozsán",,2006,"History,War"
"        $267,880        

      ","PG-13,2008-05-09",Honeydripper,"6.8 based on 1,711 user ratings","        $5,000,000        

      ",John Sayles,PT124M,"Danny Glover,LisaGay Hamilton,Yaya DaCosta","         $13,856        

      (USA)
      ",2007,"Crime,Drama,History"
,"G,1979-10-19",The Jesus Film,"7.2 based on 1,656 user ratings","        $6,000,000        

      ",John Krish,PT117M,"Brian Deacon,Rivka Neuman,Alexander Scourby",,1979,"Biography,Drama,Family"
,"G,1982-11-04",We of the Never Never,7.0 based on 275 user ratings,,Igor Auzins,PT134M,"Angela Punch McGregor,Arthur Dignam,Martin Vaughan",,1982,"Drama,History"
,1995-12-22,Jock: A True Tale of Friendship,7.2 based on 152 user ratings,,Danie Joubert,PT91M,"Sean Gallagher,Fay Masterson,Wilson Dunster",,1994,"Adventure,Family,History"
,,God's Outlaw,6.8 based on 153 user ratings,,Tony Tew,PT93M,"Roger Rees,Bernard Archard,Keith Barron",,1986,"Biography,Drama,History"
,2006-09-01,The Tokyo Trial,6.6 based on 348 user ratings,"        $3,800,000        

      ",Qunshu Gao,PT111M,"Joe Bosco,Yongdai Ding,Damian Lau",,2006,"Crime,Drama,History"
,1990-08-09,Roadkill,7.1 based on 511 user ratings,"        CAD 250,000        

      ",Bruce McDonald,PT80M,"Valerie Buhagiar,Gerry Quigley,Larry Hudson",,1989,"Adventure,Comedy,Drama"
,2005-05-13,Netaji Subhas Chandra Bose: The Forgotten Hero,7.5 based on 675 user ratings,"        INR 210,000,000        

      ",Shyam Benegal,PT208M,"Vinay Anand,Ila Arun,Pankaj Berry",,2005,"Biography,Drama,History"
,1983-02-15,The Business of Show Business,8.4 based on 81 user ratings,"        $323,562        

      ",Tom Logan,PT55M,Tom Logan,,1983,History
,1993-09-17,Wittgenstein,"6.9 based on 1,605 user ratings","        £300,000        

      ",Derek Jarman,PT72M,"Karl Johnson,Michael Gough,Tilda Swinton",,1993,"Biography,Comedy,Drama"
,1993-07-03,Legacy,7.2 based on 301 user ratings,,Kieth Merrill,PT53M,"Kathleen Beller,Benton Jennings,Steve Abolt",,1993,"Drama,History,Western"
,2005-10-29,Snowy Love Fall in Spring,6.8 based on 270 user ratings,,Isao Yukisada,PT150M,"Satoshi Tsumabuki,Yûko Takeuchi,Sôsuke Takaoka",,2005,"Drama,History,Romance"
,,Joseph Smith: Prophet of the Restoration,7.9 based on 548 user ratings,,T.C. Christensen,PT60M,"Nathan Mitchell,Tayva Patch,Rick Macy",,2005,"Biography,Drama,History"
,"R,1984-06-27",Utu,7.1 based on 663 user ratings,,Geoff Murphy,PT104M,"Anzac Wallace,Bruno Lawrence,Tim Elliott",,1984,"Adventure,Drama,History"
,1981,681 AD: The Glory of Khan,8.3 based on 347 user ratings,,Ludmil Staikov,PT95M,"Stoyko Peev,Antony Genov,Vania Tzvetkova",,1981,"Action,Adventure,Drama"
,,John Wycliffe: The Morning Star,7.3 based on 96 user ratings,,Tony Tew,PT75M,"Michael Bertenshaw,James Downie,Peter Howell",,1984,"Biography,Drama,History"
,2010,The Red Machine,6.0 based on 233 user ratings,,Stephanie Argy,PT84M,"Lee Perkins,Donal Thoms-Cappello,Meg Brogan",,2009,"Adventure,Crime,Drama"
"        $209,951        

      ",1995-11-16,Nico Icon,7.3 based on 565 user ratings,,Susanne Ofteringer,PT67M,"Nico,Tina Aumont,Christian Päffgen",,1995,"Documentary,Biography,Music"
,"G,1995",Small Wonders,7.6 based on 130 user ratings,,Allan Miller,PT77M,"Roberta Guaspari,Arnold Steinhardt,Isaac Stern",,1995,"Documentary,Biography,Music"
,2010-06-26,Black Field,6.7 based on 181 user ratings,,Danishka Esterhazy,PT80M,"Sara Canning,Mathieu Bourguet,Ferron Guerreiro",,2009,History
,1990,Vivien Leigh: Scarlett and Beyond,7.1 based on 142 user ratings,,Gene Feldman,PT46M,"Jessica Lange,Vivien Leigh,Gertrude Hartley",,1990,"Documentary,Biography"
,2007-07-09,Spielberg on Spielberg,7.2 based on 256 user ratings,,Richard Schickel,PT86M,Steven Spielberg,,2007,"Documentary,Biography"
,1997-11-02,Eastwood on Eastwood,7.3 based on 208 user ratings,,Richard Schickel,PT68M,"John Cusack,Clint Eastwood",,1997,"Documentary,Biography"
,PG,Frank Capra's American Dream,7.4 based on 194 user ratings,,Kenneth Bowser,PT115M,"Ron Howard,Robert Altman,Jeanine Basinger",,1997,"Documentary,Biography"
"        $616,248        

      ","R,1996-09-03",Stonewall,"6.8 based on 1,277 user ratings",,Nigel Finch,PT99M,"Guillermo Díaz,Frederick Weller,Brendan Corbalis","         $74,052        

      (USA)
      ",1995,"Comedy,Drama,Romance"
,1989-11-05,"Gary Cooper: American Life, American Legend",7.1 based on 131 user ratings,,Richard Schickel,PT47M,"Clint Eastwood,Gary Cooper,Ernest Hemingway",,1989,"Documentary,Biography"
,2007-12,The Men Who Made the Movies: William A. Wellman,6.3 based on 146 user ratings,,Richard Schickel,PT58M,"William A. Wellman,Robert Wagner",,1973,"Documentary,Biography"
"        $19,050        

      ",2004-05-05,Superstar in a Housedress,7.7 based on 117 user ratings,,Craig Highberger,PT95M,"Paul Ambrose,Michael André,Penny Arcade","         $4,760        

      (USA)
      ",2004,"Documentary,Biography"
,2003-07-23,Maybe Logic: The Lives and Ideas of Robert Anton Wilson,7.9 based on 229 user ratings,,Lance Bauscher,PT82M,"Robert Anton Wilson,Valerie Corral,Paul Krassner",,2003,"Documentary,Biography"
,2004-12-07,So Funny It Hurt: Buster Keaton & MGM,7.3 based on 159 user ratings,,Christopher Bird,PT38M,"Buster Keaton,James Karen,Louis B. Mayer",,2004,"Documentary,Biography"
,1995-08-14,Elia Kazan: A Director's Journey,7.1 based on 141 user ratings,,Richard Schickel,PT75M,"Elia Kazan,Eli Wallach",,1995,"Documentary,Biography"
,2001-05-18,Pie in the Sky: The Brigid Berlin Story,7.3 based on 184 user ratings,,Shelly Dunn Fremont,PT75M,"Brigid Berlin,Paul Morrissey,Honey Berlin",,2000,"Documentary,Biography"
,2001-05-11,Wingspan,8.1 based on 145 user ratings,,Alistair Donald,PT120M,"Paul McCartney,Denny Laine,Denny Seiwell",,2001,"Documentary,Biography,Music"
,"TV-PG,2005-12-02",Budd Boetticher: A Man Can Do That,6.9 based on 112 user ratings,"        $600,000        

      ",Bruce Ricker,PT86M,"Ed Harris,Peter Bogdanovich,Larry Cohen",,2005,"Documentary,Biography"
,1986-01-24,"Scream Greats, Vol. 1: Tom Savini, Master of Horror Effects",7.8 based on 172 user ratings,,Damon Santostefano,PT60M,"Tom Savini,Ned Eisenberg,Robert Martin",,1986,"Documentary,Biography,Horror"
,"TV-14,2004-05-26","Cheating Death, Stealing Life: The Eddie Guerrero Story",8.1 based on 251 user ratings,,Eddie Guerrero,PT360M,"Eddie Guerrero,Kurt Angle,Art Barr",,2004,"Documentary,Biography,Sport"
,,The Men Who Made the Movies: Alfred Hitchcock,7.1 based on 278 user ratings,,Richard Schickel,PT57M,"Alfred Hitchcock,Cliff Robertson",,1973,"Documentary,Biography"
,2006-09-18,Mr. Conservative: Goldwater on Goldwater,7.5 based on 175 user ratings,"        $800,000        

      ",Julie Anderson,PT90M,"Julian Bond,Benjamin C. Bradlee,James Carville",,2006,"Documentary,Biography"
,2005-03,Derailroaded,7.5 based on 182 user ratings,,Josh Rubin,PT86M,"Wild Man Fischer,Harold Bronson,Solomon Burke",,2005,"Documentary,Biography,Music"
,2001-07-27,If I Should Fall from Grace: The Shane MacGowan Story,7.4 based on 296 user ratings,,Sarah Share,PT91M,"Nick Cave,Philip Chevron,Victoria Mary Clarke",,2001,"Documentary,Biography,Music"
,2000-10-24,Lon Chaney: A Thousand Faces,6.9 based on 326 user ratings,,Kevin Brownlow,PT85M,"Kenneth Branagh,Forrest J. Ackerman,Michael F. Blake",,2000,"Documentary,Biography"
,1996-06-28,"The Typewriter, the Rifle & the Movie Camera",7.7 based on 288 user ratings,,Adam Simon,PT55M,"Samuel Fuller,Tim Robbins,Jim Jarmusch",,1996,"Documentary,Biography"
,2006-10-31,KISSology: The Ultimate KISS Collection,8.8 based on 187 user ratings,,Gene Simmons,PT379M,"Gene Simmons,Paul Stanley,Ace Frehley",,2006,"Documentary,Biography,Music"
,2005-07-13,Mantle,8.2 based on 158 user ratings,,George Roy,PT60M,"Mickey Mantle,Maury Allen,Mel Allen",,2005,"Documentary,Biography,Sport"
,"TV-14,2004-07-27",Hard Knocks: The Chris Benoit Story,8.3 based on 313 user ratings,,Kevin Dunn,PT360M,"Chris Benoit,Mike Fuschetto,Laurie Benoit",,2004,"Documentary,Biography,Sport"
,1977-09-10,Who Are the DeBolts? [And Where Did They Get 19 Kids?],7.5 based on 143 user ratings,,John Korty,PT72M,"Kim Atwood,Marty Atwood,Mike Atwood",,1977,"Documentary,Biography"
,2005-07-29,The Last Dispatch,8.6 based on 206 user ratings,,Helmut Schleppi,PT81M,"Brad Corrigan,Pete Francis,Chad Urmston",,2005,"Documentary,Biography,Music"
,"NOT RATED,1979-10",Paul Robeson: Tribute to an Artist,7.3 based on 202 user ratings,,Saul J. Turell,PT30M,"Sidney Poitier,Paul Robeson,Margaret Webster",,1979,"Documentary,Short,Biography"
,1996-09-27,The Line King: The Al Hirschfeld Story,7.4 based on 176 user ratings,,Susan Warms Dryfoos,PT86M,"Julie Andrews,Lauren Bacall,Carol Channing",,1996,"Documentary,Biography"
,2002-05-04,Woody Allen: A Life in Film,7.6 based on 385 user ratings,,Richard Schickel,PT90M,Woody Allen,,2002,"Documentary,Biography"
,2003-11-18,Ultimate Gretzky,8.3 based on 171 user ratings,,Garnet Bailey,PT120M,"Garnet Bailey,Michael G. Barnett,Gary Bettman",,2003,"Documentary,Biography,Sport"
,2005-09-03,I'm King Kong!: The Exploits of Merian C. Cooper,7.7 based on 182 user ratings,,Christopher Bird,PT57M,"Alec Baldwin,Merian C. Cooper,David Strohmaier",,2005,"Documentary,Biography"
,1994-06-01,George Stevens: D-Day to Berlin,7.9 based on 170 user ratings,,George Stevens Jr.,PT46M,"George Stevens Jr.,Dick Kent,Ken Marthey",,1994,"Documentary,Biography,War"
,,Atatürk: Founder of Modern Turkey,8.1 based on 422 user ratings,,Tarquin Olivier,PT52M,"Mustafa Kemal Atatürk,Nigel Hawthorne",,1999,"Documentary,Biography"
"        $221,893        

      ","PG-13,2000-01-26",The Ballad of Ramblin' Jack,7.8 based on 289 user ratings,,Aiyana Elliott,PT112M,"Jack Elliott,Gil Gross,Arlo Guthrie","         $6,776        

      (USA)
      ",2000,"Documentary,Biography,Music"
,1993-01-18,Katharine Hepburn: All About Me,8.3 based on 437 user ratings,,David Heeley,PT70M,"Katharine Hepburn,Dorothy Arzner,Lauren Bacall",,1993,"Documentary,Biography"
,1990-11-21,The Muppets Celebrate Jim Henson,8.8 based on 203 user ratings,,Don Mischer,PT47M,"Jim Henson,Harry Belafonte,Carol Burnett",,1990,"Documentary,Animation,Action"
,1994-07-17,All About Bette,8.7 based on 320 user ratings,,Susan F. Walker,PT48M,"Jodie Foster,Bette Davis",,1994,"Documentary,Biography"
,2002-03-21,Marlene Dietrich: Her Own Song,8.1 based on 282 user ratings,,David Riva,PT100M,"Burt Bacharach,André G. Brunelin,Rosemary Clooney",,2001,"Documentary,Biography"
,,The Men Who Made the Movies: Howard Hawks,6.6 based on 240 user ratings,,Richard Schickel,PT57M,"Howard Hawks,Sydney Pollack,Lauren Bacall",,1973,"Documentary,Biography"
,2005-02-25,We Jam Econo: The Story of the Minutemen,7.8 based on 754 user ratings,,Tim Irwin,PT91M,"Milo Auckerman,Joe Baiza,Kevin Barrett",,2005,"Documentary,Biography,Music"
