id,quarter,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,sub_area,okurg_district
6233,Q1-13,2013-03-04,5514300,21.60973301,55.0,55.0,9.74477351916,7.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6234,Q1-13,2013-03-04,8800000,3.599169144,45.0,27.9751051893,4.98830142442,9.0,12.0,Danilovskoe,Southern 
6235,Q1-13,2013-03-04,6000000,10.14071029,33.0,20.0,4.7619047619,4.0,9.0,Nagornoe,Southern 
6236,Q1-13,2013-03-04,6150000,13.81801369,38.0,20.6285714286,4.79734219269,3.0,5.0,Caricyno,Southern 
6237,Q1-13,2013-03-04,4419450,20.66681407,48.0,48.0,6.99029126214,11.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6238,Q1-13,2013-03-04,6500000,15.04172488,37.0,19.9833333333,4.41853703704,4.0,9.0,Losinoostrovskoe,North Eastern 
6239,Q1-13,2013-03-04,23500000,9.425379742,122.0,55.0,13.75,14.0,18.0,Zjuzino,South Western 
6240,Q1-13,2013-03-04,4566666,6.91885097,80.0,47.0,9.67647058824,3.0,17.0,Ajeroport,Northern 
6241,Q1-13,2013-03-04,5843100,20.19708984,60.0,60.0,18.3170731707,2.0,3.0,Poselenie Sosenskoe,Novomoskovsky 
6242,Q1-13,2013-03-04,8490000,12.68432203,51.0,30.0,9.52631578947,14.0,17.0,Mar'ino,South Eastern 
6243,Q1-13,2013-03-04,3534040,19.92881447,31.0,30.2680555556,7.20667989418,7.0,11.8,Poselenie Sosenskoe,Novomoskovsky 
6244,Q1-13,2013-03-04,7200000,12.27735168,57.0,38.0,9.91304347826,1.0,5.0,Golovinskoe,Northern 
6245,Q1-13,2013-03-04,2000000,7.031796258,73.0,47.0,10.4444444444,5.0,17.0,Akademicheskoe,South Western 
6246,Q1-13,2013-03-04,8400000,10.17154951,53.0,30.734375,6.47039473684,7.0,9.0,Fili Davydkovo,Western 
6247,Q1-13,2013-03-04,7100000,15.27517314,52.0,32.72,7.62198449612,4.0,9.0,Gol'janovo,Eastern 
6248,Q1-13,2013-03-04,2457198,27.00081593,39.0,37.8334821429,10.6082116597,2.0,17.0,Poselenie Filimonkovskoe,Novomoskovsky 
6249,Q1-13,2013-03-04,20849558,11.16738686,156.0,156.0,21.6103896104,22.0,25.0,Obruchevskoe,South Western 
6250,Q1-13,2013-03-04,5826961,0.072896553,59.0,59.0,12.7833333333,3.0,12.0,Tverskoe,Central 
6251,Q1-13,2013-03-05,7730000,7.748846317,58.0,38.0,9.60106382979,8.0,10.0,Tekstil'shhiki,South Eastern 
6252,Q1-13,2013-03-05,3623466,26.04356332,50.0,50.0,6.14035087719,5.0,9.0,Poselenie Shherbinka,Novomoskovsky 
6253,Q1-13,2013-03-05,5649280,20.54946417,64.0,61.3698630137,16.5864494632,9.0,14.0,Nekrasovka,South Eastern 
6254,Q1-13,2013-03-05,5950000,11.36459501,35.0,19.5588235294,7.98624288425,12.0,16.0,Nagornoe,Southern 
6255,Q1-13,2013-03-05,5835375,25.73525569,63.0,32.7272727273,9.57871396896,7.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6256,Q1-13,2013-03-05,5313920,25.59597356,60.0,30.5084745763,9.74576271186,11.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6257,Q1-13,2013-03-05,5905900,20.66681407,76.0,76.0,11.067961165,7.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6258,Q1-13,2013-03-05,4238000,25.73525569,43.0,22.3376623377,6.53785239151,13.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6259,Q1-13,2013-03-05,6400000,15.86706603,42.0,26.0,6.06580900544,4.0,9.0,Juzhnoe Tushino,North Western 
6260,Q1-13,2013-03-05,11000000,13.29879295,74.0,41.2151898734,13.6343178622,2.0,5.0,Mar'ino,South Eastern 
6261,Q1-13,2013-03-05,5606580,25.59597356,59.0,30.0,9.58333333333,10.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6262,Q1-13,2013-03-05,6200000,10.57499609,35.0,27.7083333333,2.63888888889,6.0,12.0,Izmajlovo,Eastern 
6263,Q1-13,2013-03-05,11044620,15.97532362,72.0,72.0,18.4615384615,2.0,17.0,Chertanovo Central'noe,Southern 
6264,Q1-13,2013-03-05,6199270,19.76393757,77.0,77.0,23.1,14.0,17.0,Nekrasovka,South Eastern 
6265,Q1-13,2013-03-05,9296000,15.97532362,58.0,58.0,14.8717948718,9.0,12.0,Chertanovo Central'noe,Southern 
6266,Q1-13,2013-03-05,5657816,19.76393757,63.0,63.0,18.9,15.0,17.0,Nekrasovka,South Eastern 
6267,Q1-13,2013-03-05,1000000,15.68036638,53.0,31.1428571429,9.73214285714,14.0,16.0,Juzhnoe Tushino,North Western 
6268,Q1-13,2013-03-05,5800000,10.65852794,43.0,25.6833333333,7.55392156863,4.0,5.0,Fili Davydkovo,Western 
6269,Q1-13,2013-03-05,3019420,27.00081593,53.0,51.4147321429,14.4162876401,1.0,4.0,Poselenie Filimonkovskoe,Novomoskovsky 
6270,Q1-13,2013-03-05,5400000,13.08311552,34.0,18.2297297297,8.63513513514,6.0,9.0,Juzhnoe Medvedkovo,North Eastern 
6271,Q1-13,2013-03-05,4941720,25.73525569,61.0,31.6883116883,9.27462781121,1.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6272,Q1-13,2013-03-05,10096509,16.78022373,78.0,78.0,34.7474892396,13.0,17.0,Chertanovo Juzhnoe,Southern 
6273,Q1-13,2013-03-05,5250000,11.71844157,44.0,29.6666666667,4.94444444444,1.0,5.0,Metrogorodok,Eastern 
6274,Q1-13,2013-03-05,6004150,16.78022373,41.0,41.0,18.2647058824,3.0,5.0,Chertanovo Juzhnoe,Southern 
6275,Q1-13,2013-03-05,8800000,3.722719776,44.0,27.0,7.14705882353,3.0,5.0,Taganskoe,Central 
6276,Q1-13,2013-03-05,6453216,19.76393757,79.0,79.0,23.7,17.0,22.0,Nekrasovka,South Eastern 
6277,Q1-13,2013-03-05,2000000,15.20971643,58.0,28.2045454545,16.5909090909,18.0,22.0,Chertanovo Central'noe,Southern 
6278,Q1-13,2013-03-05,5570000,5.315003803,31.0,31.0,8.03703703704,8.0,17.0,Nizhegorodskoe,South Eastern 
6279,Q1-13,2013-03-05,14018595,18.7528432,95.0,89.0625,15.6612318841,3.0,9.0,Mitino,North Western 
6280,Q1-13,2013-03-05,4698500,21.27901299,45.0,45.0,6.92307692308,14.0,16.0,Poselenie Sosenskoe,Novomoskovsky 
6281,Q1-13,2013-03-05,7400000,9.790780998,38.0,19.0,4.0364281109,1.0,5.0,Lomonosovskoe,South Western 
6282,Q1-13,2013-03-05,4226700,15.86904434,44.0,44.0,11.4962406015,19.0,25.0,Zapadnoe Degunino,Northern 
6283,Q1-13,2013-03-05,5100000,12.08672019,33.0,18.0,5.29411764706,4.0,5.0,Mar'ino,South Eastern 
6284,Q1-13,2013-03-05,2000000,17.28112745,41.0,23.3458823529,3.04511508951,7.0,17.0,Solncevo,Western 
6285,Q1-13,2013-03-05,11285736,13.14375057,67.0,61.8988636364,13.8738832288,7.0,16.0,Pokrovskoe Streshnevo,North Western 
6286,Q1-13,2013-03-05,7488000,36.35560764,78.0,78.0,20.8,2.0,17.0,Krjukovo,Zelenograd 
6287,Q1-13,2013-03-05,5300000,12.10234292,30.0,17.0,4.25,6.0,9.0,Novogireevo,Eastern 
6288,Q1-13,2013-03-05,4200000,7.659129026,31.0,18.8,5.24651162791,5.0,9.0,Marfino,North Eastern 
6289,Q1-13,2013-03-05,5487200,25.73525569,60.0,31.1688311688,9.12258473234,9.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6290,Q1-13,2013-03-05,6477010,20.66681407,82.0,82.0,11.9417475728,10.0,12.0,Poselenie Sosenskoe,Novomoskovsky 
6291,Q1-13,2013-03-05,3951780,19.76393757,38.0,38.0,11.4,17.0,25.0,Nekrasovka,South Eastern 
6292,Q1-13,2013-03-05,5601840,19.92881447,54.0,52.725,12.5535714286,9.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6293,Q1-13,2013-03-05,7700000,13.01341063,43.0,27.0,27.0,7.0,9.0,Chertanovo Severnoe,Southern 
6294,Q1-13,2013-03-06,2800000,13.56800132,41.0,27.7457627119,4.06035551881,5.0,17.0,Caricyno,Southern 
6295,Q1-13,2013-03-06,8574400,11.38742175,41.0,23.7368421053,4.61549707602,20.0,24.0,Ochakovo-Matveevskoe,Western 
6296,Q1-13,2013-03-06,3809190,20.54946417,37.0,35.4794520548,9.58904109589,10.0,17.0,Nekrasovka,South Eastern 
6297,Q1-13,2013-03-06,8700000,10.02374554,58.0,44.0,9.77777777778,3.0,9.0,Horoshevo-Mnevniki,North Western 
6298,Q1-13,2013-03-06,8124773,18.7528432,61.0,57.1875,10.0561594203,12.0,17.0,Mitino,North Western 
6299,Q1-13,2013-03-06,5596318,20.54946417,63.0,60.4109589041,16.3272861903,10.0,17.0,Nekrasovka,South Eastern 
6300,Q1-13,2013-03-06,4600000,35.53603566,38.0,19.5,5.08695652174,9.0,14.0,Savelki,Zelenograd 
6301,Q1-13,2013-03-06,2500000,37.16600456,25.0,10.0,3.64672364672,2.0,12.0,Poselenie Pervomajskoe,Troitsky 
6302,Q1-13,2013-03-06,8600000,11.28914004,63.0,37.8358633776,10.8102466793,9.0,12.0,Otradnoe,North Eastern 
6303,Q1-13,2013-03-06,7671450,36.35560764,74.0,74.0,19.7333333333,6.0,17.0,Krjukovo,Zelenograd 
6304,Q1-13,2013-03-06,4950000,9.14755009,30.0,15.8333333333,7.5,1.0,5.0,Pechatniki,South Eastern 
6305,Q1-13,2013-03-06,9569244,18.7528432,82.0,76.875,13.518115942,9.0,16.0,Mitino,North Western 
6306,Q1-13,2013-03-06,6200000,15.63199586,36.0,22.0,5.13260761999,9.0,12.0,Juzhnoe Tushino,North Western 
6307,Q1-13,2013-03-06,1000000,14.66534922,37.0,18.0,3.91304347826,11.0,16.0,Levoberezhnoe,Northern 
6308,Q1-13,2013-03-06,6845300,20.66681407,88.0,88.0,12.8155339806,2.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6309,Q1-13,2013-03-06,4598576,18.7528432,29.0,27.1875,4.78079710145,9.0,12.0,Mitino,North Western 
6310,Q1-13,2013-03-06,5850000,8.648239553,41.0,26.0,5.63689776733,1.0,5.0,Perovo,Eastern 
6311,Q1-13,2013-03-06,10424152,13.17656483,62.0,62.0,15.829787234,16.0,17.0,Losinoostrovskoe,North Eastern 
6312,Q1-13,2013-03-06,5796000,20.66681407,69.0,69.0,10.0485436893,4.0,5.0,Poselenie Sosenskoe,Novomoskovsky 
6313,Q1-13,2013-03-06,9817594,15.26262209,53.0,53.0,12.1142857143,3.0,12.0,Severnoe Tushino,North Western 
6314,Q1-13,2013-03-06,8225100,9.249992281,74.0,41.2526315789,12.3312522196,22.0,24.0,Bogorodskoe,Eastern 
6315,Q1-13,2013-03-06,6900000,12.4635216,38.0,20.0,10.2631578947,14.0,17.0,Mar'ino,South Eastern 
6316,Q1-13,2013-03-06,5397700,20.66681407,70.0,70.0,10.1941747573,10.0,12.0,Poselenie Sosenskoe,Novomoskovsky 
6317,Q1-13,2013-03-06,5890500,20.66681407,76.0,76.0,11.067961165,10.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6318,Q1-13,2013-03-06,5600000,10.14314429,33.0,19.2666666667,4.81666666667,9.0,12.0,Ochakovo-Matveevskoe,Western 
6319,Q1-13,2013-03-06,3500000,8.81788542,59.0,27.0625,16.2375,9.0,17.0,Shhukino,North Western 
6320,Q1-13,2013-03-06,8500000,10.44087751,80.0,52.0,11.2737955347,1.0,9.0,Perovo,Eastern 
6321,Q1-13,2013-03-06,6600000,10.35570406,43.0,29.0,7.5652173913,5.0,9.0,Novogireevo,Eastern 
6322,Q1-13,2013-03-06,78802248,12.53313673,206.0,128.0,28.6896551724,2.0,5.0,Pokrovskoe Streshnevo,North Western 
6323,Q1-13,2013-03-06,14000000,7.96560384,109.0,56.4890510949,11.9343065693,20.0,22.0,Nagatino-Sadovniki,Southern 
6324,Q1-13,2013-03-06,8600000,13.95641014,51.0,31.0,9.11764705882,13.0,17.0,Mar'ino,South Eastern 
6325,Q1-13,2013-03-06,6741508,16.00085262,78.0,78.0,52.8125,9.0,10.0,Poselenie Moskovskij,Novomoskovsky 
6326,Q1-13,2013-03-06,6200000,13.83436554,38.0,23.0,6.57142857143,8.0,14.0,Juzhnoe Medvedkovo,North Eastern 
6327,Q1-13,2013-03-06,4112800,20.70999294,48.0,48.0,13.8181818182,12.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6328,Q1-13,2013-03-06,5100000,9.086394644,31.0,17.0,4.25,4.0,5.0,Bogorodskoe,Eastern 
6329,Q1-13,2013-03-06,3950000,10.34240607,32.0,20.0,4.7619047619,5.0,17.0,Kuz'minki,South Eastern 
6330,Q1-13,2013-03-06,4566650,36.35560764,43.0,43.0,11.4666666667,9.0,17.0,Krjukovo,Zelenograd 
6331,Q1-13,2013-03-06,8500000,13.22950905,62.0,40.6833333333,5.95365853659,7.0,9.0,Veshnjaki,Eastern 
6332,Q1-13,2013-03-06,4074000,19.76393757,40.0,40.0,12.0,17.0,22.0,Nekrasovka,South Eastern 
6333,Q1-13,2013-03-06,3450000,0.072896553,34.0,34.0,7.36666666667,4.0,5.0,Tverskoe,Central 
6334,Q1-13,2013-03-06,4420665,20.31454698,44.0,44.0,30.25,9.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6335,Q1-13,2013-03-06,5596318,19.76393757,63.0,63.0,18.9,17.0,22.0,Nekrasovka,South Eastern 
6336,Q1-13,2013-03-06,5564090,20.66681407,70.0,70.0,10.1941747573,4.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6337,Q1-13,2013-03-06,3550000,9.589276811,23.0,14.8045977011,2.52206896552,7.0,9.0,Nagatino-Sadovniki,Southern 
6338,Q1-13,2013-03-06,5950000,13.70029649,44.0,28.0,7.30434782609,6.0,9.0,Vyhino-Zhulebino,South Eastern 
6340,Q1-13,2013-03-06,4238000,25.73525569,43.0,22.3376623377,6.53785239151,11.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6341,Q1-13,2013-03-06,12864950,13.14375057,89.0,82.2238636364,18.4294866771,9.0,12.0,Pokrovskoe Streshnevo,North Western 
6342,Q1-13,2013-03-06,3838368,26.83346869,50.0,50.0,13.5135135135,4.0,9.0,Poselenie Shherbinka,Novomoskovsky 
6343,Q1-13,2013-03-06,4127849,21.27749928,46.0,46.0,13.2424242424,3.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6344,Q1-13,2013-03-06,5252520,25.59597356,65.0,33.0508474576,10.5579096045,1.0,5.0,Poselenie Voskresenskoe,Novomoskovsky 
6345,Q1-13,2013-03-07,5657816,19.76393757,63.0,63.0,18.9,7.0,17.0,Nekrasovka,South Eastern 
6346,Q1-13,2013-03-07,3993500,25.73525569,38.0,19.7402597403,5.77763699715,2.0,5.0,Poselenie Voskresenskoe,Novomoskovsky 
6347,Q1-13,2013-03-07,7500000,23.48779917,72.0,41.9459459459,8.18457481872,13.0,14.0,Juzhnoe Butovo,South Western 
6348,Q1-13,2013-03-07,7600000,15.63744684,44.0,26.7,7.12,3.0,9.0,Orehovo-Borisovo Severnoe,Southern 
6349,Q1-13,2013-03-07,6450000,11.90555305,38.0,19.0,8.0,14.0,16.0,Otradnoe,North Eastern 
6350,Q1-13,2013-03-07,14320000,11.38742175,78.0,45.1578947368,8.78070175439,13.0,14.0,Ochakovo-Matveevskoe,Western 
6351,Q1-13,2013-03-07,3413300,21.60973301,31.0,31.0,5.4925087108,11.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6352,Q1-13,2013-03-07,5657816,19.6919043,63.0,59.9516129032,15.7767402377,11.0,17.0,Nekrasovka,South Eastern 
6353,Q1-13,2013-03-07,3749000,28.73814133,49.0,47.9574468085,17.7620173365,3.0,17.0,Poselenie Filimonkovskoe,Novomoskovsky 
6354,Q1-13,2013-03-07,8500000,4.081123751,49.0,28.3301886792,7.45531281033,2.0,5.0,Meshhanskoe,Central 
6355,Q1-13,2013-03-07,3036000,21.60973301,26.0,26.0,4.60662020906,19.0,22.0,Poselenie Sosenskoe,Novomoskovsky 
6356,Q1-13,2013-03-07,3510000,24.02320159,36.0,36.0,10.3636363636,3.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6357,Q1-13,2013-03-07,5419778,19.76393757,61.0,61.0,18.3,6.0,17.0,Nekrasovka,South Eastern 
6358,Q1-13,2013-03-07,7700000,8.525398766,46.0,29.0,7.73333333333,3.0,5.0,Nagatinskij Zaton,Southern 
6359,Q1-13,2013-03-07,6442778,4.565789848,96.0,54.9695550351,15.2166680126,3.0,5.0,Lefortovo,South Eastern 
6360,Q1-13,2013-03-07,2700000,18.68671316,17.0,17.0,4.68965517241,12.0,17.0,Chertanovo Juzhnoe,Southern 
6361,Q1-13,2013-03-07,1000000,15.30522741,67.0,44.2678571429,7.81197478992,9.0,12.0,Jasenevo,South Western 
6362,Q1-13,2013-03-07,8988131,10.7594817,103.0,60.3056994819,25.6524244065,9.0,12.0,Mozhajskoe,Western 
6363,Q1-13,2013-03-07,6000000,3.797698539,34.0,20.0,4.44444444444,10.0,12.0,Presnenskoe,Central 
6364,Q1-13,2013-03-07,5905900,20.66681407,76.0,76.0,11.067961165,16.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6365,Q1-13,2013-03-07,7700000,14.71815165,44.0,27.0,7.2,3.0,9.0,Strogino,North Western 
6366,Q1-13,2013-03-07,6000000,11.08881853,35.0,22.2727272727,4.55578512397,6.0,9.0,Rjazanskij,South Eastern 
6367,Q1-13,2013-03-07,7450000,22.81822625,83.0,47.9203501722,19.1681400689,20.0,22.0,Juzhnoe Butovo,South Western 
6368,Q1-13,2013-03-07,4563574,18.7528432,29.0,27.1875,4.78079710145,4.0,17.0,Mitino,North Western 
6369,Q1-13,2013-03-07,6200000,12.9525208,42.0,25.2,7.0,5.0,12.0,Gol'janovo,Eastern 
6370,Q1-13,2013-03-07,6750000,12.61133956,42.0,26.1860465116,6.06158484065,1.0,17.0,Golovinskoe,Northern 
6371,Q1-13,2013-03-07,1200000,14.82486243,78.0,43.0,12.0,6.0,9.0,Severnoe Medvedkovo,North Eastern 
6372,Q1-13,2013-03-07,3444000,20.66681407,42.0,42.0,6.11650485437,3.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6373,Q1-13,2013-03-07,4127849,0.072896553,46.0,46.0,9.96666666667,3.0,17.0,Tverskoe,Central 
6374,Q1-13,2013-03-07,7800000,14.30678387,50.0,30.0,8.0,10.0,12.0,Vostochnoe Degunino,Northern 
6375,Q1-13,2013-03-07,17862628,10.48800676,106.0,106.0,25.5425806452,4.0,8.0,Izmajlovo,Eastern 
6376,Q1-13,2013-03-07,1998455,27.00081593,29.0,28.1325892857,7.88815738796,2.0,5.0,Poselenie Filimonkovskoe,Novomoskovsky 
6377,Q1-13,2013-03-09,8250000,20.4819724,50.0,30.0,8.63051470588,8.0,17.0,Severnoe Butovo,South Western 
6378,Q1-13,2013-03-09,18100000,11.16738686,142.0,142.0,19.670995671,17.0,22.0,Obruchevskoe,South Western 
6379,Q1-13,2013-03-09,23602402,10.57422893,121.0,60.5,21.4740051348,14.0,17.0,Zjuzino,South Western 
6380,Q1-13,2013-03-09,4454420,20.66681407,56.0,56.0,8.15533980583,11.0,12.0,Poselenie Sosenskoe,Novomoskovsky 
6381,Q1-13,2013-03-09,9400000,16.88587798,50.0,28.3018867925,9.43396226415,11.0,14.0,Severnoe Tushino,North Western 
6382,Q1-13,2013-03-09,7874023,17.94890404,60.0,46.0465116279,12.9505813953,7.0,17.0,Mitino,North Western 
6383,Q1-13,2013-03-09,7100000,13.65779892,55.0,38.0,8.8519379845,3.0,5.0,Gol'janovo,Eastern 
6384,Q1-13,2013-03-09,8124772,18.7528432,61.0,57.1875,10.0561594203,25.0,30.0,Mitino,North Western 
6385,Q1-13,2013-03-09,2000000,13.70946745,82.0,44.0,12.5714285714,20.0,22.0,Juzhnoe Medvedkovo,North Eastern 
6387,Q1-13,2013-03-09,5700000,15.9592365,38.0,20.933227345,7.19809220986,4.0,12.0,Dmitrovskoe,Northern 
6388,Q1-13,2013-03-09,4644502,13.23829619,29.0,29.0,5.02544303797,19.0,25.0,Pokrovskoe Streshnevo,North Western 
6389,Q1-13,2013-03-11,4074000,19.76393757,40.0,40.0,12.0,17.0,22.0,Nekrasovka,South Eastern 
6390,Q1-13,2013-03-11,4709200,21.60973301,45.0,45.0,7.97299651568,16.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6391,Q1-13,2013-03-11,5007939,26.04356332,71.0,71.0,8.71929824561,6.0,17.0,Poselenie Shherbinka,Novomoskovsky 
6392,Q1-13,2013-03-11,4664018,26.04356332,68.0,68.0,8.35087719298,9.0,17.0,Poselenie Shherbinka,Novomoskovsky 
6393,Q1-13,2013-03-11,11000000,3.879371962,57.0,34.0,7.41818181818,9.0,14.0,Begovoe,Northern 
6394,Q1-13,2013-03-11,8000000,1.71408827,36.0,28.3947368421,7.51625386997,12.0,14.0,Taganskoe,Central 
6395,Q1-13,2013-03-11,4238000,25.73525569,43.0,22.3376623377,6.53785239151,1.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6396,Q1-13,2013-03-11,14000000,6.614906502,58.0,33.4615384615,10.0384615385,17.0,22.0,Akademicheskoe,South Western 
6397,Q1-13,2013-03-11,8650000,11.09647976,55.0,37.0,8.60465116279,5.0,12.0,Prospekt Vernadskogo,Western 
6398,Q1-13,2013-03-11,9500000,10.97692845,67.0,47.0,13.0555555556,14.0,16.0,Ljublino,South Eastern 
6399,Q1-13,2013-03-11,6000000,12.40036237,37.0,19.0,4.95652173913,6.0,16.0,Golovinskoe,Northern 
6400,Q1-13,2013-03-11,5085000,16.65474154,50.0,29.6875,7.8125,16.0,17.0,Poselenie Mosrentgen,Novomoskovsky 
6401,Q1-13,2013-03-11,6300000,16.5437117,39.0,21.0,5.79310344828,4.0,5.0,Chertanovo Juzhnoe,Southern 
6402,Q1-13,2013-03-11,5000000,13.32683907,35.0,19.920212766,3.98404255319,10.0,12.0,Vostochnoe Degunino,Northern 
6403,Q1-13,2013-03-11,7300000,14.16100853,50.0,24.3902439024,9.75609756098,6.0,9.0,Mar'ino,South Eastern 
6404,Q1-13,2013-03-11,4226700,15.86904434,44.0,44.0,11.4962406015,13.0,17.0,Zapadnoe Degunino,Northern 
6405,Q1-13,2013-03-11,2000000,9.605604683,34.0,20.5901639344,4.33477135462,7.0,9.0,Vojkovskoe,Central 
6406,Q1-13,2013-03-11,8650000,13.31373975,38.0,21.164556962,4.08479003416,17.0,18.0,Chertanovo Severnoe,Southern 
6407,Q1-13,2013-03-11,4438680,0.072896553,56.0,56.0,12.1333333333,4.0,17.0,Tverskoe,Central 
6408,Q1-13,2013-03-11,5711360,19.6919043,64.0,60.9032258065,16.0271646859,11.0,17.0,Nekrasovka,South Eastern 
6409,Q1-13,2013-03-11,5391225,16.00085262,67.0,67.0,45.3645833333,1.0,12.0,Poselenie Moskovskij,Novomoskovsky 
6410,Q1-13,2013-03-11,2626800,21.60973301,26.0,26.0,4.60662020906,7.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6411,Q1-13,2013-03-11,5022369,19.6919043,52.0,49.4838709677,13.0220713073,13.0,17.0,Nekrasovka,South Eastern 
6412,Q1-13,2013-03-12,5450000,11.85950836,37.0,19.0,7.0,8.0,12.0,Ochakovo-Matveevskoe,Western 
6413,Q1-13,2013-03-12,7700000,15.35344524,51.0,30.0,8.82352941176,13.0,14.0,Lianozovo,North Eastern 
6414,Q1-13,2013-03-12,6300000,7.65310986,44.0,28.0,7.81395348837,4.0,5.0,Marfino,North Eastern 
6415,Q1-13,2013-03-12,3400000,13.01317476,32.0,19.1666666667,5.11111111111,5.0,9.0,Zapadnoe Degunino,Northern 
6416,Q1-13,2013-03-12,9824000,11.64887757,84.0,84.0,22.8058968059,38.0,40.0,Obruchevskoe,South Western 
6417,Q1-13,2013-03-12,1200000,13.30057206,37.0,19.0,5.18181818182,11.0,12.0,Juzhnoe Medvedkovo,North Eastern 
6418,Q1-13,2013-03-12,3000000,12.57467409,41.0,29.4076923077,8.02027972028,13.0,14.0,Gol'janovo,Eastern 
6419,Q1-13,2013-03-12,11500000,12.8260775,143.0,78.0,20.6037735849,6.0,14.0,Troparevo-Nikulino,Western 
6420,Q1-13,2013-03-12,5835520,19.76393757,60.0,60.0,18.0,15.0,17.0,Nekrasovka,South Eastern 
6421,Q1-13,2013-03-12,4209382,21.39464623,48.0,48.0,14.7306015693,17.0,21.0,Poselenie Sosenskoe,Novomoskovsky 
6422,Q1-13,2013-03-12,9100000,38.7822527,82.0,42.0,16.0,7.0,17.0,Krjukovo,Zelenograd 
6423,Q1-13,2013-03-12,8900000,16.64515765,61.0,36.0,8.0,6.0,9.0,Lianozovo,North Eastern 
6424,Q1-13,2013-03-12,4600320,20.66681407,59.0,59.0,8.59223300971,5.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6425,Q1-13,2013-03-12,6000000,4.756983727,34.0,19.0,7.46428571429,1.0,5.0,Mar'ina Roshha,North Eastern 
6426,Q1-13,2013-03-12,7000000,5.504119487,45.0,28.0,7.0,1.0,5.0,Donskoe,Southern 
6427,Q1-13,2013-03-12,2824800,21.60973301,26.0,26.0,4.60662020906,19.0,25.0,Poselenie Sosenskoe,Novomoskovsky 
6428,Q1-13,2013-03-12,5063400,24.02320159,58.0,58.0,16.696969697,1.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6429,Q1-13,2013-03-12,10144269,18.7528432,82.0,76.875,13.518115942,14.0,15.0,Mitino,North Western 
6430,Q1-13,2013-03-12,6837600,20.66681407,88.0,88.0,12.8155339806,14.0,20.0,Poselenie Sosenskoe,Novomoskovsky 
6431,Q1-13,2013-03-12,3000000,9.683356154,44.0,27.0,7.875,3.0,5.0,Pechatniki,South Eastern 
6433,Q1-13,2013-03-12,3839320,25.59597356,39.0,19.8305084746,6.33474576271,12.0,17.0,Poselenie Voskresenskoe,Novomoskovsky 
6434,Q1-13,2013-03-12,12300000,5.281478054,75.0,41.277027027,8.05405405405,14.0,17.0,Lefortovo,South Eastern 
6435,Q1-13,2013-03-12,6600000,21.04605423,54.0,32.0,9.0,3.0,12.0,Novo-Peredelkino,Western 
6436,Q1-13,2013-03-12,7546540,11.39952884,114.0,61.5,22.8408783784,21.0,24.0,Kuncevo,Western 
6437,Q1-13,2013-03-12,4964751,20.54946417,51.0,48.904109589,13.217326916,8.0,9.0,Nekrasovka,South Eastern 
6438,Q1-13,2013-03-12,7200000,15.81498334,45.0,25.9285714286,9.1512605042,3.0,9.0,Bibirevo,North Eastern 
6439,Q1-13,2013-03-12,3438000,24.02320159,36.0,36.0,10.3636363636,3.0,17.0,Poselenie Sosenskoe,Novomoskovsky 
6440,Q1-13,2013-03-12,5000000,13.54625613,36.0,14.0,3.13793103448,1.0,17.0,Pokrovskoe Streshnevo,North Western 
6441,Q1-13,2013-03-12,8400000,13.91169897,59.0,45.0,10.4825581395,8.0,9.0,Gol'janovo,Eastern 
6442,Q1-13,2013-03-12,4900000,15.86648471,36.0,20.0,5.33333333333,14.0,16.0,Dmitrovskoe,Northern 
6443,Q1-13,2013-03-12,6482898,19.76393757,81.0,81.0,24.3,16.0,17.0,Nekrasovka,South Eastern 
6444,Q1-13,2013-03-12,5000000,8.377034084,42.0,26.0,5.77777777778,1.0,5.0,Horoshevo-Mnevniki,North Western 
