id,timestamp,price_doc,kremlin_km,full_sq,life_sq,kitch_sq,floor,max_floor,build_year,num_room,state,material,sub_area,okurg_district,life_to_full,kitch_to_life
1029,2012-02-02,5400000,7.074751627,29.0,18.0,,1.0,5.0,,,,,Kotlovka,South Western ,0.620689655172,
1030,2012-02-02,2000000,13.71136961,204.0,197.0,,3.0,17.0,,,,,Krylatskoe,Western ,0.96568627451,
1031,2012-02-02,6250000,6.902319335,29.0,17.0,,3.0,9.0,,,,,Alekseevskoe,North Eastern ,0.586206896552,
1032,2012-02-02,6400000,8.909225975,35.0,21.0,,2.0,12.0,,,,,Cheremushki,South Western ,0.6,
1033,2012-02-02,5800000,12.91972812,37.0,18.0,,4.0,9.0,,,,,Otradnoe,North Eastern ,0.486486486486,
1034,2012-02-02,5100000,25.25436876,43.0,26.0,,5.0,17.0,,,,,Vnukovo,Western ,0.604651162791,
1035,2012-02-02,25000000,4.090445712,79.0,51.0,,8.0,17.0,,,,,Hamovniki,Central ,0.645569620253,
1036,2012-02-02,3500000,14.77230423,37.0,18.0,,7.0,17.0,,,,,Severnoe Medvedkovo,North Eastern ,0.486486486486,
1037,2012-02-02,5600000,16.11722801,37.0,18.0,,8.0,9.0,,,,,Zjablikovo,Southern ,0.486486486486,
1038,2012-02-02,5500000,19.30161974,53.0,31.0,,1.0,4.0,,,,,Birjulevo Vostochnoe,Southern ,0.584905660377,
1039,2012-02-02,1000000,17.24880109,76.0,53.0,,17.0,22.0,,,,,Chertanovo Juzhnoe,Southern ,0.697368421053,
1040,2012-02-02,1000000,38.89547786,36.0,19.0,,7.0,9.0,,,,,Krjukovo,Zelenograd ,0.527777777778,
1041,2012-02-02,5900000,15.29656905,44.0,27.0,,3.0,9.0,,,,,Chertanovo Central'noe,Southern ,0.613636363636,
1042,2012-02-02,15450000,10.63823974,80.0,44.0,,7.0,9.0,,,,,Koptevo,Northern ,0.55,
1043,2012-02-02,9200000,10.81265079,64.0,44.0,,13.0,22.0,,,,,Perovo,Eastern ,0.6875,
1044,2012-02-02,5100000,8.496313345,40.0,27.0,,1.0,5.0,,,,,Preobrazhenskoe,Eastern ,0.675,
1045,2012-02-03,2735000,5.248181503,31.0,17.0,,2.0,3.0,,,,,Gagarinskoe,South Western ,0.548387096774,
1046,2012-02-03,990000,12.8366883,38.0,18.0,,8.0,9.0,,,,,Veshnjaki,Eastern ,0.473684210526,
1047,2012-02-03,5150000,11.4678528,37.0,21.0,,2.0,5.0,,,,,Kuz'minki,South Eastern ,0.567567567568,
1048,2012-02-03,17000000,3.680102833,88.0,56.0,,4.0,8.0,,,,,Danilovskoe,Southern ,0.636363636364,
1049,2012-02-03,5100000,9.47945907,31.0,18.0,,7.0,9.0,,,,,Bogorodskoe,Eastern ,0.58064516129,
1050,2012-02-03,5600000,3.591515716,32.0,18.0,,1.0,5.0,,,,,Taganskoe,Central ,0.5625,
1051,2012-02-03,6900000,12.70281993,44.0,29.0,,4.0,5.0,,,,,Chertanovo Severnoe,Southern ,0.659090909091,
1052,2012-02-03,1000000,8.869210127,42.0,29.0,,7.0,12.0,,,,,Lomonosovskoe,South Western ,0.690476190476,
1053,2012-02-03,999900,12.01124189,42.0,25.0,,4.0,5.0,,,,,Babushkinskoe,North Eastern ,0.595238095238,
1054,2012-02-03,6000000,9.453583415,28.0,15.0,,5.0,6.0,,,,,Vojkovskoe,Central ,0.535714285714,
1055,2012-02-03,5650000,9.45310502,45.0,44.0,,5.0,9.0,,,,,Bogorodskoe,Eastern ,0.977777777778,
1056,2012-02-03,11000000,9.561020316,94.0,56.0,,4.0,5.0,,,,,Rjazanskij,South Eastern ,0.595744680851,
1057,2012-02-03,6500000,9.61307208,47.0,32.0,,10.0,12.0,,,,,Marfino,North Eastern ,0.68085106383,
1058,2012-02-03,30000000,13.69854472,106.0,43.0,,1.0,3.0,,,,,Krylatskoe,Western ,0.405660377358,
1059,2012-02-03,1200000,16.9075168,44.0,41.0,,22.0,24.0,,,,,Chertanovo Juzhnoe,Southern ,0.931818181818,
1060,2012-02-03,2000000,3.827766174,56.0,34.0,,1.0,5.0,,,,,Taganskoe,Central ,0.607142857143,
1061,2012-02-03,8000000,3.779863446,38.0,19.0,,9.0,12.0,,,,,Meshhanskoe,Central ,0.5,
1062,2012-02-03,5700000,19.27865212,38.0,20.0,,4.0,12.0,,,,,Severnoe Butovo,South Western ,0.526315789474,
1063,2012-02-04,6200000,8.778014731,41.0,26.0,,3.0,5.0,,,,,Bogorodskoe,Eastern ,0.634146341463,
1064,2012-02-04,4550000,17.49350918,40.0,16.0,,11.0,17.0,,,,,Kosino-Uhtomskoe,Eastern ,0.4,
1065,2012-02-04,4500000,8.51627083,34.0,19.0,,1.0,9.0,,,,,Perovo,Eastern ,0.558823529412,
1066,2012-02-04,5670000,19.73350202,43.0,21.0,,8.0,17.0,,,,,Severnoe Butovo,South Western ,0.488372093023,
1067,2012-02-04,1000000,7.430956005,46.0,30.0,,2.0,5.0,,,,,Filevskij Park,Western ,0.652173913043,
1068,2012-02-04,4750000,36.75962119,44.0,27.0,,6.0,12.0,,,,,Matushkino,Zelenograd ,0.613636363636,
1069,2012-02-04,5650000,12.01342389,34.0,19.0,,3.0,9.0,,,,,Golovinskoe,Northern ,0.558823529412,
1070,2012-02-04,8200000,8.528758648,59.0,38.0,,9.0,14.0,,,,,Fili Davydkovo,Western ,0.64406779661,
1071,2012-02-04,5500000,17.34296856,37.0,19.0,,3.0,9.0,,,,,Orehovo-Borisovo Juzhnoe,Southern ,0.513513513514,
1072,2012-02-04,12000000,4.35501619,81.0,53.0,,4.0,5.0,,,,,Mar'ina Roshha,North Eastern ,0.654320987654,
1073,2012-02-04,1200000,26.94301606,41.0,19.0,,9.0,17.0,,,,,Juzhnoe Butovo,South Western ,0.463414634146,
1074,2012-02-04,8900000,3.288601772,52.0,33.0,,5.0,9.0,,,,,Donskoe,Southern ,0.634615384615,
1075,2012-02-04,5700000,18.90968156,47.0,30.0,,9.0,12.0,,,,,Birjulevo Vostochnoe,Southern ,0.63829787234,
1076,2012-02-04,18000000,9.645416028,107.0,73.0,,3.0,6.0,,,,,Vojkovskoe,Central ,0.682242990654,
1077,2012-02-04,5100000,5.507740255,30.0,18.0,,1.0,5.0,,,,,Savelovskoe,Northern ,0.6,
1078,2012-02-04,1000000,3.651114972,66.0,39.0,,8.0,9.0,,,,,Begovoe,Northern ,0.590909090909,
1079,2012-02-04,10300000,18.07516981,73.0,44.0,,6.0,12.0,,,,,Jasenevo,South Western ,0.602739726027,
1080,2012-02-04,2000000,14.25513315,76.0,45.0,,17.0,22.0,,,,,Levoberezhnoe,Northern ,0.592105263158,
1081,2012-02-04,1000000,10.36102779,30.0,18.0,,2.0,5.0,,,,,Fili Davydkovo,Western ,0.6,
1082,2012-02-06,6500000,9.901957664,42.0,40.0,,16.0,22.0,,,,,Ochakovo-Matveevskoe,Western ,0.952380952381,
1083,2012-02-06,4700000,11.35818017,28.0,15.0,,5.0,9.0,,,,,Moskvorech'e-Saburovo,Southern ,0.535714285714,
1084,2012-02-06,13800000,14.74536792,78.0,45.0,,10.0,14.0,,,,,Teplyj Stan,South Western ,0.576923076923,
1086,2012-02-06,3000000,9.852651316,13.0,9.0,,3.0,5.0,,,,,Horoshevo-Mnevniki,North Western ,0.692307692308,
1087,2012-02-06,3625000,21.35199514,115.0,71.0,,8.0,17.0,,,,,Kurkino,North Western ,0.617391304348,
1088,2012-02-06,6200000,6.187219824,42.0,25.0,,3.0,5.0,,,,,Nizhegorodskoe,South Eastern ,0.595238095238,
1089,2012-02-06,10800000,13.13545423,75.0,30.0,,21.0,22.0,,,,,Mar'ino,South Eastern ,0.4,
1090,2012-02-06,5000000,12.98536744,38.0,23.0,,1.0,9.0,,,,,Vyhino-Zhulebino,South Eastern ,0.605263157895,
1091,2012-02-06,4800000,13.53741023,32.0,20.0,,5.0,9.0,,,,,Caricyno,Southern ,0.625,
1092,2012-02-06,4600000,10.32017163,59.0,38.0,,5.0,12.0,,,,,Prospekt Vernadskogo,Western ,0.64406779661,
1093,2012-02-07,7000000,8.463495195,47.0,29.0,,4.0,5.0,,,,,Bogorodskoe,Eastern ,0.617021276596,
1094,2012-02-07,4680000,12.38679901,33.0,19.0,,5.0,17.0,,,,,Veshnjaki,Eastern ,0.575757575758,
1095,2012-02-07,5200000,5.029844286,34.0,19.0,,12.0,17.0,,,,,Nizhegorodskoe,South Eastern ,0.558823529412,
1096,2012-02-07,18400000,6.614906502,85.0,42.0,,4.0,7.0,,,,,Akademicheskoe,South Western ,0.494117647059,
1097,2012-02-07,5500000,6.493840412,48.0,28.0,,2.0,5.0,,,,,Alekseevskoe,North Eastern ,0.583333333333,
1098,2012-02-07,1200000,20.64818432,39.0,18.0,,7.0,12.0,,,,,Severnoe Butovo,South Western ,0.461538461538,
1099,2012-02-07,7644000,9.240677764,107.0,65.0,,12.0,17.0,,,,,Sokol,Northern ,0.607476635514,
1100,2012-02-07,1700000,38.13875,67.0,38.0,,5.0,6.0,,,,,Matushkino,Zelenograd ,0.567164179104,
1101,2012-02-07,5700000,12.35860285,35.0,20.0,,6.0,9.0,,,,,Gol'janovo,Eastern ,0.571428571429,
1102,2012-02-07,4152000,14.22924944,38.0,20.0,,15.0,17.0,,,,,Losinoostrovskoe,North Eastern ,0.526315789474,
1103,2012-02-07,4900000,9.179889574,29.0,18.0,,2.0,5.0,,,,,Vojkovskoe,Central ,0.620689655172,
1104,2012-02-07,995000,11.50020055,31.0,18.0,,2.0,5.0,,,,,Mozhajskoe,Western ,0.58064516129,
1105,2012-02-07,8200000,19.43208017,53.0,32.0,,10.0,17.0,,,,,Mitino,North Western ,0.603773584906,
1106,2012-02-07,7400000,8.979349269,42.0,26.0,,3.0,9.0,,,,,Nagatino-Sadovniki,Southern ,0.619047619048,
1107,2012-02-08,6000000,17.77551778,45.0,29.0,,9.0,12.0,,,,,Orehovo-Borisovo Juzhnoe,Southern ,0.644444444444,
1108,2012-02-08,4600000,13.38802337,30.0,9.0,,5.0,9.0,,,,,Caricyno,Southern ,0.3,
1109,2012-02-08,6700000,13.51195975,52.0,34.0,,3.0,9.0,,,,,Vostochnoe Degunino,Northern ,0.653846153846,
1110,2012-02-08,990000,11.98460089,33.0,18.0,,4.0,9.0,,,,,Kon'kovo,South Western ,0.545454545455,
1111,2012-02-08,7400000,3.125867743,37.0,22.0,,3.0,9.0,,,,,Taganskoe,Central ,0.594594594595,
1112,2012-02-08,2500000,3.3480464,44.0,28.0,,11.0,17.0,,,,,Presnenskoe,Central ,0.636363636364,
1113,2012-02-08,15300000,3.624158289,73.0,44.0,,10.0,17.0,,,,,Taganskoe,Central ,0.602739726027,
1114,2012-02-08,38262992,2.444707553,117.0,117.0,,3.0,17.0,,,,,Tverskoe,Central ,1.0,
1115,2012-02-08,5100000,11.06878332,30.0,19.0,,2.0,5.0,,,,,Sviblovo,North Eastern ,0.633333333333,
1116,2012-02-08,5700000,11.68475055,41.0,21.0,,9.0,12.0,,,,,Ljublino,South Eastern ,0.512195121951,
1117,2012-02-08,8300000,12.77276389,58.0,28.0,,,,,,,,Beskudnikovskoe,Northern ,0.48275862069,
1118,2012-02-08,2000000,8.968529442,38.0,23.0,,2.0,5.0,,,,,Preobrazhenskoe,Eastern ,0.605263157895,
1119,2012-02-08,6100000,11.24919658,37.0,19.0,,3.0,16.0,,,,,Izmajlovo,Eastern ,0.513513513514,
1120,2012-02-08,4500000,13.70497626,32.0,18.0,,9.0,12.0,,,,,Vyhino-Zhulebino,South Eastern ,0.5625,
1121,2012-02-08,7300000,17.20728615,51.0,30.0,,6.0,9.0,,,,,Kosino-Uhtomskoe,Eastern ,0.588235294118,
1122,2012-02-09,4250000,12.60387894,32.0,17.0,,10.0,12.0,,,,,Ljublino,South Eastern ,0.53125,
1123,2012-02-09,7500000,19.6111028,51.0,50.0,,11.0,12.0,,,,,Mitino,North Western ,0.980392156863,
1124,2012-02-09,9500000,8.944745399,44.0,23.0,,8.0,17.0,,,,,Rostokino,North Eastern ,0.522727272727,
1125,2012-02-09,28000000,9.418364089,147.0,81.0,,14.0,17.0,,,,,Koptevo,Northern ,0.551020408163,
1126,2012-02-09,5616666,3.045716984,81.0,24.0,,3.0,17.0,,,,,Jakimanka,Central ,0.296296296296,
1127,2012-02-09,4190000,10.99858646,58.0,31.0,,16.0,17.0,,,,,Rjazanskij,South Eastern ,0.534482758621,
1128,2012-02-09,5350000,36.49042924,48.0,31.0,,7.0,9.0,,,,,Staroe Krjukovo,Zelenograd ,0.645833333333,
1129,2012-02-09,7150000,2.579676419,34.0,18.0,,5.0,9.0,,,,,Krasnosel'skoe,Central ,0.529411764706,
1130,2012-02-09,2000000,9.531785223,44.0,27.0,,9.0,12.0,,,,,Kuz'minki,South Eastern ,0.613636363636,
1131,2012-02-09,2000000,12.59921434,38.0,19.0,,10.0,12.0,,,,,Beskudnikovskoe,Northern ,0.5,
1132,2012-02-09,7990000,17.02767923,54.0,28.0,,11.0,25.0,,,,,Chertanovo Juzhnoe,Southern ,0.518518518519,
1133,2012-02-09,5200000,18.53765555,38.0,20.0,,3.0,5.0,,,,,Birjulevo Vostochnoe,Southern ,0.526315789474,
1134,2012-02-09,8400000,15.08167198,61.0,44.0,,11.0,12.0,,,,,Strogino,North Western ,0.72131147541,
1135,2012-02-09,4400000,11.80957252,45.0,27.0,,3.0,5.0,,,,,Otradnoe,North Eastern ,0.6,
1136,2012-02-09,5700000,17.7292386,44.0,27.0,,9.0,12.0,,,,,Birjulevo Vostochnoe,Southern ,0.613636363636,
1137,2012-02-10,6500000,13.6794556,44.0,27.0,,2.0,5.0,,,,,Chertanovo Severnoe,Southern ,0.613636363636,
1138,2012-02-10,5650000,20.12376155,37.0,18.0,,16.0,17.0,,,,,Mitino,North Western ,0.486486486486,
1139,2012-02-10,7500000,20.84981963,118.0,67.0,,3.0,9.0,,,,,Kurkino,North Western ,0.567796610169,
1140,2012-02-10,4900000,13.19717902,52.0,30.0,,5.0,9.0,,,,,Ivanovskoe,Eastern ,0.576923076923,
1141,2012-02-10,12300000,8.028044448,65.0,45.0,,4.0,5.0,,,,,Sokol,Northern ,0.692307692308,
1142,2012-02-10,5900000,13.65424452,38.0,18.0,,5.0,9.0,,,,,Severnoe Izmajlovo,Eastern ,0.473684210526,
1143,2012-02-10,2864000,2.245405345,31.0,16.0,,6.0,19.0,,,,,Meshhanskoe,Central ,0.516129032258,
1144,2012-02-10,5150000,8.063625397,30.0,16.0,,2.0,5.0,,,,,Nagatinskij Zaton,Southern ,0.533333333333,
1145,2012-02-10,4600000,36.2476626,47.0,28.0,,4.0,14.0,,,,,Savelki,Zelenograd ,0.595744680851,
1146,2012-02-10,6300000,11.38996032,42.0,26.0,,4.0,5.0,,,,,Izmajlovo,Eastern ,0.619047619048,
1147,2012-02-10,9700000,17.945674,69.0,48.0,,7.0,17.0,,,,,Chertanovo Juzhnoe,Southern ,0.695652173913,
1148,2012-02-10,5700000,10.35020655,38.0,19.0,,15.0,16.0,,,,,Ljublino,South Eastern ,0.5,
1149,2012-02-10,5133000,22.12685692,57.0,33.0,,7.0,17.0,,,,,Juzhnoe Butovo,South Western ,0.578947368421,
1150,2012-02-10,500000,11.43951086,35.0,21.0,,8.0,17.0,,,,,Otradnoe,North Eastern ,0.6,
1151,2012-02-10,6100000,37.63270669,57.0,33.0,,21.0,24.0,,,,,Silino,Zelenograd ,0.578947368421,
1152,2012-02-10,16000000,6.004477692,74.0,45.0,,8.0,17.0,,,,,Sokol'niki,Eastern ,0.608108108108,
1153,2012-02-10,8100000,3.115230244,55.0,39.0,,2.0,5.0,,,,,Danilovskoe,Southern ,0.709090909091,
1154,2012-02-10,16758000,1.720516915,49.0,32.0,,7.0,9.0,,,,,Presnenskoe,Central ,0.65306122449,
1155,2012-02-10,5609200,8.331436845,37.0,34.0,,14.0,17.0,,,,,Tekstil'shhiki,South Eastern ,0.918918918919,
1156,2012-02-11,6700000,6.157072727,38.0,23.0,,3.0,5.0,,,,,Savelovskoe,Northern ,0.605263157895,
1157,2012-02-11,5000000,23.06464299,39.0,17.0,,9.0,14.0,,,,,Juzhnoe Butovo,South Western ,0.435897435897,
1158,2012-02-11,2000000,12.28177257,84.0,61.0,,17.0,22.0,,,,,Beskudnikovskoe,Northern ,0.72619047619,
1159,2012-02-11,2980000,13.1721315,38.0,31.0,,11.0,17.0,,,,,Juzhnoe Medvedkovo,North Eastern ,0.815789473684,
1160,2012-02-11,6300000,12.84693784,41.0,26.0,,3.0,5.0,,,,,Ivanovskoe,Eastern ,0.634146341463,
1161,2012-02-11,11522618,13.17656483,80.0,80.0,,4.0,10.0,,,,,Losinoostrovskoe,North Eastern ,1.0,
1162,2012-02-11,5600000,13.20240835,36.0,14.0,,15.0,17.0,,,,,Ljublino,South Eastern ,0.388888888889,
1163,2012-02-11,6050000,13.63276508,43.0,28.0,,4.0,5.0,,,,,Losinoostrovskoe,North Eastern ,0.651162790698,
1164,2012-02-11,5500000,12.37590624,43.0,27.0,,2.0,5.0,,,,,Severnoe Izmajlovo,Eastern ,0.627906976744,
1165,2012-02-11,5000000,9.46665107,38.0,19.0,,5.0,9.0,,,,,Vojkovskoe,Central ,0.5,
1166,2012-02-11,5100000,10.39843247,30.0,18.0,,1.0,5.0,,,,,Vojkovskoe,Central ,0.6,
1167,2012-02-11,3000000,14.09552138,38.0,19.0,,12.0,14.0,,,,,Mar'ino,South Eastern ,0.5,
1168,2012-02-11,190000,14.24979268,38.0,23.0,,9.0,11.0,,,,,Beskudnikovskoe,Northern ,0.605263157895,
1169,2012-02-13,4800000,7.604580447,30.0,18.0,,3.0,5.0,,,,,Sokolinaja Gora,Eastern ,0.6,
1170,2012-02-13,200000,35.44479388,47.0,31.0,,7.0,9.0,,,,,Savelki,Zelenograd ,0.659574468085,
1171,2012-02-13,6400000,15.05745792,46.0,31.0,,12.0,14.0,,,,,Dmitrovskoe,Northern ,0.673913043478,
1172,2012-02-13,11490000,12.52078128,63.0,46.0,,10.0,17.0,,,,,Babushkinskoe,North Eastern ,0.730158730159,
1173,2012-02-13,2000000,9.748426152,44.0,29.0,,4.0,5.0,,,,,Perovo,Eastern ,0.659090909091,
1174,2012-02-13,13200000,3.895748217,48.0,30.0,,7.0,17.0,,,,,Dorogomilovo,Western ,0.625,
1175,2012-02-13,20452438,11.16738686,169.0,,,19.0,24.0,,,,,Obruchevskoe,South Western ,,
1176,2012-02-13,5500000,22.43135608,35.0,14.0,,8.0,9.0,,,,,Juzhnoe Butovo,South Western ,0.4,
1177,2012-02-13,22500000,2.992938319,61.0,34.0,,5.0,9.0,,,,,Tverskoe,Central ,0.55737704918,
1178,2012-02-13,4430000,24.84971614,35.0,19.0,,2.0,17.0,,,,,Vnukovo,Western ,0.542857142857,
1179,2012-02-13,10300000,10.17755844,56.0,36.0,,8.0,9.0,,,,,Horoshevo-Mnevniki,North Western ,0.642857142857,
1180,2012-02-13,2000000,15.87600317,53.0,28.0,,2.0,9.0,,,,,Levoberezhnoe,Northern ,0.528301886792,
1181,2012-02-13,15000000,5.363917442,100.0,64.0,,8.0,9.0,,,,,Mar'ina Roshha,North Eastern ,0.64,
1182,2012-02-13,18000000,7.573379568,98.0,63.0,,10.0,22.0,,,,,Ostankinskoe,North Eastern ,0.642857142857,
1183,2012-02-13,9000000,13.55184518,66.0,44.0,,10.0,12.0,,,,,Vyhino-Zhulebino,South Eastern ,0.666666666667,
1184,2012-02-14,25150000,3.003195615,127.0,51.0,,4.0,8.0,,,,,Meshhanskoe,Central ,0.40157480315,
1185,2012-02-14,5300000,12.66983817,29.0,17.0,,7.0,9.0,,,,,Golovinskoe,Northern ,0.586206896552,
1186,2012-02-14,3500000,10.22371379,45.0,27.0,,4.0,5.0,,,,,Ochakovo-Matveevskoe,Western ,0.6,
1187,2012-02-14,9300000,11.12984308,66.0,46.0,,4.0,12.0,,,,,Ochakovo-Matveevskoe,Western ,0.69696969697,
1188,2012-02-14,5300000,9.703981977,32.0,17.0,,3.0,5.0,,,,,Zjuzino,South Western ,0.53125,
1190,2012-02-14,12000000,9.746980526,65.0,39.0,,6.0,12.0,,,,,Lomonosovskoe,South Western ,0.6,
1191,2012-02-14,1000000,7.160956012,43.0,29.0,,4.0,5.0,,,,,Butyrskoe,North Eastern ,0.674418604651,
1192,2012-02-14,4700000,19.41634852,39.0,20.0,,12.0,14.0,,,,,Birjulevo Vostochnoe,Southern ,0.512820512821,
1193,2012-02-14,7700000,38.00178552,71.0,43.0,,13.0,14.0,,,,,Krjukovo,Zelenograd ,0.605633802817,
1194,2012-02-14,9150000,15.60795519,74.0,45.0,,3.0,12.0,,,,,Brateevo,Southern ,0.608108108108,
1195,2012-02-14,11000000,9.591169664,60.0,43.0,,8.0,9.0,,,,,Lomonosovskoe,South Western ,0.716666666667,
1196,2012-02-14,6750000,13.1418736,50.0,34.0,,6.0,9.0,,,,,Mar'ino,South Eastern ,0.68,
1197,2012-02-14,6250000,10.70770488,76.0,45.0,,3.0,5.0,,,,,Nagornoe,Southern ,0.592105263158,
1198,2012-02-14,8695696,10.28830036,53.0,,,3.0,5.0,,,,,Izmajlovo,Eastern ,,
1199,2012-02-14,9500000,14.41006909,50.0,30.0,,4.0,9.0,,,,,Strogino,North Western ,0.6,
1200,2012-02-14,3166666,15.11531064,65.0,40.0,,10.0,19.0,,,,,Lianozovo,North Eastern ,0.615384615385,
1201,2012-02-15,30975000,8.333532734,147.0,85.0,,18.0,22.0,,,,,Shhukino,North Western ,0.578231292517,
1202,2012-02-15,9500000,9.599525863,59.0,43.0,,5.0,9.0,,,,,Cheremushki,South Western ,0.728813559322,
1203,2012-02-15,6300000,13.04117052,38.0,19.0,,11.0,12.0,,,,,Mar'ino,South Eastern ,0.5,
1204,2012-02-15,12000000,6.614906502,52.0,30.0,,3.0,5.0,,,,,Akademicheskoe,South Western ,0.576923076923,
1205,2012-02-15,6650000,17.10999852,38.0,17.0,,21.0,25.0,,,,,Jasenevo,South Western ,0.447368421053,
1206,2012-02-15,10600000,11.08100615,57.0,33.0,,3.0,5.0,,,,,Obruchevskoe,South Western ,0.578947368421,
1207,2012-02-15,1100000,15.92823499,38.0,21.0,,2.0,22.0,,,,,Brateevo,Southern ,0.552631578947,
1208,2012-02-15,12363265,15.16022466,83.0,74.0,,6.0,10.0,,,,,Severnoe Tushino,North Western ,0.89156626506,
1209,2012-02-15,6100000,11.25154394,54.0,38.0,,5.0,9.0,,,,,Ljublino,South Eastern ,0.703703703704,
1210,2012-02-15,5654800,15.16022466,40.0,40.0,,5.0,17.0,,,,,Severnoe Tushino,North Western ,1.0,
1211,2012-02-15,5970000,13.66207297,45.0,26.0,,1.0,12.0,,,,,Vyhino-Zhulebino,South Eastern ,0.577777777778,
1212,2012-02-15,7500000,17.35242225,63.0,45.0,,3.0,9.0,,,,,Birjulevo Vostochnoe,Southern ,0.714285714286,
1213,2012-02-16,5750000,14.40021093,43.0,28.0,,2.0,5.0,,,,,Losinoostrovskoe,North Eastern ,0.651162790698,
1214,2012-02-16,5600000,7.98283296,30.0,15.0,,5.0,8.0,,,,,Alekseevskoe,North Eastern ,0.5,
1215,2012-02-16,9300000,2.638803682,42.0,22.0,,3.0,9.0,,,,,Hamovniki,Central ,0.52380952381,
1216,2012-02-16,1000000,8.461190756,37.0,16.0,,11.0,16.0,,,,,Ramenki,Western ,0.432432432432,
1217,2012-02-16,11564400,15.26262209,83.0,74.0,,12.0,14.0,,,,,Severnoe Tushino,North Western ,0.89156626506,
1218,2012-02-16,2000000,11.90477416,34.0,19.0,,2.0,14.0,,,,,Babushkinskoe,North Eastern ,0.558823529412,
1219,2012-02-16,5300000,18.01772638,42.0,19.0,,13.0,19.0,,,,,Birjulevo Vostochnoe,Southern ,0.452380952381,
1220,2012-02-16,5400000,10.77565064,37.0,22.0,,9.0,12.0,,,,,Perovo,Eastern ,0.594594594595,
1221,2012-02-16,4100000,7.87142389,19.0,11.0,,2.0,5.0,,,,,Nagatino-Sadovniki,Southern ,0.578947368421,
1222,2012-02-16,7800000,17.34296856,51.0,30.0,,11.0,12.0,,,,,Orehovo-Borisovo Juzhnoe,Southern ,0.588235294118,
1223,2012-02-16,5300000,10.82003564,41.0,27.0,,2.0,5.0,,,,,Ljublino,South Eastern ,0.658536585366,
1224,2012-02-16,8500000,9.711934553,76.0,50.0,,4.0,5.0,,,,,Bogorodskoe,Eastern ,0.657894736842,
1225,2012-02-16,5550000,18.52294741,46.0,30.0,,9.0,12.0,,,,,Birjulevo Zapadnoe,Southern ,0.652173913043,
1226,2012-02-16,5650000,12.1211412,36.0,21.0,,2.0,9.0,,,,,Otradnoe,North Eastern ,0.583333333333,
1227,2012-02-17,4750000,12.6645469,31.0,17.0,,2.0,5.0,,,,,Novogireevo,Eastern ,0.548387096774,
1228,2012-02-17,5500000,12.98368443,38.0,23.0,,9.0,12.0,,,,,Pokrovskoe Streshnevo,North Western ,0.605263157895,
1229,2012-02-17,4990000,16.01211036,42.0,20.0,,6.0,9.0,,,,,Dmitrovskoe,Northern ,0.47619047619,
1230,2012-02-17,3600000,7.268397671,32.0,18.0,,2.0,5.0,,,,,Gagarinskoe,South Western ,0.5625,
1231,2012-02-17,5700000,6.584630265,43.0,30.0,,4.0,5.0,,,,,Butyrskoe,North Eastern ,0.697674418605,
1232,2012-02-17,8000000,9.905003379,56.0,55.0,,1.0,5.0,,,,,Kuz'minki,South Eastern ,0.982142857143,
1233,2012-02-17,4750000,12.45354954,32.0,18.0,,9.0,16.0,,,,,Veshnjaki,Eastern ,0.5625,
1234,2012-02-17,5900000,9.145116862,40.0,25.0,,3.0,5.0,,,,,Preobrazhenskoe,Eastern ,0.625,
1235,2012-02-17,13200000,15.40244544,80.0,51.0,,3.0,14.0,,,,,Severnoe Medvedkovo,North Eastern ,0.6375,
1236,2012-02-17,5650000,11.4678528,35.0,19.0,,7.0,9.0,,,,,Kuz'minki,South Eastern ,0.542857142857,
1237,2012-02-17,999000,7.215974686,63.0,35.0,,7.0,12.0,,,,,Alekseevskoe,North Eastern ,0.555555555556,
1238,2012-02-17,10900000,3.728659902,54.0,31.0,,16.0,17.0,,,,,Mar'ina Roshha,North Eastern ,0.574074074074,
1239,2012-02-18,9750000,15.04519303,67.0,67.0,,7.0,9.0,,,,,Severnoe Tushino,North Western ,1.0,
1240,2012-02-18,8700000,16.74598419,53.0,32.0,,3.0,9.0,,,,,Jasenevo,South Western ,0.603773584906,
1241,2012-02-18,2000000,7.374156498,53.0,35.0,,2.0,4.0,,,,,Ramenki,Western ,0.660377358491,
1242,2012-02-18,7800000,23.65884265,73.0,44.0,,9.0,14.0,,,,,Juzhnoe Butovo,South Western ,0.602739726027,
1243,2012-02-18,1000000,16.61986805,72.0,44.0,,13.0,14.0,,,,,Solncevo,Western ,0.611111111111,
1244,2012-02-18,5850000,12.32586122,43.0,27.0,,4.0,5.0,,,,,Severnoe Izmajlovo,Eastern ,0.627906976744,
1245,2012-02-18,6300000,11.81261352,46.0,28.0,,2.0,5.0,,,,,Novogireevo,Eastern ,0.608695652174,
1246,2012-02-18,1000000,14.31934802,47.0,31.0,,12.0,14.0,,,,,Hovrino,Northern ,0.659574468085,
1247,2012-02-20,5600000,16.83644862,34.0,19.0,,10.0,12.0,,,,,Severnoe Tushino,North Western ,0.558823529412,
1248,2012-02-20,5500000,20.34269228,38.0,19.0,,13.0,17.0,,,,,Severnoe Butovo,South Western ,0.5,
1249,2012-02-20,7200000,11.36605073,45.0,30.0,,4.0,5.0,,,,,Prospekt Vernadskogo,Western ,0.666666666667,
1250,2012-02-20,2000000,12.85116876,34.0,19.0,,9.0,16.0,,,,,Veshnjaki,Eastern ,0.558823529412,
