subfolder,thumbnail,teamname,nmembers
/team/goldmakers,/theme/images/avatar.png,The Gold Makers,1 members
/team/gamewise,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gamewise-team_logo_image-b180075b488d880d-300x300.jpeg,Gamewise,1 members
/team/victoryroad,/theme/images/avatar.png,Victory Road,1 members
/team/npl,https://static-cdn.jtvnw.net/jtv_user_pictures/team-npl-team_logo_image-9b8f9acd455a7163-300x300.png,Twitch Alolan League,1 members
/team/dwarfygiants,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dwarfygiants-team_logo_image-d9132c34ccd8f74b-300x300.png,Dwarfy Giants TV,1 members
/team/illuminarhonorgaming,/theme/images/avatar.png,Illuminar Honor Gaming,1 members
/team/brokentv,/theme/images/avatar.png,Broken Entertainment,1 members
/team/nstc,https://static-cdn.jtvnw.net/jtv_user_pictures/team-nstc-team_logo_image-be337a92de1d52d1-300x300.png,Name Subject to Change,1 members
/team/nomadtv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-nomadtv-team_logo_image-6e6dfc3d95b0774b-300x300.jpeg,NoMadTV,1 members
/team/xma,https://static-cdn.jtvnw.net/jtv_user_pictures/team-xma-team_logo_image-a9fbc1d0ab2f75f3-300x300.jpeg,XMA - X5 Mega Arena,1 members
/team/alttabme,https://static-cdn.jtvnw.net/jtv_user_pictures/team-alttabme-team_logo_image-0d2a03878db1ee28-300x300.jpeg,AltTabMe,1 members
/team/pgltv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pgltv-team_logo_image-1d1564fb80c7899b-300x300.png,PGL Television,1 members
/team/burstlimit,https://static-cdn.jtvnw.net/jtv_user_pictures/team-burstlimit-team_logo_image-3dfeaeb81687416a-300x300.png,burstlimit,1 members
/team/gi,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gi-team_logo_image-0387d80f4142904a-300x300.jpeg,Gaming Insight,1 members
/team/ag,/theme/images/avatar.png,Affinity Gaming,1 members
/team/dreamleague,/theme/images/avatar.png,ASUS ROG Dreamleague,1 members
/team/quadrakings,https://static-cdn.jtvnw.net/jtv_user_pictures/team-quadrakings-team_logo_image-5237f616e3cb642f-300x300.jpeg,Quadra Kings,1 members
/team/juiceboxarmy,https://static-cdn.jtvnw.net/jtv_user_pictures/team-juiceboxarmy-team_logo_image-c8cd3766fe453844-300x300.png,Juicebox Army,1 members
/team/99damage,https://static-cdn.jtvnw.net/jtv_user_pictures/team-99damage-team_logo_image-0725c3be0edb78b6-300x300.jpeg,99Damage,1 members
/team/union,https://static-cdn.jtvnw.net/jtv_user_pictures/team-union-team_logo_image-81a1af7a1f61ba34-300x300.png,The Union,1 members
/team/ragequit,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ragequit-team_logo_image-4aa6947fa19fa59b-300x300.png,RAGE QUIT,1 members
/team/mousejocks,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mousejocks-team_logo_image-0b8395477d40562a-300x300.png,Mouse Jocks Multi-Gaming Network,1 members
/team/biggstars,https://static-cdn.jtvnw.net/jtv_user_pictures/team-biggstars-team_logo_image-a7c8413d2e458850-300x300.png,BiggStars,1 members
/team/saltyarmy,https://static-cdn.jtvnw.net/jtv_user_pictures/team-saltyarmy-team_logo_image-11f883a6a5ca09e0-300x300.jpeg,The Salty Army,1 members
/team/masbrasil,https://static-cdn.jtvnw.net/jtv_user_pictures/team-masbrasil-team_logo_image-817cefb8d847e180-300x300.png,Emporium Team,1 members
/team/likeastream,https://static-cdn.jtvnw.net/jtv_user_pictures/team-likeastream-team_logo_image-7f9bde864f135e5f-300x300.jpeg,Like a Stream,1 members
/team/tdtv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-tdtv-team_logo_image-d5239d709300208a-300x300.png,TydyshTV,1 members
/team/eslpoland,https://static-cdn.jtvnw.net/jtv_user_pictures/team-eslpoland-team_logo_image-024fab705433c27e-300x300.png,ESL Poland,1 members
/team/eslplts,/theme/images/avatar.png,ESL Poland Team Subscription,1 members
/team/iplaywinner,/theme/images/avatar.png,iplaywinner,1 members
/team/face,https://static-cdn.jtvnw.net/jtv_user_pictures/team-face-team_logo_image-166d4b858fb72179-300x300.png,IN YOUR FACE,1 members
/team/starladderen,/theme/images/avatar.png,Starladder EN,1 members
/team/comboassistassassins,/theme/images/avatar.png,Combo Assist Assassins,1 members
/team/eden,https://static-cdn.jtvnw.net/jtv_user_pictures/team-eden-team_logo_image-e5bf1e08fffc8f1b-300x300.jpeg,Got Rice?,1 members
/team/meowcraft,/theme/images/avatar.png,MeowCraft,1 members
/team/novapact,/theme/images/avatar.png,Nova Pact,1 members
/team/redemptioncrew,/theme/images/avatar.png,Redemption Crew,1 members
/team/mmo_nerds,/theme/images/avatar.png,MMO NERDS,1 members
/team/noh8gayming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-noh8gayming-team_logo_image-23e92c66bfff8d8f-300x300.jpeg,NoH8 Gayming,1 members
/team/londonconspiracy,https://static-cdn.jtvnw.net/jtv_user_pictures/team-londonconspiracy-team_logo_image-bf2dafcceb06b6a0-300x300.png,London Conspiracy,1 members
/team/lofofficial,/theme/images/avatar.png,Leap of Faith,1 members
/team/fenix,https://static-cdn.jtvnw.net/jtv_user_pictures/team-fenix-team_logo_image-15e941992ef5b2b8-300x300.png,Fenix,1 members
/team/rgnsub,/theme/images/avatar.png,RGN Sub Team,1 members
/team/gorgn,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gorgn-team_logo_image-bd7aa01a9eb9de25-300x300.jpeg,Reliable Gaming Network,1 members
/team/adversos,https://static-cdn.jtvnw.net/jtv_user_pictures/team-adversos-team_logo_image-abee0b9f1ddcfd2f-300x300.png,Adversity Streamers,1 members
/team/wcseurope,/theme/images/avatar.png,WCS,1 members
/team/wcs,https://static-cdn.jtvnw.net/jtv_user_pictures/team-wcs-team_logo_image-aedb454064df4f66-300x300.jpeg,StarCraft II - World Championshi,1 members
/team/wcs2014yearsub,/theme/images/avatar.png,wcs2014yearsub,1 members
/team/spotlighters,/theme/images/avatar.png,Spotlighters,1 members
/team/redreserve,https://static-cdn.jtvnw.net/jtv_user_pictures/team-redreserve-team_logo_image-06d11f33d857370b-300x300.png,Red Reserve,1 members
/team/overgame,https://static-cdn.jtvnw.net/jtv_user_pictures/team-overgame-team_logo_image-ace3b74f4a5efd99-300x300.jpeg,overGame Telepizza,1 members
/team/domusgaming,/theme/images/avatar.png,Domus Gaming,1 members
/team/youmacon,/theme/images/avatar.png,Youmacon Battle Opera,1 members
/team/cpgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-cpgaming-team_logo_image-9d30b3490a1fa31f-300x300.png,CyberPowerPC,1 members
/team/theroundtable,https://static-cdn.jtvnw.net/jtv_user_pictures/team-theroundtable-team_logo_image-8fe56139c8d9d73f-300x300.jpeg,The Round Table,1 members
/team/thea3lcrew,/theme/images/avatar.png,The Unforgotten Army,1 members
/team/themudkippers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-themudkippers-team_logo_image-3a2c1f2c59a402ea-300x300.png,The Mudkippers,1 members
/team/theexecutives,/theme/images/avatar.png,The Executives,1 members
/team/eunit,https://static-cdn.jtvnw.net/jtv_user_pictures/team-eunit-team_logo_image-2891c41ee10747b9-300x300.png,E-Unit,1 members
/team/ftl,/theme/images/avatar.png,For the lolz,1 members
/team/theattackfam,/theme/images/avatar.png,THE ATTACK FAM,1 members
/team/awesomeentertainment,/theme/images/avatar.png,Awesome Entertainment,1 members
/team/nutrollindustries,/theme/images/avatar.png,Nutroll Industries,1 members
/team/nacl,/theme/images/avatar.png,Unlimited Brett Works,1 members
/team/nod,https://static-cdn.jtvnw.net/jtv_user_pictures/team-nod-team_logo_image-eac37fb356826567-300x300.png,NOD,1 members
/team/skillisland,/theme/images/avatar.png,Zentralrat der Freundlichkeit,1 members
/team/pestnation,/theme/images/avatar.png,PestNation,1 members
/team/semtextheater,https://static-cdn.jtvnw.net/jtv_user_pictures/team-semtextheater-team_logo_image-7a9d1979c56c124f-300x300.png,Semtex Theater,1 members
/team/moocrew,https://static-cdn.jtvnw.net/jtv_user_pictures/team-moocrew-team_logo_image-6a0a12cec061949f-300x300.png,The Squad,1 members
/team/midwestgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-midwestgaming-team_logo_image-e448dcea1e50e1a8-300x300.png,Midwest Gaming,1 members
/team/defymedia,https://static-cdn.jtvnw.net/jtv_user_pictures/team-defymedia-team_logo_image-8dd549eb1dfee28d-300x300.png,DEFY Media,1 members
/team/dangersquad,https://static-cdn.jtvnw.net/jtv_user_pictures/team-dangersquad-team_logo_image-17848e3d58656292-300x300.png,Danger Squad,1 members
/team/hsc,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hsc-team_logo_image-7ddecda14dc75417-300x300.png,TakeTV - Home Story Cup,1 members
/team/riptwitch,/theme/images/avatar.png,Rip Twitch javascript:alert('xan,1 members
/team/terratechgame,https://static-cdn.jtvnw.net/jtv_user_pictures/team-terratechgame-team_logo_image-4101f92929065470-300x300.jpeg,TerraTech,1 members
/team/kaostv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-kaostv-team_logo_image-d38aa225b93ccfd6-300x300.png,KaosTV,1 members
/team/teamsellout,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teamsellout-team_logo_image-16d25ba2f0828c5c-300x300.jpeg,Team Sellout,1 members
/team/paxsubscriptions,/theme/images/avatar.png,PAX,1 members
/team/beannetwork,/theme/images/avatar.png,Bean Network,1 members
/team/artcrew,/theme/images/avatar.png,Art Crew,1 members
/team/memegirls,/theme/images/avatar.png,Meme Girls,1 members
/team/aviators,https://static-cdn.jtvnw.net/jtv_user_pictures/team-aviators-team_logo_image-499eff508998d6b6-300x300.jpeg,The Aviators,1 members
/team/scbw,/theme/images/avatar.png,Starcraft: Brood War,1 members
/team/teameminent,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teameminent-team_logo_image-65dcbead849d2191-300x300.png,Team Eminent,1 members
/team/copenhagengames,https://static-cdn.jtvnw.net/jtv_user_pictures/team-copenhagengames-team_logo_image-7ce6aa80c2be7232-300x300.jpeg,Copenhagen Games,1 members
/team/flashwolves,https://static-cdn.jtvnw.net/jtv_user_pictures/team-flashwolves-team_logo_image-7192592933e2bdc9-300x300.jpeg,FlashWolves,1 members
/team/dbdsg,/theme/images/avatar.png,Dead By Daylight Singapore,1 members
/team/asterisk,https://static-cdn.jtvnw.net/jtv_user_pictures/team-asterisk-team_logo_image-af7d943fd54682d5-300x300.png,Asterisk*,1 members
/team/rebel,https://static-cdn.jtvnw.net/jtv_user_pictures/team-rebel-team_logo_image-7d9328d56a7001a3-300x300.jpeg,Rebel Gaming,1 members
/team/goons,/theme/images/avatar.png,SA Goons,1 members
/team/gcs,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gcs-team_logo_image-b4ffe4daace1f718-300x300.png,German Creative Streamers,1 members
/team/pegi7,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pegi7-team_logo_image-3cb1cdd5217d2220-300x300.png,PEGI7,1 members
/team/ug-c,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ug-c-team_logo_image-e72ad0834dd5b52e-300x300.png,UG-C.DE,1 members
/team/lngamers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-lngamers-team_logo_image-a18f55962767038d-300x300.png,Late Night Gamers,1 members
/team/pixelpixies,/theme/images/avatar.png,Pixel Pixies,1 members
/team/srls,https://static-cdn.jtvnw.net/jtv_user_pictures/team-srls-team_logo_image-3b89fece2dd3842a-300x300.png,SpeedRunsLiveSplit,1 members
/team/tgs,/theme/images/avatar.png,The Graveyard Shift,1 members
/team/toreroxandco,https://static-cdn.jtvnw.net/jtv_user_pictures/team-toreroxandco-team_logo_image-9609ed92275c55ef-300x300.jpeg,TORO's,1 members
/team/kniferound,https://static-cdn.jtvnw.net/jtv_user_pictures/team-kniferound-team_logo_image-f8561a09fcb08a84-300x300.png,Kniferound CS:GO — Italia,1 members
/team/ucccybersport,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ucccybersport-team_logo_image-4560a15e794d94d3-300x300.jpeg,UCC Studio: Cybersport,1 members
/team/all4one,https://static-cdn.jtvnw.net/jtv_user_pictures/team-all4one-team_logo_image-335f6eb1fa3aaae7-300x300.png,All4One,1 members
/team/mad,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mad-team_logo_image-472d657bb3e60e47-300x300.png,Moms And Dads,1 members
/team/vxgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-vxgaming-team_logo_image-4ac0ef3f02e53b73-300x300.jpeg,VXGaming,1 members
/team/xplay,https://static-cdn.jtvnw.net/jtv_user_pictures/team-xplay-team_logo_image-3a68f65fb6bbcf69-300x300.jpeg,XPlay Team,1 members
/team/gupville,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gupville-team_logo_image-43f0db198e9e9b2b-300x300.png,Gupville,1 members
/team/aegis7gaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-aegis7gaming-team_logo_image-12a5ccc39d7238ac-300x300.png,Aegis7 Gaming,1 members
/team/characterswelcome,https://static-cdn.jtvnw.net/jtv_user_pictures/team-characterswelcome-team_logo_image-44e064c70ecf0703-300x300.png,Characters Welcome,1 members
/team/nlsscrew,/theme/images/avatar.png,NLSS Crew,1 members
/team/rakkerfilm,/theme/images/avatar.png,Rakkerfilm,1 members
/team/ohana,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ohana-team_logo_image-7825201c057218a8-300x300.png,Ohana,1 members
/team/proigl,https://static-cdn.jtvnw.net/jtv_user_pictures/team-proigl-team_logo_image-77575db03515489d-300x300.png,International Gaming League,1 members
/team/streamnation,https://static-cdn.jtvnw.net/jtv_user_pictures/team-streamnation-team_logo_image-e921ca5c52bbb562-300x300.jpeg,StreamNation,1 members
/team/hopeless,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hopeless-team_logo_image-5f223e4f092b45d5-300x300.png,Hopeless,1 members
/team/thewarband,/theme/images/avatar.png,The Warband,1 members
/team/multigamers,/theme/images/avatar.png,MultiGamers,1 members
/team/lvlupdojo,https://static-cdn.jtvnw.net/jtv_user_pictures/team-lvlupdojo-team_logo_image-25b0fea919d12ddc-300x300.png,LVLUP Dojo,1 members
/team/ugn,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ugn-team_logo_image-1b0d614817ed9b51-300x300.png,Ultra Gaming Network,1 members
/team/pvplab,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pvplab-team_logo_image-9df3e00ffcc236e0-300x300.jpeg,PvP Like a Boss,1 members
/team/thehamsquad,/theme/images/avatar.png,TheHamSquad,1 members
/team/theducks,https://static-cdn.jtvnw.net/jtv_user_pictures/team-theducks-team_logo_image-2ed8c6795b7ce4aa-300x300.jpeg,The Ducks,1 members
/team/alphaesports,https://static-cdn.jtvnw.net/jtv_user_pictures/team-alphaesports-team_logo_image-ee371228ed1cb194-300x300.jpeg,Alpha eSports,1 members
/team/inven,/theme/images/avatar.png,Inven,1 members
/team/whalefamily,/theme/images/avatar.png,WHALE FAMILY,1 members
/team/rivalgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-rivalgaming-team_logo_image-5f9796f9cc40f4e0-300x300.png,Rival Gaming,1 members
/team/team_kohai,https://static-cdn.jtvnw.net/jtv_user_pictures/team-team_kohai-team_logo_image-dfe10fdc64b4f9fb-300x300.png,Team Kōhai,1 members
/team/spadebrigade,https://static-cdn.jtvnw.net/jtv_user_pictures/team-spadebrigade-team_logo_image-8ef4512a054848be-300x300.png,The Spade Brigade,1 members
/team/carolinagamessummit,https://static-cdn.jtvnw.net/jtv_user_pictures/team-carolinagamessummit-team_logo_image-ec900e32141bbcaf-300x300.jpeg,CGS,1 members
/team/epicstreamteam,https://static-cdn.jtvnw.net/jtv_user_pictures/team-epicstreamteam-team_logo_image-00432ca9163506bf-300x300.png,Epic Stream Team,1 members
/team/rlestv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-rlestv-team_logo_image-3afc0d8060404db8-300x300.png,RLES TV,1 members
/team/csadria,https://static-cdn.jtvnw.net/jtv_user_pictures/team-csadria-team_logo_image-93b27a703e2caa78-300x300.png,CS Adria,1 members
/team/ravensoce,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ravensoce-team_logo_image-747d86520da23381-300x300.jpeg,Ravens Esports,1 members
/team/unitdeific,https://static-cdn.jtvnw.net/jtv_user_pictures/team-unitdeific-team_logo_image-0d6356b180a6da52-300x300.jpeg,TeXans,1 members
/team/synthesis,/theme/images/avatar.png,Synthesis,1 members
/team/epin,https://static-cdn.jtvnw.net/jtv_user_pictures/team-epin-team_logo_image-ede7606078444ea2-300x300.png,Epin.com.tr,1 members
/team/esportal,https://static-cdn.jtvnw.net/jtv_user_pictures/team-esportal-team_logo_image-24fa05148d13c4c1-300x300.png,esportal,1 members
/team/cnb,https://static-cdn.jtvnw.net/jtv_user_pictures/team-cnb-team_logo_image-2ee5b4ab0f5533d6-300x300.jpeg,CNB HyperX,1 members
/team/g2esportsacademy,/theme/images/avatar.png,G2 Esports Academy,1 members
/team/deadchannels,/theme/images/avatar.png,Dead Channels,1 members
/team/hilvlgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-hilvlgaming-team_logo_image-3d426ec7608054f3-300x300.png,HILVL Gaming,1 members
/team/thelevelupnetwork,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thelevelupnetwork-team_logo_image-20a99e1cb3fd7a0d-300x300.png,The Level Up Network,1 members
/team/ee,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ee-team_logo_image-0b11c7388c7a1401-300x300.png,EE Network,1 members
/team/value,https://static-cdn.jtvnw.net/jtv_user_pictures/team-value-team_logo_image-f665ac456a145939-300x300.png,The Value Express,1 members
/team/quality,/theme/images/avatar.png,Quality Options,1 members
/team/gsngaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gsngaming-team_logo_image-bfe5dbedc118b5a7-300x300.png,GSN Gaming,1 members
/team/mousecontrol,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mousecontrol-team_logo_image-74f9dcda6fb6945e-300x300.png,Mouse Control,1 members
/team/thetable,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thetable-team_logo_image-a5111bc327230367-300x300.png,The Table,1 members
/team/zesttv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-zesttv-team_logo_image-b029d52f07b43ee3-300x300.png,ZestTV,1 members
/team/gbots,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gbots-team_logo_image-c634cf699b5b37a3-300x300.jpeg,gBots,1 members
/team/murderinc,/theme/images/avatar.png,Murder Inc.,1 members
/team/mnmgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mnmgaming-team_logo_image-df299b9f67aeded4-300x300.png,MnM Gaming,1 members
/team/thenetherrealm,/theme/images/avatar.png,The NetherRealm,1 members
/team/leapingtiger,https://static-cdn.jtvnw.net/jtv_user_pictures/team-leapingtiger-team_logo_image-ac56feb15973b7e3-300x300.png,Leaping Tiger,1 members
/team/primecuts,https://static-cdn.jtvnw.net/jtv_user_pictures/team-primecuts-team_logo_image-52435de57bb60105-300x300.png,Prime Cuts,1 members
/team/sportsgamers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-sportsgamers-team_logo_image-37afcfaee3dcefe3-300x300.jpeg,Sports Streamer Network,1 members
/team/clenchclub,/theme/images/avatar.png,Clench Club,1 members
/team/laforet,/theme/images/avatar.png,La Forêt,1 members
/team/theelite,https://static-cdn.jtvnw.net/jtv_user_pictures/team-theelite-team_logo_image-94f2e819bd7b1779-300x300.png,The-Elite,1 members
/team/akvaryumtivi,https://static-cdn.jtvnw.net/jtv_user_pictures/team-akvaryumtivi-team_logo_image-258b2850543fd05b-300x300.png,Akvaryum Tivi,1 members
/team/eic,https://static-cdn.jtvnw.net/jtv_user_pictures/team-eic-team_logo_image-bea31ee6643023ad-300x300.jpeg,ESL Italian Championship,1 members
/team/wuali,https://static-cdn.jtvnw.net/jtv_user_pictures/team-wuali-team_logo_image-f7743bf5a5180d15-300x300.png,WUALI,1 members
/team/germansurvivalteam,/theme/images/avatar.png,German Survival Team,1 members
/team/gzone,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gzone-team_logo_image-382a0b2110775ea9-300x300.png,Comunidad Gzone,1 members
/team/criticalstriketv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-criticalstriketv-team_logo_image-fbbda838cd4b1cef-300x300.png,Critical Strike TV,1 members
/team/elysium,https://static-cdn.jtvnw.net/jtv_user_pictures/team-elysium-team_logo_image-7e9f0b1b63fac561-300x300.png,Focus,1 members
/team/gamekings,https://static-cdn.jtvnw.net/jtv_user_pictures/team-gamekings-team_logo_image-5515426062709199-300x300.jpeg,Gamekings,1 members
/team/gurkendiebe,/theme/images/avatar.png,Die Gurkendiebe,1 members
/team/tinker,https://static-cdn.jtvnw.net/jtv_user_pictures/team-tinker-team_logo_image-906cd787c340cd8e-300x300.png,Team TinkeR,1 members
/team/impulsegaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-impulsegaming-team_logo_image-3297f5be6bc1080f-300x300.png,Impulse Gaming,1 members
/team/spanishgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-spanishgaming-team_logo_image-a2d1128815378879-300x300.jpeg,Spanish Gaming,1 members
/team/youcraft,https://static-cdn.jtvnw.net/jtv_user_pictures/team-youcraft-team_logo_image-1e87351af1418e46-300x300.png,YouCraft Team,1 members
/team/thearena,/theme/images/avatar.png,The Arena,1 members
/team/exekution,https://static-cdn.jtvnw.net/jtv_user_pictures/team-exekution-team_logo_image-f8d852c864fc41ea-300x300.jpeg,EXEKUTION,1 members
/team/bx3ek,/theme/images/avatar.png,BX3 Elektroniske Sportsklubb,1 members
/team/grytgaming,/theme/images/avatar.png,Gryt Gaming,1 members
/team/tst,https://static-cdn.jtvnw.net/jtv_user_pictures/team-tst-team_logo_image-f2bc7f05e0257b33-300x300.jpeg,Tabletop Stream Team,1 members
/team/bronzesq,https://static-cdn.jtvnw.net/jtv_user_pictures/team-bronzesq-team_logo_image-3fda1a955b82cc33-300x300.png,Bronze Squad,1 members
/team/aphgamingasd,https://static-cdn.jtvnw.net/jtv_user_pictures/team-aphgamingasd-team_logo_image-cf7485dc10bf8a86-300x300.png,APH Gaming A.S.D.,1 members
/team/t3c,https://static-cdn.jtvnw.net/jtv_user_pictures/team-t3c-team_logo_image-f85bb31ebefea673-300x300.jpeg,The Editing Community,1 members
/team/nixgravisgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-nixgravisgaming-team_logo_image-3b2525d153610d1e-300x300.png,Nix Gravis Gaming,1 members
/team/nojamgers,/theme/images/avatar.png,NOJAMGERS,1 members
/team/ig,/theme/images/avatar.png,Immortal Gaming,1 members
/team/rgnpartnerpush,https://static-cdn.jtvnw.net/jtv_user_pictures/team-rgnpartnerpush-team_logo_image-3186128e44024b50-300x300.png,RGN Partner Push,1 members
/team/teamnp,/theme/images/avatar.png,Team NP,1 members
/team/superunique,/theme/images/avatar.png,Super Unique,1 members
/team/thegrumbodians,https://static-cdn.jtvnw.net/jtv_user_pictures/team-thegrumbodians-team_logo_image-e2a6dd5668671e2a-300x300.png,The Grumbodians,1 members
/team/reedpop,https://static-cdn.jtvnw.net/jtv_user_pictures/team-reedpop-team_logo_image-dd03875ab5ca6a7a-300x300.png,ReedPOP,1 members
/team/sxswgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-sxswgaming-team_logo_image-521fd8ef4ca72210-300x300.png,SXSW Gaming,1 members
/team/trifecta,https://static-cdn.jtvnw.net/jtv_user_pictures/team-trifecta-team_logo_image-80df72939544e211-300x300.png,Trifecta,1 members
/team/nogg,/theme/images/avatar.png,No GG,1 members
/team/ngc,https://static-cdn.jtvnw.net/jtv_user_pictures/team-ngc-team_logo_image-ea25d2a826de01cb-300x300.png,Nimble Gamers,1 members
/team/bunnies,/theme/images/avatar.png,TeamBunnies,1 members
/team/earthrootgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-earthrootgaming-team_logo_image-983acae7c0f11e22-300x300.png,Earthroot Gaming,1 members
/team/teammongoose,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teammongoose-team_logo_image-429498c58d7e4bf2-300x300.png,Team Mongoose,1 members
/team/summonerscafe,https://static-cdn.jtvnw.net/jtv_user_pictures/team-summonerscafe-team_logo_image-c9890a155cdb2bdf-300x300.jpeg,Summoner's Cafe,1 members
/team/teamleisure,https://static-cdn.jtvnw.net/jtv_user_pictures/team-teamleisure-team_logo_image-114594032c00f86c-300x300.png,Team Leisure,1 members
/team/lastrites,https://static-cdn.jtvnw.net/jtv_user_pictures/team-lastrites-team_logo_image-6128c4cdddcdc762-300x300.png,Last Rites,1 members
/team/splh,https://static-cdn.jtvnw.net/jtv_user_pictures/team-splh-team_logo_image-43c56b7b1bd6c68b-300x300.png,Sgt. Pepper's Lonely Hearts club,1 members
/team/n4gtv,https://static-cdn.jtvnw.net/jtv_user_pictures/team-n4gtv-team_logo_image-c3c0bf5dea8e4ab0-300x300.jpeg,N4Gtv - YouTube Partnership Netw,1 members
/team/rpi,https://static-cdn.jtvnw.net/jtv_user_pictures/team-rpi-team_logo_image-5cb93c9ed31ab949-300x300.png,RPI,1 members
/team/pubstompers,https://static-cdn.jtvnw.net/jtv_user_pictures/team-pubstompers-team_logo_image-92990b1a39a2e578-300x300.png,PubStompersINC,1 members
/team/sbg,/theme/images/avatar.png,Strictly Better Gaming,1 members
/team/liquorlounge,https://static-cdn.jtvnw.net/jtv_user_pictures/team-liquorlounge-team_logo_image-b7ac3066529c7ac4-300x300.png,The Liquor Lounge,1 members
/team/playershub,https://static-cdn.jtvnw.net/jtv_user_pictures/team-playershub-team_logo_image-406513fd1b07b0c2-300x300.jpeg,PlayersHUB,1 members
/team/rosecrusaders,https://static-cdn.jtvnw.net/jtv_user_pictures/team-rosecrusaders-team_logo_image-baa79debfd491cae-300x300.jpeg,Rose Crusaders,1 members
/team/theempirestreamsback,/theme/images/avatar.png,The Empire Streams Back,1 members
/team/glacier,/theme/images/avatar.png,The Glacier,1 members
/team/zowie,https://static-cdn.jtvnw.net/jtv_user_pictures/team-zowie-team_logo_image-5006ba4e6c17df9b-300x300.jpeg,Twitch Sydney Community,1 members
/team/elgatogaming,/theme/images/avatar.png,Elgato Gaming Stream Team,1 members
/team/bfni,/theme/images/avatar.png,Brute Force & Ignorance,1 members
/team/cognitivegaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-cognitivegaming-team_logo_image-632b434364fe6112-300x300.png,COGnitive Gaming,1 members
/team/titan,/theme/images/avatar.png,Titan,1 members
/team/mercilessgaming,https://static-cdn.jtvnw.net/jtv_user_pictures/team-mercilessgaming-team_logo_image-9007da0c4f641fe0-300x300.png,Merciless Gaming,1 members
/team/dutchstreamteam,/theme/images/avatar.png,DutchStreamTeam,1 members
/team/impulseesports,/theme/images/avatar.png,Impulse eSports,1 members
/team/nosleep,/theme/images/avatar.png,No Sleep,1 members
/team/karma,https://static-cdn.jtvnw.net/jtv_user_pictures/team-karma-team_logo_image-e3eea5f768d2a63e-300x300.jpeg,Ultrawide,1 members
/team/butzempire,https://static-cdn.jtvnw.net/jtv_user_pictures/team-butzempire-team_logo_image-2e9ac6d9908514a5-300x300.png,B.U.T.Z. Empire,1 members
/team/decimus,https://static-cdn.jtvnw.net/jtv_user_pictures/team-decimus-team_logo_image-536bfbc6916129a4-300x300.jpeg,Decimus,1 members
/team/plg,/theme/images/avatar.png,PLG,1 members
