title,clue,date,year,answer,day
 ,Bums, March 9, 2015,HOBOS, Monday
 ,Rat-a-tat-tat, March 12, 2015,GUNFIRE, Thursday
 ,Stinging insects, March 12, 2015,FIREANTS, Thursday
 ,Inter, March 12, 2015,ENTOMB, Thursday
MAKING CONNECTIONS,Shakespeare's world?, March 15, 2015,ASTAGE, Sunday
MAKING CONNECTIONS,Proven, March 15, 2015,TESTED, Sunday
MAKING CONNECTIONS,Japanese porcelain, March 15, 2015,IMARI, Sunday
MAKING CONNECTIONS,A drag, March 15, 2015,NOFUN, Sunday
MAKING CONNECTIONS,___ acid (vitamin B9), March 15, 2015,FOLIC, Sunday
MAKING CONNECTIONS,Interlocking piece, March 15, 2015,COG, Sunday
MAKING CONNECTIONS,Became peeved, March 15, 2015,GOTSORE, Sunday
 ,Encyclopedia volume on wealth accumulation?, March 19, 2015,RAGSTORICHES, Thursday
 ,URL ending, March 19, 2015,EDU, Thursday
 ,The last Pope Pius, March 19, 2015,XII, Thursday
 ,XY, March 19, 2015,MALE, Thursday
THE IN CROWD,Exposed, June 14, 2015,OUTED, Sunday
THE IN CROWD,Not look forward to at all, June 14, 2015,DREAD, Sunday
 ,"Simon who won a Tony for writing ""The Odd Couple""", March 16, 2015,NEIL, Monday
 ,Vacillate, March 16, 2015,WAVER, Monday
 ,Top TV honors, March 16, 2015,EMMYS, Monday
 ,Chance for getting a hit, July 28, 2015,ATBAT, Tuesday
 ,Patisserie pastry, March 9, 2015,ECLAIR, Monday
 ,Need on a sinking ship, March 9, 2015,LIFERAFT, Monday
 ,N.Y.C.'s Penn ___: Abbr., March 9, 2015,STA, Monday
 ,What a sleeve covers, March 9, 2015,ARM, Monday
 ,Inter ___ (European soccer powerhouse), March 12, 2015,MILAN, Thursday
 ,Things you don't want on your license: Abbr., March 12, 2015,PTS, Thursday
 ,Island in the Aegean, March 12, 2015,IOS, Thursday
MAKING CONNECTIONS,Oil-rich land ruled by a sultan, March 15, 2015,BRUNEI, Sunday
MAKING CONNECTIONS,Writer Nin, March 15, 2015,ANAIS, Sunday
 ,"""Since ___ You Baby"" (1956 hit)", March 19, 2015,IMET, Thursday
 ,Fragrance from Dana Perfumes, March 19, 2015,TABU, Thursday
 ,Well aware of, March 19, 2015,INON, Thursday
 ,1979 #1 hit whose title is sung with a stutter, March 19, 2015,MYSHARONA, Thursday
 ,Stadium cry, March 19, 2015,OLE, Thursday
THE IN CROWD,Play ___ with (harm), June 14, 2015,HOB, Sunday
THE IN CROWD,Standard deviation symbol, June 14, 2015,SIGMA, Sunday
THE IN CROWD,Desiccate, June 14, 2015,PARCH, Sunday
THE IN CROWD,Where It.'s at, June 14, 2015,EUR, Sunday
THE IN CROWD,Truman's Missouri birthplace, June 14, 2015,LAMAR, Sunday
 ,Soul singer Redding, March 16, 2015,OTIS, Monday
 ,"U.F.O. crew, supposedly", March 16, 2015,ETS, Monday
 ,"Words With Friends, e.g.", March 16, 2015,APP, Monday
 ,TV exec Moonves, March 16, 2015,LES, Monday
 ,"Not yet posted, on a sked", July 28, 2015,TBA, Tuesday
 ,Dwarf planet between Mars and Jupiter, July 28, 2015,CERES, Tuesday
 ,Chess player's warning, July 28, 2015,CHECK, Tuesday
 ,90-degree turn, July 28, 2015,ELL, Tuesday
 ,Like autumn air or a fresh apple, July 28, 2015,CRISP, Tuesday
 ,"Thurman of ""Pulp Fiction""", March 9, 2015,UMA, Monday
 ,New Jersey's Fort ___, March 12, 2015,DIX, Thursday
 ,Great ___, March 12, 2015,APE, Thursday
 ,Actor Ed, March 12, 2015,ASNER, Thursday
 ,Real imp, March 12, 2015,TERROR, Thursday
MAKING CONNECTIONS,Pair of fins, March 15, 2015,TENNER, Sunday
MAKING CONNECTIONS,Bits of music, March 15, 2015,STRAINS, Sunday
MAKING CONNECTIONS,Atty. gen.'s employer, March 15, 2015,DOJ, Sunday
 ,Sheets on a ship, March 19, 2015,SAILS, Thursday
 ,"Mandela's political party, for short", March 19, 2015,ANC, Thursday
 ,Bugs might be seen in one, March 19, 2015,CEL, Thursday
 ,Kitchen tool, March 19, 2015,GRATER, Thursday
THE IN CROWD,Third-class, June 14, 2015,POOR, Sunday
THE IN CROWD,"Dick ___, Pro Football Hall of Fame coach who popularized the zone blitz", June 14, 2015,LEBEAU, Sunday
 ,"Close, as a community", July 28, 2015,TIGHTKNIT, Tuesday
 ,Utter coward, July 28, 2015,POLTROON, Tuesday
 ,"Playing with matches, e.g.", July 28, 2015,NONO, Tuesday
 ,Ominous outlook, March 9, 2015,TROUBLEAHEAD, Monday
 ,Wahine's greeting, March 9, 2015,ALOHA, Monday
 ,Start shooting, March 12, 2015,OPENFIRE, Thursday
MAKING CONNECTIONS,Word with get or smart, March 15, 2015,SET, Sunday
MAKING CONNECTIONS,Some ski resort rentals, March 15, 2015,CONDOS, Sunday
MAKING CONNECTIONS,Throb, March 15, 2015,PULSATE, Sunday
MAKING CONNECTIONS,"City about 100 miles ENE of Cleveland, O.", March 15, 2015,ERIEPA, Sunday
MAKING CONNECTIONS,"Paper featured in the documentary ""Page One,"" for short", March 15, 2015,NYT, Sunday
MAKING CONNECTIONS,No. often between 15 and 50, March 15, 2015,SPF, Sunday
MAKING CONNECTIONS,"Belligerent, in Britspeak", March 15, 2015,AGGRO, Sunday
 ,Title ship in a W.W. II film, March 19, 2015,CAINE, Thursday
 ,Hidden, March 19, 2015,INNER, Thursday
 ,They sometimes come in batteries, March 19, 2015,TESTS, Thursday
 ,"""Got that""", March 19, 2015,COPY, Thursday
 ,Ladylike, March 11, 2015,WOMANISH, Wednesday
THE IN CROWD,Felon at a campground?, June 14, 2015,CRIMINALINTENT, Sunday
THE IN CROWD,Least active, June 14, 2015,IDLEST, Sunday
THE IN CROWD,In the future, June 14, 2015,TOCOME, Sunday
 ,Aaron who was vice president under Jefferson, July 28, 2015,BURR, Tuesday
 ,"Released, as from jail", July 28, 2015,SPRUNG, Tuesday
 ,"""Sic 'em!""", July 28, 2015,ATTACK, Tuesday
 ,Kickoff, July 28, 2015,START, Tuesday
 ,"Jules who wrote ""Around the World in 80 Days""", July 28, 2015,VERNE, Tuesday
 ,Poet Cassady who was a friend of Jack Kerouac, March 9, 2015,NEAL, Monday
 ,Polygraph detection, March 9, 2015,LIE, Monday
 ,Garnishes for Coronas, March 9, 2015,LIMES, Monday
 ,Many a calendar beefcake, March 12, 2015,FIREMAN, Thursday
 ,"""Heaven's ___ vault, / Studded with stars unutterably bright"": Shelley", March 12, 2015,EBON, Thursday
 ,Impossible to fail, March 12, 2015,SUREFIRE, Thursday
 ,Warning before a detonation ... and a hint to 16 of this puzzle's answers, March 12, 2015,FIREINTHEHOLE, Thursday
 ,"Goes on Safari, say", March 12, 2015,BROWSES, Thursday
MAKING CONNECTIONS,Three on a 6, March 15, 2015,MNO, Sunday
MAKING CONNECTIONS,Poorly, March 15, 2015,ILL, Sunday
MAKING CONNECTIONS,Go poof, March 15, 2015,VANISH, Sunday
MAKING CONNECTIONS,Without variation, March 15, 2015,EVENLY, Sunday
MAKING CONNECTIONS,Get educated (on), March 15, 2015,READUP, Sunday
 ,Word of pardon, March 19, 2015,AHEM, Thursday
 ,White sheet, March 19, 2015,SNOW, Thursday
 ,Decline in prices, March 19, 2015,SAG, Thursday
 ,Country singer Phillips, March 19, 2015,STU, Thursday
 ,"Like the bodies snatched in ""Invasion of the Body Snatchers""", March 11, 2015,CLONED, Wednesday
 ,Miami suburb, March 11, 2015,OPALOCKA, Wednesday
 ,"""So-o-o nice!""", March 11, 2015,OOLALA, Wednesday
 ,Something that's just not done at the dinner table?, March 11, 2015,RAREMEAT, Wednesday
 ,Salad bar item, March 11, 2015,RADISH, Wednesday
THE IN CROWD,New parent's purchase, June 14, 2015,LAYETTE, Sunday
THE IN CROWD,Early online forum, June 14, 2015,USENET, Sunday
 ,Shudder-inducing feeling, July 28, 2015,THECREEPS, Tuesday
 ,"Here, in Arles", July 28, 2015,ICI, Tuesday
 ,Does the crawl or butterfly, July 28, 2015,SWIMS, Tuesday
 ,CBS show set in Vegas, July 28, 2015,CSI, Tuesday
 ,Played some b-ball, July 28, 2015,SHOTHOOPS, Tuesday
 ,Org. that might garnish your wages, March 9, 2015,IRS, Monday
 ,Double doubles?, March 12, 2015,HOMERS, Thursday
 ,Ripley-esque, March 12, 2015,ODD, Thursday
 ,Impulse transmitter, March 12, 2015,AXON, Thursday
 ,One working for Kansas or Alabama, March 12, 2015,ROADIE, Thursday
MAKING CONNECTIONS,More outr, March 15, 2015,ODDER, Sunday
MAKING CONNECTIONS,Memorable mission, March 15, 2015,ALAMO, Sunday
MAKING CONNECTIONS,Disinfecting Wipes brand, March 15, 2015,LYSOL, Sunday
MAKING CONNECTIONS,Like light that causes chemical change, March 15, 2015,ACTINIC, Sunday
 ,"""Frozen"" character who sings ""Let It Go""", March 11, 2015,ELSA, Wednesday
 ,@, March 11, 2015,ATSIGN, Wednesday
 ,___ tats-Unis, March 11, 2015,LES, Wednesday
THE IN CROWD,Night lights, June 14, 2015,NEONS, Sunday
THE IN CROWD,Lowlifes, June 14, 2015,SLEAZES, Sunday
THE IN CROWD,Slaughterhouse scraps, June 14, 2015,OFFAL, Sunday
THE IN CROWD,Green, June 14, 2015,NAIVE, Sunday
THE IN CROWD,"Live in squalor, informally", June 14, 2015,PIGIT, Sunday
 ,144, July 28, 2015,GROSS, Tuesday
 ,Singer/songwriter Wainwright, July 28, 2015,RUFUS, Tuesday
 ,Lowly soldiers, July 28, 2015,GRUNTS, Tuesday
 ,Car club freebie, July 28, 2015,AAAMAP, Tuesday
 ,Posh, March 9, 2015,SWANK, Monday
 ,Org. that inveighs against smoking, March 9, 2015,AMA, Monday
 ,Bushels per ___ (farm measure), March 9, 2015,ACRE, Monday
 ,"Nick of ""Affliction""", March 9, 2015,NOLTE, Monday
 ,Paris's ___ de Rome, March 12, 2015,RUE, Thursday
 ,Excitement, March 12, 2015,LIFE, Thursday
 ,"Valuable violins, for short", March 12, 2015,STRADS, Thursday
 ,Ludd from whom Luddites got their name, March 12, 2015,NED, Thursday
 ,Grammy-winning James, March 12, 2015,ETTA, Thursday
MAKING CONNECTIONS,"""Gladiator"" locale", March 15, 2015,ARENA, Sunday
MAKING CONNECTIONS,Resistance, March 15, 2015,PUSHBACK, Sunday
MAKING CONNECTIONS,"""Gladiator,"" for one", March 15, 2015,EPIC, Sunday
MAKING CONNECTIONS,Smirnoff of comedy, March 15, 2015,YAKOV, Sunday
MAKING CONNECTIONS,"""___ Como Va"" (Santana hit)", March 15, 2015,OYE, Sunday
 ,Census information, March 11, 2015,SEX, Wednesday
 ,Traffic problem, March 11, 2015,TIEUP, Wednesday
 ,Stinkbugs and others, March 11, 2015,PESTS, Wednesday
THE IN CROWD,Secretary of state after Ed Muskie, June 14, 2015,ALHAIG, Sunday
THE IN CROWD,Wall Street order, June 14, 2015,PUT, Sunday
THE IN CROWD,"Tenor in ""The Flying Dutchman""", June 14, 2015,ERIK, Sunday
THE IN CROWD,Back away from, June 14, 2015,RENEGEON, Sunday
THE IN CROWD,"Might have, informally", June 14, 2015,COULDA, Sunday
 ,Monks' titles, July 28, 2015,FRAS, Tuesday
 ,"Meat, potato and vegetable dish", July 28, 2015,STEW, Tuesday
 ,Sudden floods, July 28, 2015,FRESHETS, Tuesday
 ,King who led Spain into the Thirty Years' War, July 28, 2015,PHILIPIII, Tuesday
 ,Essential parts, July 28, 2015,PITHS, Tuesday
 ,"""'Fraid not""", March 9, 2015,SORRYCHARLIE, Monday
 ,Mauna ___ (Hawaii landmark), March 10, 2015,KEA, Tuesday
 ,"""Most definitely!""", March 12, 2015,YESYES, Thursday
MAKING CONNECTIONS,Cold, March 15, 2015,UNCARING, Sunday
MAKING CONNECTIONS,Country singer Kenny, March 15, 2015,CHESNEY, Sunday
MAKING CONNECTIONS,Grandeur, March 15, 2015,MAJESTY, Sunday
MAKING CONNECTIONS,"""Mazel ___!""", March 15, 2015,TOV, Sunday
MAKING CONNECTIONS,Bottom sirloin cut of beef, March 15, 2015,TRITIP, Sunday
MAKING CONNECTIONS,Made out, March 15, 2015,NECKED, Sunday
 ,Crunch beneficiaries, March 11, 2015,ABS, Wednesday
 ,Reacts to gravity, March 11, 2015,DROPS, Wednesday
 ,"""___ is to console those who are broken by life"": Van Gogh", March 11, 2015,ART, Wednesday
 ,Couch potato's holder, March 11, 2015,TVTRAY, Wednesday
 ,"""On cloud nine"" feeling", March 11, 2015,GLEE, Wednesday
THE IN CROWD,Blow off steam?, June 14, 2015,HISS, Sunday
THE IN CROWD,Flight stat., June 14, 2015,ALT, Sunday
THE IN CROWD,Spiral seashells, June 14, 2015,TRITONS, Sunday
THE IN CROWD,Fed up with, June 14, 2015,SICKOF, Sunday
THE IN CROWD,Go for ___ (swim), June 14, 2015,ADIP, Sunday
 ,Tic-tac-toe winner, July 28, 2015,OOO, Tuesday
 ,Poetic time of day, March 9, 2015,EEN, Monday
 ,Drink ver-r-ry slowly, March 9, 2015,SIP, Monday
 ,Barbed comments, March 10, 2015,JABS, Tuesday
 ,Shade of blue, March 10, 2015,COBALT, Tuesday
 ,Head, March 12, 2015,LAV, Thursday
 ,Diagonally, March 12, 2015,ONASLANT, Thursday
 ,"Letter writing and sentence diagramming, it's said", March 12, 2015,LOSTARTS, Thursday
 ,"""Yep, sounds about right!""", March 12, 2015,IDSAYSO, Thursday
 ,Races, March 12, 2015,TEARS, Thursday
 ,Loads, March 12, 2015,ASLEW, Thursday
MAKING CONNECTIONS,One who takes the bull by the horns, March 15, 2015,TORERO, Sunday
MAKING CONNECTIONS,Plant part, March 15, 2015,SEPAL, Sunday
 ,Metro : Washington :: ___ : San Francisco, March 11, 2015,BART, Wednesday
THE IN CROWD,It might allow a student to avoid detention, June 14, 2015,LATEPASS, Sunday
THE IN CROWD,"Vituperate, informally", June 14, 2015,CUSSAT, Sunday
THE IN CROWD,Best blood type for a transfusion recipient, June 14, 2015,ABPOSITIVE, Sunday
THE IN CROWD,Toy blowgun, June 14, 2015,PEASHOOTER, Sunday
 ,Henhouse perch, July 28, 2015,ROOST, Tuesday
 ,Snobbish sort, July 28, 2015,SNOOT, Tuesday
 ,Nashville sch., July 28, 2015,TSU, Tuesday
 ,Unlikely juggler, July 28, 2015,KLUTZ, Tuesday
 ,Wildebeests, July 28, 2015,GNUS, Tuesday
 ,Statute, March 9, 2015,ACT, Monday
 ,"Bedridden, maybe", March 10, 2015,ILL, Tuesday
 ,Grander than grand, March 10, 2015,EPIC, Tuesday
 ,Thorny tree, March 10, 2015,ACACIA, Tuesday
 ,Big inits. in Las Vegas, March 12, 2015,MGM, Thursday
 ,Scorpion or tick, March 12, 2015,ARACHNID, Thursday
 ,Metaphor for quick-spreading success, March 12, 2015,WILDFIRE, Thursday
 ,British W.W. II plane, March 12, 2015,SPITFIRE, Thursday
 ,"""Star Wars"" name", March 12, 2015,OBIWAN, Thursday
MAKING CONNECTIONS,"Turns a different shade, say", March 15, 2015,DYES, Sunday
MAKING CONNECTIONS,Alternatively, March 15, 2015,ELSE, Sunday
 ,Tailgate dish, March 11, 2015,CHILI, Wednesday
 ,It goes from Carndonagh to Skibbereen, March 11, 2015,EIRE, Wednesday
 ,Symbol on Captain America's shield, March 11, 2015,STAR, Wednesday
 ,It might have a stirring part, March 11, 2015,RECIPE, Wednesday
 ,Word with flour or milk, March 11, 2015,SOY, Wednesday
THE IN CROWD,Summer hours in L.A., June 14, 2015,PDT, Sunday
THE IN CROWD,Recovers from, June 14, 2015,GETSOVER, Sunday
THE IN CROWD,Raspberry, June 14, 2015,JEER, Sunday
THE IN CROWD,Any member of One Direction, June 14, 2015,TEENIDOL, Sunday
 ,Letters on a Soyuz rocket, July 28, 2015,CCCP, Tuesday
 ,One who may be a lifesaver, July 28, 2015,HERO, Tuesday
 ,Seed cover, July 28, 2015,ARIL, Tuesday
 ,Nuclear treaty provision, July 28, 2015,TESTBAN, Tuesday
 ,Person with lines, July 28, 2015,ACTOR, Tuesday
 ,"""So what's the story""", March 9, 2015,CLUEMEIN, Monday
 ,Bookie's customer, March 9, 2015,BETTOR, Monday
 ,"Preferred airplane seating, for some", March 9, 2015,AISLE, Monday
 ,"Entertainment found at the start of the answer to 17-, 21-, 27-, 45- or 54-Across", March 9, 2015,BOARDGAME, Monday
 ,Like express mail vis--vis regular mail, March 10, 2015,SPEEDIER, Tuesday
 ,Woodchuck or chinchilla, March 12, 2015,RODENT, Thursday
 ,Caches, March 12, 2015,STORES, Thursday
 ,Jab or jibe, March 12, 2015,DIG, Thursday
MAKING CONNECTIONS,"Sleipnir's master, in myth", March 15, 2015,ODIN, Sunday
MAKING CONNECTIONS,Drunk's favorite radio station?, March 15, 2015,WINO, Sunday
MAKING CONNECTIONS,"App creator, perhaps: Abbr.", March 15, 2015,ENGR, Sunday
MAKING CONNECTIONS,Uncertainties, March 15, 2015,IFS, Sunday
MAKING CONNECTIONS,'60s war zone, March 15, 2015,NAM, Sunday
MAKING CONNECTIONS,Back the other way, March 15, 2015,FRO, Sunday
3.1415926 ...,"Exploit, e.g.", March 8, 2015,ACT, Sunday
 ,Like some ships at harbor, March 11, 2015,TOWED, Wednesday
THE IN CROWD,Frost-covered, June 14, 2015,RIMY, Sunday
 ,Slender, July 28, 2015,THIN, Tuesday
 ,"Say ""Ple-e-ease ...,"" say", July 28, 2015,BEG, Tuesday
 ,Berliner's exclamation, July 28, 2015,ACH, Tuesday
 ,Traveler's purchase: Abbr., July 28, 2015,TKT, Tuesday
 ,Clean one's feathers, March 9, 2015,PREEN, Monday
 ,Cutting-edge brand?, March 9, 2015,ATRA, Monday
 ,Ayatollah's home, March 9, 2015,IRAN, Monday
 ,Noted Big Apple restaurateur, March 9, 2015,SARDI, Monday
 ,Frequent targets of fan heckling, March 9, 2015,REFS, Monday
 ,Black Power symbol, March 9, 2015,FIST, Monday
 ,"Freedom fighters, e.g.", March 10, 2015,REBELS, Tuesday
 ,Pearl S. Buck heroine, March 12, 2015,OLAN, Thursday
 ,Tiniest complaint, March 12, 2015,PEEP, Thursday
 ,Belly, March 12, 2015,TUM, Thursday
 ,Failure, March 12, 2015,MISFIRE, Thursday
 ,Feature of a big outdoor party, March 12, 2015,BONFIRE, Thursday
MAKING CONNECTIONS,See 87-Across, March 15, 2015,ARE, Sunday
MAKING CONNECTIONS,Uptown dir. in N.Y.C., March 15, 2015,NNE, Sunday
MAKING CONNECTIONS,-: Abbr., March 15, 2015,NEG, Sunday
3.1415926 ...,Mountain cat, March 8, 2015,PUMA, Sunday
3.1415926 ...,All-___, March 8, 2015,PRO, Sunday
 ,Half of a candy duo, March 11, 2015,IKE, Wednesday
 ,Longtime New York Philharmonic conductor, March 11, 2015,MEHTA, Wednesday
 ,Things that may help you get out of a jam?, March 11, 2015,BEEPS, Wednesday
 ,Fifth-century invader, March 11, 2015,HUN, Wednesday
 ,"Independence in Washington, e.g.: Abbr.", March 11, 2015,AVE, Wednesday
THE IN CROWD,Bring forward, June 14, 2015,TROTOUT, Sunday
THE IN CROWD,Ticks off, June 14, 2015,ANGERS, Sunday
THE IN CROWD,Most-watched TV series of 2012-13, June 14, 2015,NCIS, Sunday
 ,Dovetail joint part, July 28, 2015,TENON, Tuesday
 ,Rapper's jewelry, July 28, 2015,BLING, Tuesday
 ,Choir voice, July 28, 2015,ALTO, Tuesday
 ,"Neaten, with ""up""", July 28, 2015,SPRUCE, Tuesday
 ,Many long PowerPoint presentations, March 9, 2015,BORES, Monday
 ,"Boot out, as a tenant", March 9, 2015,EVICT, Monday
 ,Electric car maker, March 9, 2015,TESLA, Monday
 ,"""Ed Wood"" actor", March 10, 2015,MARTINLANDAU, Tuesday
 ,"""Cmo ___?""", March 10, 2015,ESTA, Tuesday
 ,Primary supporter, March 10, 2015,MAINSTAY, Tuesday
 ,Tex-Mex dish, March 10, 2015,TOSTADA, Tuesday
 ,Like a hearth, March 12, 2015,FIRELIT, Thursday
 ,Emergency tool for breaking down doors, March 12, 2015,FIREAXE, Thursday
 ,Like Havarti cheese, March 12, 2015,SEMISOFT, Thursday
 ,Annual April celebration, March 12, 2015,ARBORDAY, Thursday
 ,"Relaxing in a cabana chair, maybe", March 12, 2015,POOLSIDE, Thursday
3.1415926 ...,Careen, March 8, 2015,TEAR, Sunday
3.1415926 ...,"""New Adventures in Hi-Fi"" band", March 8, 2015,REM, Sunday
 ,Cry from a whiny child, March 11, 2015,BUTWHY, Wednesday
 ,"""___ that""", March 11, 2015,TRUE, Wednesday
 ,Dark wine, March 11, 2015,MERLOT, Wednesday
 ,Aid provider since 1864 ... or a hint to this puzzle's shaded squares, March 11, 2015,REDCROSS, Wednesday
THE IN CROWD,"""S.N.L."" castmate of John, Dan and Gilda", June 14, 2015,LARAINE, Sunday
THE IN CROWD,Breakfast cereal, June 14, 2015,MUESLI, Sunday
THE IN CROWD,Degs. for future financiers, June 14, 2015,MBAS, Sunday
THE IN CROWD,Great Seal word, June 14, 2015,ORDO, Sunday
 ,Rockne of Notre Dame fame, July 28, 2015,KNUTE, Tuesday
 ,Mork's planet, July 28, 2015,ORK, Tuesday
 ,Parts of goblets, July 28, 2015,STEMS, Tuesday
 ,"Paul with the #1 hit ""Lonely Boy""", March 9, 2015,ANKA, Monday
 ,Pizza chain seen at many airports, March 9, 2015,SBARRO, Monday
 ,Electronics giant, March 10, 2015,TOSHIBA, Tuesday
 ,Big name in knives, March 10, 2015,GINSU, Tuesday
 ,Was in on, March 10, 2015,KNEW, Tuesday
 ,Typewriter part, March 10, 2015,PAPERCARRIAGE, Tuesday
 ,Seashore flier, March 12, 2015,ERNE, Thursday
 ,With a clean slate, March 12, 2015,ANEW, Thursday
 ,Hotfooted it, March 12, 2015,RAN, Thursday
 ,"Considers further, in a way", March 12, 2015,REHEARS, Thursday
3.1415926 ...,Thickness, March 8, 2015,PLY, Sunday
3.1415926 ...,Subject of a prophecy in Genesis, March 8, 2015,ESAU, Sunday
 ,Wandering, March 11, 2015,ERRANT, Wednesday
THE IN CROWD,Landlocked Asian land, June 14, 2015,LAOS, Sunday
THE IN CROWD,How most Campbell's soup comes, June 14, 2015,INACAN, Sunday
THE IN CROWD,Kid, June 14, 2015,JEST, Sunday
 ,Moneyed campaign orgs., July 28, 2015,PACS, Tuesday
 ,Grammar sch. basics, July 28, 2015,RRR, Tuesday
 ,Noah's construction, March 9, 2015,ARK, Monday
 ,Rind, March 9, 2015,PEEL, Monday
 ,Dress in Madras, March 9, 2015,SARI, Monday
 ,Thrown skyward, July 29, 2015,UPCAST, Wednesday
 ,"Who ""said knock you out,"" in an LL Cool J hit", March 10, 2015,MAMA, Tuesday
 ,Some tablets, March 10, 2015,IPADS, Tuesday
 ,"Karen of ""Little House on the Prairie""", March 10, 2015,GRASSLE, Tuesday
 ,Toadies, March 10, 2015,LAPDOGS, Tuesday
 ,"Squandered, as youth", March 10, 2015,MISSPENT, Tuesday
 ,Marvel supervillain Norman ___ a.k.a. the Green Goblin, March 12, 2015,OSBORN, Thursday
 ,Indiana rival, March 12, 2015,PURDUE, Thursday
 ,Lost some ground, March 12, 2015,ERODED, Thursday
 ,Kind of power, March 12, 2015,NTH, Thursday
 ,Tot's rocker, March 12, 2015,HORSY, Thursday
3.1415926 ...,Ad ___, March 8, 2015,REP, Sunday
3.1415926 ...,Eponymous Indian tribe, March 8, 2015,ERIE, Sunday
3.1415926 ...,Cry on the bridge, March 8, 2015,AYE, Sunday
3.1415926 ...,"The last one in, perhaps", March 8, 2015,ROTTENEGG, Sunday
 ,Providers of pilot programs, March 11, 2015,AIRBASES, Wednesday
THE IN CROWD,Satellite connections, June 14, 2015,UPLINKS, Sunday
THE IN CROWD,Longtime reality TV family on the E! channel, June 14, 2015,JENNERS, Sunday
 ,Top dog in Hollywood in the 1930s, July 23, 2015,ASTA, Thursday
 ,Hertz rival, July 28, 2015,AVIS, Tuesday
 ,"Silicon Valley field, for short", July 28, 2015,TECH, Tuesday
 ,"Peter, Paul &amp; Mary, e.g.", July 28, 2015,TRIO, Tuesday
 ,Conceptual framework, March 9, 2015,SCHEMA, Monday
 ,Parent of a zorse or a zonkey, July 29, 2015,ZEBRA, Wednesday
 ,"""Fresh Air"" network", July 29, 2015,NPR, Wednesday
 ,Knuckle to the head, July 29, 2015,NOOGIE, Wednesday
 ,Lop-___, July 29, 2015,EARED, Wednesday
 ,"""Hostel"" director Roth", July 29, 2015,ELI, Wednesday
 ,"Swamp menace, for short", March 10, 2015,CROC, Tuesday
 ,Expert on swings, March 10, 2015,BATTINGCOACH, Tuesday
 ,"59-Down, e.g.", March 10, 2015,RESORT, Tuesday
 ,Part of PG, March 10, 2015,PARENTAL, Tuesday
 ,Big story from a journalist, March 10, 2015,EXPOSE, Tuesday
 ,Act like an amateur?, March 12, 2015,EMOTE, Thursday
 ,"Chapter 11 event, maybe", March 12, 2015,FIRESALE, Thursday
 ,Building safety feature, March 12, 2015,FIREEXIT, Thursday
 ,Org. supporting Common Core, March 12, 2015,NEA, Thursday
 ,Slaloming shape, March 12, 2015,ESS, Thursday
3.1415926 ...,Toledo-to-Akron dir., March 8, 2015,ESE, Sunday
3.1415926 ...,"""Why is a raven like a writing desk?"" asker", March 8, 2015,MADHATTER, Sunday
3.1415926 ...,"Move quickly, as clouds", March 8, 2015,SCUD, Sunday
3.1415926 ...,Shames into action, March 8, 2015,GUILTTRIPS, Sunday
 ,Give the green light, March 11, 2015,SAYYES, Wednesday
 ,"Shakespearean character who says ""We are such stuff as dreams are made on""", March 11, 2015,PROSPERO, Wednesday
THE IN CROWD,"When there's ""darkness"" in a classic Arthur Koestler novel", June 14, 2015,ATNOON, Sunday
THE IN CROWD,"Sleepers, for short", June 14, 2015,PJS, Sunday
THE IN CROWD,Closet collection, June 14, 2015,OUTFITS, Sunday
THE IN CROWD,Featured musicians, June 14, 2015,SOLOISTS, Sunday
 ,Cans, July 23, 2015,JAILS, Thursday
 ,Zealot, July 23, 2015,ULTRA, Thursday
 ,Burst into flames, July 23, 2015,GOUP, Thursday
 ,Abrogate, July 23, 2015,ANNUL, Thursday
 ,Sends, July 28, 2015,SHIPS, Tuesday
 ,Aussie gambling game with coins, July 28, 2015,TWOUP, Tuesday
 ,"""Micro"" or ""macro"" subj.", July 28, 2015,ECON, Tuesday
 ,Call in place of a nudge, July 28, 2015,PSST, Tuesday
 ,Make a sibilant sound, July 28, 2015,SISS, Tuesday
 ,"Old-fashioned ""Yay!""", March 9, 2015,HOORAH, Monday
 ,"Pop group with a backward ""B"" in its name", March 9, 2015,ABBA, Monday
 ,"College lecturer, for short", March 9, 2015,PROF, Monday
 ,Toward sunrise, March 9, 2015,EAST, Monday
 ,Miss America toppers, March 9, 2015,TIARAS, Monday
 ,*It's divided into four zones in the contiguous U.S. states, July 29, 2015,STANDARDTIME, Wednesday
 ,"React to a stench, maybe", July 29, 2015,GAG, Wednesday
 ,New Jersey's ___ Center, March 10, 2015,IZOD, Tuesday
 ,"Before, to Byron", March 10, 2015,ERE, Tuesday
 ,Super ___ (summer toy), March 10, 2015,SOAKER, Tuesday
 ,Greek goddess seen on many trophies, March 10, 2015,NIKE, Tuesday
 ,Longtime Nascar sponsor, March 10, 2015,STP, Tuesday
3.1415926 ...,Puts on, March 8, 2015,ADDS, Sunday
3.1415926 ...,Darlings, March 8, 2015,DEARS, Sunday
3.1415926 ...,Cross, March 8, 2015,IRRITABLE, Sunday
3.1415926 ...,Confuse, March 8, 2015,BEFOG, Sunday
 ,Became threadbare, March 11, 2015,WORE, Wednesday
 ,Gem of a girl?, March 11, 2015,OPAL, Wednesday
 ,Twix maker, March 11, 2015,MARS, Wednesday
 ,Rays' div., March 11, 2015,ALEAST, Wednesday
 ,"Athos, Porthos or Aramis", March 11, 2015,NOM, Wednesday
