title,clue,date,year,answer,day
 ,Laugh, December 9, 2015,HAHA, Wednesday
 ,"""It's possible""", December 9, 2015,ISUPPOSE, Wednesday
 ,End of the Oxford English Dictionary, December 9, 2015,ZED, Wednesday
 ,Driveway material, December 9, 2015,GRAVEL, Wednesday
 ,Poet Pablo who won the 1971 Nobel Prize in Literature, December 9, 2015,NERUDA, Wednesday
 ,Old Testament patriarch, December 9, 2015,ADAM, Wednesday
 ,Lo mein vessel, December 9, 2015,WOK, Wednesday
 ,Partner of aid, December 9, 2015,ABET, Wednesday
 ,"Artsy-fartsy, say", December 9, 2015,LADIDA, Wednesday
 ,"And others, in footnotes", December 9, 2015,ETALII, Wednesday
 ,"Tallest player on the court, usually", December 9, 2015,CENTER, Wednesday
 ,Things to consider, December 9, 2015,ASPECTS, Wednesday
 ,"With 24-Across, item of western haberdashery", December 9, 2015,BOLO, Wednesday
 ,180s, December 9, 2015,UIES, Wednesday
 ,Gutter blockage in winter, December 9, 2015,ICEDAM, Wednesday
 ,Diamond nine, December 9, 2015,TEAM, Wednesday
 ,Anderson Cooper's channel, December 9, 2015,CNN, Wednesday
 ,Do a preplanting chore, December 9, 2015,HOE, Wednesday
 ,Totally destroy, December 9, 2015,TRASH, Wednesday
 ,Places to pin squirting flowers, December 9, 2015,LAPELS, Wednesday
 ,Like some doors or scales, December 9, 2015,SLIDING, Wednesday
 ,"Pricey British cars, for short", December 9, 2015,JAGS, Wednesday
 ,Permit to leave a country, December 9, 2015,EXITVISA, Wednesday
 ,Well put, December 9, 2015,APT, Wednesday
 ,The New Yorker cartoonist Chast, December 9, 2015,ROZ, Wednesday
 ,See 13-Across, December 9, 2015,INTO, Wednesday
 ,"Bring back to the Enterprise, say", December 9, 2015,BEAMUP, Wednesday
 ,"Introduce, as flavoring", December 9, 2015,INFUSE, Wednesday
 ,Arrive like fog, December 9, 2015,ROLLIN, Wednesday
 ,Home to Henry VIII's Catherine, December 9, 2015,ARAGON, Wednesday
 ,"Danced in a ""pit""", December 9, 2015,MOSHED, Wednesday
 ,Joke's target, December 9, 2015,BUTT, Wednesday
 ,Sends packing, December 9, 2015,CANS, Wednesday
 ,"Intuitive feeling, informally", December 9, 2015,VIBE, Wednesday
 ,Home of the Railroad Museum of Oklahoma, December 9, 2015,ENID, Wednesday
 ,"""Great Scott!""", December 9, 2015,EGAD, Wednesday
 ,Arcing shot, December 9, 2015,LOB, Wednesday
 ,"Where Forrest Gump fought, for short", December 9, 2015,NAM, Wednesday
 ,"Pirate's ""Stop!""", December 7, 2015,AVAST, Monday
 ,"Cry that means ""I want some milk"" (or who knows what?)", December 7, 2015,MEOW, Monday
 ,It blocks Superman's X-ray vision, December 7, 2015,LEAD, Monday
 ,Wood used in shingles, December 7, 2015,CEDAR, Monday
 ,Guns &amp; ___ magazine, December 7, 2015,AMMO, Monday
 ,What a wheel rotates on, December 7, 2015,AXLE, Monday
 ,He quarterbacked the Dallas Cowboys to three 1990s Super Bowl wins, December 7, 2015,TROYAIKMAN, Monday
 ,"""___ be all right""", December 7, 2015,ITLL, Monday
 ,Things checked by the T.S.A., December 7, 2015,IDS, Monday
 ,"""Um ... that is ...""", December 7, 2015,IMEAN, Monday
 ,Perfect, December 7, 2015,IDEAL, Monday
 ,Hanoi is its capital, December 7, 2015,VIETNAM, Monday
 ,Unhealthily thin, December 7, 2015,GAUNT, Monday
 ,"Animated TV character who cries ""D'oh!""", December 7, 2015,HOMERSIMPSON, Monday
 ,Chvez or Romero, December 7, 2015,CESAR, Monday
 ,Morays and congers, December 7, 2015,EELS, Monday
 ,Abbr. ending a co. name, December 7, 2015,INC, Monday
 ,Tons, December 7, 2015,ALOT, Monday
 ,"Work hinted at by the starts of 17-, 26-, 42- and 56-Across", December 7, 2015,ILIAD, Monday
 ,Centers of attention, December 7, 2015,FOCI, Monday
 ,G.O.P.'er: Abbr., December 7, 2015,REP, Monday
 ,Yemeni port city, December 7, 2015,ADEN, Monday
 ,Candy ___ (Christmas decorations), December 7, 2015,CANES, Monday
 ,Key vulnerability, December 7, 2015,ACHILLESHEEL, Monday
 ,Rich cake, December 7, 2015,TORTE, Monday
 ,Freeway access points, December 7, 2015,ONRAMPS, Monday
 ,Juliet's lover, December 7, 2015,ROMEO, Monday
 ,"Yorba ___, Calif.", December 7, 2015,LINDA, Monday
 ,Slangy affirmative, December 7, 2015,YEP, Monday
 ,Elvis ___ Presley, December 7, 2015,ARON, Monday
 ,French underground, December 7, 2015,PARISMETRO, Monday
 ,Indian dress, December 7, 2015,SARI, Monday
 ,Shakespeare's stream, December 7, 2015,AVON, Monday
 ,Comment made while fanning oneself, December 7, 2015,IMHOT, Monday
 ,"Baldwin of ""30 Rock""", December 7, 2015,ALEC, Monday
 ,Telephoned, December 7, 2015,RANG, Monday
 ,"Salaries, raw materials, advertising, etc.", December 7, 2015,COSTS, Monday
 ,"When Otello dies in ""Otello""", December 7, 2015,ACTIV, Monday
 ,"""Otello"" composer", December 7, 2015,VERDI, Monday
 ,Give ___ of one's own medicine, December 7, 2015,ADOSE, Monday
 ,Utter, December 7, 2015,SAY, Monday
 ,Singer Meghan, December 7, 2015,TRAINOR, Monday
 ,"""You and what army?!""", December 7, 2015,MAKEME, Monday
 ,"Jane Austen novel on which ""Clueless"" is based", December 7, 2015,EMMA, Monday
 ,Muscat's land, December 7, 2015,OMAN, Monday
 ,Triumphed, December 7, 2015,WON, Monday
 ,Bedridden, December 7, 2015,LAIDUP, Monday
 ,File name add-on, December 7, 2015,EXTENSION, Monday
 ,Suddenly, December 7, 2015,ALLATONCE, Monday
 ,"""The Farmer in the ___""", December 7, 2015,DELL, Monday
 ,Mosque leader, December 7, 2015,IMAM, Monday
 ,Dog food brand, December 7, 2015,IAMS, Monday
 ,"""All About ___ Bass"" (2014 #1 hit by 5-Down)", December 7, 2015,THAT, Monday
 ,___ the lily, December 7, 2015,GILD, Monday
 ,Bridle straps, December 7, 2015,REINS, Monday
 ,"Caribbean, e.g.", December 7, 2015,SEA, Monday
 ,Formerly top-rated show starring Mark Harmon, December 7, 2015,NCIS, Monday
 ,___ mia (Italian term of endearment), December 7, 2015,CARA, Monday
 ,Kind of map often colored red and blue, December 7, 2015,ELECTORAL, Monday
 ,Many a junior varsity player, December 7, 2015,SOPHOMORE, Monday
 ,Out of a job, December 7, 2015,IDLE, Monday
 ,Big name in jeans, December 7, 2015,LEE, Monday
 ,Old presidential dog whose name starts a Christmas carol refrain, December 7, 2015,FALA, Monday
 ,Voice above tenor, December 7, 2015,ALTO, Monday
 ,Made from clay, December 7, 2015,CERAMIC, Monday
 ,Peaceful, December 7, 2015,IRENIC, Monday
 ,Sharpening, December 7, 2015,HONING, Monday
 ,Finishes, December 7, 2015,ENDS, Monday
 ,"The ""fact"" that the Great Wall of China is visible from space, and others", December 7, 2015,MYTHS, Monday
 ,1990s candidate H. Ross ___, December 7, 2015,PEROT, Monday
 ,Features of Dalmatians, December 7, 2015,SPOTS, Monday
 ,Tabula ___ (blank slate), December 7, 2015,RASA, Monday
 ,Volcanic output, December 7, 2015,LAVA, Monday
 ,Club that's usually numbered from 3 to 9, December 7, 2015,IRON, Monday
 ,Golfing standard, December 7, 2015,PAR, Monday
 ,Jimmy Eat World genre, December 7, 2015,EMO, Monday
 ,Young wolves, December 10, 2015,PUPS, Thursday
 ,Unenviable situation, December 10, 2015,MESS, Thursday
 ,Bloke, December 10, 2015,CHAP, Thursday
 ,Blues chanteuse Washington, December 10, 2015,DINAH, Thursday
 ,That seora, December 10, 2015,ELLA, Thursday
 ,Build up, December 10, 2015,HYPE, Thursday
 ,Geopolitical term introduced in the 2002 State of the Union, December 10, 2015,AXISOFEVIL, Thursday
 ,Game box specification, December 10, 2015,AGES, Thursday
 ,Infernal, December 10, 2015,NETHER, Thursday
 ,One drawing alluring images, December 10, 2015,EROTICARTIST, Thursday
 ,Wipes (out), December 10, 2015,CLEANS, Thursday
 ,Phoenician or Palestinian, December 10, 2015,SEMITE, Thursday
 ,Treacherous bend, December 10, 2015,ESS, Thursday
 ,School of thought, December 10, 2015,ISM, Thursday
 ,Greasy spoon, December 10, 2015,DINER, Thursday
 ,White-tailed eagles, December 10, 2015,ERNES, Thursday
 ,Succession within an ethnic group?, December 10, 2015,AEIOU, Thursday
 ,Question thoroughly, December 10, 2015,GRILL, Thursday
 ,Obstacles seen four times in this puzzle's completed grid?, December 10, 2015,STUMBLINGBLOCKS, Thursday
 ,___ toast, December 10, 2015,MELBA, Thursday
 ,Disney friend of Flounder and Sebastian, December 10, 2015,ARIEL, Thursday
 ,Verbalize, December 10, 2015,UTTER, Thursday
 ,___ Stavro Blofeld (Bond archvillain), December 10, 2015,ERNST, Thursday
 ,Onetime NBC parent, December 10, 2015,RCA, Thursday
 ,"""Get a room"" elicitor, for short", December 10, 2015,PDA, Thursday
 ,Accrue hand over fist, December 10, 2015,RAKEIN, Thursday
 ,Swirls, December 10, 2015,EDDIES, Thursday
 ,Something lost and returned in a fairy tale, December 10, 2015,GLASSSLIPPER, Thursday
 ,"City ENE of Cleveland, OH", December 10, 2015,ERIEPA, Thursday
 ,"Setting for the George Clooney film ""The Descendants""", December 10, 2015,OAHU, Thursday
 ,"Poet who won a 1967 Pulitzer for ""Live or Die""", December 10, 2015,ANNESEXTON, Thursday
 ,Reputation, December 10, 2015,ODOR, Thursday
 ,"""It""", December 10, 2015,MOJO, Thursday
 ,"One-named R&amp;B singer with the hit ""1, 2 Step""", December 10, 2015,CIARA, Thursday
 ,"Have a dinner for, say", December 10, 2015,FETE, Thursday
 ,Actor McGregor, December 10, 2015,EWAN, Thursday
 ,A crucible is a hard one, December 10, 2015,TEST, Thursday
 ,Spots for computer users, December 10, 2015,PIXELS, Thursday
 ,Hooks up, December 10, 2015,UNITES, Thursday
 ,Turkish pooh-bah, December 10, 2015,PASHA, Thursday
 ,Worker at a stable, December 10, 2015,SHOER, Thursday
 ,Series of races, December 10, 2015,MEET, Thursday
 ,Singer befriended by a young Forrest Gump, December 10, 2015,ELVIS, Thursday
 ,Was an errant driver?, December 10, 2015,SLICED, Thursday
 ,Sub choice, December 10, 2015,SALAMI, Thursday
 ,Go on and on and on, December 10, 2015,CHATTER, Thursday
 ,Salubrious, December 10, 2015,HYGIENIC, Thursday
 ,Pithecological study, December 10, 2015,APES, Thursday
 ,Trying type, December 10, 2015,PEST, Thursday
 ,Terpsichore's domain, December 10, 2015,DANCE, Thursday
 ,Bone to pick?, December 10, 2015,FOSSIL, Thursday
 ,Head of a conspiracy, December 10, 2015,RINGLEADER, Thursday
 ,Chicago Cubs Hall-of-Famer, December 10, 2015,ERNIEBANKS, Thursday
 ,"""Surely not ME!?""", December 10, 2015,MOI, Thursday
 ,Northern game, December 10, 2015,ELK, Thursday
 ,Classic Mercedes roadsters, December 10, 2015,SLS, Thursday
 ,Honey-colored, December 10, 2015,AMBER, Thursday
 ,Early afternoon ora, December 10, 2015,UNA, Thursday
 ,Flynn of film, December 10, 2015,ERROL, Thursday
 ,"Dallas institution, for short", December 10, 2015,SMU, Thursday
 ,Lunar celebration, December 10, 2015,TET, Thursday
 ,Like the core of the sun, December 10, 2015,ULTRAHOT, Thursday
 ,Chow line?, December 10, 2015,GRR, Thursday
 ,"""Guns""", December 10, 2015,BICEPS, Thursday
 ,Opening word, December 10, 2015,SESAME, Thursday
 ,"Thus far, informally", December 10, 2015,TILNOW, Thursday
 ,Several works of Michelangelo, December 10, 2015,PIETAS, Thursday
 ,Order out?, December 10, 2015,DEPORT, Thursday
 ,"Lotus position in yoga, e.g.", December 10, 2015,ASANA, Thursday
 ,Removal, December 10, 2015,ERASURE, Thursday
 ,Storied assassin, December 10, 2015,NINJA, Thursday
 ,Song of the South, December 10, 2015,DIXIE, Thursday
 ,"Typo, e.g.", December 10, 2015,GOOF, Thursday
 ,Bring aboard, December 10, 2015,LADE, Thursday
 ,Low hand?, December 10, 2015,PEON, Thursday
 ,Build, December 10, 2015,ERECT, Thursday
WITH DRAWL,Butter?, December 6, 2015,RAM, Sunday
WITH DRAWL,Out patient's state, December 6, 2015,COMA, Sunday
WITH DRAWL,"Three of a kind, to a poker player", December 6, 2015,TRIPS, Sunday
WITH DRAWL,"Earth, e.g.", December 6, 2015,SPHERE, Sunday
WITH DRAWL,Marriage agreement?, December 6, 2015,IDO, Sunday
WITH DRAWL,Take a turn, December 6, 2015,VEER, Sunday
WITH DRAWL,American hub, December 6, 2015,OHARE, Sunday
WITH DRAWL,Stacked messily, December 6, 2015,HEAPED, Sunday
WITH DRAWL,Half a sawbuck, December 6, 2015,FIN, Sunday
WITH DRAWL,"How you might classify a blade, a gas tank cap or a starter handle?", December 6, 2015,JUSTONEMOWERTHING, Sunday
WITH DRAWL,Reason to stay only at Hiltons or Marriotts?, December 6, 2015,FEAROFHYATTS, Sunday
WITH DRAWL,"""Frozen"" reindeer's name", December 6, 2015,SVEN, Sunday
WITH DRAWL,Giving evasive answers, December 6, 2015,COY, Sunday
WITH DRAWL,Roll served at a bar, December 6, 2015,SUSHI, Sunday
WITH DRAWL,Little one, December 6, 2015,TOT, Sunday
WITH DRAWL,Timeworn words, December 6, 2015,ADAGE, Sunday
WITH DRAWL,Kind of strength, December 6, 2015,TENSILE, Sunday
WITH DRAWL,"""___ the Housetop"" (Christmas song)", December 6, 2015,UPON, Sunday
WITH DRAWL,"Extremely, in dated slang", December 6, 2015,MONDO, Sunday
WITH DRAWL,Mob that disturbs the peace in new and interesting ways?, December 6, 2015,CREATIVERIOTERS, Sunday
WITH DRAWL,John of England, December 6, 2015,ELTON, Sunday
WITH DRAWL,2013 Spike Jonze dramedy, December 6, 2015,HER, Sunday
WITH DRAWL,___ mater (spinal membrane), December 6, 2015,PIA, Sunday
WITH DRAWL,Affect in a personal way, December 6, 2015,SPEAKTO, Sunday
WITH DRAWL,"Small, secluded, wooded valley", December 6, 2015,DELL, Sunday
WITH DRAWL,Maker of indoor cars, December 6, 2015,OTIS, Sunday
WITH DRAWL,Druggists' implements, December 6, 2015,PESTLES, Sunday
WITH DRAWL,Hospital worker, December 6, 2015,ORDERLY, Sunday
WITH DRAWL,Attractive blacksmith at a stable?, December 6, 2015,PRETTYSHOER, Sunday
WITH DRAWL,"Like Paganini, by birth", December 6, 2015,GENOAN, Sunday
WITH DRAWL,Food service giant based in Houston, December 6, 2015,SYSCO, Sunday
WITH DRAWL,CPR expert, December 6, 2015,EMT, Sunday
WITH DRAWL,Corruption, December 6, 2015,ROT, Sunday
WITH DRAWL,Candy brand since 1901, December 6, 2015,NECCO, Sunday
WITH DRAWL,Rough, December 6, 2015,HOARSE, Sunday
WITH DRAWL,Municipal leaders who work the late shift?, December 6, 2015,NIGHTMAYORS, Sunday
WITH DRAWL,"Director of ""Carlito's Way,"" 1993", December 6, 2015,DEPALMA, Sunday
WITH DRAWL,Panasonic rival, December 6, 2015,TOSHIBA, Sunday
WITH DRAWL,Outback runners, December 6, 2015,EMUS, Sunday
WITH DRAWL,Songwriter Novello, December 6, 2015,IVOR, Sunday
WITH DRAWL,Beseech on bended knee, December 6, 2015,IMPLORE, Sunday
WITH DRAWL,Gaggle : goose :: clowder : ___, December 6, 2015,CAT, Sunday
WITH DRAWL,Trident-shaped letter, December 6, 2015,PSI, Sunday
WITH DRAWL,Bass organs, December 6, 2015,GILLS, Sunday
WITH DRAWL,"Troy, in the ""Iliad""?", December 6, 2015,PRIAMREALESTATE, Sunday
WITH DRAWL,Cold shower?, December 6, 2015,SLEET, Sunday
WITH DRAWL,Word in a New Year's Eve song, December 6, 2015,AULD, Sunday
WITH DRAWL,"Never closed, as a resort", December 6, 2015,ALLYEAR, Sunday
WITH DRAWL,"""We won"" gesture", December 6, 2015,VSIGN, Sunday
WITH DRAWL,Nonprofit network, December 6, 2015,PBS, Sunday
WITH DRAWL,One who gets no credit?, December 6, 2015,EXTRA, Sunday
WITH DRAWL,Historical chapter, December 6, 2015,ERA, Sunday
WITH DRAWL,"""Preparation meeting opportunity,"" it's said", December 6, 2015,LUCK, Sunday
WITH DRAWL,Smallest possible aspirin dose?, December 6, 2015,BAYERMINIMUM, Sunday
WITH DRAWL,"Normandy's coat of arms, basically?", December 6, 2015,DOUBLEYELLOWLIONS, Sunday
WITH DRAWL,Punk subgenre, December 6, 2015,EMO, Sunday
WITH DRAWL,D-Day invaders, December 6, 2015,ALLIES, Sunday
WITH DRAWL,Green stuff, December 6, 2015,MOOLA, Sunday
WITH DRAWL,Wildly enthusiastic, December 6, 2015,GAGA, Sunday
WITH DRAWL,Jimmy Fallon's employer, December 6, 2015,NBC, Sunday
WITH DRAWL,"Moves quickly, informally", December 6, 2015,MOTORS, Sunday
WITH DRAWL,Big Easy lunch, December 6, 2015,POBOY, Sunday
WITH DRAWL,Hang around, December 6, 2015,STAY, Sunday
WITH DRAWL,"""I Ching"" concept", December 6, 2015,TAO, Sunday
WITH DRAWL,Repeated musical phrases, December 6, 2015,RIFFS, Sunday
WITH DRAWL,Leave-taking, December 6, 2015,ADIEU, Sunday
WITH DRAWL,Brothers' keepers, December 6, 2015,MONASTERIES, Sunday
WITH DRAWL,"Front-wheel-drive coupling, for short", December 6, 2015,CVJOINT, Sunday
WITH DRAWL,French ingredient in French toast, December 6, 2015,OEUF, Sunday
WITH DRAWL,Interlock, December 6, 2015,MESH, Sunday
WITH DRAWL,Like many student films, December 6, 2015,ARTY, Sunday
WITH DRAWL,Fictional Potawatomi tribesman, December 6, 2015,TONTO, Sunday
WITH DRAWL,Butler on a plantation, December 6, 2015,RHETT, Sunday
WITH DRAWL,Maker of Healthy Naturals food, December 6, 2015,IAMS, Sunday
WITH DRAWL,Supporting, December 6, 2015,PRO, Sunday
WITH DRAWL,Wraps (up), December 6, 2015,SEWS, Sunday
WITH DRAWL,Least bit, December 6, 2015,SHRED, Sunday
WITH DRAWL,Honey or pumpkin, December 6, 2015,PETNAME, Sunday
WITH DRAWL,"""Serves you right!""", December 6, 2015,HAH, Sunday
WITH DRAWL,Seismological focus, December 6, 2015,EPICENTER, Sunday
WITH DRAWL,City near Lake Tahoe, December 6, 2015,RENO, Sunday
WITH DRAWL,Pushing the envelope, December 6, 2015,EDGY, Sunday
WITH DRAWL,Many a 1950s B-movie, December 6, 2015,OATER, Sunday
WITH DRAWL,Chicago suburb, December 6, 2015,EVANSTON, Sunday
WITH DRAWL,Mother of Zeus, December 6, 2015,RHEA, Sunday
WITH DRAWL,First Pierce Brosnan 007 film, December 6, 2015,GOLDENEYE, Sunday
WITH DRAWL,___ cup (spillproof container), December 6, 2015,SIPPY, Sunday
WITH DRAWL,Northeast octet, December 6, 2015,IVIES, Sunday
WITH DRAWL,Dogfight preventers, December 6, 2015,LEASHES, Sunday
WITH DRAWL,College team named for a tribe, December 6, 2015,UTES, Sunday
WITH DRAWL,Blowtube projectile, December 6, 2015,PEA, Sunday
WITH DRAWL,TV alien's home, December 6, 2015,ORK, Sunday
WITH DRAWL,Occupant of a small house, December 6, 2015,DOLL, Sunday
WITH DRAWL,No more than, December 6, 2015,ONLY, Sunday
WITH DRAWL,Musician's virtuosity, December 6, 2015,CHOPS, Sunday
WITH DRAWL,Have another go at, December 6, 2015,RETRY, Sunday
WITH DRAWL,Castaway's site, December 6, 2015,ISLET, Sunday
WITH DRAWL,Phone button abbr., December 6, 2015,OPER, Sunday
WITH DRAWL,Treasure from una mina, December 6, 2015,ORO, Sunday
WITH DRAWL,Missouri's original capital, December 6, 2015,STCHARLES, Sunday
WITH DRAWL,Large volume, December 6, 2015,TOME, Sunday
WITH DRAWL,"Mike's ""Wayne's World"" co-star", December 6, 2015,DANA, Sunday
WITH DRAWL,Easily manipulated sort, December 6, 2015,TOOL, Sunday
WITH DRAWL,"Van ___, ""Lane in Autumn"" painter", December 6, 2015,GOGH, Sunday
WITH DRAWL,Principled, December 6, 2015,ETHICAL, Sunday
WITH DRAWL,Stair's face, December 6, 2015,RISER, Sunday
WITH DRAWL,"Bedroom on a train, e.g.", December 6, 2015,COMPARTMENT, Sunday
WITH DRAWL,Piece of pizza?, December 6, 2015,CRUST, Sunday
WITH DRAWL,Actor/activist Davis, December 6, 2015,OSSIE, Sunday
WITH DRAWL,"""___ right?""", December 6, 2015,AMI, Sunday
WITH DRAWL,Unchecked growth, December 6, 2015,RAMPANCY, Sunday
WITH DRAWL,Expected amount, December 6, 2015,NORM, Sunday
WITH DRAWL,Kids' outdoor game, December 6, 2015,TBALL, Sunday
WITH DRAWL,Chum at sea, December 6, 2015,MATEY, Sunday
WITH DRAWL,Does an investigation, December 6, 2015,DIGS, Sunday
WITH DRAWL,Maleficent, December 6, 2015,EVIL, Sunday
WITH DRAWL,Attempt to pass the bar?, December 6, 2015,POLEVAULT, Sunday
WITH DRAWL,"Mr. ___ of ""The Wind in the Willows""", December 6, 2015,TOAD, Sunday
WITH DRAWL,"Boston skyscraper, with ""the""", December 6, 2015,PRU, Sunday
WITH DRAWL,"""___ Darlin'"" (Count Basie number)", December 6, 2015,LIL, Sunday
WITH DRAWL,"Ben of ""Zoolander""", December 6, 2015,STILLER, Sunday
WITH DRAWL,Place for visual aids, December 6, 2015,EASEL, Sunday
WITH DRAWL,Talking toy since 1965, December 6, 2015,SEENSAY, Sunday
WITH DRAWL,City dweller's yell, December 6, 2015,TAXI, Sunday
WITH DRAWL,Suppose, December 6, 2015,GUESS, Sunday
WITH DRAWL,Renaissance painter Uccello, December 6, 2015,PAOLO, Sunday
WITH DRAWL,Road less traveled, December 6, 2015,BYWAY, Sunday
WITH DRAWL,Dance from Cuba, December 6, 2015,RUMBA, Sunday
WITH DRAWL,Bygone gas station name, December 6, 2015,AMOCO, Sunday
WITH DRAWL,Dutch export, December 6, 2015,EDAM, Sunday
WITH DRAWL,Nestl candy brand, December 6, 2015,ROLO, Sunday
WITH DRAWL,Dole's 1996 running mate, December 6, 2015,KEMP, Sunday
WITH DRAWL,Lava lamp lump, December 6, 2015,BLOB, Sunday
WITH DRAWL,Oil field sights, December 6, 2015,RIGS, Sunday
WITH DRAWL,Defensive ring, December 6, 2015,MOAT, Sunday
WITH DRAWL,"Personal assistant in ""Young Frankenstein""", December 6, 2015,INGA, Sunday
WITH DRAWL,Book jacket info, December 6, 2015,BIO, Sunday
WITH DRAWL,John of England, December 6, 2015,LOO, Sunday
 ,King of rhyme, August 5, 2015,COLE, Wednesday
 ,Antelope with twisty horns, August 5, 2015,ELAND, Wednesday
 ,Crunched material, August 5, 2015,DATA, Wednesday
 ,Name shared by five Norwegian kings, August 5, 2015,OLAV, Wednesday
 ,Lowest field rank, August 5, 2015,MAJOR, Wednesday
 ,It's big in movies, August 5, 2015,IMAX, Wednesday
 ,"""I merely agreed to serve beer at some pubs, and now I'm ___!""", August 5, 2015,BEHINDBARS, Wednesday
 ,Corresponding, August 5, 2015,SAME, Wednesday
 ,Where the biennial Vinexpo is held, August 5, 2015,BORDEAUX, Wednesday
 ,Fruits at an oasis, August 5, 2015,DATES, Wednesday
 ,"China and environs, with ""the""", August 5, 2015,EAST, Wednesday
 ,Shade similar to lilac, August 5, 2015,MAUVE, Wednesday
 ,"""I merely bought myself a McMansion, and now I'm ___!""", August 5, 2015,INTHEBIGHOUSE, Wednesday
 ,Epic poem segment, August 5, 2015,CANTO, Wednesday
 ,Helpfulness, August 5, 2015,USE, Wednesday
 ,Stop shooting, August 5, 2015,WRAP, Wednesday
 ,Cannes confirmation, August 5, 2015,OUI, Wednesday
 ,"""I merely went skating at Rockefeller Center, and now I'm ___!""", August 5, 2015,ONICE, Wednesday
 ,Name on a collectible campaign button, August 5, 2015,IKE, Wednesday
 ,Dying rebuke, August 5, 2015,ETTU, Wednesday
 ,Inside-the-Beltway expert, August 5, 2015,POL, Wednesday
 ,"Actor Davis of ""Get on the Bus""", August 5, 2015,OSSIE, Wednesday
 ,"""I merely went to my yoga class, and now I'm ___!""", August 5, 2015,DOINGASTRETCH, Wednesday
 ,Put in one's name (for), August 5, 2015,APPLY, Wednesday
 ,The Charleses' pet, August 5, 2015,ASTA, Wednesday
 ,Brother of Prometheus, August 5, 2015,ATLAS, Wednesday
 ,Giving voice to, August 5, 2015,UTTERING, Wednesday
 ,Pen knife?, August 5, 2015,SHIV, Wednesday
 ,"""I merely paddled my canoe against a current, and now I'm ___!""", August 5, 2015,UPTHERIVER, Wednesday
 ,Slimy mud, August 5, 2015,OOZE, Wednesday
 ,Person who picks his work?, August 5, 2015,MINER, Wednesday
 ,"Prefix meaning ""billionth""", August 5, 2015,NANO, Wednesday
 ,Former CBS News chief Friendly, August 5, 2015,FRED, Wednesday
 ,Looks searchingly, August 5, 2015,PEERS, Wednesday
 ,What rats may do to baseboards, August 5, 2015,GNAW, Wednesday
 ,Kind of salad, August 5, 2015,COBB, Wednesday
 ,Fleischmann's offering, August 5, 2015,OLEO, Wednesday
 ,"Bert of ""The Wizard of Oz""", August 5, 2015,LAHR, Wednesday
 ,Unmistakable, August 5, 2015,EVIDENT, Wednesday
 ,Linear punctuation mark, August 5, 2015,EMDASH, Wednesday
 ,Film director Neil, August 5, 2015,LABUTE, Wednesday
 ,Sophocles play set during the Trojan War, August 5, 2015,AJAX, Wednesday
 ,Negative connector, August 5, 2015,NOR, Wednesday
 ,Advanced deg. holders, August 5, 2015,DRS, Wednesday
 ,Claim no knowledge of, August 5, 2015,DISAVOW, Wednesday
 ,Ineptly done, August 5, 2015,AMATEURISH, Wednesday
 ,Spiritless, August 5, 2015,TAME, Wednesday
 ,Plane dividers, August 5, 2015,AXES, Wednesday
 ,"""Boss!""", August 5, 2015,NEATO, Wednesday
 ,Response to an obvious statement, August 5, 2015,DUH, Wednesday
 ,Category for leftovers: Abbr., August 5, 2015,MISC, Wednesday
 ,Miracle Mets player Tommie, August 5, 2015,AGEE, Wednesday
 ,"Format, as a disk", August 5, 2015,INITIALIZE, Wednesday
 ,Assembled, August 5, 2015,BUILT, Wednesday
 ,H. H. Munro's pen name, August 5, 2015,SAKI, Wednesday
 ,Sport played on a piste, August 5, 2015,EPEE, Wednesday
 ,"Open to everyone, in a way", August 5, 2015,COED, Wednesday
 ,Road runner, August 5, 2015,AUTO, Wednesday
 ,"Aunt in the ""Judy Moody"" book series", August 5, 2015,OPAL, Wednesday
 ,Curious to a fault, August 5, 2015,NOSY, Wednesday
 ,"Just dirt, say", August 5, 2015,UNPAVED, Wednesday
 ,Web-footed creature, August 5, 2015,OTTER, Wednesday
 ,Unnerving, August 5, 2015,SCARING, Wednesday
 ,"Savior of lost souls, for short?", August 5, 2015,GPS, Wednesday
 ,To some extent, August 5, 2015,RATHER, Wednesday
 ,Aromatic compounds in wine, August 5, 2015,ESTERS, Wednesday
 ,Since, August 5, 2015,ASOF, Wednesday
 ,Red-bearded god, August 5, 2015,THOR, Wednesday
 ,Magazine founder Eric, August 5, 2015,UTNE, Wednesday
 ,Novelist Turgenev, August 5, 2015,IVAN, Wednesday
 ,"Singer of ""99 Luftballons""", August 5, 2015,NENA, Wednesday
 ,Mushroom, August 5, 2015,GROW, Wednesday
 ,Chest protector wearer, August 5, 2015,UMP, Wednesday
 ,Messy missile, August 5, 2015,PIE, Wednesday
 ,Yom Kippur service leader, December 8, 2015,RABBI, Tuesday
 ,Dutch cheese, December 8, 2015,EDAM, Tuesday
 ,Talkative half of a magic duo, December 8, 2015,PENN, Tuesday
 ,Blanched, December 8, 2015,PALED, Tuesday
 ,Former Italian currency, December 8, 2015,LIRA, Tuesday
 ,Salve ingredient, December 8, 2015,ALOE, Tuesday
 ,Light violet, December 8, 2015,MAUVE, Tuesday
 ,Sprinkle from Tinker Bell, December 8, 2015,FAIRYDUST, Tuesday
 ,Checked out, December 8, 2015,EYED, Tuesday
 ,20s dispenser, December 8, 2015,ATM, Tuesday
 ,Mountain ___, December 8, 2015,DEW, Tuesday
