"timestamp","full_sq","life_sq","floor","max_floor","material","build_year","num_room","kitch_sq","state","product_type","sub_area","kremlin_km"
"808","2015-08-26",62.1,62.1,6,17,1,2016,2,9.6,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"809","2015-08-26",76.48,46,8,24,6,2017,3,12,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"810","2015-08-26",63.4,64,12,17,1,2016,2,8.7,1,"OwnerOccupier","Solncevo",16.95715522
"811","2015-08-26",43.4,19.8,8,17,1,2008,1,8.4,2,"Investment","Juzhnoe Butovo",27.20855809
"812","2015-08-26",55.77,29.78,2,17,1,2015,2,10,1,"OwnerOccupier","Poselenie Filimonkovskoe",26.09730228
"813","2015-08-26",60.5,43.1,8,9,1,1974,3,6,2,"Investment","Orehovo-Borisovo Juzhnoe",17.58470568
"814","2015-08-26",61.9,38,6,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"815","2015-08-26",42.9,41.9,9,17,1,2016,1,9.2,1,"OwnerOccupier","Poselenie Sosenskoe",20.34154585
"816","2015-08-26",75.1,45.2,5,17,1,1986,3,9.6,3,"Investment","Birjulevo Vostochnoe",17.53053803
"817","2015-08-26",50.42,38.6,6,12,1,2015,1,9.6,1,"OwnerOccupier","Poselenie Moskovskij",16.00085262
"818","2015-08-26",47,30.3,1,12,1,1981,2,6.8,2,"Investment","Ljublino",12.5975428
"819","2015-08-26",37.6,39.2,5,17,1,2016,1,9.6,1,"OwnerOccupier","Poselenie Desjonovskoe",29.13376481
"820","2015-08-26",64,64,6,17,1,2016,2,9.6,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"821","2015-08-26",34.8,34.8,14,17,1,2015,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.60860086
"822","2015-08-26",106.61,106.61,6,17,4,2017,3,12.4,1,"OwnerOccupier","Ramenki",10.7962673
"823","2015-08-26",55.13,38,7,24,1,2016,2,8,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"824","2015-08-26",46.35,21.93,7,16,1,2015,1,10.3,1,"OwnerOccupier","Lefortovo",5.322186751
"825","2015-08-26",40.8,40.8,10,22,4,2016,1,10,1,"OwnerOccupier","Poselenie Shherbinka",28.15157234
"826","2015-08-26",57.51,38,8,24,6,2017,2,9,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"827","2015-08-26",52.2,30.4,7,12,1,1980,2,8.6,2,"Investment","Mar'ino",12.66506404
"828","2015-08-27",74.45,45.4,12,17,1,1991,1,3,1,"OwnerOccupier","Poselenie Moskovskij",23.37369741
"829","2015-08-27",52.2,30.7,12,17,1,2013,2,9.7,3,"Investment","Nekrasovka",20.06935272
"830","2015-08-27",54.6,32.2,10,17,1,1985,2,9.2,2,"Investment","Juzhnoe Tushino",16.09863705
"831","2015-08-27",62.1,18,7,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",22.37012991
"832","2015-08-27",80.6,40.5,6,30,4,2011,2,12.3,3,"Investment","Bogorodskoe",9.050959541
"833","2015-08-27",29.9,29.7,10,17,1,2016,1,9.3,1,"OwnerOccupier","Poselenie Shherbinka",28.15157234
"834","2015-08-27",69.3,60,15,15,1,2017,2,10,1,"OwnerOccupier","Poselenie Sosenskoe",20.19708984
"835","2015-08-27",57.7,32,6,17,1,1990,2,10.1,2,"Investment","Mar'ino",13.95079424
"836","2015-08-27",60.8,44.6,7,9,1,1969,3,6.2,2,"Investment","Juzhnoe Tushino",15.45763295
"837","2015-08-27",151.5,82.4,4,17,4,2016,3,10,1,"OwnerOccupier","Hamovniki",3.630638459
"838","2015-08-27",43.1,28.1,1,5,2,1962,2,6.2,2,"Investment","Rjazanskij",10.97103911
"839","2015-08-27",31.7,21.4,2,9,5,1962,1,5.3,3,"Investment","Kotlovka",8.949666168
"840","2015-08-27",79.1,44.5,12,17,1,2002,3,12.7,3,"Investment","Juzhnoe Medvedkovo",13.68739037
"841","2015-08-27",37.48,20,8,24,6,2017,1,8,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"842","2015-08-27",61.09,38,8,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"843","2015-08-27",83.54,65.26,10,17,1,2016,3,12.8,1,"OwnerOccupier","Mitino",18.20669035
"844","2015-08-27",78,52.9,2,8,5,1958,3,8.6,3,"Investment","Hamovniki",4.286212719
"845","2015-08-27",55,36.2,2,5,2,1963,3,5.9,2,"Investment","Timirjazevskoe",7.170439667
"846","2015-08-27",39.59,20,7,24,6,2017,1,9,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"847","2015-08-27",43,29,5,5,2,1960,2,6.2,2,"Investment","Juzhnoe Tushino",14.52239008
"848","2015-08-27",83.91,83.91,17,17,1,2016,1,9.8,1,"OwnerOccupier","Poselenie Vnukovskoe",25.63285471
"849","2015-08-27",90.9,79.2,1,17,1,2015,3,10,1,"OwnerOccupier","Tverskoe",0.072896553
"850","2015-08-27",60.1,43.2,4,9,1,1977,3,6,2,"Investment","Zjablikovo",15.31272475
"851","2015-08-27",53.6,31.8,13,17,1,1986,2,9.2,2,"Investment","Gol'janovo",14.87164597
"852","2015-08-27",33.2,17.2,12,12,5,1968,1,9.6,3,"Investment","Nagatinskij Zaton",7.851159131
"853","2015-08-27",30.5,18.9,5,5,2,1966,1,5.9,3,"Investment","Ramenki",6.164596014
"854","2015-08-27",54.4,32.4,3,17,1,1984,2,9.1,2,"Investment","Orehovo-Borisovo Severnoe",14.92233052
"855","2015-08-27",90.1,51.76,14,17,1,2015,3,12,1,"OwnerOccupier","Pokrovskoe Streshnevo",13.15522847
"856","2015-08-28",53.86,57.97,11,17,1,2015,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.53803968
"857","2015-08-28",69,51.76,18,22,1,2015,2,10,1,"OwnerOccupier","Losinoostrovskoe",14.62260265
"858","2015-08-28",79.2,79.2,7,17,1,2016,3,10,1,"OwnerOccupier","Poselenie Vnukovskoe",22.2224338
"859","2015-08-28",32.7,18.9,6,9,1,1968,1,6.5,3,"Investment","Ochakovo-Matveevskoe",10.1280303
"860","2015-08-28",32.5,18.7,3,9,1,1968,1,6.7,2,"Investment","Hovrino",14.70182336
"861","2015-08-28",41.02,41.02,14,17,1,2015,1,9.8,1,"OwnerOccupier","Poselenie Moskovskij",23.37369741
"862","2015-08-28",35.72,34.12,18,22,1,2015,1,10,1,"OwnerOccupier","Filevskij Park",7.14131138
"863","2015-08-28",58.9,32.1,9,17,1,1983,2,10.4,2,"Investment","Severnoe Medvedkovo",15.44626836
"864","2015-08-28",39.6,19.2,16,17,1,1997,1,8.5,2,"Investment","Cheremushki",10.16832525
"865","2015-08-28",38.6,38.6,6,12,1,2017,1,9.2,1,"OwnerOccupier","Severnoe",20.2919946
"866","2015-08-28",32.8,19,1,9,1,1970,1,6.5,2,"Investment","Dmitrovskoe",14.6673241
"867","2015-08-28",38.8,19.1,9,17,1,2009,1,7.5,3,"Investment","Marfino",7.539692696
"868","2015-08-28",58.1,39,7,24,6,2017,2,9,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"869","2015-08-28",42,19.7,8,24,1,2003,1,10.1,2,"Investment","Birjulevo Vostochnoe",19.24889753
"870","2015-08-28",27.86,34.8,17,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.60860086
"871","2015-08-28",30.1,17.2,2,4,1,1974,1,6.5,2,"Investment","Birjulevo Zapadnoe",19.19859447
"872","2015-08-29",57.6,57.6,6,15,4,2016,2,10,1,"OwnerOccupier","Poselenie Shherbinka",28.15157234
"873","2015-08-29",35.15,33.43,10,15,4,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",26.39767985
"874","2015-08-29",61.4,46.2,3,17,1,2015,1,10,1,"OwnerOccupier","Horoshevo-Mnevniki",9.234032061
"875","2015-08-29",74.6,45.7,17,17,1,1992,3,10.3,3,"Investment","Mitino",19.23567285
"876","2015-08-29",75.8,44.2,10,22,1,1999,3,10,2,"Investment","Mitino",18.41428008
"877","2015-08-29",37.7,37.7,7,15,4,2016,1,10,1,"OwnerOccupier","Poselenie Shherbinka",28.15157234
"878","2015-08-29",35.2,21.2,3,5,2,1966,1,6.3,2,"Investment","Sviblovo",11.87905369
"879","2015-08-29",53.1,29.1,18,22,1,1985,2,8,3,"Investment","Ramenki",11.0990863
"880","2015-08-29",36.1,20.5,9,9,1,1973,1,7.3,2,"Investment","Gol'janovo",14.16288117
"881","2015-08-29",44.7,30.1,3,5,1,1960,2,5.5,2,"Investment","Lomonosovskoe",8.968601731
"882","2015-08-29",116.2,116.2,12,15,4,2016,3,10,1,"OwnerOccupier","Poselenie Sosenskoe",21.78864006
"883","2015-08-31",39.2,20,5,17,4,2016,1,10,1,"OwnerOccupier","Solncevo",16.95715522
"884","2015-08-31",38.8,52.3,12,17,1,2016,1,8,1,"OwnerOccupier","Poselenie Vnukovskoe",21.76882309
"885","2015-08-31",51.2,51.2,1,3,1,2015,2,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"886","2015-08-31",64,63.4,15,17,1,2015,2,10,1,"OwnerOccupier","Nekrasovka",19.71690301
"887","2015-08-31",140,37.8,3,17,1,2015,1,9.2,1,"OwnerOccupier","Troickij okrug",35.099766
"888","2015-08-31",32.6,20.3,3,5,1,1966,1,5.3,2,"Investment","Novogireevo",10.42698557
"889","2015-08-31",59.57,39,15,24,6,2017,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"890","2015-08-31",54.2,54.2,3,11,1,2016,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.91391407
"891","2015-08-31",40.2,18,7,14,1,2006,1,7.6,3,"Investment","Poselenie Shherbinka",28.75250347
"892","2015-08-31",30.31,41.9,9,17,4,2015,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.60860086
"893","2015-08-31",53.3,35,2,5,2,1963,3,5.6,3,"Investment","Rjazanskij",10.63955077
"894","2015-08-31",59.2,34.4,13,22,1,1985,2,10.3,2,"Investment","Jasenevo",15.81122341
"895","2015-08-31",43.5,29.1,3,5,2,1961,2,5.8,2,"Investment","Koptevo",10.15362992
"896","2015-08-31",46.19,46.19,5,17,4,2015,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.55739296
"897","2015-08-31",67.5,38.7,8,10,1,2001,2,11.9,3,"Investment","Juzhnoe Butovo",23.05048525
"898","2015-08-31",80.87,80.87,8,8,1,2016,2,10.1,1,"OwnerOccupier","Ochakovo-Matveevskoe",14.37609092
"899","2015-08-31",64,40,17,17,4,2016,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.02885405
"900","2015-08-31",39.1,20.8,1,12,1,1979,1,8.9,2,"Investment","Vostochnoe Degunino",15.5686315
"901","2015-09-01",52.3,52.3,12,17,1,2015,2,10,1,"OwnerOccupier","Novo-Peredelkino",20.39230629
"902","2015-09-01",39.2,19.2,3,14,1,1994,1,7.5,2,"Investment","Juzhnoe Butovo",22.27964336
"903","2015-09-01",37.26,20,15,24,6,2017,1,8,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"904","2015-09-01",67.2,44.4,2,16,1,1977,3,7.8,3,"Investment","Golovinskoe",11.66932521
"905","2015-09-01",45.7,27.9,5,5,1,1960,2,6.1,2,"Investment","Ljublino",10.73347541
"906","2015-09-01",133.6,87.3,6,14,6,2008,4,15.9,2,"Investment","Taganskoe",3.548895722
"907","2015-09-01",36.1,19.4,3,4,2,1958,1,8.2,2,"Investment","Solncevo",15.24547007
"908","2015-09-01",53.9,32.1,3,9,1,1968,2,6.8,2,"Investment","Severnoe Medvedkovo",14.71343898
"909","2015-09-01",31.6,21.3,8,9,5,1963,1,5.1,3,"Investment","Nagornoe",11.78584393
"910","2015-09-01",58.7,43.1,7,9,1,1974,3,6,3,"Investment","Ljublino",11.73213413
"911","2015-09-01",134.8,129.3,11,11,1,2015,3,10.2,3,"OwnerOccupier","Jasenevo",16.26974103
"912","2015-09-01",90.7,51.6,2,3,2,1948,3,9.3,2,"Investment","Butyrskoe",6.638684386
"913","2015-09-01",50.5,50.5,8,22,4,2015,1,9,1,"OwnerOccupier","Nagornoe",8.647627346
"914","2015-09-01",78.7,32.6,19,22,1,2010,3,10,3,"Investment","Marfino",8.51592615
"915","2015-09-01",61.75,30.9,14,19,1,2016,2,10.6,1,"OwnerOccupier","Poselenie Shherbinka",28.15157234
"916","2015-09-01",40,40,4,17,1,2016,1,10,1,"OwnerOccupier","Nekrasovka",20.54946417
"917","2015-09-02",54.7,32.7,12,17,1,1990,2,9.2,2,"Investment","Mar'ino",13.57909448
"918","2015-09-02",53.86,44.03,9,17,4,2016,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",26.39767985
"919","2015-09-02",62,32,2,17,1,2008,2,13,2,"Investment","Taganskoe",3.565670599
"920","2015-09-02",63.6,44.1,9,9,1,1969,3,7.1,2,"Investment","Chertanovo Severnoe",13.46835929
"921","2015-09-02",37.6,18.9,8,17,1,2007,1,7.4,2,"Investment","Beskudnikovskoe",11.74158663
"922","2015-09-02",38.3,23.7,6,12,5,1982,2,6.1,2,"Investment","Poselenie Shherbinka",26.79973169
"923","2015-09-02",70.8,40.8,8,14,1,1990,3,8.3,2,"Investment","Zapadnoe Degunino",14.60011396
"924","2015-09-02",43.92,21.93,2,17,1,2017,1,10,1,"OwnerOccupier","Sviblovo",11.0178752
"925","2015-09-02",25.7,34.33,1,16,1,2015,1,7.5,1,"OwnerOccupier","Tverskoe",0.072896553
"926","2015-09-02",79.1,47.5,9,17,1,2005,3,10.1,3,"Investment","Levoberezhnoe",15.75605208
"927","2015-09-02",36.4,36.4,17,25,4,2016,1,10.2,1,"OwnerOccupier","Tverskoe",0.072896553
"928","2015-09-02",71.1,37,18,20,4,2015,2,10,1,"OwnerOccupier","Pokrovskoe Streshnevo",13.51527856
"929","2015-09-02",61.6,34.3,4,4,2,1951,3,8.5,3,"Investment","Juzhnoportovoe",6.198352151
"930","2015-09-02",40,40,11,17,1,2015,1,9.7,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"931","2015-09-02",31.6,19.3,2,5,5,1963,1,5.3,2,"Investment","Koptevo",9.067070589
"932","2015-09-02",37.8,39.8,9,15,1,2015,1,7.3,2,"OwnerOccupier","Tverskoe",0.072896553
"933","2015-09-02",59.32,52.3,10,17,1,2016,2,11.8,1,"OwnerOccupier","Tverskoe",0.072896553
"934","2015-09-02",28.05,28.05,11,11,1,2016,1,9.7,1,"OwnerOccupier","Poselenie Vnukovskoe",25.60860086
"935","2015-09-02",63.4,63.4,14,17,1,2016,2,12,1,"OwnerOccupier","Solncevo",16.95715522
"936","2015-09-02",57.79,33.71,1,1,1,2017,2,10,1,"OwnerOccupier","Poselenie Rogovskoe",68.60439585
"937","2015-09-02",77,39.8,9,14,1,1999,3,10.9,3,"Investment","Vostochnoe Degunino",12.03859259
"938","2015-09-02",57.7,44.7,3,5,2,1962,3,6,2,"Investment","Babushkinskoe",12.61109888
"939","2015-09-03",74.6,45.7,8,17,1,1993,3,10.1,2,"Investment","Mitino",20.52086352
"940","2015-09-03",54.2,32,1,17,1,1994,2,9.7,3,"Investment","Mar'ino",14.25352362
"941","2015-09-03",51.2,28.6,1,3,2,1957,2,6.5,3,"Investment","Poselenie Shherbinka",27.55492977
"942","2015-09-03",74.7,74.7,24,25,1,2015,3,10,1,"OwnerOccupier","Nagornoe",8.626075639
"943","2015-09-03",39.6,23.5,4,12,5,1965,2,6.8,2,"Investment","Zjuzino",11.46424515
"944","2015-09-03",31.8,21.6,1,9,5,1965,1,5.1,2,"Investment","Fili Davydkovo",9.679834687
"945","2015-09-03",62.3,39.1,3,12,1,1977,3,8.3,2,"Investment","Orehovo-Borisovo Severnoe",16.43531782
"946","2015-09-03",57.3,35.7,5,5,2,1950,3,7.8,3,"Investment","Lefortovo",6.016832214
"947","2015-09-03",61.7,61.7,5,5,1,2017,2,10.3,1,"OwnerOccupier","Sviblovo",10.51446841
"948","2015-09-03",37.8,19.6,8,17,1,1983,1,8.3,2,"Investment","Taganskoe",3.210852918
"949","2015-09-03",45.5,30.6,2,5,1,1960,2,5.5,3,"Investment","Ivanovskoe",12.75029322
"950","2015-09-03",64,64,14,17,1,2016,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"951","2015-09-03",165.8,111.8,8,8,4,2007,4,15.3,2,"Investment","Kurkino",21.9674602
"952","2015-09-03",37.8,19.2,8,16,1,1978,1,9.6,3,"Investment","Jasenevo",17.91990712
"953","2015-09-03",31.2,17.2,2,5,5,1966,1,5.6,2,"Investment","Caricyno",13.3942019
"954","2015-09-03",61.6,34.02,3,3,1,2015,1,10,1,"OwnerOccupier","Poselenie Sosenskoe",22.69483028
"955","2015-09-03",52.1,30.5,5,17,1,2011,2,9.7,3,"Investment","Nagornoe",9.426738196
"956","2015-09-03",73.1,35.8,4,22,4,2009,2,15.6,2,"Investment","Horoshevskoe",5.492420647
"957","2015-09-03",46.19,46.19,14,17,6,2016,2,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.60860086
"958","2015-09-03",54.2,46.8,9,13,1,2015,2,9.1,1,"OwnerOccupier","Poselenie Vnukovskoe",25.60860086
"959","2015-09-03",54.8,57.69,15,17,1,2016,2,9.8,1,"OwnerOccupier","Poselenie Shherbinka",26.04356332
"960","2015-09-03",34.5,22.1,4,8,2,1958,1,5.6,3,"Investment","Shhukino",10.41213344
"961","2015-09-03",35.15,35.15,8,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",25.60860086
"962","2015-09-03",76.2,43.9,9,22,1,1987,3,9.8,3,"Investment","Orehovo-Borisovo Juzhnoe",16.76496978
"963","2015-09-03",56.8,38,2,24,1,2016,2,10,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"964","2015-09-03",80.66,55,9,24,6,2017,3,12,1,"OwnerOccupier","Nagatinskij Zaton",8.532480294
"965","2015-09-04",51.4,21.6,19,24,1,2005,1,12.4,3,"Investment","Severnoe Tushino",16.9218183
"966","2015-09-04",130.8,44.3,1,2,1,2016,4,10.4,1,"OwnerOccupier","Tverskoe",0.072896553
"967","2015-09-04",46.1,19.9,13,14,1,1999,1,10.8,2,"Investment","Mar'ino",12.43573053
"968","2015-09-04",40,18.4,17,25,4,2001,1,9.7,2,"Investment","Mar'ino",12.84680799
"969","2015-09-04",83.3,46.4,9,17,1,2016,3,9.2,1,"OwnerOccupier","Poselenie Sosenskoe",20.34154585
"970","2015-09-04",63.6,38.9,8,9,1,1972,3,8,3,"Investment","Jakimanka",2.223068958
"971","2015-09-04",48.3,31.3,11,12,5,1968,2,8.7,2,"Investment","Beskudnikovskoe",14.20046189
"972","2015-09-04",52.4,28.7,2,5,2,1905,2,10,4,"Investment","Basmannoe",4.288547499
"973","2015-09-04",70.72,70,18,22,4,2016,2,10,1,"OwnerOccupier","Babushkinskoe",12.31535273
"974","2015-09-04",35.8,19.9,5,12,1,1965,1,9.8,2,"Investment","Alekseevskoe",7.761322877
"975","2015-09-04",65.5,39.2,11,12,1,1980,3,8.3,3,"Investment","Altuf'evskoe",14.53329429
"976","2015-09-04",45.7,44.8,4,5,5,1964,2,5,3,"Investment","Cheremushki",8.404256038
"977","2015-09-04",44.3,28,4,9,1,1975,2,5.9,2,"Investment","Otradnoe",12.10268862
"978","2015-09-04",58.6,43.1,7,9,1,1975,3,5.9,2,"Investment","Otradnoe",12.59384729
"979","2015-09-04",70.6,39.3,17,18,1,2015,2,10,1,"OwnerOccupier","Levoberezhnoe",15.48281443
"980","2015-09-04",29.5,43.59,2,10,1,2015,1,8,1,"OwnerOccupier","Tverskoe",0.072896553
"981","2015-09-04",40.8,20.7,3,8,1,2003,1,8.4,3,"Investment","Ljublino",13.74918294
"982","2015-09-04",51.8,30.8,10,17,1,1987,2,8.4,3,"Investment","Novokosino",15.34224847
"983","2015-09-04",40,40,6,17,1,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"984","2015-09-04",59.1,45,2,5,1,1967,3,7.1,2,"Investment","Poselenie Shherbinka",26.75682645
"985","2015-09-04",99.51,55.01,18,24,6,2017,3,15,1,"OwnerOccupier","Ramenki",10.7962673
"986","2015-09-04",46,31.6,6,9,1,1967,2,6,2,"Investment","Presnenskoe",5.928771402
"987","2015-09-05",40,40,14,17,1,2015,1,9.7,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"988","2015-09-05",34.5,19.4,8,12,1,1976,1,9,2,"Investment","Birjulevo Vostochnoe",16.85920719
"989","2015-09-05",34.12,34.12,13,13,1,2016,1,9,1,"OwnerOccupier","Poselenie Desjonovskoe",29.13376481
"990","2015-09-05",53.98,46.8,12,17,1,2016,2,8.7,1,"OwnerOccupier","Poselenie Vnukovskoe",25.53803968
"991","2015-09-05",36.4,20.4,10,12,5,1970,1,10,2,"Investment","Basmannoe",3.971232792
"992","2015-09-05",39.2,19.2,9,17,1,1991,1,8.5,3,"Investment","Novo-Peredelkino",20.44508158
"993","2015-09-05",154.53,154.53,4,10,1,2017,3,10,1,"OwnerOccupier","Hamovniki",3.369939305
"994","2015-09-05",28.05,43.2,7,17,1,2016,1,8.6,1,"OwnerOccupier","Poselenie Vnukovskoe",25.63285471
"995","2015-09-05",62.5,39.1,8,9,2,1950,3,7.1,2,"Investment","Arbat",2.359887547
"996","2015-09-05",39.2,39.2,10,17,1,2016,1,9,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"997","2015-09-05",54.2,54.2,6,15,1,2015,2,9.2,1,"OwnerOccupier","Poselenie Vnukovskoe",25.67432978
"998","2015-09-07",75.3,64,11,22,1,2016,2,9.1,1,"OwnerOccupier","Nagornoe",8.647627346
"999","2015-09-07",51.49,54.66,1,3,1,2015,2,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"1000","2015-09-07",54.8,32.4,16,17,1,1987,2,9.4,3,"Investment","Novokosino",14.14035326
"1001","2015-09-07",69.42,69.42,3,3,1,2015,3,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"1002","2015-09-07",41.83,41.6,18,25,1,2016,1,10,1,"OwnerOccupier","Troparevo-Nikulino",11.7558302
"1003","2015-09-07",105.3,53.1,18,18,1,1998,3,12,4,"Investment","Troparevo-Nikulino",13.96097911
"1004","2015-09-07",45.3,28.5,12,12,5,1969,2,6,2,"Investment","Kotlovka",7.356631847
"1005","2015-09-07",30.7,18.2,3,9,2,1970,1,5.8,2,"Investment","Preobrazhenskoe",8.22300185
"1006","2015-09-07",44.1,27.6,5,5,2,1967,2,5.5,2,"Investment","Golovinskoe",13.28167352
"1007","2015-09-07",47.4,30.4,4,7,2,1950,2,7.3,2,"Investment","Gagarinskoe",8.059994856
"1008","2015-09-07",58.2,33.9,10,17,1,1985,2,10.1,3,"Investment","Orehovo-Borisovo Juzhnoe",17.34296856
"1009","2015-09-07",64.4,43.1,7,12,1,1973,3,7,3,"Investment","Shhukino",10.74802234
"1010","2015-09-07",56.6,35.5,2,8,2,1959,2,8.8,3,"Investment","Danilovskoe",5.709331934
"1011","2015-09-07",69.3,44.5,14,15,1,2016,2,11.8,1,"OwnerOccupier","Zapadnoe Degunino",15.86904434
"1012","2015-09-07",47.8,45.4,2,2,1,2015,1,10,1,"OwnerOccupier","Poselenie Pervomajskoe",35.74522169
"1013","2015-09-07",26,26,21,22,1,2016,1,10.3,1,"OwnerOccupier","Poselenie Shherbinka",28.15157234
"1014","2015-09-07",31.4,19,3,5,2,1966,1,6,2,"Investment","Mozhajskoe",11.5648219
"1015","2015-09-07",74.6,70.6,13,22,6,2017,2,15,1,"OwnerOccupier","Nagornoe",8.315961321
"1016","2015-09-07",59.9,44.9,1,9,1,1967,3,6,2,"Investment","Severnoe Tushino",16.62618552
"1017","2015-09-07",37.9,34.8,4,17,1,2016,2,11.7,1,"OwnerOccupier","Tverskoe",0.072896553
"1018","2015-09-07",35.6,19.8,11,11,5,1969,1,9.6,4,"Investment","Ljublino",10.69374463
"1019","2015-09-08",58.5,43.2,2,9,1,1975,3,6.1,2,"Investment","Otradnoe",11.98716555
"1020","2015-09-08",65.3,43.6,1,9,1,1969,3,7,2,"Investment","Kon'kovo",12.32913206
"1021","2015-09-08",44.8,28.1,1,9,1,1967,2,6.1,2,"Investment","Dmitrovskoe",15.64927903
"1022","2015-09-08",41.1,20.9,7,14,1,1990,1,8.6,2,"Investment","Novo-Peredelkino",20.25409661
"1023","2015-09-08",50.6,34,7,9,1,1972,3,6,2,"Investment","Akademicheskoe",7.415237736
"1024","2015-09-08",44.4,16.6,2,17,1,2017,1,12.9,1,"OwnerOccupier","Poselenie Voskresenskoe",25.89297057
"1025","2015-09-08",60.4,56.1,7,7,1,2016,2,10,1,"OwnerOccupier","Tverskoe",0.072896553
"1026","2015-09-08",75.1,43.3,17,17,1,1999,3,10.2,3,"Investment","Ljublino",12.77968828
"1027","2015-09-08",60.2,35.6,8,10,2,1958,2,6.2,2,"Investment","Alekseevskoe",6.539413433
"1028","2015-09-08",49.6,31.6,14,14,5,1970,2,9.1,2,"Investment","Ramenki",9.73005881
"1029","2015-09-08",56.4,35.6,12,26,5,2008,2,9.4,3,"Investment","Shhukino",11.74097125
"1030","2015-09-08",34.3,20.6,2,9,1,1975,1,6.4,2,"Investment","Otradnoe",12.71924581
"1031","2015-09-08",50.8,31.3,8,16,1,1990,2,9.5,3,"Investment","Danilovskoe",4.376320236
"1032","2015-09-08",71.38,69.15,3,15,6,2016,2,15,1,"OwnerOccupier","Presnenskoe",4.265688359
"1033","2015-09-08",56.2,37.6,4,9,1,1974,3,6.1,2,"Investment","Orehovo-Borisovo Severnoe",15.85094804
"1034","2015-09-08",43.4,29.5,2,5,2,1958,2,5.4,2,"Investment","Pokrovskoe Streshnevo",12.85741944
"1035","2015-09-08",70.6,54.05,10,15,6,2015,3,10,1,"OwnerOccupier","Poselenie Sosenskoe",20.11995701
"1036","2015-09-08",35.2,19.4,3,5,2,1960,1,8.2,2,"Investment","Babushkinskoe",12.22518697
"1037","2015-09-08",42.5,28.8,5,5,2,1963,2,5.3,2,"Investment","Marfino",8.51592615
"1038","2015-09-08",40,40,6,21,6,2016,1,10,1,"OwnerOccupier","Poselenie Vnukovskoe",21.90579236
"1039","2015-09-09",69.3,69.3,13,13,1,2016,2,10.1,1,"OwnerOccupier","Poselenie Sosenskoe",19.52527113
"1040","2015-09-09",125.4,59,12,22,6,2012,3,14.8,1,"Investment","Fili Davydkovo",9.841026312
"1041","2015-09-09",93.3,64,2,18,1,2015,3,9.8,1,"OwnerOccupier","Danilovskoe",4.17181992
"1042","2015-09-09",41.5,41.5,1,3,1,2015,1,10,1,"OwnerOccupier","Poselenie Novofedorovskoe",51.34968656
"1043","2015-09-09",69.6,43.6,8,9,2,1976,3,9,3,"Investment","Zamoskvorech'e",2.561462643
"1044","2015-09-09",37.9,19.3,14,16,5,1992,1,9.8,2,"Investment","Sviblovo",11.07572786
"1045","2015-09-09",53.1,30,12,12,1,1979,2,8.5,3,"Investment","Otradnoe",10.97860911
"1046","2015-09-09",41.6,20.9,11,12,1,1977,1,8.5,2,"Investment","Orehovo-Borisovo Juzhnoe",17.1384745
"1047","2015-09-09",32.1,14.5,3,5,2,1928,1,6.7,2,"Investment","Tverskoe",3.433527768
"1048","2015-09-09",34.1,21.2,1,9,2,1967,2,6.1,2,"Investment","Gol'janovo",13.12888565
"1049","2015-09-09",42.9,42.47,10,17,1,2016,1,8.5,1,"OwnerOccupier","Poselenie Sosenskoe",20.36062797
"1050","2015-09-09",53.2,30.4,3,12,1,1980,2,8.5,2,"Investment","Mar'ino",12.24309056
