price_doc,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,kremlin_km
6400000,7/12/12,45,31,7,17,1,2014,1,10,2,Investment,Nizhegorodskoe,6.547726698
7800000,7/12/12,52,29,12,12,1,2013,2,8,3,Investment,Novokosino,14.01406794
1000000,7/12/12,54,29,18,15,1,2013,2,9,2,Investment,Severnoe,20.13068425
5000000,7/12/12,41,25,10,25,1,2014,1,9,2,Investment,Silino,37.63270669
7400000,7/12/12,50,28,16,17,2,2014,1,8,2,Investment,Pechatniki,9.14755009
3000000,7/12/12,35,19,3,4,1,1972,1,9,2,Investment,Golovinskoe,12.36421585
7200000,7/12/12,46,28,9,24,1,1979,1,6,3,Investment,Izmajlovo,11.05135467
5880000,7/12/12,33,17,7,12,1,2013,1,8,3,Investment,Strogino,15.45766052
13238304,7/12/12,74,45,13,17,1,2002,2,10,3,OwnerOccupier,Izmajlovo,10.48800676
6518382,7/13/12,75,46,10,15,1,2014,2,10,3,OwnerOccupier,Lefortovo,4.565789848
7500000,7/13/12,49,31,4,9,1,2014,1,8,2,Investment,Severnoe Izmajlovo,13.04478068
7100000,7/13/12,31,18,5,12,4,1976,1,6,2,Investment,Tverskoe,4.072156656
6800000,7/13/12,46,31,8,24,1,2014,1,10,2,Investment,Severnoe Tushino,17.007786
7600000,7/13/12,44,27,9,12,1,2014,1,6,3,Investment,Jasenevo,15.30522741
1000000,7/13/12,49,26,8,12,1,2013,1,8,3,Investment,Altuf'evskoe,13.58438664
1000000,7/13/12,37,19,9,17,1,2014,1,7,2,Investment,Severnoe Izmajlovo,13.64911901
5200000,7/13/12,50,30,12,13,1,2013,1,8,3,Investment,Poselenie Mosrentgen,17.42934499
5400000,7/13/12,29,17,7,4,4,2014,1,6,2,Investment,Juzhnoportovoe,5.735920941
5600000,7/13/12,31,16,8,12,4,2002,1,7,3,Investment,Chertanovo Juzhnoe,16.1976497
2600000,7/14/12,42,28,1,4,1,2014,1,5,3,Investment,Timirjazevskoe,6.901197111
5200000,7/14/12,35,14,1,4,1,2001,1,9,3,Investment,Juzhnoe Butovo,23.18616279
2600000,7/14/12,32,17,3,4,4,2012,1,6,2,Investment,Severnoe Tushino,15.42246893
5350000,7/14/12,29,18,4,4,4,2014,1,6,2,Investment,Kuncevo,13.1366013
6300000,7/14/12,46,28,12,24,1,2014,1,5,3,Investment,Chertanovo Juzhnoe,16.21497833
3000000,7/14/12,60,33,7,25,1,2008,2,10,2,Investment,Severnoe Tushino,16.32349177
990000,7/14/12,51,30,11,16,1,2014,1,9,3,Investment,Kotlovka,7.710591129
6420000,7/14/12,38,19,14,17,1,2014,1,7,3,Investment,Zjuzino,9.784149322
6000000,7/14/12,60,34,13,25,1,2014,2,10,3,Investment,Mar'ino,13.64157068
2800000,7/14/12,18,14,5,12,1,2013,1,9,3,Investment,Solncevo,16.23246452
7800000,7/14/12,39,19,11,12,1,1996,1,8,3,Investment,Krylatskoe,13.13965085
8500000,7/14/12,54,32,16,17,1,1987,2,9,2,Investment,Donskoe,5.289359364
5400000,7/16/12,30,15,12,17,1,2014,1,7,3,Investment,Chertanovo Juzhnoe,16.77286527
6500000,7/16/12,44,28,4,12,1,2014,1,6,2,Investment,Levoberezhnoe,14.61237748
4850000,7/16/12,30,17,1,4,2,1971,1,6,3,Investment,Otradnoe,12.49524297
5650000,7/16/12,41,21,4,25,1,2014,1,8,2,Investment,Vostochnoe Degunino,15.36210402
5000000,7/16/12,38,19,12,17,1,2014,1,7,3,Investment,Birjulevo Zapadnoe,17.48630634
14500000,7/16/12,51,31,5,12,1,2014,1,9,3,Investment,Taganskoe,2.470199583
5590000,7/16/12,38,20,4,17,1,2014,1,8,3,Investment,Kosino-Uhtomskoe,17.31169701
4500000,7/16/12,38,20,14,12,1,2014,1,8,2,Investment,Savelki,35.93414414
5350000,7/16/12,30,17,6,12,1,2013,1,8,3,Investment,Sokolinaja Gora,7.485916945
1300000,7/16/12,38,19,3,12,1,2014,1,9,3,Investment,Pechatniki,9.198745247
5600000,7/16/12,51,30,3,12,1,2014,2,9,3,Investment,Troickij okrug,34.80484708
8500000,7/16/12,42,17,3,9,1,2014,1,9,3,Investment,Troparevo-Nikulino,13.0619526
10241294,7/16/12,61,60,10,22,1,2014,2,11,1,OwnerOccupier,Strogino,15.09620892
5500000,7/17/12,34,20,12,12,1,2014,1,7,2,Investment,Izmajlovo,11.04834203
6900000,7/17/12,88,50,23,16,4,2014,1,10,1,Investment,Rjazanskij,8.439930656
3465787,7/17/12,43,18,6,12,1,2014,1,10,1,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
5300000,7/17/12,67,44,8,12,1,2014,1,10,1,Investment,Izmajlovo,9.103726675
8000000,7/17/12,52,30,11,12,1,2014,2,9,2,Investment,Chertanovo Juzhnoe,16.26763448
7200000,7/17/12,43,28,5,17,1,2015,1,6,2,Investment,Levoberezhnoe,14.25871147
27000000,7/17/12,144,81,24,22,1,2014,3,10,1,Investment,Kon'kovo,13.1766669
5700000,7/17/12,34,34,8,12,2,2014,1,8,1,Investment,Novogireevo,12.6668612
6900000,7/17/12,50,34,2,4,1,2014,1,7,3,Investment,Ivanovskoe,13.76687494
16400000,7/17/12,58,32,11,15,1,2013,2,9,2,Investment,Basmannoe,4.98750385
1000000,7/17/12,56,38,1,12,1,2014,2,8,2,Investment,Novogireevo,9.762773421
2875000,7/17/12,38,19,16,17,1,2014,1,7,3,Investment,Nagornoe,11.00633454
5400000,7/17/12,32,19,4,4,4,2000,1,6,2,Investment,Orehovo-Borisovo Severnoe,16.43531782
1990000,7/17/12,59,34,18,18,1,2014,2,10,3,Investment,Mar'ino,12.4635216
3112727,7/17/12,36,21,3,9,1,1976,1,6,2,OwnerOccupier,Zapadnoe Degunino,15.86904434
2800000,7/17/12,18,14,5,12,1,2013,1,9,3,Investment,Solncevo,16.23246452
4948840,7/17/12,58,34,4,12,1,2014,2,10,3,OwnerOccupier,Nekrasovka,19.76393757
3300000,7/18/12,41,28,2,25,1,2014,1,8,1,Investment,Poselenie Pervomajskoe,35.36664461
6800000,7/18/12,38,22,4,12,1,2014,1,7,2,Investment,Savelovskoe,6.108965239
3500000,7/18/12,29,18,2,4,2,2014,1,6,2,Investment,Bogorodskoe,8.400666492
5800000,7/18/12,44,29,1,7,1,2013,1,6,2,Investment,Bogorodskoe,9.048610045
5600000,7/18/12,33,17,2,9,1,2014,1,8,3,Investment,Juzhnoportovoe,6.1152808
16500000,7/18/12,92,63,2,17,1,2014,2,11,1,Investment,Taganskoe,4.029668973
5950000,7/18/12,45,30,2,16,1,2013,1,5,2,Investment,Kuz'minki,9.940778211
5970000,7/18/12,46,26,1,24,1,2014,1,5,1,Investment,Vyhino-Zhulebino,13.66207297
3065553,7/18/12,38,20,10,12,1,2014,1,8,3,OwnerOccupier,Poselenie Voskresenskoe,25.73525569
4492730,7/18/12,51,30,5,16,1,2014,1,9,3,OwnerOccupier,Nekrasovka,19.76393757
5000000,7/18/12,39,24,6,12,1,2013,1,8,2,Investment,Hovrino,14.99513972
5200000,7/18/12,37,19,7,17,1,2014,1,7,3,Investment,Solncevo,15.97118622
8200000,7/18/12,63,38,2,12,1,2014,2,10,2,Investment,Metrogorodok,11.59435488
7000000,7/18/12,41,27,3,25,1,2014,1,8,2,Investment,Filevskij Park,6.592102313
3527502,7/18/12,54,32,13,12,1,1988,1,9,2,Investment,Nekrasovka,18.98520629
14500000,7/18/12,59,33,5,17,1,2008,2,10,3,Investment,Tverskoe,2.297321052
1441800,7/18/12,39,19,19,17,1,2013,1,8,3,Investment,Kosino-Uhtomskoe,17.91726652
4070000,7/19/12,15,9,9,15,1,2013,1,8,2,Investment,Zjuzino,10.92105185
5950000,7/19/12,37,19,4,17,1,2014,1,7,3,Investment,Lianozovo,15.11531064
5500000,7/19/12,31,21,1,12,4,2002,1,5,2,Investment,Taganskoe,3.946135509
4950000,7/19/12,31,21,6,12,4,1967,1,5,2,Investment,Novogireevo,9.888845371
2000000,7/19/12,47,30,1,11,1,2013,2,6,2,Investment,Birjulevo Vostochnoe,17.63594843
2000000,7/19/12,60,39,1,19,1,2014,2,10,3,Investment,Staroe Krjukovo,36.27581619
1000000,7/19/12,63,33,11,17,1,2014,2,10,3,Investment,Beskudnikovskoe,14.09988031
6650000,7/19/12,40,24,6,17,1,2013,1,10,2,Investment,Bogorodskoe,8.780639387
5900000,7/19/12,44,30,1,12,1,2014,1,5,2,Investment,Donskoe,5.383525437
7300000,7/19/12,45,33,4,16,1,2014,1,10,2,Investment,Timirjazevskoe,7.534085188
2716000,7/19/12,18,14,5,12,1,2013,1,9,3,Investment,Solncevo,16.23246452
4200000,7/19/12,29,15,3,4,4,2014,1,6,3,Investment,Vostochnoe Izmajlovo,12.55081049
5500000,7/19/12,41,26,5,25,1,2013,1,5,3,Investment,Kuz'minki,10.24054873
6200000,7/19/12,41,20,6,25,1,2013,1,8,3,Investment,Tekstil'shhiki,9.172988082
5350000,7/20/12,37,19,8,17,1,2014,1,7,3,Investment,Kosino-Uhtomskoe,17.08923751
6800000,7/20/12,44,27,4,9,1,2014,1,6,2,Investment,Severnoe Medvedkovo,14.90243674
5300000,7/20/12,38,20,2,12,1,2014,1,8,3,Investment,Zjablikovo,16.13328658
1000000,7/20/12,60,33,6,12,1,2006,2,10,3,Investment,Birjulevo Vostochnoe,19.02409278
3680600,7/20/12,37,18,4,17,1,2014,1,9,2,OwnerOccupier,Nekrasovka,19.76393757
4850000,7/20/12,34,19,3,7,1,2014,1,8,2,Investment,Kosino-Uhtomskoe,16.19179679
13300000,7/20/12,74,44,14,12,1,2014,2,10,3,Investment,Losinoostrovskoe,15.19272954
10200000,7/20/12,66,47,16,21,1,2014,2,9,2,Investment,Zjuzino,10.08001579
5800000,7/20/12,42,26,5,5,1,2014,1,7,2,Investment,Metrogorodok,11.54435169
7000000,7/20/12,42,28,2,5,1,1976,1,5,3,Investment,Rostokino,9.055344691
8850000,7/20/12,60,33,5,25,1,2006,2,10,2,Investment,Zapadnoe Degunino,14.67349221
8100000,7/20/12,60,43,2,16,1,2014,2,6,2,Investment,Veshnjaki,12.38370492
5200000,7/20/12,25,25,2,9,4,2012,1,6,3,Investment,Savelovskoe,6.032364211
7250000,7/20/12,53,30,5,4,1,2013,2,8,2,Investment,Zapadnoe Degunino,14.92632511
18850000,7/21/12,76,46,9,15,1,2014,2,10,3,Investment,Meshhanskoe,1.735956558
8500000,7/21/12,51,31,10,17,1,2014,1,9,3,Investment,Kotlovka,7.396629411
9000000,7/21/12,38,23,1,12,1,2014,1,7,3,Investment,Taganskoe,1.71408827
6300000,7/21/12,38,20,5,17,1,2014,1,8,3,Investment,Ochakovo-Matveevskoe,13.08235206
10200000,7/21/12,57,50,2,12,1,2015,2,10,1,Investment,Mozhajskoe,11.27051327
7700000,7/21/12,55,36,2,4,1,2014,2,8,2,Investment,Izmajlovo,11.78295056
6200000,7/21/12,29,17,9,4,4,2014,1,6,2,Investment,Presnenskoe,4.585148855
7300000,7/21/12,34,19,16,12,1,2014,1,7,3,Investment,Kon'kovo,13.57033304
8700000,7/21/12,71,42,15,12,1,2014,1,9,2,Investment,Birjulevo Zapadnoe,17.48630634
7500000,7/21/12,60,43,8,16,1,2014,1,6,2,Investment,Veshnjaki,13.3063704
6600000,7/21/12,40,16,6,17,1,2014,1,8,2,Investment,Beskudnikovskoe,13.5025975
6400000,7/21/12,38,19,20,17,1,2014,1,7,2,Investment,Mar'ino,13.295732
5500000,7/21/12,57,32,20,17,1,2014,2,9,3,Investment,Obruchevskoe,11.56263293
2000000,7/21/12,39,20,8,17,1,2013,1,9,3,Investment,Filevskij Park,6.699307084
9800000,7/21/12,45,26,16,17,1,2014,1,8,2,Investment,Ochakovo-Matveevskoe,9.655452853
3500000,7/21/12,139,76,9,24,2,2014,3,11,1,Investment,Troparevo-Nikulino,13.48833404
7490000,7/21/12,43,21,27,20,1,2015,1,8,3,Investment,Beskudnikovskoe,14.01016156
13500000,7/23/12,67,41,14,25,1,2014,1,10,1,Investment,Akademicheskoe,7.477392163
6100000,7/23/12,36,22,1,4,1,2014,1,6,3,Investment,Alekseevskoe,7.411584049
5250000,7/23/12,34,17,3,7,1,2014,1,6,2,Investment,Gol'janovo,11.04689626
5700000,7/23/12,34,14,3,12,1,2015,1,8,3,Investment,Juzhnoe Butovo,22.26584093
11500000,7/23/12,76,44,22,22,1,2014,2,10,2,Investment,Novogireevo,12.11245151
11500000,7/23/12,55,32,3,4,1,2014,2,10,3,Investment,Sokol,9.149977758
6700000,7/23/12,41,20,6,25,1,2013,1,8,3,Investment,Sviblovo,11.02163339
7200000,7/23/12,35,35,9,15,1,2014,1,9,3,Investment,Presnenskoe,4.762285612
2550000,7/23/12,54,36,14,15,1,2014,1,9,2,Investment,Shhukino,11.50892793
6300000,7/23/12,32,20,8,12,4,2006,1,5,2,Investment,Begovoe,4.670098138
11700000,7/23/12,64,44,11,12,1,2014,2,10,2,Investment,Nagornoe,10.37143526
2000000,7/23/12,44,27,1,7,1,2014,1,6,2,Investment,Teplyj Stan,15.69771872
8200000,7/23/12,37,22,7,17,1,2014,1,7,2,Investment,Krasnosel'skoe,3.606725192
5600000,7/23/12,36,19,7,15,1,1989,1,7,3,Investment,Vyhino-Zhulebino,11.6537816
7250000,7/23/12,43,27,3,17,1,2015,1,5,2,Investment,Orehovo-Borisovo Juzhnoe,16.81957035
5250000,7/23/12,37,19,14,17,1,2014,1,7,3,Investment,Lefortovo,3.986969107
7000000,7/23/12,44,42,4,12,1,2014,1,6,2,Investment,Novogireevo,12.02832542
8500000,7/24/12,56,40,3,17,1,2014,1,9,2,Investment,Vojkovskoe,10.31310077
7000000,7/24/12,38,23,8,17,1,2014,1,7,2,Investment,Ajeroport,7.910976392
5650000,7/24/12,29,27,5,12,1,2014,1,7,1,Investment,Begovoe,5.237405652
5650000,7/24/12,34,14,6,12,1,2014,1,9,3,Investment,Mar'ino,13.72830634
2000000,7/24/12,37,37,11,17,1,2014,1,8,1,Investment,Kuncevo,12.54418723
5400000,7/24/12,39,20,3,4,1,2010,1,8,3,Investment,Gol'janovo,12.81569479
6200000,7/24/12,32,18,5,4,4,2002,1,6,2,Investment,Pechatniki,9.33908408
1000000,7/24/12,42,19,6,17,1,2014,1,9,3,Investment,Kosino-Uhtomskoe,17.80070708
15200000,7/24/12,77,46,17,24,1,2014,1,10,2,Investment,Alekseevskoe,6.828198709
6450000,7/24/12,44,29,8,12,1,2013,1,6,3,Investment,Caricyno,13.25081224
4400000,7/24/12,37,19,10,17,1,2014,1,7,2,Investment,Krjukovo,38.55180025
5150000,7/24/12,32,18,2,4,4,1978,1,6,2,Investment,Pechatniki,9.741079048
7100000,7/24/12,51,30,8,17,1,2014,1,9,3,Investment,Caricyno,14.34638446
8900000,7/24/12,57,40,4,17,1,2014,1,9,2,Investment,Juzhnoportovoe,5.835455272
4600000,7/24/12,74,52,3,12,1,2014,2,10,1,Investment,Birjulevo Vostochnoe,17.80684881
3500000,7/24/12,45,29,4,16,1,2013,1,6,3,Investment,Nagatino-Sadovniki,8.335937963
2300000,7/24/12,56,41,2,22,1,2014,2,10,2,Investment,Tverskoe,3.961754803
5150000,7/24/12,32,18,5,4,4,2002,1,5,2,Investment,Chertanovo Central'noe,14.44319429
6000000,7/24/12,37,22,3,17,1,2014,1,8,3,Investment,Caricyno,14.34638446
6600000,7/24/12,38,36,13,17,1,2013,1,7,3,Investment,Mozhajskoe,12.76856462
8500000,7/24/12,37,18,6,17,1,2014,1,9,3,Investment,Kon'kovo,14.59702486
8200000,7/24/12,57,38,9,17,1,2014,1,8,3,Investment,Severnoe Tushino,15.83426659
5500000,7/25/12,32,18,9,12,4,2002,1,6,3,Investment,Koptevo,9.573477497
21359532,7/25/12,115,63,10,22,1,2014,3,10,1,OwnerOccupier,Izmajlovo,10.77495972
10500000,7/25/12,58,35,2,4,1,2014,2,8,2,Investment,Juzhnoportovoe,4.526878984
4780000,7/25/12,39,19,14,12,1,2014,1,8,3,Investment,Krjukovo,38.09652406
2000000,7/25/12,19,14,5,12,1,2013,1,8,3,Investment,Solncevo,16.23246452
8900000,7/25/12,56,41,2,22,1,2014,2,10,2,Investment,Begovoe,4.439920698
5000000,7/25/12,37,19,5,17,1,2014,1,7,3,Investment,Dmitrovskoe,15.86627487
8150000,7/25/12,52,30,11,12,1,2014,2,9,3,Investment,Juzhnoe Butovo,22.27964336
1000000,7/25/12,38,20,12,12,1,2014,1,8,2,Investment,Krjukovo,37.71039039
550637,7/25/12,89,45,7,15,1,2014,3,10,2,Investment,Nekrasovka,19.31888478
4500000,7/25/12,26,14,3,9,4,2012,1,9,2,Investment,Tekstil'shhiki,7.999219892
8000000,7/25/12,54,22,13,12,1,2014,2,9,2,Investment,Silino,37.55766305
6100000,7/25/12,38,23,6,17,1,2014,1,7,2,Investment,Perovo,9.360193932
5400000,7/25/12,31,20,6,10,4,1985,1,6,2,Investment,Bogorodskoe,9.772315155
4437750,7/25/12,48,48,12,12,1,2014,1,8,1,OwnerOccupier,Poselenie Sosenskoe,20.66681407
8700000,7/25/12,56,30,7,16,1,2014,2,9,3,Investment,Ramenki,8.34714261
15000000,7/26/12,77,52,4,17,1,2014,3,10,2,Investment,Gagarinskoe,5.742363397
4000000,7/26/12,33,19,1,4,1,1968,1,6,3,Investment,Birjulevo Zapadnoe,17.84602472
5190000,7/26/12,38,19,12,16,1,2014,1,7,3,Investment,Zjuzino,9.779998193
9500000,7/26/12,44,29,4,12,1,2013,1,6,2,Investment,Taganskoe,2.548997765
2000000,7/26/12,39,24,10,17,1,2014,1,8,2,Investment,Kotlovka,6.758263527
6050000,7/26/12,41,26,4,25,1,2013,1,5,2,Investment,Kuz'minki,11.70421235
5690000,7/26/12,32,18,2,4,4,2002,1,6,2,Investment,Severnoe Medvedkovo,14.19563061
6850000,7/26/12,45,30,7,16,1,2013,1,5,2,Investment,Orehovo-Borisovo Juzhnoe,17.77122241
10500000,7/26/12,52,30,7,12,1,2014,2,9,3,Investment,Meshhanskoe,3.275998761
6850000,7/26/12,44,28,2,9,1,2014,1,6,3,Investment,Jasenevo,17.75591825
999000,7/26/12,64,38,5,12,1,2014,1,12,3,Investment,Otradnoe,10.60437111
990000,7/26/12,71,49,2,4,1,2014,2,8,2,Investment,Matushkino,38.12807447
8460000,7/26/12,45,31,3,16,1,2014,1,10,1,Investment,Jakimanka,2.472791993
5763340,7/26/12,74,41,2,25,1,2014,2,12,1,OwnerOccupier,Poselenie Voskresenskoe,25.89297057
4950000,7/26/12,36,18,17,17,1,2013,1,8,2,Investment,Zjuzino,9.779998193
12400000,7/26/12,58,36,5,10,1,2014,1,10,2,Investment,Zamoskvorech'e,2.269297826
3868800,7/26/12,36,19,4,12,1,2006,1,7,3,OwnerOccupier,Nekrasovka,19.76393757
6350000,7/26/12,43,29,1,17,1,2014,1,7,2,Investment,Ajeroport,8.384222412
9500000,7/26/12,55,31,4,12,1,2013,2,9,3,Investment,Otradnoe,12.07728744
3597271,7/26/12,42,42,9,24,1,2014,1,10,1,OwnerOccupier,Poselenie Moskovskij,23.37369741
1000000,7/26/12,51,30,4,12,1,2014,1,9,2,Investment,Birjulevo Vostochnoe,18.91323259
11000000,7/26/12,72,43,2,17,1,2014,2,10,3,Investment,Golovinskoe,13.14241498
6450000,7/26/12,41,26,3,25,1,2014,1,5,3,Investment,Caricyno,13.51561718
8500000,7/26/12,59,43,5,17,1,2014,2,9,3,Investment,Zjablikovo,15.31272475
3680600,7/27/12,37,18,4,17,1,2014,1,9,2,OwnerOccupier,Nekrasovka,19.76393757
4700000,7/27/12,57,44,4,17,1,2014,2,10,1,Investment,Severnoe Tushino,16.54119891
5500000,7/27/12,33,17,9,17,1,2013,1,8,2,Investment,Kon'kovo,12.3912337
990000,7/27/12,44,29,5,9,1,2013,1,6,2,Investment,Perovo,10.15528284
11250000,7/27/12,76,44,13,22,1,2014,2,10,3,Investment,Donskoe,5.383525437
3377346,7/27/12,40,25,4,17,1,2014,1,8,3,OwnerOccupier,Poselenie Moskovskij,23.37369741
7070000,7/27/12,40,21,15,17,1,2013,1,9,2,OwnerOccupier,Severnoe Tushino,15.16022466
4900000,7/27/12,29,18,1,4,2,2014,1,6,2,Investment,Alekseevskoe,7.251112938
6850000,7/27/12,48,30,5,16,1,2014,1,10,2,Investment,Sviblovo,10.80498369
1000000,7/27/12,45,28,12,17,1,1978,1,6,2,Investment,Zapadnoe Degunino,14.64537526
7500000,7/27/12,58,45,3,4,1,2014,2,6,3,Investment,Zjuzino,10.83996864
14329800,7/27/12,74,45,9,17,1,2002,2,10,3,OwnerOccupier,Severnoe Tushino,15.26262209
7152236,7/27/12,40,37,7,17,1,2014,1,9,1,OwnerOccupier,Juzhnoe Tushino,15.11611404
6100000,7/27/12,37,19,4,17,1,2014,1,8,2,Investment,Vyhino-Zhulebino,12.52678708
7300000,7/27/12,55,42,5,4,1,2014,2,6,1,Investment,Dmitrovskoe,15.29518473
6700000,7/27/12,36,18,8,15,1,2006,1,8,2,Investment,Severnoe Tushino,15.06990548
6600000,7/28/12,44,28,5,12,1,2014,1,6,2,Investment,Golovinskoe,13.27151234
6150000,7/28/12,38,20,2,12,1,2014,1,8,3,Investment,Horoshevo-Mnevniki,9.81341073
1200000,7/28/12,58,29,8,12,1,2013,2,8,2,Investment,Juzhnoe Butovo,22.71535183
9150000,7/28/12,66,40,1,17,1,2014,1,9,1,Investment,Ajeroport,6.793666872
5000000,7/30/12,51,30,17,17,1,2014,2,9,3,Investment,Kotlovka,8.951053099
2000000,7/30/12,52,30,12,12,1,2014,2,9,3,Investment,Bibirevo,15.71361961
7200000,7/30/12,53,31,1,4,1,2014,2,8,3,Investment,Izmajlovo,10.93207179
4000000,7/30/12,27,16,1,4,1,2014,1,8,3,Investment,Bogorodskoe,8.623622497
6100000,7/30/12,38,17,11,17,1,2014,1,8,3,Investment,Beskudnikovskoe,11.93687374
1000000,7/30/12,41,25,5,25,1,2014,1,7,2,Investment,Losinoostrovskoe,13.19472211
11500000,7/30/12,55,30,7,16,1,2013,2,9,3,Investment,Filevskij Park,7.372499919
7500000,7/30/12,42,26,4,5,1,2012,1,5,2,Investment,Ajeroport,6.842652665
2716000,7/30/12,18,14,4,9,1,2014,1,9,3,Investment,Solncevo,16.23246452
6800000,7/30/12,50,33,7,13,1,2013,2,10,2,Investment,Orehovo-Borisovo Juzhnoe,17.9904774
6300000,7/30/12,36,21,6,12,1,1976,1,6,2,Investment,Otradnoe,11.29883946
2000000,7/30/12,30,17,3,8,1,1971,1,5,2,Investment,Perovo,8.877384127
5600000,7/30/12,38,22,8,17,1,2014,1,7,3,Investment,Severnoe Medvedkovo,14.7102574
10100000,7/30/12,74,35,6,17,1,2014,3,10,2,Investment,Lianozovo,16.90284409
2700000,7/30/12,80,55,3,4,1,2014,2,10,1,Investment,Akademicheskoe,8.112280536
2000000,7/30/12,38,20,1,12,1,2014,1,8,2,Investment,Perovo,9.625427005
6350000,7/30/12,34,18,9,12,1,2013,1,9,3,Investment,Izmajlovo,11.79605849
995000,7/30/12,58,34,3,4,1,2014,2,10,3,Investment,Fili Davydkovo,9.837932765
4520000,7/31/12,37,22,7,17,1,2014,1,7,2,Investment,Marfino,10.44044336
5073100,7/31/12,51,30,12,16,1,2014,1,9,3,Investment,Otradnoe,13.6769763
5800000,7/31/12,47,30,1,11,1,2013,1,6,3,Investment,Gol'janovo,14.50425714
9800000,7/31/12,49,19,6,12,1,2014,1,8,3,Investment,Danilovskoe,5.883560118
1000000,7/31/12,38,19,13,17,1,2014,1,7,3,Investment,Juzhnoe Medvedkovo,13.70946745
2000000,7/31/12,37,21,5,17,1,2014,1,8,2,Investment,Danilovskoe,3.093313019
6100000,7/31/12,39,20,3,4,1,2010,1,10,2,Investment,Otradnoe,11.41815229
10331750,7/31/12,83,46,15,22,1,2014,3,10,3,OwnerOccupier,Pokrovskoe Streshnevo,13.01658402
2716000,7/31/12,19,14,1,4,2,2013,1,9,3,Investment,Solncevo,16.23246452
11400000,7/31/12,84,56,3,4,1,2014,2,9,2,Investment,Severnoe Medvedkovo,15.65256201
10300000,7/31/12,78,46,14,17,1,2014,2,10,3,Investment,Altuf'evskoe,14.25042114
5650000,7/31/12,51,30,14,12,1,2014,2,9,3,Investment,Krjukovo,38.7298687
7000000,7/31/12,44,28,12,12,1,1976,1,6,2,Investment,Orehovo-Borisovo Severnoe,16.5789162
4800000,7/31/12,45,18,11,17,1,2013,1,9,2,Investment,Bogorodskoe,9.050959541
1200000,7/31/12,58,27,8,12,1,2014,2,10,2,Investment,Juzhnoe Butovo,22.71535183
11677710,7/31/12,96,90,18,22,1,2014,3,10,1,OwnerOccupier,Mitino,18.7528432
5500000,7/31/12,36,19,14,16,1,2013,1,7,2,Investment,Caricyno,14.68644869
6200000,7/31/12,34,19,11,12,1,2014,1,8,2,Investment,Teplyj Stan,15.49931644
5800000,7/31/12,38,18,1,12,1,2014,1,8,3,Investment,Novogireevo,11.9619337
3000000,7/31/12,36,17,25,17,1,2014,1,9,3,Investment,Tverskoe,0.072896553
15200000,7/31/12,85,49,4,22,1,2014,3,10,3,Investment,Danilovskoe,3.470126867
4944000,7/31/12,32,19,1,4,4,1980,1,6,2,Investment,Orehovo-Borisovo Juzhnoe,16.84131027
6600000,7/31/12,48,33,3,10,1,2014,1,6,3,Investment,Nizhegorodskoe,7.959651393
6200000,7/31/12,39,19,8,12,1,1999,1,8,2,Investment,Mitino,19.03096767
3000000,7/31/12,115,102,5,17,1,2014,2,10,2,Investment,Tverskoe,0.072896553
8000000,7/31/12,63,45,12,17,1,2014,2,10,2,Investment,Zjablikovo,15.784931
4750000,7/31/12,30,17,1,4,2,1971,1,5,2,Investment,Chertanovo Central'noe,14.07197977
6100000,7/31/12,42,26,5,5,1,2014,1,6,2,Investment,Horoshevo-Mnevniki,9.646056094
5500000,7/31/12,38,19,12,16,1,2014,1,7,2,Investment,Timirjazevskoe,6.746056331
14062400,7/31/12,77,45,3,17,1,2014,3,10,3,Investment,Ochakovo-Matveevskoe,11.38742175
6500000,7/31/12,43,27,1,17,1,2015,1,5,2,Investment,Cheremushki,9.37384025
4000000,7/31/12,42,25,5,12,1,2014,1,9,2,Investment,Butyrskoe,7.435564817
14784000,7/31/12,83,45,10,17,1,2014,3,10,3,OwnerOccupier,Severnoe Tushino,15.16022466
4000000,8/1/12,36,21,8,15,1,1978,1,6,2,Investment,Gol'janovo,14.82083809
7800000,8/1/12,56,29,10,15,1,2014,1,10,2,Investment,Kosino-Uhtomskoe,17.26200639
7800000,8/1/12,37,19,2,17,1,2014,1,8,3,Investment,Krylatskoe,12.89782425
2961840,8/1/12,35,19,4,4,1,1973,1,9,2,OwnerOccupier,Poselenie Shherbinka,26.04356332
6400000,8/2/12,34,34,6,12,1,2014,1,8,1,Investment,Perovo,10.47254556
7150000,8/2/12,52,30,1,12,1,2014,1,9,3,Investment,Zjablikovo,16.81195129
8300000,8/2/12,75,42,22,12,1,2014,2,10,2,Investment,Obruchevskoe,11.04847829
5300000,8/2/12,30,17,7,8,1,1973,1,5,2,Investment,Koptevo,9.858931688
990000,8/2/12,38,23,8,17,1,2014,1,7,3,Investment,Cheremushki,10.53688728
4800000,8/2/12,30,17,4,8,1,1971,1,5,3,Investment,Bogorodskoe,9.102905378
6000000,8/2/12,51,31,6,17,1,2014,1,8,2,Investment,Chertanovo Severnoe,13.42228939
5900000,8/2/12,35,19,5,9,1,1972,1,9,2,Investment,Caricyno,13.81801369
7900000,8/2/12,58,37,1,4,1,2014,1,9,3,Investment,Izmajlovo,11.34955607
6000000,8/2/12,44,27,2,9,1,2014,1,6,3,Investment,Chertanovo Juzhnoe,15.81166336
